SNP,Chr,Pos,Effect,SE,SSH1_ERG11_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1433,4,39021,0.0645223023813591,0.0982412380682835,0.511754104294056,YDL231C,BRE4,SGDID:S000002390,CDS,CDS,"""Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A ; a drug which is known to affect intracellular transport""",Verified ORF
1434,4,40300,0.0404196613662743,0.0982379860750186,0.680994959614974,YDL231C,BRE4,SGDID:S000002390,CDS,CDS,"""Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A ; a drug which is known to affect intracellular transport""",Verified ORF
1435,4,43687,0.0686448612048223,0.0980715818830416,0.484421726829131,YDL230W,PTP1,SGDID:S000002389,CDS,CDS,"""Phosphotyrosine-specific protein phosphatase; dephosphorylates a broad range of substrates in vivo ; including Fpr3p; localized to the cytoplasm and the mitochondria; proposed to be a negative regulator of filamentation""",Verified ORF
1436,4,43708,0.0818544542622361,0.0986940604743699,0.407452333676652,YDL229W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1439,4,43992,0.0938674899560168,0.0981687417216915,0.339633083625133,YDL229W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1442,4,46913,-0.0031808889896644,0.100101300054459,0.974668086750902,YDL227C,HO,SGDID:S000002386,CDS,CDS,"""Site-specific endonuclease; required for gene conversion at the MAT locus (homothallic switching) through the generation of a ds DNA break; expression restricted to mother cells in late G1 as controlled by Swi4p-Swi6p ; Swi5p ; and Ash1p""",Verified ORF
1443,4,47131,0.0797124133071279,0.0989875601623285,0.42120187855864,YDL227C,HO,SGDID:S000002386,CDS,CDS,"""Site-specific endonuclease; required for gene conversion at the MAT locus (homothallic switching) through the generation of a ds DNA break; expression restricted to mother cells in late G1 as controlled by Swi4p-Swi6p ; Swi5p ; and Ash1p""",Verified ORF
1445,4,48617,0.0492120064556907,0.0985331495725392,0.617776222763822,YDL227C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1446,4,48723,0.0350608796777331,0.0985573613613458,0.722247138743795,YDL227C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1447,4,49408,0.0341374693296632,0.0984390786129093,0.728957395102418,YDL227C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1448,4,49568,0.033853948327674,0.0987310634704696,0.731884900946178,D:48032-51114,,,Intergenic region,Intergenic region,between YDL227C and YDL226C,Intergenic region
1449,4,49675,0.0373865695173839,0.0983809828393446,0.704160402751077,D:48032-51114,,,Intergenic region,Intergenic region,between YDL227C and YDL226C,Intergenic region
1450,4,51735,0.0500667014955902,0.0983650159903716,0.611077994084738,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1451,4,51775,0.0439369730136054,0.0985850202335856,0.656104545196074,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1452,4,51793,0.0618814100751421,0.0986791329596937,0.531000886284477,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1453,4,51859,0.0632990756147817,0.100033211039277,0.527286608533889,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1454,4,52093,0.0611078301076081,0.0984608937689893,0.535243279114944,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1455,4,52141,0.0173353748029446,0.0988904013828556,0.860945313636628,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1456,4,52459,0.0689671599712349,0.0991279548679774,0.487050230763139,YDL225W,SHS1,SGDID:S000002384,CDS,CDS,"""Component of the septin ring that is required for cytokinesis; present at the ends of rod-like septin hetero-oligomers; C-terminal extension is important for recruitment of Bni5p to the mother-bud neck ; which in turn is required for Myo1p recruitment and cytokinesis; undergoes sumoylation and phosphorylation during mitosis; protein abundance increases in response to DNA replication stress""",Verified ORF
1457,4,53342,0.0426752579698952,0.0987474532481211,0.665884885164142,YDL225W,SHS1,SGDID:S000002384,CDS,CDS,"""Component of the septin ring that is required for cytokinesis; present at the ends of rod-like septin hetero-oligomers; C-terminal extension is important for recruitment of Bni5p to the mother-bud neck ; which in turn is required for Myo1p recruitment and cytokinesis; undergoes sumoylation and phosphorylation during mitosis; protein abundance increases in response to DNA replication stress""",Verified ORF
1458,4,55290,0.0637296862842074,0.0983426247510559,0.517382119351216,YDL224C,WHI4,SGDID:S000002383,CDS,CDS,"""Putative RNA binding protein; regulates the cell size requirement for passage through Start and commitment to cell division; WHI4 has a paralog ; WHI3 ; that arose from the whole genome duplication""",Verified ORF
1459,4,56089,0.0595467516537271,0.0983500514920089,0.545264276366427,YDL224C,WHI4,SGDID:S000002383,CDS,CDS,"""Putative RNA binding protein; regulates the cell size requirement for passage through Start and commitment to cell division; WHI4 has a paralog ; WHI3 ; that arose from the whole genome duplication""",Verified ORF
1461,4,57719,0.066041111042591,0.0985178392852956,0.503075093264881,YDL223C,HBT1,SGDID:S000002382,CDS,CDS,"""Shmoo tip protein ; substrate of Hub1p ubiquitin-like protein; mutants are defective for mating projection formation ; thereby implicating Hbt1p in polarized cell morphogenesis; HBT1 has a paralog ; YNL195C ; that arose from the whole genome duplication""",Verified ORF
1464,4,60023,0.057288338548583,0.098582127233363,0.561528426467965,YDL223C,HBT1,SGDID:S000002382,CDS,CDS,"""Shmoo tip protein ; substrate of Hub1p ubiquitin-like protein; mutants are defective for mating projection formation ; thereby implicating Hbt1p in polarized cell morphogenesis; HBT1 has a paralog ; YNL195C ; that arose from the whole genome duplication""",Verified ORF
1465,4,60460,0.0793114035690833,0.0987260684731487,0.42231413544857,YDL223C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1466,4,61772,0.0267237563125289,0.0996086643803797,0.788634762983582,YDL222C,FMP45,SGDID:S000002381,CDS,CDS,"""Integral membrane protein localized to mitochondria; required for sporulation and maintaining sphingolipid content; similar to SUR7; FMP45 has a paralog ; YNL194C ; that arose from the whole genome duplication""",Verified ORF
1467,4,62037,0.0247405604851016,0.0995841803307406,0.803939491111236,YDL221W,YDL221W,SGDID:S000002380,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the 3' end of essential gene CDC13""",Dubious ORF
1468,4,62324,0.0022063386389551,0.0999094469771532,0.982393918594038,YDL221W,YDL221W,SGDID:S000002380,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the 3' end of essential gene CDC13""",Dubious ORF
1469,4,62762,0.0006015278030205,0.0994828906777112,0.995178999866704,YDL220C,CDC13,SGDID:S000002379,CDS,CDS,"""Single stranded DNA-binding protein found at TG1-3 telomere G-tails; key roles in regulation of telomerase ; telomere end protection ; conventional telomere replication; regulates telomere replication through recruitment of specific sub-complexes ; essential function is telomere capping; forms homodimer via N-terminus; disruption of dimerization leads to short telomeres; autophagy and proteasome are involved in Cdc13p degradation; differentially phosphorylated through cell cycle""",Verified ORF
1470,4,64285,-0.0016436084809597,0.099342664456614,0.986809076905037,YDL220C,CDC13,SGDID:S000002379,CDS,CDS,"""Single stranded DNA-binding protein found at TG1-3 telomere G-tails; key roles in regulation of telomerase ; telomere end protection ; conventional telomere replication; regulates telomere replication through recruitment of specific sub-complexes ; essential function is telomere capping; forms homodimer via N-terminus; disruption of dimerization leads to short telomeres; autophagy and proteasome are involved in Cdc13p degradation; differentially phosphorylated through cell cycle""",Verified ORF
1471,4,65329,0.034878862212146,0.098636203115882,0.723841404030391,YDL220C,CDC13,SGDID:S000002379,Close to 3'-UTR,Close to 3'-UTR,"""Single stranded DNA-binding protein found at TG1-3 telomere G-tails; key roles in regulation of telomerase ; telomere end protection ; conventional telomere replication; regulates telomere replication through recruitment of specific sub-complexes ; essential function is telomere capping; forms homodimer via N-terminus; disruption of dimerization leads to short telomeres; autophagy and proteasome are involved in Cdc13p degradation; differentially phosphorylated through cell cycle""",Verified ORF
1472,4,65934,0.0700991465713746,0.0986659334845235,0.477882084908358,CUT470_NFR/NDR,,,Promoter,Promoter,,Promoter
1473,4,66022,0.0373510837729783,0.0981660285913409,0.703811390814999,CUT470_NFR/NDR,,,Promoter,Promoter,,Promoter
1475,4,66159,0.0232920929180118,0.0987262999099829,0.813626979036703,YDL219W,DTD1,SGDID:S000002378,Close to 3'-UTR,Close to 3'-UTR,"""D-Tyr-tRNA(Tyr) deacylase; functions in protein translation ; may affect nonsense suppression via alteration of the protein synthesis machinery; ubiquitous among eukaryotes""",Verified ORF
1476,4,66228,0.051774356710156,0.099394681508878,0.602765358399763,YDL219W,DTD1,SGDID:S000002378,Close to 3'-UTR,Close to 3'-UTR,"""D-Tyr-tRNA(Tyr) deacylase; functions in protein translation ; may affect nonsense suppression via alteration of the protein synthesis machinery; ubiquitous among eukaryotes""",Verified ORF
1477,4,66763,0.0662937355940399,0.0982324409952728,0.500202662979913,YDL218W,YDL218W,SGDID:S000002377,CDS,CDS,"""Putative protein of unknown function; YDL218W transcription is regulated by Azf1p and induced by starvation and aerobic conditions; expression also induced in cells treated with the mycotoxin patulin""",Uncharacterized ORF
1478,4,68860,0.075040526332611,0.0982520512306842,0.445523237291934,YDL217C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1479,4,68911,0.0444452109480883,0.0981111001776501,0.650820576033633,YDL217C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1480,4,69269,0.0356694323623701,0.0986354021986366,0.717845570591297,YDL216C,RRI1,SGDID:S000002375,CDS,CDS,"""Catalytic subunit of the COP9 signalosome (CSN) complex; acts as an isopeptidase in cleaving the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; metalloendopeptidase involved in the adaptation to pheromone signaling; involved in modulation of genes controlling amino acid and lipid metabolism ; and ergosterol biosynthesis""",Verified ORF
1481,4,70023,0.0377157737849701,0.09883627161982,0.70298878356785,YDL216C,RRI1,SGDID:S000002375,CDS,CDS,"""Catalytic subunit of the COP9 signalosome (CSN) complex; acts as an isopeptidase in cleaving the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; metalloendopeptidase involved in the adaptation to pheromone signaling; involved in modulation of genes controlling amino acid and lipid metabolism ; and ergosterol biosynthesis""",Verified ORF
1482,4,70129,0.0301240927267783,0.0983716349614518,0.759612020321302,YDL216C,RRI1,SGDID:S000002375,CDS,CDS,"""Catalytic subunit of the COP9 signalosome (CSN) complex; acts as an isopeptidase in cleaving the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; metalloendopeptidase involved in the adaptation to pheromone signaling; involved in modulation of genes controlling amino acid and lipid metabolism ; and ergosterol biosynthesis""",Verified ORF
1484,4,71282,0.0973543223703219,0.0979406873538765,0.320897381709225,YDL215C,GDH2,SGDID:S000002374,CDS,CDS,"""NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis""",Verified ORF
1485,4,71689,0.0727696919932578,0.0991306687909534,0.46338819712696,YDL215C,GDH2,SGDID:S000002374,CDS,CDS,"""NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis""",Verified ORF
1486,4,72324,-0.0364918679043348,0.0981560762536587,0.710284253881531,YDL215C,GDH2,SGDID:S000002374,CDS,CDS,"""NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis""",Verified ORF
1487,4,72434,0.0435147538032451,0.099485019645168,0.662088716195341,YDL215C,GDH2,SGDID:S000002374,CDS,CDS,"""NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis""",Verified ORF
1488,4,72764,0.172449546302363,0.0978131678524522,0.0787571833067713,YDL215C,GDH2,SGDID:S000002374,CDS,CDS,"""NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis""",Verified ORF
1489,4,73313,0.14956964103501,0.0977672449585615,0.12694839313394,YDL215C,GDH2,SGDID:S000002374,CDS,CDS,"""NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis""",Verified ORF
1490,4,74160,0.111688771368451,0.0986095713004958,0.25813579108348,CUT050,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
1491,4,76499,0.155243186485269,0.0977515093450085,0.113149694023917,XUT_4F-43,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
1493,4,77589,0.160946086859568,0.0979946011111455,0.101398127064942,YDL213C,NOP6,SGDID:S000002372,CDS,CDS,"""rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM); hydrophilin essential to overcome the stress of the desiccation-rehydration process; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes""",Verified ORF
1494,4,77718,0.143474091101372,0.097796226050671,0.143246842699621,YDL213C,NOP6,SGDID:S000002372,CDS,CDS,"""rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM); hydrophilin essential to overcome the stress of the desiccation-rehydration process; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes""",Verified ORF
1495,4,77851,0.158475846232582,0.0988422552959744,0.109758182916642,YDL213C,NOP6,SGDID:S000002372,CDS,CDS,"""rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM); hydrophilin essential to overcome the stress of the desiccation-rehydration process; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes""",Verified ORF
1496,4,77997,0.19320859419556,0.0984264521939702,0.0504340404749083,YDL213C,NOP6,SGDID:S000002372,Close to 3'-UTR,Close to 3'-UTR,"""rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM); hydrophilin essential to overcome the stress of the desiccation-rehydration process; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes""",Verified ORF
1497,4,79690,0.151276100472063,0.0977202236277051,0.122505527589312,YDL211C,YDL211C,SGDID:S000002370,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; YDL211C has a paralog ; TDA7 ; that arose from the whole genome duplication""",Uncharacterized ORF
1498,4,79853,0.181419941062153,0.0989459056846373,0.0675661393853512,YDL211C,YDL211C,SGDID:S000002370,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; YDL211C has a paralog ; TDA7 ; that arose from the whole genome duplication""",Uncharacterized ORF
1499,4,80944,0.160404254839441,0.0980849904309865,0.102864965070583,XUT_4F-50,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1500,4,82080,0.141629272130542,0.0987097693686538,0.152228018204541,XUT_4F-50,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1501,4,82454,0.172304934983837,0.0984192105839292,0.0808620169495917,XUT_4F-50,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1506,4,83947,0.15580807858868,0.0982145469553704,0.113542730237562,YDL210W,UGA4,SGDID:S000002369,Close to 3'-UTR,Close to 3'-UTR,"""GABA (gamma-aminobutyrate) permease; serves as a GABA transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane""",Verified ORF
1507,4,84004,0.181399657339944,0.0992362985263867,0.0683999378997734,YDL210W,UGA4,SGDID:S000002369,Close to 3'-UTR,Close to 3'-UTR,"""GABA (gamma-aminobutyrate) permease; serves as a GABA transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane""",Verified ORF
1508,4,84689,0.198161141883446,0.097310291388594,0.0424577500916918,YDL210W,UGA4,SGDID:S000002369,CDS,CDS,"""GABA (gamma-aminobutyrate) permease; serves as a GABA transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane""",Verified ORF
1509,4,84692,0.199257956938653,0.0976031232002967,0.0419430485339307,YDL210W,UGA4,SGDID:S000002369,CDS,CDS,"""GABA (gamma-aminobutyrate) permease; serves as a GABA transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane""",Verified ORF
1510,4,84897,0.129974814249229,0.0985714471970926,0.188162792406197,YDL210W,UGA4,SGDID:S000002369,CDS,CDS,"""GABA (gamma-aminobutyrate) permease; serves as a GABA transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane""",Verified ORF
1511,4,85322,0.170228928600345,0.0983785812295866,0.0844425386269974,YDL210W,UGA4,SGDID:S000002369,CDS,CDS,"""GABA (gamma-aminobutyrate) permease; serves as a GABA transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane""",Verified ORF
1512,4,85809,0.138019077977401,0.09767671758964,0.158531192563633,YDL210W,UGA4,SGDID:S000002369,CDS,CDS,"""GABA (gamma-aminobutyrate) permease; serves as a GABA transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane""",Verified ORF
1513,4,86292,0.0817491416358269,0.099876999630207,0.41362496991446,YDL209C,CWC2,SGDID:S000002368,CDS,CDS,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs; binds directly to U6 snRNA; similar to S. pombe Cwf2""",Verified ORF
1514,4,86372,0.0663843131896457,0.0983142022716598,0.499974183003936,YDL209C,CWC2,SGDID:S000002368,CDS,CDS,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs; binds directly to U6 snRNA; similar to S. pombe Cwf2""",Verified ORF
1515,4,86424,0.0731032806171427,0.0984306698168017,0.458164509020558,YDL209C,CWC2,SGDID:S000002368,CDS,CDS,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs; binds directly to U6 snRNA; similar to S. pombe Cwf2""",Verified ORF
1516,4,86904,0.0687016330723291,0.0990301019182836,0.48829842043122,YDL209C,CWC2,SGDID:S000002368,CDS,CDS,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs; binds directly to U6 snRNA; similar to S. pombe Cwf2""",Verified ORF
1517,4,90193,0.094693695649859,0.0988019514412273,0.33850733061391,YDL206W,YDL206W,SGDID:S000002365,CDS,CDS,"""Putative protein of unknown function; YDL206W is not an essential protein""",Uncharacterized ORF
1518,4,90424,0.0502623431977756,0.0983350441937406,0.60957705935845,YDL206W,YDL206W,SGDID:S000002365,CDS,CDS,"""Putative protein of unknown function; YDL206W is not an essential protein""",Uncharacterized ORF
1519,4,90554,0.0466008777541707,0.098771688071157,0.637358186860172,YDL206W,YDL206W,SGDID:S000002365,CDS,CDS,"""Putative protein of unknown function; YDL206W is not an essential protein""",Uncharacterized ORF
1520,4,91087,0.0921098183000085,0.0979682281680698,0.34775742518255,YDL206W,YDL206W,SGDID:S000002365,CDS,CDS,"""Putative protein of unknown function; YDL206W is not an essential protein""",Uncharacterized ORF
1521,4,91200,0.0411454319467035,0.0989562506836359,0.677813276869753,YDL206W,YDL206W,SGDID:S000002365,CDS,CDS,"""Putative protein of unknown function; YDL206W is not an essential protein""",Uncharacterized ORF
1522,4,91234,0.0859103087077284,0.0979122031085086,0.380854298095525,YDL206W,YDL206W,SGDID:S000002365,CDS,CDS,"""Putative protein of unknown function; YDL206W is not an essential protein""",Uncharacterized ORF
1523,4,91966,0.126218288971368,0.0993636172248716,0.204826276328026,YDL206W,YDL206W,SGDID:S000002365,CDS,CDS,"""Putative protein of unknown function; YDL206W is not an essential protein""",Uncharacterized ORF
1524,4,92317,0.11245885337204,0.0982823580784985,0.253298362536085,YDL206W,YDL206W,SGDID:S000002365,CDS,CDS,"""Putative protein of unknown function; YDL206W is not an essential protein""",Uncharacterized ORF
1525,4,94122,0.0975614655433484,0.100337725017745,0.331551767979001,YDL204W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1526,4,95022,0.120586919302975,0.100225978938306,0.229724446856589,YDL204W,RTN2,SGDID:S000002363,CDS,CDS,"""Reticulon protein; involved in nuclear pore assembly and maintenance of tubular ER morphology; promotes membrane curvature; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; interacts with Sec6p ; Yip3p ; and Sbh1p; less abundant than RTN1; member of RTNLA (reticulon-like A) subfamily; protein increases in abundance and relocalizes to plasma membrane upon DNA replication stress""",Verified ORF
1527,4,95148,0.111927833010894,0.0996409300453308,0.262068462585149,YDL204W,RTN2,SGDID:S000002363,CDS,CDS,"""Reticulon protein; involved in nuclear pore assembly and maintenance of tubular ER morphology; promotes membrane curvature; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; interacts with Sec6p ; Yip3p ; and Sbh1p; less abundant than RTN1; member of RTNLA (reticulon-like A) subfamily; protein increases in abundance and relocalizes to plasma membrane upon DNA replication stress""",Verified ORF
1528,4,95215,0.0861252630797448,0.0992932750219423,0.386321626613542,YDL204W,RTN2,SGDID:S000002363,CDS,CDS,"""Reticulon protein; involved in nuclear pore assembly and maintenance of tubular ER morphology; promotes membrane curvature; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; interacts with Sec6p ; Yip3p ; and Sbh1p; less abundant than RTN1; member of RTNLA (reticulon-like A) subfamily; protein increases in abundance and relocalizes to plasma membrane upon DNA replication stress""",Verified ORF
1529,4,95478,0.125941854881884,0.0995665662783329,0.206741195674306,YDL204W,RTN2,SGDID:S000002363,CDS,CDS,"""Reticulon protein; involved in nuclear pore assembly and maintenance of tubular ER morphology; promotes membrane curvature; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; interacts with Sec6p ; Yip3p ; and Sbh1p; less abundant than RTN1; member of RTNLA (reticulon-like A) subfamily; protein increases in abundance and relocalizes to plasma membrane upon DNA replication stress""",Verified ORF
1530,4,96178,0.132222759345336,0.0988834080517631,0.182032010733138,YDL203C,ACK1,SGDID:S000002362,CDS,CDS,"""Protein that functions in the cell wall integrity pathway; functions upstream of Pkc1p; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS; non-tagged Ack1p is detected in purified mitochondria""",Verified ORF
1531,4,96325,0.0352246868329102,0.0994846151448832,0.723496546160595,YDL203C,ACK1,SGDID:S000002362,CDS,CDS,"""Protein that functions in the cell wall integrity pathway; functions upstream of Pkc1p; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS; non-tagged Ack1p is detected in purified mitochondria""",Verified ORF
1532,4,98110,0.0616578799983816,0.0989022003538879,0.533409361339119,YDL202W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1533,4,98128,0.0582937093241737,0.100027023508127,0.560413757563073,YDL202W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1534,4,98837,0.0809728644837998,0.100805963617615,0.422368056452494,YDL202W,MRPL11,SGDID:S000002361,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit; localizes to vacuole in response to H2O2""",Verified ORF
1535,4,98990,0.109907363607875,0.100399180437571,0.274392799626937,YDL202W,MRPL11,SGDID:S000002361,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit; localizes to vacuole in response to H2O2""",Verified ORF
1536,4,99543,0.109774110893884,0.100382051040117,0.274892302115446,YDL201W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1537,4,102509,0.0875091077812172,0.0985973074857479,0.375392259331743,YDL199C,YDL199C,SGDID:S000002358,CDS,CDS,"""Putative transporter; member of the sugar porter family""",Uncharacterized ORF
1538,4,102705,0.0977676831477421,0.0986767908273209,0.322468237886993,YDL199C,YDL199C,SGDID:S000002358,CDS,CDS,"""Putative transporter; member of the sugar porter family""",Uncharacterized ORF
1539,4,103444,0.0810262538872209,0.0988626140356522,0.413006097070355,YDL199C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1540,4,103991,0.0655103396193284,0.0988951838392581,0.508133093172523,YDL198C,GGC1,SGDID:S000002357,CDS,CDS,"""Mitochondrial GTP/GDP transporter; essential for mitochondrial genome maintenance; has a role in mitochondrial iron transport; member of the mitochondrial carrier family""",Verified ORF
1541,4,105908,0.054535005345499,0.0992761679727666,0.583128902527703,YDL197C,ASF2,SGDID:S000002356,CDS,CDS,"""Anti-silencing protein; causes derepression of silent loci when overexpressed""",Verified ORF
1542,4,106371,0.054535005345499,0.0992761679727666,0.583128902527703,YDL197C,ASF2,SGDID:S000002356,CDS,CDS,"""Anti-silencing protein; causes derepression of silent loci when overexpressed""",Verified ORF
1543,4,107525,0.0562206697369654,0.0993370640259247,0.571781487026336,YDL195W,SEC31,SGDID:S000002354,CDS,CDS,"""Component of the Sec13p-Sec31p complex of the COPII vesicle coat; COPII coat is required for vesicle formation in ER to Golgi transport; mutant has increased aneuploidy tolerance""",Verified ORF
1544,4,108510,0.0531773791033977,0.0989925540854404,0.59147782239737,YDL195W,SEC31,SGDID:S000002354,CDS,CDS,"""Component of the Sec13p-Sec31p complex of the COPII vesicle coat; COPII coat is required for vesicle formation in ER to Golgi transport; mutant has increased aneuploidy tolerance""",Verified ORF
