SNP,Chr,Pos,Effect,SE,SSH1_ERG11_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3119,5,265651,0.246044593071048,0.100060683460359,0.0144134944154537,YER055C,HIS1,SGDID:S000000857,CDS,CDS,"""ATP phosphoribosyltransferase; a hexameric enzyme ; catalyzes the first step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu ; Co ; and Ni salts; transcription is regulated by general amino acid control""",Verified ORF
3120,5,266244,0.23897306981631,0.102779638191609,0.0206329396965151,YER055C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3123,5,268009,0.306936235409239,0.0997116365525864,0.002245233771928,YER056C,FCY2,SGDID:S000000858,CDS,CDS,"""Purine-cytosine permease; mediates purine (adenine ; guanine ; and hypoxanthine) and cytosine accumulation; relative distribution to the vacuole increases upon DNA replication stress""",Verified ORF
3124,5,268019,0.306936235409239,0.0997116365525864,0.002245233771928,YER056C,FCY2,SGDID:S000000858,CDS,CDS,"""Purine-cytosine permease; mediates purine (adenine ; guanine ; and hypoxanthine) and cytosine accumulation; relative distribution to the vacuole increases upon DNA replication stress""",Verified ORF
3128,5,269900,0.238792358600966,0.101207169811404,0.0188463797967894,XUT_5F-129_NFR/NDR,,,Promoter,Promoter,,Promoter
3129,5,271971,0.23891290647265,0.100645899105066,0.0181407393161929,YER058W,PET117,SGDID:S000000860,CDS,CDS,"""Assembly factor that couples heme a synthesis to complex IV assembly; regulates the oligomerization state of the Cox15p heme a synthase ; and couples this to the assembly of the cytochrome C oxidase complex (complex IV)""",Verified ORF
3131,5,272598,0.234498077386735,0.100444861025149,0.0201247584101891,YER058W,PET117,SGDID:S000000860,Close to 3'-UTR,Close to 3'-UTR,"""Assembly factor that couples heme a synthesis to complex IV assembly; regulates the oligomerization state of the Cox15p heme a synthase ; and couples this to the assembly of the cytochrome C oxidase complex (complex IV)""",Verified ORF
3132,5,272758,0.228553384714135,0.100330154919045,0.0233229974209116,YER059W,PCL6,SGDID:S000000861,CDS,CDS,"""Pho85p cyclin of the Pho80p subfamily; forms the major Glc8p kinase together with Pcl7p and Pho85p; involved in the control of glycogen storage by Pho85p; stabilized by Elongin C binding; PCL6 has a paralog ; PCL7 ; that arose from the whole genome duplication""",Verified ORF
3133,5,273551,0.228498818991861,0.100883485646455,0.024119737262029,YER059W,PCL6,SGDID:S000000861,CDS,CDS,"""Pho85p cyclin of the Pho80p subfamily; forms the major Glc8p kinase together with Pcl7p and Pho85p; involved in the control of glycogen storage by Pho85p; stabilized by Elongin C binding; PCL6 has a paralog ; PCL7 ; that arose from the whole genome duplication""",Verified ORF
3136,5,274280,0.23453158317575,0.101341936991013,0.021226965607297,YER060W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3137,5,274601,0.242573283945736,0.100569990415547,0.0163755350541771,YER060W,FCY21,SGDID:S000000862,CDS,CDS,"""Putative purine-cytosine permease; very similar to Fcy2p but cannot substitute for its function""",Verified ORF
3138,5,277836,0.245525114062735,0.100504326742084,0.0150580782692677,YER060W-A,FCY22,SGDID:S000002958,CDS,CDS,"""Putative purine-cytosine permease; very similar to Fcy2p but cannot substitute for its function""",Verified ORF
3139,5,279640,0.249173062975656,0.100568900703556,0.0136929112557754,YER061C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3141,5,283807,0.282201070649658,0.100077277944503,0.0050761457000847,YER064C,VHR2,SGDID:S000000866,CDS,CDS,"""Non-essential nuclear protein; null mutation has global effects on transcription; VHR2 has a paralog ; VHR1 ; that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
3142,5,284696,0.286284250461462,0.101473885978002,0.0050540953082213,SUT093,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3146,5,290243,0.221314322255795,0.101482362519808,0.029856705084734,YER066W,RRT13,SGDID:S000000868,CDS,CDS,"""Putative protein of unknown function; non-essential gene identified in a screen for mutants with decreased levels of rDNA transcription""",Uncharacterized ORF
3148,5,293310,0.191128964829075,0.100806254965709,0.0587760646735639,YER068W,MOT2,SGDID:S000000870,CDS,CDS,"""Ubiquitin-protein ligase subunit of the CCR4-NOT complex; with Ubc4p ; ubiquitinates nascent polypeptide-associated complex subunits and histone demethyase Jhd2p; CCR4-NOT has roles in transcription regulation ; mRNA degradation ; and post-transcriptional modifications; regulates levels of DNA Polymerase-{alpha} to promote efficient and accurate DNA replication""",Verified ORF
3149,5,293706,0.211915409877076,0.100377531207228,0.0354590923807036,YER068W,MOT2,SGDID:S000000870,CDS,CDS,"""Ubiquitin-protein ligase subunit of the CCR4-NOT complex; with Ubc4p ; ubiquitinates nascent polypeptide-associated complex subunits and histone demethyase Jhd2p; CCR4-NOT has roles in transcription regulation ; mRNA degradation ; and post-transcriptional modifications; regulates levels of DNA Polymerase-{alpha} to promote efficient and accurate DNA replication""",Verified ORF
3151,5,302362,0.132433083886988,0.102363304157751,0.196595765518994,YER071C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3152,5,304779,0.159145829166965,0.100754104349974,0.115106293118215,YER073W,ALD5,SGDID:S000000875,CDS,CDS,"""Mitochondrial aldehyde dehydrogenase; involved in regulation or biosynthesis of electron transport chain components and acetate formation; activated by K+; utilizes NADP+ as the preferred coenzyme; constitutively expressed""",Verified ORF
3153,5,308710,0.172314620930277,0.102589524670451,0.0939099650683138,YER075C,PTP3,SGDID:S000000877,CDS,CDS,"""Phosphotyrosine-specific protein phosphatase; major role in the pheromone adaptive response through dephosphorylation of the Fus3p MAPK with a minor role by Ptp2p and Msg5p; minor role in the inactivation of Hog1p MAPK during osmolarity sensing with major role by Ptp2p; dephosphorylates and regulates the localization of Hog1p; minor role in the cell wall integrity pathway through tyrosine dephosphorylation of the MAPK Slt2p while Ptp2p plays a major role; localizes to the cytoplasm""",Verified ORF
3154,5,309654,0.21169216121958,0.100402867808414,0.0356982566749825,YER075C,PTP3,SGDID:S000000877,CDS,CDS,"""Phosphotyrosine-specific protein phosphatase; major role in the pheromone adaptive response through dephosphorylation of the Fus3p MAPK with a minor role by Ptp2p and Msg5p; minor role in the inactivation of Hog1p MAPK during osmolarity sensing with major role by Ptp2p; dephosphorylates and regulates the localization of Hog1p; minor role in the cell wall integrity pathway through tyrosine dephosphorylation of the MAPK Slt2p while Ptp2p plays a major role; localizes to the cytoplasm""",Verified ORF
3155,5,309985,0.217366884711303,0.100687853424394,0.0315376056340052,YER075C,PTP3,SGDID:S000000877,CDS,CDS,"""Phosphotyrosine-specific protein phosphatase; major role in the pheromone adaptive response through dephosphorylation of the Fus3p MAPK with a minor role by Ptp2p and Msg5p; minor role in the inactivation of Hog1p MAPK during osmolarity sensing with major role by Ptp2p; dephosphorylates and regulates the localization of Hog1p; minor role in the cell wall integrity pathway through tyrosine dephosphorylation of the MAPK Slt2p while Ptp2p plays a major role; localizes to the cytoplasm""",Verified ORF
3156,5,310175,0.236165988470952,0.101171882648475,0.0201401438382884,YER075C,PTP3,SGDID:S000000877,CDS,CDS,"""Phosphotyrosine-specific protein phosphatase; major role in the pheromone adaptive response through dephosphorylation of the Fus3p MAPK with a minor role by Ptp2p and Msg5p; minor role in the inactivation of Hog1p MAPK during osmolarity sensing with major role by Ptp2p; dephosphorylates and regulates the localization of Hog1p; minor role in the cell wall integrity pathway through tyrosine dephosphorylation of the MAPK Slt2p while Ptp2p plays a major role; localizes to the cytoplasm""",Verified ORF
3157,5,312612,0.0332565081125781,0.101777813769075,0.744046122086973,YER076C,YER076C,SGDID:S000000878,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; analysis of HA-tagged protein suggests a membrane localization""",Uncharacterized ORF
3158,5,313206,0.053970515743381,0.100892144497304,0.593033130198337,YER076C,YER076C,SGDID:S000000878,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; analysis of HA-tagged protein suggests a membrane localization""",Uncharacterized ORF
3159,5,313702,-0.0156775371101975,0.10148125884882,0.877314033998133,YER076W-A,YER076W-A,SGDID:S000028750,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YER076C""",Dubious ORF
3160,5,314857,0.0584233548936127,0.101102409012064,0.563724948814687,YER077C,MRX1,SGDID:S000000879,CDS,CDS,"""Protein that associates with mitochondrial ribosome; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; null mutation results in a decrease in plasma membrane electron transport""",Uncharacterized ORF
3161,5,315976,0.0381821693621378,0.102299307788529,0.709194037285005,YER077C,MRX1,SGDID:S000000879,CDS,CDS,"""Protein that associates with mitochondrial ribosome; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; null mutation results in a decrease in plasma membrane electron transport""",Uncharacterized ORF
3162,5,317740,0.0723739561798885,0.101430921184143,0.475989620947899,YER078C,ICP55,SGDID:S000000880,CDS,CDS,"""Mitochondrial aminopeptidase; cleaves the N termini of at least 38 imported proteins after cleavage by the mitochondrial processing peptidase (MPP) ; thereby increasing their stability; member of the aminopeptidase P family; yeast ortholog of human gene XPNPEP3 ; which is mutated in rare hereditary kidney disease similar to nephronophthisis""",Verified ORF
3164,5,320971,0.131422878919382,0.101948701781635,0.198204662140086,YER080W,AIM9,SGDID:S000000882,CDS,CDS,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss""",Verified ORF
3165,5,321654,0.132096940687764,0.102384581484832,0.197824539299716,YER080W,AIM9,SGDID:S000000882,CDS,CDS,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss""",Verified ORF
3166,5,324331,0.118823764024832,0.102889694405824,0.248926650996673,YER082C,UTP7,SGDID:S000000884,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA""",Verified ORF
3167,5,328525,0.16211950605481,0.101049305053376,0.109528896071705,YER086W,ILV1,SGDID:S000000888,CDS,CDS,"""Threonine deaminase ; catalyzes first step in isoleucine biosynthesis; expression is under general amino acid control; ILV1 locus exhibits highly positioned nucleosomes whose organization is independent of known ILV1 regulation""",Verified ORF
3168,5,335406,0.122596781584126,0.101088619608567,0.226030499011108,YER088C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3169,5,335771,0.0392204965144866,0.100987670830316,0.697976984056218,YER088C-A,YER088C-A,SGDID:S000028754,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORFs PTC2/YER089C and YER088W-B""",Dubious ORF
3170,5,336687,0.100487291556571,0.100838905712896,0.319683492663234,YER089C,PTC2,SGDID:S000000891,CDS,CDS,"""Type 2C protein phosphatase (PP2C); dephosphorylates Hog1p to limit maximal osmostress induced kinase activity; dephosphorylates Ire1p to downregulate the unfolded protein response; dephosphorylates Cdc28p; inactivates the DNA damage checkpoint; PTC2 has a paralog ; PTC3 ; that arose from the whole genome duplication""",Verified ORF
3171,5,341045,0.118685696755962,0.101912243546284,0.244972551543498,YER091C,MET6,SGDID:S000000893,CDS,CDS,"""Cobalamin-independent methionine synthase; involved in methionine biosynthesis and regeneration; requires a minimum of two glutamates on the methyltetrahydrofolate substrate ; similar to bacterial metE homologs""",Verified ORF
3172,5,341262,0.120850776555067,0.10116694754203,0.233057962899581,YER091C,MET6,SGDID:S000000893,CDS,CDS,"""Cobalamin-independent methionine synthase; involved in methionine biosynthesis and regeneration; requires a minimum of two glutamates on the methyltetrahydrofolate substrate ; similar to bacterial metE homologs""",Verified ORF
3173,5,342707,0.161355868780728,0.100614783732742,0.109674641909212,YER092W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3174,5,342848,0.143387644870159,0.101617835195854,0.159111154294237,YER092W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3175,5,343502,0.0826064306069977,0.101616072680205,0.416807944950304,CUT113,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
3176,5,343588,0.0670685259500042,0.101013017847842,0.507149824674057,CUT113,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
3177,5,346773,0.0782170575978831,0.103101390341663,0.448572895942355,YER093C,TSC11,SGDID:S000000895,CDS,CDS,"""Subunit of TORC2 (Tor2p-Lst8p-Avo1-Avo2-Tsc11p-Bit61p); TORC2 is a membrane-associated complex that regulates actin cytoskeletal dynamics during polarized growth and cell wall integrity; involved in sphingolipid metabolism; contains a RasGEFN domain""",Verified ORF
3178,5,349449,0.0213454557059809,0.101809650047703,0.834053654385845,YER094C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3179,5,350876,0.0307658498357418,0.101749131965804,0.762548367100876,YER095W,RAD51,SGDID:S000000897,CDS,CDS,"""Strand exchange protein; forms helical filament with DNA that searches for homology; involved in recombinational repair of DNS DSBs during vegetative growth and meiosis; phosphorylation by Cdc28p in G2/M phase promotes DNA binding ; strand invasion ; and primer extension; L1 and L2 motifs of DNA binding site I have critical roles in ensuring DNA fidelity during meiotic recombination; RAD51 and RAD4 pathways confer resistance to benzo[a]pyrene dihydrodiol; homolog of Dmc1p and bacterial RecA""",Verified ORF
3180,5,354177,0.0172605353456867,0.103359713465532,0.867469753637451,YERWdelta13,YERWdelta13,SGDID:S000006916,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
3181,5,357163,0.0004589028615423,0.102289760863152,0.99642299432277,YER098W,UBP9,SGDID:S000000900,CDS,CDS,"""Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; UBP9 has a paralog ; UBP13 ; that arose from the whole genome duplication""",Verified ORF
3182,5,360584,0.0618553138066118,0.101879409772012,0.544146706375244,YER101C,AST2,SGDID:S000000903,CDS,CDS,"""Lipid raft associated protein; overexpression restores Pma1p localization to lipid rafts which is required for targeting of Pma1p to the plasma membrane; sometimes classified in the medium-chain dehydrogenase/reductases (MDRs) superfamily; AST2 has a paralog ; AST1 ; that arose from the whole genome duplication""",Verified ORF
3183,5,363025,0.0311704956837684,0.1041126650818,0.764817186485901,YER102W,RPS8B,SGDID:S000000904,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S8 ; no bacterial homolog; RPS8B has a paralog ; RPS8A ; that arose from the whole genome duplication""",Verified ORF
3184,5,365083,0.0286374314564118,0.101704594134071,0.77843469964158,YER103W,SSA4,SGDID:S000000905,CDS,CDS,"""Heat shock protein that is highly induced upon stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the HSP70 family; cytoplasmic protein that concentrates in nuclei upon starvation; SSA4 has a paralog ; SSA3 ; that arose from the whole genome duplication""",Verified ORF
3185,5,366361,0.0182931823922925,0.101811333283308,0.85750903218438,YER103W,SSA4,SGDID:S000000905,CDS,CDS,"""Heat shock protein that is highly induced upon stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the HSP70 family; cytoplasmic protein that concentrates in nuclei upon starvation; SSA4 has a paralog ; SSA3 ; that arose from the whole genome duplication""",Verified ORF
3186,5,371014,0.0344270553998068,0.1012319483579,0.733997851903414,YER105C,NUP157,SGDID:S000000907,CDS,CDS,"""Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC assembly and tethering of DNA to the nuclear periphery; both Nup170p and NUP157p are similar to human Nup155p; NUP157 has a paralog ; NUP170 ; that arose from the whole genome duplication""",Verified ORF
3187,5,371457,0.0381159812509562,0.103112958813864,0.711862952277227,YER105C,NUP157,SGDID:S000000907,CDS,CDS,"""Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC assembly and tethering of DNA to the nuclear periphery; both Nup170p and NUP157p are similar to human Nup155p; NUP157 has a paralog ; NUP170 ; that arose from the whole genome duplication""",Verified ORF
3188,5,372989,0.0688468241841993,0.103394404289793,0.505931597868273,YER106W,MAM1,SGDID:S000000908,CDS,CDS,"""Monopolin; meiosis-specific kinetochore-associated protein involved in monopolar attachment of sister kinetochores to the meiotic spindle; subunit of monopolin ; a complex that prevents biorientation of sister kinetochores to ensure homolog biorientation during meiosis I; regulates the conformation ; enzyme kinetics and substrate specificity of the Dsn1p kinase ; Hrr1p; expressed only during the first meiotic division""",Verified ORF
3189,5,374614,0.0439833986862738,0.101849377557582,0.666115904555603,YER107W-A,YER107W-A,SGDID:S000028755,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verified ORF GLE2/YER107C""",Dubious ORF
3190,5,377631,-0.0026689097890232,0.102077371879193,0.979155701530598,YER109C,FLO8,SGDID:S000000911,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor; required for flocculation ; diploid filamentous growth ; and haploid invasive growth; forms a heterodimer with Mss1p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1; S. cerevisiae genome reference strain S288C contains an internal in-frame stop at codon 142 ; which in other strains encodes tryptophan""",blocked_reading_frame
3191,5,378702,-0.0019849731560326,0.104527778348605,0.984859883036337,SUT096,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
3192,5,378741,0.0168349810557913,0.103992535830712,0.871487903565613,XUT_5F-191,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
3193,5,379541,0.0501735881662406,0.102086872583068,0.623392910637416,YER110C,KAP123,SGDID:S000000912,CDS,CDS,"""Karyopherin beta; mediates nuclear import of ribosomal proteins prior to assembly into ribosomes and import of histones H3 and H4; localizes to the nuclear pore ; nucleus ; and cytoplasm; exhibits genetic interactions with RAI1""",Verified ORF
3194,5,380460,0.0349055798291075,0.102429276965207,0.733473910003899,YER110C,KAP123,SGDID:S000000912,CDS,CDS,"""Karyopherin beta; mediates nuclear import of ribosomal proteins prior to assembly into ribosomes and import of histones H3 and H4; localizes to the nuclear pore ; nucleus ; and cytoplasm; exhibits genetic interactions with RAI1""",Verified ORF
3198,5,382808,0.1098017139867,0.102419112914374,0.284415474893861,YER111C,SWI4,SGDID:S000000913,CDS,CDS,"""DNA binding component of the SBF complex (Swi4p-Swi6p); a transcriptional activator that in concert with MBF (Mbp1-Swi6p) regulates late G1-specific transcription of targets including cyclins and genes required for DNA synthesis and repair; Slt2p-independent regulator of cold growth; acetylation at two sites ; K1016 and K1066 ; regulates interaction with Swi6p""",Verified ORF
3199,5,384156,0.04223229619554,0.103820599098332,0.684415019851735,YER111C,SWI4,SGDID:S000000913,CDS,CDS,"""DNA binding component of the SBF complex (Swi4p-Swi6p); a transcriptional activator that in concert with MBF (Mbp1-Swi6p) regulates late G1-specific transcription of targets including cyclins and genes required for DNA synthesis and repair; Slt2p-independent regulator of cold growth; acetylation at two sites ; K1016 and K1066 ; regulates interaction with Swi6p""",Verified ORF
3200,5,387695,0.0908597377833504,0.10208955328905,0.374071840293772,YER112W,LSM4,SGDID:S000000914,CDS,CDS,"""Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA ; snoRNA ; and rRNA; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
3201,5,388185,0.0701412653078708,0.103012032120135,0.496378872037186,YER113C,TMN3,SGDID:S000000915,CDS,CDS,"""Protein with a role in cellular adhesion and filamentous growth; similar to Emp70p and Tmn2p; member of Transmembrane Nine family with 9 transmembrane segments; localizes to Golgi; induced by 8-methoxypsoralen plus UVA irradiation""",Verified ORF
3203,5,391916,0.137398541711249,0.101753552953619,0.177782585361441,YER114C,BOI2,SGDID:S000000916,CDS,CDS,"""Protein involved in polar growth; functionally redundant with Boi1p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth and for inhibition of membrane abscission until the end of cytokinesis; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI2 has a paralog ; BOI1 ; that arose from the whole genome duplication""",Verified ORF
3204,5,392497,0.0952766772022797,0.102151592002102,0.351612948895388,YER114C,BOI2,SGDID:S000000916,CDS,CDS,"""Protein involved in polar growth; functionally redundant with Boi1p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth and for inhibition of membrane abscission until the end of cytokinesis; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI2 has a paralog ; BOI1 ; that arose from the whole genome duplication""",Verified ORF
3205,5,393006,0.103681504868184,0.10214079953035,0.31076095662427,YER114C,BOI2,SGDID:S000000916,CDS,CDS,"""Protein involved in polar growth; functionally redundant with Boi1p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth and for inhibition of membrane abscission until the end of cytokinesis; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI2 has a paralog ; BOI1 ; that arose from the whole genome duplication""",Verified ORF
3206,5,393290,0.100957397586317,0.101977860743886,0.322855498843286,YER114C,BOI2,SGDID:S000000916,CDS,CDS,"""Protein involved in polar growth; functionally redundant with Boi1p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth and for inhibition of membrane abscission until the end of cytokinesis; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI2 has a paralog ; BOI1 ; that arose from the whole genome duplication""",Verified ORF
3208,5,396266,0.0932413013850522,0.102659540559992,0.364361816183981,YER117W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3209,5,398009,0.0676331741176519,0.10222640348609,0.508658064438708,YER118C,SHO1,SGDID:S000000920,CDS,CDS,"""Transmembrane osmosensor for filamentous growth and HOG pathways; involved in activation of the Cdc42p- and MAP kinase-dependent filamentous growth pathway and the high-osmolarity glycerol (HOG) response pathway; phosphorylated by Hog1p; interacts with Pbs2p ; Msb2p ; Hkr1p ; and Ste11p""",Verified ORF
3210,5,398644,0.05808300263844,0.102181983989711,0.570106452490198,YER118C,SHO1,SGDID:S000000920,CDS,CDS,"""Transmembrane osmosensor for filamentous growth and HOG pathways; involved in activation of the Cdc42p- and MAP kinase-dependent filamentous growth pathway and the high-osmolarity glycerol (HOG) response pathway; phosphorylated by Hog1p; interacts with Pbs2p ; Msb2p ; Hkr1p ; and Ste11p""",Verified ORF
3211,5,401545,0.0781794838460116,0.101401767652398,0.441230143611678,YER120W,SCS2,SGDID:S000000922,CDS,CDS,"""Integral ER membrane protein ; regulates phospholipid metabolism; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PI4P levels by controlling access of Sac1p phosphatase to substrate PI4P in the PM; interacts with FFAT motifs in Opi1p ; Swh1p ; Osh2p ; and Osh3p; involved in telomeric silencing; VAP homolog; SCS2 has a paralog ; SCS22 ; that arose from the whole genome duplication""",Verified ORF
3212,5,402468,0.0556599141676059,0.101443860055443,0.583573975412444,YER121W,YER121W,SGDID:S000000923,CDS,CDS,"""Putative protein of unknown function; may be involved in phosphatase regulation and/or generation of precursor metabolites and energy""",Uncharacterized ORF
3213,5,403529,0.0363049616393055,0.102980536820496,0.724642240821208,YER122C,GLO3,SGDID:S000000924,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; shares functional similarity with Gcs1p""",Verified ORF
3214,5,405417,0.0512638726498772,0.101931218428653,0.615329846553034,YER123W,YCK3,SGDID:S000000925,CDS,CDS,"""Palmitoylated vacuolar membrane-localized casein kinase I isoform; negatively regulates vacuole fusion during hypertonic stress via phosphorylation of Vps41p; shares essential functions with Hrr25p; regulates vesicle fusion in AP-3 pathway""",Verified ORF
3215,5,406230,0.0491423862066457,0.102523227057163,0.632001195363949,YER123W,YCK3,SGDID:S000000925,CDS,CDS,"""Palmitoylated vacuolar membrane-localized casein kinase I isoform; negatively regulates vacuole fusion during hypertonic stress via phosphorylation of Vps41p; shares essential functions with Hrr25p; regulates vesicle fusion in AP-3 pathway""",Verified ORF
3217,5,407785,0.0311256416163571,0.101687104227363,0.759714799314004,YER124C,DSE1,SGDID:S000000926,CDS,CDS,"""Daughter cell-specific protein; may regulate cross-talk between the mating and filamentation pathways; deletion affects cell separation after division and sensitivity to alpha-factor and drugs affecting the cell wall; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3218,5,409900,0.0408593248524523,0.102054302264864,0.689127330430534,YER124C,DSE1,SGDID:S000000926,Close to 3'-UTR,Close to 3'-UTR,"""Daughter cell-specific protein; may regulate cross-talk between the mating and filamentation pathways; deletion affects cell separation after division and sensitivity to alpha-factor and drugs affecting the cell wall; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3223,5,417297,0.0983532351504069,0.10186193643495,0.334928243412921,YER129W,SAK1,SGDID:S000000931,CDS,CDS,"""Upstream serine/threonine kinase for the SNF1 complex; plays a role in pseudohyphal groth; partially redundant with Elm1p and Tos3p; members of this family have functional orthology with LKB1 ; a mammalian kinase associated with Peutz-Jeghers cancer-susceptibility syndrome; SAK1 has a paralog ; TOS3 ; that arose from the whole genome duplication""",Verified ORF
3224,5,419108,0.107192511768335,0.101716398631167,0.292678298470782,YER129W,SAK1,SGDID:S000000931,CDS,CDS,"""Upstream serine/threonine kinase for the SNF1 complex; plays a role in pseudohyphal groth; partially redundant with Elm1p and Tos3p; members of this family have functional orthology with LKB1 ; a mammalian kinase associated with Peutz-Jeghers cancer-susceptibility syndrome; SAK1 has a paralog ; TOS3 ; that arose from the whole genome duplication""",Verified ORF
3225,5,421695,0.116939391494687,0.101801360530104,0.251456792841233,YER130C,COM2,SGDID:S000000932,CDS,CDS,"""Transcription factor that binds IME1 Upstream Activation Signal (UAS)ru; COM2 transcription is regulated by Haa1p ; Sok2p and Zap1p transcriptional activators; may bind the IME1 promoter under all growth conditions to negatively regulate its transcription in the absence of a positive regulator that binds more effectively; repressor activity may depend on phosphorylation by PKA; C. albicans homolog (MNL1) plays a role in adaptation to stress""",Verified ORF
3226,5,422560,0.121116043181593,0.101236963184874,0.232358293549826,CUT116,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
3227,5,424852,0.0260973262172698,0.101267833735696,0.796783997487107,YNCE0019W,SNR4,SGDID:S000006493,Non-coding RNA,snoRNA_gene,"""C/D box small nucleolar RNA (snoRNA) but not shown to be active; no target site is predicted within the ribosomal RNAs""",snoRNA_gene
3228,5,425327,0.0454541190949701,0.10108537448482,0.653231100324238,YER132C,PMD1,SGDID:S000000934,CDS,CDS,"""Protein with an N-terminal kelch-like domain; putative negative regulator of early meiotic gene expression; required ; with Mds3p ; for growth under alkaline conditions; PMD1 has a paralog ; MDS3 ; that arose from the whole genome duplication""",Verified ORF
3229,5,427844,0.0887840082828247,0.101210392647326,0.380962545701713,YER132C,PMD1,SGDID:S000000934,CDS,CDS,"""Protein with an N-terminal kelch-like domain; putative negative regulator of early meiotic gene expression; required ; with Mds3p ; for growth under alkaline conditions; PMD1 has a paralog ; MDS3 ; that arose from the whole genome duplication""",Verified ORF
3230,5,430235,0.0587459739533743,0.102593074379918,0.56727229362841,YER132C,PMD1,SGDID:S000000934,CDS,CDS,"""Protein with an N-terminal kelch-like domain; putative negative regulator of early meiotic gene expression; required ; with Mds3p ; for growth under alkaline conditions; PMD1 has a paralog ; MDS3 ; that arose from the whole genome duplication""",Verified ORF
