SNP,Chr,Pos,Effect,SE,SSH1_PIS1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1125,3,226510,0.119301729436668,0.097559273520358,0.222196820616057,YCR061W,YCR061W,SGDID:S000000657,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; non-essential gene; upregulated by and required for tolerance to 4-Methylcyclohexane methanol; induced by treatment with 8-methoxypsoralen and UVA irradiation; contains 10-11 predicted transmembrane domains""",Verified ORF
1126,3,227816,0.155315103225381,0.099363923925226,0.118926618950129,tS(CGA)C_NFR/NDR,,,Promoter,Promoter,,Promoter
1127,3,228048,0.143687963803867,0.0976644163074379,0.142116623841298,tS(CGA)C_NFR/NDR,,,Promoter,Promoter,,Promoter
1130,3,229351,0.139118063265432,0.0977542017077345,0.155578303715379,YCR065W,HCM1,SGDID:S000000661,CDS,CDS,"""Forkhead transcription factor; drives S-phase activation of genes involved in chromosome segregation ; spindle dynamics ; budding; also activates genes involved in respiration ; use of alternative energy sources ; NAD synthesis ; oxidative stress resistance; regulated by cell wall integrity checkpoint; key factor in early adaptation to nutrient deficiency and diauxic shift; suppressor of calmodulin mutants with specific SPB assembly defects; ortholog of C. elegans lifespan regulator PHA-4""",Verified ORF
1131,3,230175,0.209194510872159,0.0969511467589447,0.0316228357540708,YCR065W,HCM1,SGDID:S000000661,CDS,CDS,"""Forkhead transcription factor; drives S-phase activation of genes involved in chromosome segregation ; spindle dynamics ; budding; also activates genes involved in respiration ; use of alternative energy sources ; NAD synthesis ; oxidative stress resistance; regulated by cell wall integrity checkpoint; key factor in early adaptation to nutrient deficiency and diauxic shift; suppressor of calmodulin mutants with specific SPB assembly defects; ortholog of C. elegans lifespan regulator PHA-4""",Verified ORF
1132,3,233663,0.187609522120911,0.0973111907475325,0.0546652749744185,YCR067C,SED4,SGDID:S000000663,CDS,CDS,"""Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog ; SEC12 ; that arose from the whole genome duplication""",Verified ORF
1133,3,234438,0.145649922781737,0.0973626346067266,0.135559394584743,YCR067C,SED4,SGDID:S000000663,CDS,CDS,"""Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog ; SEC12 ; that arose from the whole genome duplication""",Verified ORF
1134,3,235617,0.0791527282191341,0.0978564222331594,0.419137075490828,YCR067C,SED4,SGDID:S000000663,CDS,CDS,"""Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog ; SEC12 ; that arose from the whole genome duplication""",Verified ORF
1135,3,237105,0.145308219302608,0.0971752171101308,0.135723910485861,YCR068W_NFR/NDR,,,Promoter,Promoter,,Promoter
1136,3,238714,0.0189506377411935,0.0974007420377845,0.845846536079969,YCR068W,ATG15,SGDID:S000000664,CDS,CDS,"""Phospholipase; preferentially hydrolyses phosphatidylserine ; with minor activity against cardiolipin and phosphatidylethanolamine; required for lysis of autophagic and CVT bodies; targeted to intravacuolar vesicles during autophagy via the multivesicular body (MVB) pathway; required for the maintenance of lipid droplet quantity after the diauxic shift; regulates lipolysis; expression regulated by Yap1p during autophagy""",Verified ORF
1137,3,238914,0.0030156127536901,0.0979562623770579,0.975458163174885,YCR069W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1138,3,241126,-0.0313270670888263,0.0978002163033638,0.748917595574572,YCR072C,RSA4,SGDID:S000000668,CDS,CDS,"""Ribosomal large subunit (60S) assembly factor; association of the N-terminal ubiquitin-like (UBL) domain of this preribosomal factor with the MIDAS domain in the Rea1p tail ; promoted by the GTPase Nog2p ; is required for the ATP-dependent dissociation of preribosomal factors including the Rix1p subcomplex ; Rea1p ; Nog2p and Rsa1p itself prior to nuclear export of pre-60S particles; contains WD-repeats and a UBL domain; localizes to the nucleolus""",Verified ORF
1140,3,242578,-0.0950914134542956,0.0979800616885452,0.332452870188241,XUT_3F-108,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1141,3,245238,-0.0909243586913839,0.0982480117763394,0.355360219647358,YCR073C,SSK22,SGDID:S000000669,CDS,CDS,"""MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; functionally redundant with Ssk2p; interacts with and is activated by Ssk1p; phosphorylates Pbs2p; SSK22 has a paralog ; SSK2 ; that arose from the whole genome duplication""",Verified ORF
1142,3,247158,-0.101293451240894,0.0972474628454391,0.298307656869077,YCR073W-A,SOL2,SGDID:S000000718,CDS,CDS,"""Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol3p and Sol4p; SOL2 has a paralog ; SOL1 ; that arose from the whole genome duplication""",Verified ORF
1144,3,248454,-0.13218699261945,0.0972928703926357,0.175124948964981,YCR075C,ERS1,SGDID:S000000671,CDS,CDS,"""Protein involved in cystine transport; localizes to the vacuole ; plasma membrane and endosome; similarity to human cystinosin ; a H(+)-driven transporter involved in L-cystine export from lysosomes and implicated in the disease cystinosis; contains seven transmembrane domains; mutation is functionally complemented by human CTNS""",Verified ORF
1146,3,249928,-0.145212127059908,0.0976284012696469,0.137802842524201,YCR076C,FUB1,SGDID:S000000672,CDS,CDS,"""Proteasome-binding protein; interacts physically with multiple subunits of the 20S proteasome and genetically with genes encoding 20S core particle and 19S regulatory particle subunits; exhibits boundary activity which blocks the propagation of heterochromatic silencing; contains a PI31 proteasome regulator domain and sequence similarity with human PSMF1 ; a proteasome inhibitor; not an essential gene""",Verified ORF
1147,3,251255,-0.160169301669008,0.0977874858434274,0.102326799079467,YCR077C,PAT1,SGDID:S000000673,CDS,CDS,"""Deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission ; maintenance of rDNA locus stability ; and protection of mRNA 3'-UTRs from trimming; associated with topoisomerase II; binds to mRNAs under glucose starvation ; most often in the 3' UTR; functionally linked to Pab1p; forms cytoplasmic foci upon DNA replication stress; phosphorylation by PKA inhibits P body foci formation""",Verified ORF
1148,3,251274,-0.171770020780811,0.0977316928652033,0.0796879342453727,YCR077C,PAT1,SGDID:S000000673,CDS,CDS,"""Deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission ; maintenance of rDNA locus stability ; and protection of mRNA 3'-UTRs from trimming; associated with topoisomerase II; binds to mRNAs under glucose starvation ; most often in the 3' UTR; functionally linked to Pab1p; forms cytoplasmic foci upon DNA replication stress; phosphorylation by PKA inhibits P body foci formation""",Verified ORF
1149,3,251879,-0.12971142111955,0.0978486997306335,0.185818676908411,YCR077C,PAT1,SGDID:S000000673,CDS,CDS,"""Deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission ; maintenance of rDNA locus stability ; and protection of mRNA 3'-UTRs from trimming; associated with topoisomerase II; binds to mRNAs under glucose starvation ; most often in the 3' UTR; functionally linked to Pab1p; forms cytoplasmic foci upon DNA replication stress; phosphorylation by PKA inhibits P body foci formation""",Verified ORF
1150,3,251939,-0.173185863037905,0.0975482935951151,0.0766957328911333,YCR077C,PAT1,SGDID:S000000673,CDS,CDS,"""Deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission ; maintenance of rDNA locus stability ; and protection of mRNA 3'-UTRs from trimming; associated with topoisomerase II; binds to mRNAs under glucose starvation ; most often in the 3' UTR; functionally linked to Pab1p; forms cytoplasmic foci upon DNA replication stress; phosphorylation by PKA inhibits P body foci formation""",Verified ORF
1151,3,252801,-0.116515324022141,0.0977559981647456,0.234101335029919,YCR079W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1152,3,253109,-0.0836574717776294,0.0974329535778125,0.39113516601976,YCR079W,PTC6,SGDID:S000002133,CDS,CDS,"""Mitochondrial type 2C protein phosphatase (PP2C); has similarity to mammalian PP1Ks; involved in mitophagy; null mutant is sensitive to rapamycin and has decreased phosphorylation of the Pda1 subunit of pyruvate dehydrogenase""",Verified ORF
1153,3,253118,-0.0814001036907932,0.0974691131715131,0.404205202436605,YCR079W,PTC6,SGDID:S000002133,CDS,CDS,"""Mitochondrial type 2C protein phosphatase (PP2C); has similarity to mammalian PP1Ks; involved in mitophagy; null mutant is sensitive to rapamycin and has decreased phosphorylation of the Pda1 subunit of pyruvate dehydrogenase""",Verified ORF
1154,3,253321,-0.0496862509780499,0.0976218547448671,0.611093700454748,YCR079W,PTC6,SGDID:S000002133,CDS,CDS,"""Mitochondrial type 2C protein phosphatase (PP2C); has similarity to mammalian PP1Ks; involved in mitophagy; null mutant is sensitive to rapamycin and has decreased phosphorylation of the Pda1 subunit of pyruvate dehydrogenase""",Verified ORF
1155,3,253394,-0.0977596077152217,0.0978578351656531,0.318480817185597,YCR079W,PTC6,SGDID:S000002133,CDS,CDS,"""Mitochondrial type 2C protein phosphatase (PP2C); has similarity to mammalian PP1Ks; involved in mitophagy; null mutant is sensitive to rapamycin and has decreased phosphorylation of the Pda1 subunit of pyruvate dehydrogenase""",Verified ORF
1156,3,254361,-0.0856657540958765,0.0981010137002869,0.38312576950384,YCR081W_NFR/NDR,,,Promoter,Promoter,,Promoter
1157,3,254926,-0.0525754631469801,0.0979919474834362,0.591931368152904,YCR081W,SRB8,SGDID:S000000677,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1158,3,256359,-0.0400359701956989,0.0980953645879588,0.683423364163111,YCR081W,SRB8,SGDID:S000000677,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1159,3,256593,-0.0208266323388784,0.0984326066281318,0.832554744046149,YCR081W,SRB8,SGDID:S000000677,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1160,3,256989,-0.0716891421495475,0.0978594963215366,0.464305554971264,YCR081W,SRB8,SGDID:S000000677,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1161,3,257462,-0.0453207544479951,0.0977251129783295,0.643107325288963,YCR081W,SRB8,SGDID:S000000677,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1162,3,258273,-0.0686831690952084,0.0978065698341482,0.482995571620371,YCR081W,SRB8,SGDID:S000000677,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1163,3,258343,-0.0562821926396694,0.0979861148093772,0.566070116691047,YCR081W,SRB8,SGDID:S000000677,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1164,3,258579,-0.0490328817630453,0.0979286234335869,0.616894165851238,YCR081W,SRB8,SGDID:S000000677,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1165,3,258768,-0.0462824863213168,0.0982003186035061,0.637712741819119,YCR082W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1166,3,258781,-0.0417235995563363,0.0980067380168738,0.670570053276093,YCR082W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1167,3,258828,-0.0566750206190166,0.0976403698689514,0.561983832469956,YCR082W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1168,3,259020,-0.0469446978371352,0.0984916915115126,0.633916162357972,YCR082W,AHC2,SGDID:S000000678,CDS,CDS,"""Component of the ADA histone acetyltransferase complex; Ahc2p and Ahc1p are unique to the ADA complex and not shared with the related SAGA and SLIK complexes; may tether Ahc1p to the complex""",Verified ORF
1169,3,259458,-0.0657106352971665,0.0979694867382064,0.502833996287632,YCR083W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1171,3,261281,-0.0597274373411767,0.0979444921136592,0.54238063582523,YCR084C,TUP1,SGDID:S000000680,CDS,CDS,"""General repressor of transcription ; forms complex with Cyc8p; involved in the establishment of repressive chromatin structure through interactions with histones H3 and H4 and stabilization of nucleosomes over promoters; appears to enhance expression of some genes""",Verified ORF
1172,3,262631,-0.0501845744396809,0.0979760159140388,0.608822363844013,YCR085W_NFR/NDR,,,Promoter,Promoter,,Promoter
1173,3,265059,-0.0185251515246332,0.0982121521321296,0.850496053450911,YCR088W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1174,3,267625,-0.0718028511809042,0.0985634240111039,0.466794306629809,YCR089W,FIG2,SGDID:S000000685,CDS,CDS,"""Cell wall adhesin ; expressed specifically during mating; may be involved in maintenance of cell wall integrity during mating; FIG2 has a paralog ; AGA1 ; that arose from the whole genome duplication""",Verified ORF
1178,3,274530,-0.0823745797500701,0.0989316547923174,0.405610034620256,YCR091W,KIN82,SGDID:S000000687,CDS,CDS,"""Putative serine/threonine protein kinase; implicated in the regulation of phospholipid asymmetry through the activation of phospholipid translocases (flippases); involved in the phosphorylation of upstream inhibitory kinase Ypk1p along with Fpk1p; has a redundant role in the cellular response to mating pheromone; KIN82 has a paralog ; FPK1 ; that arose from the whole genome duplication""",Verified ORF
1179,3,274845,-0.049848460041832,0.0980748132708111,0.611581660194165,YCR091W,KIN82,SGDID:S000000687,CDS,CDS,"""Putative serine/threonine protein kinase; implicated in the regulation of phospholipid asymmetry through the activation of phospholipid translocases (flippases); involved in the phosphorylation of upstream inhibitory kinase Ypk1p along with Fpk1p; has a redundant role in the cellular response to mating pheromone; KIN82 has a paralog ; FPK1 ; that arose from the whole genome duplication""",Verified ORF
1180,3,275765,-0.0548733894789697,0.098711183426638,0.578632471032437,YCR091W,KIN82,SGDID:S000000687,CDS,CDS,"""Putative serine/threonine protein kinase; implicated in the regulation of phospholipid asymmetry through the activation of phospholipid translocases (flippases); involved in the phosphorylation of upstream inhibitory kinase Ypk1p along with Fpk1p; has a redundant role in the cellular response to mating pheromone; KIN82 has a paralog ; FPK1 ; that arose from the whole genome duplication""",Verified ORF
1181,3,278462,-0.0547189376042068,0.0987162084093899,0.579720774220999,YCR092C,MSH3,SGDID:S000000688,CDS,CDS,"""Mismatch repair protein; forms dimers with Msh2p that mediate repair of insertion or deletion mutations and removal of nonhomologous DNA ends ; contains a PCNA (Pol30p) binding motif required for genome stability""",Verified ORF
1182,3,278675,-0.0567153630936542,0.0988984640761136,0.566691247344773,YCR092C,MSH3,SGDID:S000000688,CDS,CDS,"""Mismatch repair protein; forms dimers with Msh2p that mediate repair of insertion or deletion mutations and removal of nonhomologous DNA ends ; contains a PCNA (Pol30p) binding motif required for genome stability""",Verified ORF
1183,3,278791,-0.0444642001045474,0.0995228350287203,0.65531232622521,YCR092C,MSH3,SGDID:S000000688,CDS,CDS,"""Mismatch repair protein; forms dimers with Msh2p that mediate repair of insertion or deletion mutations and removal of nonhomologous DNA ends ; contains a PCNA (Pol30p) binding motif required for genome stability""",Verified ORF
1184,3,282537,0.0134548174565209,0.100627386691586,0.893708645324783,YCR093W,CDC39,SGDID:S000000689,CDS,CDS,"""Subunit of the CCR4-NOT1 core complex; this complex has multiple roles in the regulation of mRNA levels including regulation of transcription and destabilization of mRNA by deadenylation; basal transcription factor that increases initiation and elongation; activates the ATPase activity of Dhh1p ; resulting in processing body disassembly""",Verified ORF
1185,3,284743,-0.042466657544262,0.0993145669997916,0.669204934165192,YCR093W,CDC39,SGDID:S000000689,CDS,CDS,"""Subunit of the CCR4-NOT1 core complex; this complex has multiple roles in the regulation of mRNA levels including regulation of transcription and destabilization of mRNA by deadenylation; basal transcription factor that increases initiation and elongation; activates the ATPase activity of Dhh1p ; resulting in processing body disassembly""",Verified ORF
1186,3,285299,-0.0016076818379322,0.0996727462751789,0.987140109086487,YCR093W,CDC39,SGDID:S000000689,CDS,CDS,"""Subunit of the CCR4-NOT1 core complex; this complex has multiple roles in the regulation of mRNA levels including regulation of transcription and destabilization of mRNA by deadenylation; basal transcription factor that increases initiation and elongation; activates the ATPase activity of Dhh1p ; resulting in processing body disassembly""",Verified ORF
1187,3,285659,0.0100858364173129,0.10020886004481,0.919886911342227,YCR093W,CDC39,SGDID:S000000689,CDS,CDS,"""Subunit of the CCR4-NOT1 core complex; this complex has multiple roles in the regulation of mRNA levels including regulation of transcription and destabilization of mRNA by deadenylation; basal transcription factor that increases initiation and elongation; activates the ATPase activity of Dhh1p ; resulting in processing body disassembly""",Verified ORF
1191,3,289803,0.0713139535150327,0.099375031170603,0.473463488268439,YCR095C,OCA4,SGDID:S000000691,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts""",Uncharacterized ORF
1192,3,289856,0.0813568412204668,0.0992872838215419,0.413106284307613,YCR095C,OCA4,SGDID:S000000691,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts""",Uncharacterized ORF
1193,3,289942,0.0813568412204668,0.0992872838215419,0.413106284307613,YCR095C,OCA4,SGDID:S000000691,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts""",Uncharacterized ORF
1194,3,290417,0.0655254433826515,0.10027475605391,0.513885809700514,YCR095W-A,YCR095W-A,SGDID:S000029724,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
1195,3,290527,0.0650190703193443,0.101359707734294,0.521634551057828,YCR095W-A,YCR095W-A,SGDID:S000029724,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
1196,3,290957,0.0277982431405341,0.100583671851119,0.782426139934555,C:289798-291372,,,Intergenic region,Intergenic region,between YCR095W-A and YCRWdelta12,Intergenic region
1197,3,290963,0.0484931004547524,0.10060188867202,0.630083557368529,C:289798-291372,,,Intergenic region,Intergenic region,between YCR095W-A and YCRWdelta12,Intergenic region
1198,3,291002,0.0280785629792415,0.100710000366892,0.780556887165571,C:289798-291372,,,Intergenic region,Intergenic region,between YCR095W-A and YCRWdelta12,Intergenic region
1199,3,291045,0.0518180572286049,0.100257379416868,0.60558432163948,C:289798-291372,,,Intergenic region,Intergenic region,between YCR095W-A and YCRWdelta12,Intergenic region
1200,3,291075,0.0456387611497298,0.0999121705138829,0.64810380297046,C:289798-291372,,,Intergenic region,Intergenic region,between YCR095W-A and YCRWdelta12,Intergenic region
1201,3,291159,0.042553998067214,0.10030480604149,0.671644223431082,YCRWdelta12_NFR/NDR,,,Promoter,Promoter,,Promoter
1206,3,291349,0.0573204258764282,0.101024199932165,0.570807843463768,YCRWdelta12_NFR/NDR,,,Promoter,Promoter,,Promoter
1213,3,293851,-0.111052529077587,0.113755831140766,0.329616090338883,HMR,HMR,SGDID:S000029655,Other features,Mating-related region,"""Mating-type cassette - right; unexpressed complete copy of the mating-type genes ; silenced by the Sir2 histone deacetylase and its associated SIR1 ; SIR3 and SIR4 proteins; mating-type switching involves replacement of the Ya or Yalpha sequences present at the MAT locus with either the a or alpha genes located at one of the HM loci in a process stimulated by the HO endonuclease; sequence replacement occurs by gene conversion ; leaving the donor unaltered""",silent_mating_type_cassette_array
1214,3,293855,-0.0821076523567688,0.111755640497173,0.463005732090088,HMR,HMR,SGDID:S000029655,Other features,Mating-related region,"""Mating-type cassette - right; unexpressed complete copy of the mating-type genes ; silenced by the Sir2 histone deacetylase and its associated SIR1 ; SIR3 and SIR4 proteins; mating-type switching involves replacement of the Ya or Yalpha sequences present at the MAT locus with either the a or alpha genes located at one of the HM loci in a process stimulated by the HO endonuclease; sequence replacement occurs by gene conversion ; leaving the donor unaltered""",silent_mating_type_cassette_array
1215,3,295047,0.0817494944698425,0.100933843890536,0.418525211584727,YCRWdelta13,YCRWdelta13,SGDID:S000006840,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
1216,3,295867,0.0336322346808113,0.100598841688452,0.738336413757228,C:295557-295957,,,Intergenic region,Intergenic region,between YNCC0014W and YCRCdelta14,Intergenic region
1218,3,297295,0.019209312742887,0.0992313875744909,0.846615304220027,YCR098C,GIT1,SGDID:S000000695,CDS,CDS,"""Plasma membrane permease; mediates uptake of glycerophosphoinositol and glycerophosphocholine as sources of the nutrients inositol and phosphate; expression and transport rate are regulated by phosphate and inositol availability""",Verified ORF
1219,3,298996,0.0520659159956901,0.098632715246056,0.597916545740968,YCR098C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1220,3,299045,0.0603598868276402,0.0987068935807145,0.541258057452097,YCR098C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1223,3,299701,0.0504262440296389,0.0991979279208017,0.611532663089784,C:298606-300831,,,Intergenic region,Intergenic region,between YCR098C and YCR099C,Intergenic region
1224,3,302380,0.0725445837815164,0.0987818712756091,0.463197598128728,YCR100C_NFR/NDR,,,Promoter,Promoter,,Promoter
1233,3,306783,-0.0232337012449939,0.103560736421259,0.822615897289761,YCR102W-A,YCR102W-A,SGDID:S000007231,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1247,3,311452,0.0531496554992458,0.0981121286269652,0.588350684053147,YCR106W,RDS1,SGDID:S000000703,CDS,CDS,"""Putative zinc cluster transcription factor; involved in conferring resistance to cycloheximide""",Verified ORF
1248,3,312012,-0.044698574592001,0.178796041951609,0.802734658125965,YCR106W,RDS1,SGDID:S000000703,CDS,CDS,"""Putative zinc cluster transcription factor; involved in conferring resistance to cycloheximide""",Verified ORF
1253,4,0,-0.132672354123192,0.107240935297976,0.21685641106195,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1254,4,0,-0.146418264821441,0.113605651723823,0.198301506768031,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1255,4,0,-0.134844020471537,0.113635220307486,0.2361679180015,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1257,4,1,-0.0786036420999139,0.12381462148967,0.525937872763742,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1259,4,2,-0.0154630895926537,0.156924583870892,0.921560750921749,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1261,4,2,-0.152891228215028,0.169816369294442,0.368557029761154,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1262,4,2,-0.0980921648814128,0.165815559990291,0.554514572297174,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1263,4,2,-0.156146067596215,0.173780159507222,0.3695174206222,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1264,4,3,-0.124277168959328,0.222588458632997,0.576974994626261,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1265,4,3,-0.0664359815699918,0.223930097780241,0.76688394686221,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1266,4,4,0.330476593388425,0.346151229038254,0.340373960924478,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1267,4,4,0.376406894672797,0.364224206460832,0.302101627820564,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1270,4,5,0.418572280505927,0.378181018821856,0.269132319192441,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1271,4,6,0.0699566630628183,0.324328221843007,0.829348423804891,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1272,4,6,-0.0572216730306927,0.227945074097119,0.801934868110064,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1273,4,7,0.0157762911695407,0.225885823185042,0.944359058598855,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1274,4,7,0.098108673523857,0.214561120391837,0.647770625236202,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1278,4,8,0.0675594173090879,0.214594528352218,0.753081614198512,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1279,4,8,0.0449757525241914,0.184102392502279,0.807142358203152,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1280,4,8,-0.0101345976419474,0.175001807581707,0.95385197903595,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
