SNP,Chr,Pos,Effect,SE,ERG11_TPO4_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1318,4,135,0.181558061988992,0.146364902606205,0.215633542850837,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1319,4,148,0.236180098356707,0.147262560780409,0.109651847967646,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1321,4,155,0.216023067569417,0.14592870014999,0.139676340654001,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1322,4,165,0.158709657816514,0.145044450583894,0.274607240129888,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1323,4,211,0.0603954279555847,0.141924536661507,0.670697967077399,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1324,4,275,0.123845181514115,0.139838683472748,0.376420412326044,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1325,4,306,0.115185565903821,0.141427852461982,0.415937705991039,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1326,4,314,0.0849228053251299,0.142310956540157,0.551062721514649,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1328,4,423,0.233980242958978,0.140444803015578,0.0966016327223487,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1330,4,486,0.249870926188735,0.139491224062978,0.0741013682603325,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1331,4,501,0.242404248502023,0.139839209326943,0.0838889426271359,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1332,4,573,0.242319412404667,0.139660858583276,0.0836036684629042,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1333,4,593,0.226533605683674,0.139344968056176,0.104905132939091,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1334,4,624,0.267860853425186,0.139500813982752,0.0556459692089747,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1335,4,633,0.274624774890562,0.140658743795444,0.0516786229280271,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1336,4,650,0.313287709409721,0.13952955932161,0.0253663905713364,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1337,4,684,0.225293024478673,0.138644039891749,0.105060467779014,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1338,4,697,0.212092290715479,0.138438061641854,0.126408876677344,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1339,4,704,0.158922353363182,0.138920127071107,0.253405564956018,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1340,4,771,0.165555913709649,0.138617757476331,0.233149210056842,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1341,4,835,0.0368201261581891,0.139042000581571,0.791308096362656,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1342,4,851,0.141105807925755,0.138125544238368,0.3076809845287,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1345,4,935,0.0535083208165549,0.138409983892353,0.699290523742075,ARS400,ARS400,SGDID:S000121226,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
1346,4,959,0.0004443542334509,0.138844907204042,0.997448291196235,ARS400,ARS400,SGDID:S000121226,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
1347,4,975,0.042857865548956,0.138264292767647,0.756766225616937,ARS400,ARS400,SGDID:S000121226,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
1348,4,999,-0.0215822785861378,0.138902880815899,0.876613118130987,ARS400,ARS400,SGDID:S000121226,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
1349,4,1046,0.0192105153777195,0.137956473350464,0.889331571215642,ARS400,ARS400,SGDID:S000121226,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
1350,4,1309,0.0078110843625045,0.13819300540846,0.954957146209737,ARS400,ARS400,SGDID:S000121226,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
1351,4,1418,0.0231974154348951,0.139390019753334,0.867920992151624,X4L_NFR/NDR,,,Promoter,Promoter,,Promoter
1352,4,1685,0.0232014838983079,0.138831583028618,0.867371606030146,YDL248W_NFR/NDR,,,Promoter,Promoter,,Promoter
1353,4,1834,0.0099870126429936,0.138592738182497,0.942594854439916,YDL248W,COS7,SGDID:S000002407,CDS,CDS,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
1358,4,2947,-0.018319879171609,0.138194605451944,0.894612308935829,YDL248W,COS7,SGDID:S000002407,CDS,CDS,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
1359,4,3400,-0.0147758744130724,0.13955324820289,0.915737837147361,YDL248W,COS7,SGDID:S000002407,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
1360,4,3501,-0.0838610993716876,0.140643422953561,0.551378711438049,YDL248W,COS7,SGDID:S000002407,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
1361,4,3576,-0.0310434002866267,0.140965084496312,0.825826741144531,YDL248W,COS7,SGDID:S000002407,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
1362,4,4193,-0.0250359715991669,0.140342333862483,0.858517342264067,YDL247W-A,YDL247W-A,SGDID:S000007602,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; identified by sequence comparison with hemiascomycetous yeast species""",Dubious ORF
1363,4,4217,-0.0122752691627827,0.138976758076792,0.929667615199542,YDL247W-A,YDL247W-A,SGDID:S000007602,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; identified by sequence comparison with hemiascomycetous yeast species""",Dubious ORF
1364,4,4354,-0.0102029504198803,0.139379708018273,0.94168639554448,YDL247W-A,YDL247W-A,SGDID:S000007602,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; identified by sequence comparison with hemiascomycetous yeast species""",Dubious ORF
1366,4,5164,-0.0597429417708106,0.138941912484644,0.667468900492128,YDL247W,MPH2,SGDID:S000002406,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1367,4,5243,-0.0396541193118005,0.140271553112519,0.777576052036677,YDL247W,MPH2,SGDID:S000002406,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1368,4,5360,-0.0751016510732928,0.138967986152148,0.589245384004474,YDL247W,MPH2,SGDID:S000002406,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1369,4,5373,-0.0793259437312847,0.139568966389695,0.570149358092239,YDL247W,MPH2,SGDID:S000002406,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1372,4,5583,-0.0478290973363987,0.137620485931791,0.728390216253613,YDL247W,MPH2,SGDID:S000002406,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1379,4,6085,-0.0728658986043426,0.13893877125027,0.600297453343977,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1380,4,6124,-0.0562701588965232,0.13839689451436,0.684558902046454,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1381,4,6371,-0.123195797712748,0.137889070781655,0.372229562141314,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1382,4,6383,-0.0936742827249254,0.138419468356157,0.499012798738351,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1383,4,6424,-0.0775377005333203,0.137973281306504,0.574488880027412,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1384,4,6509,0.0296173823989213,0.139928890446451,0.832494258984438,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1385,4,6795,0.0159322741714105,0.140540718204892,0.909806331859319,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1386,4,6930,0.0241612669074655,0.140603610586803,0.863662108022261,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1387,4,6965,-0.0526101564084588,0.138846906451298,0.704984235237938,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1388,4,7094,-0.072938386445617,0.13968258905553,0.601877846521344,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1389,4,7383,-0.0927026871081631,0.13849142247396,0.503693898482272,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1391,4,7893,-0.0949612237837573,0.138308145477346,0.492790820887294,YDL247W,MPH2,SGDID:S000002406,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1392,4,8452,-0.0837803749136712,0.137913452591266,0.543919571585552,YDL247W,MPH2,SGDID:S000002406,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1393,4,8550,-0.0968610573337776,0.139248014207203,0.487136417431934,YDL247W,MPH2,SGDID:S000002406,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1396,4,8644,0.0183648220325208,0.139224728608974,0.895132401645227,YDL247W,MPH2,SGDID:S000002406,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1397,4,9487,-0.0400983464379004,0.137861466615738,0.771329429021253,YDL246C,SOR2,SGDID:S000002405,CDS,CDS,"""Sorbitol dehydrogenase; protein sequence is 99% identical to the Sor1p sorbitol dehydrogenase""",Verified ORF
1398,4,13362,-0.0063046512425405,0.140123374337267,0.964137873280391,YDL245C,HXT15,SGDID:S000002404,Close to 3'-UTR,Close to 3'-UTR,"""Putative transmembrane polyol transporter; supports growth on and uptake of mannitol ; sorbitol and xylitol with moderate affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; similarity to hexose transporters; expression is induced by low levels of glucose and repressed by high levels of glucose""",Verified ORF
1399,4,13533,0.0143538726609654,0.138842807344532,0.917718358713926,YDL245C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1400,4,13882,-0.0003157206916175,0.137877984423624,0.998174254550963,YDL245C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1401,4,14176,-0.0539522852164804,0.137794392380449,0.695632931659294,YDL245C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1402,4,15219,-0.0096558534700143,0.137728205867173,0.944147372862235,YDL244W,THI13,SGDID:S000002403,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5 ; THI11 ; THI12 ; and THI13; hydroxymethylpyrimidine is also known as HMP""",Verified ORF
1403,4,15754,0.0262282559050538,0.137771281155814,0.849124445308345,YDL244W,THI13,SGDID:S000002403,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5 ; THI11 ; THI12 ; and THI13; hydroxymethylpyrimidine is also known as HMP""",Verified ORF
1404,4,16051,0.0377157864540711,0.137722183849646,0.78435690734517,YDL244W,THI13,SGDID:S000002403,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5 ; THI11 ; THI12 ; and THI13; hydroxymethylpyrimidine is also known as HMP""",Verified ORF
1405,4,16202,0.0551540092258202,0.137622539351223,0.688837142203915,YDL244W,THI13,SGDID:S000002403,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5 ; THI11 ; THI12 ; and THI13; hydroxymethylpyrimidine is also known as HMP""",Verified ORF
1406,4,16647,0.0445531604222847,0.137369099298471,0.745878982360258,YDL244W,THI13,SGDID:S000002403,CDS,CDS,"""Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5 ; THI11 ; THI12 ; and THI13; hydroxymethylpyrimidine is also known as HMP""",Verified ORF
1409,4,17795,0.110911367136595,0.13871151875887,0.424490171166646,YDL243C,AAD4,SGDID:S000002402,CDS,CDS,"""Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family""",Verified ORF
1412,4,18597,0.066314570581611,0.137654433694539,0.630284413930664,YDL243C_NFR/NDR,,,Promoter,Promoter,,Promoter
1413,4,18955,0.158184596941774,0.136843254434474,0.248481464769318,YDL243C,AAD4,SGDID:S000002402,Close to 3'-UTR,Close to 3'-UTR,"""Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family""",Verified ORF
1414,4,19310,0.061953928894896,0.137660188974211,0.652950843392108,YDL242W,YDL242W,SGDID:S000002401,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
1415,4,20302,0.0965297425270881,0.137939338876631,0.484514052600987,YDL242W,YDL242W,SGDID:S000002401,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
1416,4,20874,0.0867764547772673,0.139820272798938,0.535244529205183,YDL241W,YDL241W,SGDID:S000002400,CDS,CDS,"""Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; YDL241W is not an essential gene""",Uncharacterized ORF
1417,4,21871,0.0094400336424004,0.137928613278804,0.945472981500392,YDL241W,YDL241W,SGDID:S000002400,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; YDL241W is not an essential gene""",Uncharacterized ORF
1418,4,22141,0.0121055677029723,0.137704720621519,0.92999837032473,YDL240C-A,YDL240C-A,SGDID:S000007601,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; identified by sequence comparison with hemiascomycetous yeast species""",Dubious ORF
1419,4,22771,-0.0127909675143287,0.140164709940156,0.92734039220434,YDL240C-A,YDL240C-A,SGDID:S000007601,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; identified by sequence comparison with hemiascomycetous yeast species""",Dubious ORF
1421,4,26744,-0.0349630055862542,0.138871632593574,0.801369282609698,YDL239C,ADY3,SGDID:S000002398,CDS,CDS,"""Protein required for spore wall formation; subunit of leading edge protein (LEP) complex (Ssp1-Ady3-Don1-Irc10) that forms ring-like structure at leading edge of prospore membrane during meiosis II; mediates assembly of LEP complex ; formation of ring-like structure via interaction with spindle pole body components ; and prospore membrane maturation; potentially phosphorylated by Cdc28p; ADY3 has a paralog ; CNM67 ; that arose from the whole genome duplication""",Verified ORF
1424,4,28509,0.0345296194544375,0.137422845694511,0.801755052582834,YDL239C,ADY3,SGDID:S000002398,CDS,CDS,"""Protein required for spore wall formation; subunit of leading edge protein (LEP) complex (Ssp1-Ady3-Don1-Irc10) that forms ring-like structure at leading edge of prospore membrane during meiosis II; mediates assembly of LEP complex ; formation of ring-like structure via interaction with spindle pole body components ; and prospore membrane maturation; potentially phosphorylated by Cdc28p; ADY3 has a paralog ; CNM67 ; that arose from the whole genome duplication""",Verified ORF
1425,4,29308,-0.0146498744240816,0.138548168899021,0.915849899265127,YDL238C,GUD1,SGDID:S000002397,CDS,CDS,"""Guanine deaminase; a catabolic enzyme of the guanine salvage pathway producing xanthine and ammonia from guanine; activity is low in exponentially-growing cultures but expression is increased in post-diauxic and stationary-phase cultures""",Verified ORF
1426,4,29835,-0.0437673648133203,0.137940593773619,0.751210081871865,YDL238C,GUD1,SGDID:S000002397,CDS,CDS,"""Guanine deaminase; a catabolic enzyme of the guanine salvage pathway producing xanthine and ammonia from guanine; activity is low in exponentially-growing cultures but expression is increased in post-diauxic and stationary-phase cultures""",Verified ORF
1429,4,36857,-0.0489388349948227,0.138243093683807,0.723546008632602,YDL233W,MFG1,SGDID:S000002392,CDS,CDS,"""Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene""",Uncharacterized ORF
1430,4,37106,-0.103941515629461,0.137779019904322,0.451107579639876,YDL233W,MFG1,SGDID:S000002392,CDS,CDS,"""Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene""",Uncharacterized ORF
1431,4,38160,-0.121610817048217,0.138171407226668,0.37937978063266,YDL233W,MFG1,SGDID:S000002392,CDS,CDS,"""Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene""",Uncharacterized ORF
1432,4,38200,-0.102671663750778,0.137821233075681,0.456790017293021,YDL233W,MFG1,SGDID:S000002392,Close to 3'-UTR,Close to 3'-UTR,"""Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene""",Uncharacterized ORF
1433,4,39021,-0.0517351119054638,0.137633937606767,0.707225055112098,YDL231C,BRE4,SGDID:S000002390,CDS,CDS,"""Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A ; a drug which is known to affect intracellular transport""",Verified ORF
1434,4,40300,-0.0264894947787958,0.137598655078489,0.847451289592705,YDL231C,BRE4,SGDID:S000002390,CDS,CDS,"""Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A ; a drug which is known to affect intracellular transport""",Verified ORF
1435,4,43687,-0.0108720493563815,0.137433916031125,0.936991966919348,YDL230W,PTP1,SGDID:S000002389,CDS,CDS,"""Phosphotyrosine-specific protein phosphatase; dephosphorylates a broad range of substrates in vivo ; including Fpr3p; localized to the cytoplasm and the mitochondria; proposed to be a negative regulator of filamentation""",Verified ORF
1436,4,43708,-0.0339298604036129,0.138334391074455,0.806386637790807,YDL229W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1439,4,43992,-0.0713514617866837,0.13760144845585,0.604408434602061,YDL229W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1442,4,46913,-0.0674565013995368,0.140136502011112,0.630556910663632,YDL227C,HO,SGDID:S000002386,CDS,CDS,"""Site-specific endonuclease; required for gene conversion at the MAT locus (homothallic switching) through the generation of a ds DNA break; expression restricted to mother cells in late G1 as controlled by Swi4p-Swi6p ; Swi5p ; and Ash1p""",Verified ORF
1443,4,47131,-0.134673330167837,0.13856459466914,0.331757176941455,YDL227C,HO,SGDID:S000002386,CDS,CDS,"""Site-specific endonuclease; required for gene conversion at the MAT locus (homothallic switching) through the generation of a ds DNA break; expression restricted to mother cells in late G1 as controlled by Swi4p-Swi6p ; Swi5p ; and Ash1p""",Verified ORF
1445,4,48617,-0.0165067177712103,0.138032191574082,0.904879138434304,YDL227C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1446,4,48723,-0.0526704399936162,0.138016418956908,0.702969555626803,YDL227C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1447,4,49408,-0.0242497565541731,0.137871944227662,0.860484291186249,YDL227C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1448,4,49568,-0.0656150230558009,0.138242320252492,0.63533869148519,D:48032-51114,,,Intergenic region,Intergenic region,between YDL227C and YDL226C,Intergenic region
1449,4,49675,-0.0083810633559813,0.137800604321556,0.951536804304295,D:48032-51114,,,Intergenic region,Intergenic region,between YDL227C and YDL226C,Intergenic region
