SNP,Chr,Pos,Effect,SE,MID2_WSC2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2790,5,19368,-0.101720689556326,0.0627957240721379,0.106153928840082,YEL070W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2819,5,23574,-0.0942029553880098,0.0617388644319652,0.127947870333925,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2820,5,23653,-0.094605518837975,0.0616492842589454,0.125783741453662,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2821,5,24002,-0.100119848375642,0.0618878652657333,0.106607024885281,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2822,5,24122,-0.0805514291593849,0.0622355069240832,0.196407817159864,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2823,5,24148,-0.101405990675695,0.0627848001826874,0.107174650603475,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2824,5,24163,-0.103699437250845,0.062958908733226,0.100427945126097,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2825,5,24234,-0.073156189370675,0.0622713514251602,0.240867844326207,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2826,5,24246,-0.0755649165905512,0.0621710629392156,0.225012295180015,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2828,5,24278,-0.0824597091315857,0.0621382821430696,0.185354630417774,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2829,5,24388,-0.0978353658245585,0.0626637999953098,0.119355133080564,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2830,5,24487,-0.110906610717957,0.0621913020627319,0.075394316167185,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2831,5,24650,-0.0968228387512043,0.0619106177562998,0.118733933132149,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2832,5,24820,-0.0795114551826169,0.0618003197080976,0.19908157990291,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2833,5,24909,-0.0894324329476091,0.0620216541603976,0.150201662183685,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2834,5,25103,-0.0851677021088955,0.061974910234287,0.170242547483421,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2838,5,26058,-0.0683487596855195,0.0621173671154738,0.271944045537932,YEL066W_NFR/NDR,,,Promoter,Promoter,,Promoter
2839,5,26197,-0.077443943493831,0.0617229234895634,0.210416644483311,YEL067C,YEL067C,SGDID:S000000793,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
2840,5,26417,-0.0790347438136563,0.0618069384563428,0.201830146478512,YEL067C,YEL067C,SGDID:S000000793,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
2841,5,27428,-0.0205805705297627,0.0620189010437499,0.74020435649138,YEL065W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2842,5,30505,-0.0151275228740842,0.0620350988539643,0.807485358607998,YEL064C,AVT2,SGDID:S000000790,CDS,CDS,"""Putative transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters""",Verified ORF
2843,5,31263,-0.0131926569493173,0.062661280170438,0.833368321563822,YEL064C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2846,5,32038,-0.0228871893977079,0.0618484084870873,0.711564918121147,YEL063C,CAN1,SGDID:S000000789,CDS,CDS,"""Plasma membrane arginine permease; requires phosphatidyl ethanolamine (PE) for localization ; exclusively associated with lipid rafts; mutation confers canavanine resistance; CAN1 has a paralog ; ALP1 ; that arose from the whole genome duplication""",Verified ORF
2847,5,33720,0.0128344503709348,0.0627418918104028,0.838034187627495,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2848,5,33814,-0.0147994127477404,0.0626451278406047,0.81338187513803,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2849,5,33851,-0.0138985651852338,0.0632582675065052,0.826222888881115,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2850,5,34324,-0.0128959033844589,0.0634042437595268,0.838945999913163,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2851,5,34350,-0.0150154043262612,0.0625664530574014,0.810476302662755,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2852,5,35048,-0.0204964245203469,0.0619403179501606,0.740911801495545,YEL062W,NPR2,SGDID:S000000788,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Npr2p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and resulting in inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; homolog of human tumor suppressor NPRL2""",Verified ORF
2853,5,35579,-0.0168423589258006,0.0625591067930304,0.787915268795113,YEL062W,NPR2,SGDID:S000000788,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Npr2p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and resulting in inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; homolog of human tumor suppressor NPRL2""",Verified ORF
2854,5,35901,-0.0312529209893458,0.0628445214657956,0.619283298612165,YEL062W,NPR2,SGDID:S000000788,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Npr2p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and resulting in inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; homolog of human tumor suppressor NPRL2""",Verified ORF
2855,5,35947,-0.0177828081486773,0.0624716491775726,0.776076112078127,YEL062W,NPR2,SGDID:S000000788,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Npr2p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and resulting in inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; homolog of human tumor suppressor NPRL2""",Verified ORF
2858,5,38200,0.0166828516955125,0.0618598577730796,0.787557993042308,YEL061C,CIN8,SGDID:S000000787,CDS,CDS,"""Bipolar kinesin motor protein; switches from minus- to plus-end-directed motility in vitro depending on conditions; involved in mitotic spindle assembly and chromosome segregation""",Verified ORF
2859,5,38263,0.0111333493867598,0.0618711637752841,0.857299723181473,YEL061C,CIN8,SGDID:S000000787,CDS,CDS,"""Bipolar kinesin motor protein; switches from minus- to plus-end-directed motility in vitro depending on conditions; involved in mitotic spindle assembly and chromosome segregation""",Verified ORF
2860,5,38427,0.009406114110105,0.0620285113861941,0.879556101693084,YEL061C,CIN8,SGDID:S000000787,CDS,CDS,"""Bipolar kinesin motor protein; switches from minus- to plus-end-directed motility in vitro depending on conditions; involved in mitotic spindle assembly and chromosome segregation""",Verified ORF
2861,5,38677,0.0075946337768451,0.061864909630485,0.902365763442901,YEL061C,CIN8,SGDID:S000000787,CDS,CDS,"""Bipolar kinesin motor protein; switches from minus- to plus-end-directed motility in vitro depending on conditions; involved in mitotic spindle assembly and chromosome segregation""",Verified ORF
2863,5,41075,0.0543441561529178,0.0621115747144374,0.382199226850754,YEL060C,PRB1,SGDID:S000000786,CDS,CDS,"""Vacuolar proteinase B (yscB) with H3 N-terminal endopeptidase activity; serine protease of the subtilisin family; involved in protein degradation in the vacuole and required for full protein degradation during sporulation; activity inhibited by Pbi2p; protein abundance increases in response to DNA replication stress; PRB1 has a paralog ; YSP3 ; that arose from the whole genome duplication""",Verified ORF
2864,5,42051,0.0883929772642508,0.062027855554644,0.155025442289103,YEL060C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2865,5,42740,0.0177210532765144,0.0618590399136259,0.774682585284565,YEL059W,HHY1,SGDID:S000000785,CDS,CDS,"""Putative protein of unknown function; null mutant is sensitive to heat ; pH disturbances ; ionic stress ; and various chemicals; hypersensitivity to hygromycin B indicative of defects in vacuolar trafficking""",Uncharacterized ORF
2866,5,44304,0.0220970444290893,0.0620277055420416,0.721870102832723,YEL058W,PCM1,SGDID:S000000784,CDS,CDS,"""Essential N-acetylglucosamine-phosphate mutase; converts GlcNAc-6-P to GlcNAc-1-P ; which is a precursor for the biosynthesis of chitin and for the formation of N-glycosylated mannoproteins and glycosylphosphatidylinositol anchors""",Verified ORF
2867,5,44612,0.0223114992381844,0.0620706329743091,0.719470871005117,YEL058W,PCM1,SGDID:S000000784,CDS,CDS,"""Essential N-acetylglucosamine-phosphate mutase; converts GlcNAc-6-P to GlcNAc-1-P ; which is a precursor for the biosynthesis of chitin and for the formation of N-glycosylated mannoproteins and glycosylphosphatidylinositol anchors""",Verified ORF
2868,5,45702,0.0287556724584252,0.0632617427369781,0.649711862715069,CUT105,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
2869,5,46084,0.0129724380591827,0.0620555905180433,0.834533347652134,YEL057C,SDD1,SGDID:S000000783,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P; may have a role in telomere maintenance; target of UME6 regulation""",Verified ORF
2870,5,49920,0.0384931225298666,0.0624792761599132,0.538229383150206,YEL055C,POL5,SGDID:S000000781,CDS,CDS,"""Protein involved in 60S assembly and pre-40S AFs recycling; has sequence similarity to human MybBP1A and weak sequence similarity to B-type DNA polymerases; not required for chromosomal DNA replication""",Verified ORF
2872,5,53073,0.0456061985408921,0.0629264979752841,0.469083389001973,YEL054C,RPL12A,SGDID:S000000780,CDS,CDS,"""Ribosomal 60S subunit protein L12A; rpl12a rpl12b double mutant exhibits slow growth and slow translation; homologous to mammalian ribosomal protein L12 and bacterial L11; RPL12A has a paralog ; RPL12B ; that arose from the whole genome duplication""",Verified ORF
2873,5,53535,0.0425065735327679,0.0626016490348503,0.497582251409822,YEL054C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2874,5,53964,0.0371391308834024,0.0626785095455494,0.553872606982143,YEL053C,MAK10,SGDID:S000000779,CDS,CDS,"""Non-catalytic subunit of the NatC N-terminal acetyltransferase; required for replication of dsRNA virus; expression is glucose-repressible; human NatC ortholog ; Naa35 ; requires co-expression of the human catalytic subunit ; Naa30 ; to functionally complement the null allele""",Verified ORF
2875,5,57276,0.0204289293235851,0.0625380038374118,0.744115450222627,YEL052W,AFG1,SGDID:S000000778,CDS,CDS,"""Protein that may act as a chaperone for cytochrome c oxidase subunits; conserved protein; may act as a chaperone in the degradation of misfolded or unassembled cytochrome c oxidase subunits; localized to matrix face of the mitochondrial inner membrane; member of the AAA family but lacks a protease domain""",Verified ORF
2876,5,57788,0.0092924363546111,0.0625997693892382,0.882078697635235,YEL052W,AFG1,SGDID:S000000778,CDS,CDS,"""Protein that may act as a chaperone for cytochrome c oxidase subunits; conserved protein; may act as a chaperone in the degradation of misfolded or unassembled cytochrome c oxidase subunits; localized to matrix face of the mitochondrial inner membrane; member of the AAA family but lacks a protease domain""",Verified ORF
2877,5,57861,0.0137663833588956,0.0627155092601437,0.826383364585355,YEL052W,AFG1,SGDID:S000000778,CDS,CDS,"""Protein that may act as a chaperone for cytochrome c oxidase subunits; conserved protein; may act as a chaperone in the degradation of misfolded or unassembled cytochrome c oxidase subunits; localized to matrix face of the mitochondrial inner membrane; member of the AAA family but lacks a protease domain""",Verified ORF
2878,5,58267,0.0340244905347581,0.0627514256822782,0.588015518885156,YEL051W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2883,5,61028,0.0721882404229354,0.0629748378591404,0.252446274474559,YEL050C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2885,5,64504,0.0467646328955444,0.062871874639298,0.457487151545896,YEL049W,PAU2,SGDID:S000000775,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; encoded mainly in subtelomeric region; active during alcoholic fermentation; regulated by anaerobiosis; negatively regulated by oxygen; repressed by heme""",Verified ORF
2886,5,66168,0.0303187178862883,0.0627705159395918,0.629388836363862,YEL047C,FRD1,SGDID:S000000773,CDS,CDS,"""Soluble fumarate reductase; required with isoenzyme Osm1p for anaerobic growth; may interact with ribosomes ; based on co-purification experiments; authentic ; non-tagged protein is detected in purified mitochondria in high-throughput studies; similar to Arxula adeninovorans fumarate reductase; protein abundance increases in response to DNA replication stress; FRD1 has a paralog ; OSM1 ; that arose from the whole genome duplication""",Verified ORF
2887,5,67144,0.0521792045520619,0.0633303698540969,0.41054092339268,YEL047C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2889,5,68714,0.0410869330550914,0.0627394507221475,0.512970261983021,YEL046C,GLY1,SGDID:S000000772,CDS,CDS,"""Threonine aldolase; catalyzes the cleavage of L-allo-threonine and L-threonine to glycine; involved in glycine biosynthesis""",Verified ORF
2890,5,69083,0.0548716345916412,0.0626593552681935,0.381781363337344,YEL045C,YEL045C,SGDID:S000000771,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; deletion gives MMS sensitivity ; growth defect under alkaline conditions ; less than optimal growth upon citric acid stress""",Dubious ORF
2891,5,69805,0.0360715847813404,0.0642131239404438,0.574644300435327,YEL044W,IES6,SGDID:S000000770,CDS,CDS,"""Component of the INO80 chromatin remodeling complex; critical for INO80 function; involved in regulation of chromosome segregation and maintenance of normal centromeric chromatin structure; human ortholog INO80C is a member of the human INO80 complex; implicated in DNA repair based on genetic interactions with RAD52 epistasis genes""",Verified ORF
2892,5,69813,0.0395432713680379,0.0637551760074564,0.535502448065984,YEL044W,IES6,SGDID:S000000770,CDS,CDS,"""Component of the INO80 chromatin remodeling complex; critical for INO80 function; involved in regulation of chromosome segregation and maintenance of normal centromeric chromatin structure; human ortholog INO80C is a member of the human INO80 complex; implicated in DNA repair based on genetic interactions with RAD52 epistasis genes""",Verified ORF
2894,5,70531,0.0586527621363411,0.0639008320645958,0.359312764287764,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2895,5,70702,0.0488975498299435,0.0635944876797776,0.442469153292598,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2896,5,70852,0.0553715391899384,0.0637180603209438,0.385432911870278,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2897,5,70969,0.068170913512008,0.0637229194758033,0.285439347329968,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2898,5,72069,0.0860615453224363,0.0645021824173531,0.18298450470273,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2900,5,74994,0.09356775827401,0.0650165927681641,0.150997932371289,YEL042W,GDA1,SGDID:S000000768,CDS,CDS,"""Guanosine diphosphatase located in the Golgi; involved in the transport of GDP-mannose into the Golgi lumen ; converting GDP to GMP after mannose is transferred to substrates; null mutants are defective in sporulation and pre-meiotic S phase entry; orthologous to human ENTPD6 ; a meiosis-associated non-obstructive azoospermia (NOA) related gene identified in GWAS studies""",Verified ORF
2901,5,75504,0.0632697786816083,0.0657630990980714,0.336664798688302,YEL041W_NFR/NDR,,,Promoter,Promoter,,Promoter
2902,5,75507,0.0615694930372914,0.0656980123608064,0.349317422930509,YEL041W_NFR/NDR,,,Promoter,Promoter,,Promoter
2903,5,75860,0.056516633064482,0.0665687685767807,0.396458767436807,YEL042W,GDA1,SGDID:S000000768,Close to 3'-UTR,Close to 3'-UTR,"""Guanosine diphosphatase located in the Golgi; involved in the transport of GDP-mannose into the Golgi lumen ; converting GDP to GMP after mannose is transferred to substrates; null mutants are defective in sporulation and pre-meiotic S phase entry; orthologous to human ENTPD6 ; a meiosis-associated non-obstructive azoospermia (NOA) related gene identified in GWAS studies""",Verified ORF
2904,5,76107,0.0679549750539483,0.0657146966905064,0.301801541745663,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2905,5,76472,0.0674093240767177,0.0656759262143239,0.305409089326571,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2906,5,76912,0.0848554465071722,0.0658798645836903,0.19857811731672,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2907,5,77002,0.0852592817104709,0.0662731454324739,0.199117590260887,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2908,5,77032,0.0797794623224746,0.065897829515991,0.226838046753093,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2909,5,77423,0.0980073783849653,0.0659600351529467,0.138208678088778,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2910,5,77484,0.0779261179569664,0.0662987163685707,0.240635288501104,YEL041W,YEF1,SGDID:S000000767,Close to 3'-UTR,Close to 3'-UTR,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2911,5,77918,0.086829142851661,0.0666165960968529,0.193282204775136,YEL040W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2912,5,78310,0.0770799271763729,0.0663660583150457,0.246249385790661,YEL040W,UTR2,SGDID:S000000766,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck""",Verified ORF
2913,5,79208,0.06905181704288,0.0678396605332672,0.309437814071121,YEL040W,UTR2,SGDID:S000000766,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck""",Verified ORF
2914,5,79230,0.0612965913077375,0.0674739133019192,0.364260971191277,YEL040W,UTR2,SGDID:S000000766,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck""",Verified ORF
2917,5,79232,0.034944894853983,0.0674810107522026,0.604888828317385,YEL040W,UTR2,SGDID:S000000766,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck""",Verified ORF
2919,5,80396,0.072458551920725,0.0681520093500582,0.288422449710158,YEL038W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2920,5,81334,0.0801163605484132,0.0706383230513689,0.257489928643114,YEL038W,UTR4,SGDID:S000000764,Close to 3'-UTR,Close to 3'-UTR,"""Protein with sequence similarity to acireductone synthases; involved in methionine salvage; found in both the cytoplasm and nucleus""",Verified ORF
2921,5,82827,0.0525355488522479,0.0688452668266413,0.445915794873204,YEL037C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2922,5,83188,0.060734117029932,0.0695735021493452,0.383284305881225,YEL036C,ANP1,SGDID:S000000762,CDS,CDS,"""Subunit of the alpha-1,6 mannosyltransferase complex; type II membrane protein; has a role in retention of glycosyltransferases in the Golgi; involved in osmotic sensitivity and resistance to aminonitrophenyl propanediol""",Verified ORF
2923,5,85693,-0.0044410914192174,0.0755520564555553,0.953159107904779,YEL034C-A,YEL034C-A,SGDID:S000028743,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; completely overlaps HYP2/YEL034W ; a verified gene that encodes eiF-5A""",Dubious ORF
2925,5,87323,0.0637155967530481,0.0769695138678684,0.408341340267988,YEL032W,MCM3,SGDID:S000000758,CDS,CDS,"""Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex""",Verified ORF
2926,5,90716,0.0064287594048826,0.0836204388881365,0.938762372567711,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2927,5,90719,0.0037579148102153,0.0834130257154305,0.964091419701935,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2928,5,90720,0.0037579148102153,0.0834130257154305,0.964091419701935,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2929,5,90746,0.0096966347261391,0.0842747165926938,0.908463117852083,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2930,5,91091,0.0087359089122331,0.0841990078397499,0.917424198562989,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2931,5,92747,-0.026617431392804,0.0843418417658583,0.752500318336224,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2932,5,93878,0.0005018039842248,0.0865142809664705,0.995375376854585,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2934,5,97629,-0.017609220683263,0.090284572160348,0.845472821521792,YEL029C,BUD16,SGDID:S000000755,CDS,CDS,"""Putative pyridoxal kinase; a key enzyme involved in pyridoxal 5'-phosphate synthesis ; the active form of vitamin B6; required for genome integrity; involved in bud-site selection; similarity to yeast BUD17 and human pyridoxal kinase (PDXK)""",Verified ORF
2935,5,97695,-0.0429881809180888,0.0897261533476477,0.632161122024549,YEL029C,BUD16,SGDID:S000000755,CDS,CDS,"""Putative pyridoxal kinase; a key enzyme involved in pyridoxal 5'-phosphate synthesis ; the active form of vitamin B6; required for genome integrity; involved in bud-site selection; similarity to yeast BUD17 and human pyridoxal kinase (PDXK)""",Verified ORF
2936,5,98040,-0.0610113769147151,0.087802470590692,0.487593359363504,YEL028W_NFR/NDR,,,Promoter,Promoter,,Promoter
2937,5,98089,-0.016309017690225,0.0886663187208723,0.85416848276529,YEL028W_NFR/NDR,,,Promoter,Promoter,,Promoter
