SNP,Chr,Pos,Effect,SE,ERG11_PIS1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2770,5,11033,-0.004885575254922,0.132000818024678,0.970496594608188,E:10020-13719,,,Intergenic region,Intergenic region,between ARS504 and YEL072W,Intergenic region
2771,5,11244,-0.0037986382424944,0.132370360917967,0.977122429775226,E:10020-13719,,,Intergenic region,Intergenic region,between ARS504 and YEL072W,Intergenic region
2772,5,11370,-0.0252867303587495,0.132204953476384,0.848424686443942,E:10020-13719,,,Intergenic region,Intergenic region,between ARS504 and YEL072W,Intergenic region
2773,5,13215,-0.0591044095262427,0.131820821169302,0.654161773813048,YEL072W,RMD6,SGDID:S000000798,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for sporulation""",Verified ORF
2774,5,13449,-0.0313218394619252,0.13426390942993,0.815674840030257,YEL072W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2776,5,13639,-0.0537178447674537,0.131483914233139,0.683117142954973,YEL072W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2777,5,13690,-0.0971700393828252,0.132196308395096,0.462801032772135,YEL072W,RMD6,SGDID:S000000798,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for sporulation""",Verified ORF
2778,5,14028,-0.0741457674717696,0.131626670450957,0.573585845080425,YEL072W,RMD6,SGDID:S000000798,CDS,CDS,"""Protein required for sporulation""",Verified ORF
2780,5,18746,-0.168430178528241,0.134045691456007,0.209760829010428,YEL071W,DLD3,SGDID:S000000797,Close to 3'-UTR,Close to 3'-UTR,"""2-hydroxyglutarate transhydrogenase ; and minor D-lactate dehydrogenase; converts D-2-hydroxyglutarate (D-2HG) ; an oncometabolite ; to alpha-ketoglutarate in the presence of FAD ; with concomitant reduction of pyruvate to D-lactate; minor lactate dehydrogenase activity; component of the retrograde regulon that consists of genes whose expression are stimulated by damage to mitochondria and reduced in cells grown with glutamate as the sole nitrogen source; located in the cytoplasm""",Verified ORF
2781,5,18800,-0.184931098706936,0.132731710945869,0.164414864044608,YEL071W,DLD3,SGDID:S000000797,Close to 3'-UTR,Close to 3'-UTR,"""2-hydroxyglutarate transhydrogenase ; and minor D-lactate dehydrogenase; converts D-2-hydroxyglutarate (D-2HG) ; an oncometabolite ; to alpha-ketoglutarate in the presence of FAD ; with concomitant reduction of pyruvate to D-lactate; minor lactate dehydrogenase activity; component of the retrograde regulon that consists of genes whose expression are stimulated by damage to mitochondria and reduced in cells grown with glutamate as the sole nitrogen source; located in the cytoplasm""",Verified ORF
2790,5,19368,-0.217100292255692,0.133016358755502,0.103543324233281,YEL070W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2819,5,23574,-0.185927138469223,0.130841895901619,0.156197721044298,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2820,5,23653,-0.180730529999025,0.130676567718355,0.167527671869718,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2821,5,24002,-0.182006243366948,0.131228677322318,0.166335329736745,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2822,5,24122,-0.164865714310983,0.131857878447642,0.212007624811222,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2823,5,24148,-0.164163149176002,0.133204950036887,0.218616062987768,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2824,5,24163,-0.177544844181517,0.133547102923838,0.184556458294758,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2825,5,24234,-0.159474119101856,0.13189780425902,0.227443861001201,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2826,5,24246,-0.161208601045048,0.131696640421598,0.221734455259135,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2828,5,24278,-0.173208720947925,0.131636625593152,0.189091874030381,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2829,5,24388,-0.155014983333185,0.132946118477738,0.244402215751515,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2830,5,24487,-0.198878575129556,0.131911525135551,0.13253433543241,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2831,5,24650,-0.188689373810151,0.131218646193729,0.151326534421776,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2832,5,24820,-0.17409180606605,0.130894225487164,0.184370706496072,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2833,5,24909,-0.187678369378433,0.131391263697657,0.154062931278505,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2834,5,25103,-0.182792465675171,0.131275726783552,0.164668227953973,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2838,5,26058,-0.242433156786548,0.131179183080512,0.0654231509823966,YEL066W_NFR/NDR,,,Promoter,Promoter,,Promoter
2839,5,26197,-0.206750307759731,0.130579622054525,0.114242304556553,YEL067C,YEL067C,SGDID:S000000793,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
2840,5,26417,-0.224599902218531,0.13068650646624,0.0865611102334388,YEL067C,YEL067C,SGDID:S000000793,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
2841,5,27428,-0.131721666271949,0.131211553182435,0.316120379124445,YEL065W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2842,5,30505,-0.211556612757879,0.130940357352048,0.1070586964905,YEL064C,AVT2,SGDID:S000000790,CDS,CDS,"""Putative transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters""",Verified ORF
2843,5,31263,-0.204087544930052,0.132302176440341,0.123827097918837,YEL064C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2846,5,32038,-0.24789716781092,0.130376541088876,0.0580644685111309,YEL063C,CAN1,SGDID:S000000789,CDS,CDS,"""Plasma membrane arginine permease; requires phosphatidyl ethanolamine (PE) for localization ; exclusively associated with lipid rafts; mutation confers canavanine resistance; CAN1 has a paralog ; ALP1 ; that arose from the whole genome duplication""",Verified ORF
2847,5,33720,-0.235234148501167,0.132326670001105,0.0763176701782077,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2848,5,33814,-0.240517458058396,0.132096447634203,0.0694880779710787,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2849,5,33851,-0.202361628881571,0.133579293990844,0.13068813994603,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2850,5,34324,-0.175284562338764,0.133996363128296,0.191680636570292,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2851,5,34350,-0.217474509763635,0.13204258462365,0.100447338075874,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2852,5,35048,-0.204976234471767,0.13077784060587,0.117926019925358,YEL062W,NPR2,SGDID:S000000788,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Npr2p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and resulting in inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; homolog of human tumor suppressor NPRL2""",Verified ORF
2853,5,35579,-0.219430527487811,0.132020597704374,0.0973818034321352,YEL062W,NPR2,SGDID:S000000788,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Npr2p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and resulting in inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; homolog of human tumor suppressor NPRL2""",Verified ORF
2854,5,35901,-0.218663910610702,0.132664293964948,0.100191104001071,YEL062W,NPR2,SGDID:S000000788,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Npr2p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and resulting in inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; homolog of human tumor suppressor NPRL2""",Verified ORF
2855,5,35947,-0.220438137941939,0.131831433764181,0.0953864996380705,YEL062W,NPR2,SGDID:S000000788,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Npr2p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and resulting in inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; homolog of human tumor suppressor NPRL2""",Verified ORF
2858,5,38200,-0.206607385207956,0.130592649080573,0.114527934975464,YEL061C,CIN8,SGDID:S000000787,CDS,CDS,"""Bipolar kinesin motor protein; switches from minus- to plus-end-directed motility in vitro depending on conditions; involved in mitotic spindle assembly and chromosome segregation""",Verified ORF
2859,5,38263,-0.212165491090453,0.130583924811371,0.105109539254591,YEL061C,CIN8,SGDID:S000000787,CDS,CDS,"""Bipolar kinesin motor protein; switches from minus- to plus-end-directed motility in vitro depending on conditions; involved in mitotic spindle assembly and chromosome segregation""",Verified ORF
2860,5,38427,-0.214245538537374,0.130907149857863,0.102600630111015,YEL061C,CIN8,SGDID:S000000787,CDS,CDS,"""Bipolar kinesin motor protein; switches from minus- to plus-end-directed motility in vitro depending on conditions; involved in mitotic spindle assembly and chromosome segregation""",Verified ORF
2861,5,38677,-0.202391147228432,0.130611351265046,0.122141322948534,YEL061C,CIN8,SGDID:S000000787,CDS,CDS,"""Bipolar kinesin motor protein; switches from minus- to plus-end-directed motility in vitro depending on conditions; involved in mitotic spindle assembly and chromosome segregation""",Verified ORF
2863,5,41075,-0.106533957896661,0.131595032156903,0.418738964898064,YEL060C,PRB1,SGDID:S000000786,CDS,CDS,"""Vacuolar proteinase B (yscB) with H3 N-terminal endopeptidase activity; serine protease of the subtilisin family; involved in protein degradation in the vacuole and required for full protein degradation during sporulation; activity inhibited by Pbi2p; protein abundance increases in response to DNA replication stress; PRB1 has a paralog ; YSP3 ; that arose from the whole genome duplication""",Verified ORF
2864,5,42051,-0.15244868142321,0.131524566029548,0.247203363724155,YEL060C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2865,5,42740,-0.0474002432022039,0.13103053237605,0.717755594206853,YEL059W,HHY1,SGDID:S000000785,CDS,CDS,"""Putative protein of unknown function; null mutant is sensitive to heat ; pH disturbances ; ionic stress ; and various chemicals; hypersensitivity to hygromycin B indicative of defects in vacuolar trafficking""",Uncharacterized ORF
2866,5,44304,-0.0272127330978021,0.131412516406017,0.836067796461534,YEL058W,PCM1,SGDID:S000000784,CDS,CDS,"""Essential N-acetylglucosamine-phosphate mutase; converts GlcNAc-6-P to GlcNAc-1-P ; which is a precursor for the biosynthesis of chitin and for the formation of N-glycosylated mannoproteins and glycosylphosphatidylinositol anchors""",Verified ORF
2867,5,44612,0.002469836330857,0.131511811926051,0.985026949125966,YEL058W,PCM1,SGDID:S000000784,CDS,CDS,"""Essential N-acetylglucosamine-phosphate mutase; converts GlcNAc-6-P to GlcNAc-1-P ; which is a precursor for the biosynthesis of chitin and for the formation of N-glycosylated mannoproteins and glycosylphosphatidylinositol anchors""",Verified ORF
2868,5,45702,-0.0953787109154838,0.133954068111217,0.476919300244358,CUT105,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
2869,5,46084,-0.0268696845097485,0.131456308191926,0.838158636445217,YEL057C,SDD1,SGDID:S000000783,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P; may have a role in telomere maintenance; target of UME6 regulation""",Verified ORF
2870,5,49920,0.0477474207130753,0.132400220078972,0.718592160375196,YEL055C,POL5,SGDID:S000000781,CDS,CDS,"""Protein involved in 60S assembly and pre-40S AFs recycling; has sequence similarity to human MybBP1A and weak sequence similarity to B-type DNA polymerases; not required for chromosomal DNA replication""",Verified ORF
2872,5,53073,0.0349955517966234,0.133386979679568,0.793196117183696,YEL054C,RPL12A,SGDID:S000000780,CDS,CDS,"""Ribosomal 60S subunit protein L12A; rpl12a rpl12b double mutant exhibits slow growth and slow translation; homologous to mammalian ribosomal protein L12 and bacterial L11; RPL12A has a paralog ; RPL12B ; that arose from the whole genome duplication""",Verified ORF
2873,5,53535,0.0476542970779514,0.132675028252531,0.719674732836579,YEL054C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2874,5,53964,0.050502873988259,0.132814331306954,0.703987286980214,YEL053C,MAK10,SGDID:S000000779,CDS,CDS,"""Non-catalytic subunit of the NatC N-terminal acetyltransferase; required for replication of dsRNA virus; expression is glucose-repressible; human NatC ortholog ; Naa35 ; requires co-expression of the human catalytic subunit ; Naa30 ; to functionally complement the null allele""",Verified ORF
2875,5,57276,-0.0128330116581177,0.132496136221076,0.922895921743982,YEL052W,AFG1,SGDID:S000000778,CDS,CDS,"""Protein that may act as a chaperone for cytochrome c oxidase subunits; conserved protein; may act as a chaperone in the degradation of misfolded or unassembled cytochrome c oxidase subunits; localized to matrix face of the mitochondrial inner membrane; member of the AAA family but lacks a protease domain""",Verified ORF
2876,5,57788,-0.0007923423651503,0.132612848328316,0.995236159953127,YEL052W,AFG1,SGDID:S000000778,CDS,CDS,"""Protein that may act as a chaperone for cytochrome c oxidase subunits; conserved protein; may act as a chaperone in the degradation of misfolded or unassembled cytochrome c oxidase subunits; localized to matrix face of the mitochondrial inner membrane; member of the AAA family but lacks a protease domain""",Verified ORF
2877,5,57861,0.0106104954628465,0.132861761077638,0.936392928884868,YEL052W,AFG1,SGDID:S000000778,CDS,CDS,"""Protein that may act as a chaperone for cytochrome c oxidase subunits; conserved protein; may act as a chaperone in the degradation of misfolded or unassembled cytochrome c oxidase subunits; localized to matrix face of the mitochondrial inner membrane; member of the AAA family but lacks a protease domain""",Verified ORF
2878,5,58267,0.0228559402945094,0.132979757546494,0.863634027880086,YEL051W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2883,5,61028,-0.0096696972058685,0.133650314639525,0.942363772937367,YEL050C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2885,5,64504,0.0502052420072984,0.133262673045585,0.706593956718255,YEL049W,PAU2,SGDID:S000000775,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; encoded mainly in subtelomeric region; active during alcoholic fermentation; regulated by anaerobiosis; negatively regulated by oxygen; repressed by heme""",Verified ORF
2886,5,66168,0.0413168537658304,0.132996171878888,0.756240956311009,YEL047C,FRD1,SGDID:S000000773,CDS,CDS,"""Soluble fumarate reductase; required with isoenzyme Osm1p for anaerobic growth; may interact with ribosomes ; based on co-purification experiments; authentic ; non-tagged protein is detected in purified mitochondria in high-throughput studies; similar to Arxula adeninovorans fumarate reductase; protein abundance increases in response to DNA replication stress; FRD1 has a paralog ; OSM1 ; that arose from the whole genome duplication""",Verified ORF
2887,5,67144,-0.0492564974463603,0.134259730102821,0.713932307384777,YEL047C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2889,5,68714,-0.0871556777107867,0.132904390655671,0.512394621594521,YEL046C,GLY1,SGDID:S000000772,CDS,CDS,"""Threonine aldolase; catalyzes the cleavage of L-allo-threonine and L-threonine to glycine; involved in glycine biosynthesis""",Verified ORF
2890,5,69083,-0.0641693696495538,0.132835141903298,0.629341772263381,YEL045C,YEL045C,SGDID:S000000771,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; deletion gives MMS sensitivity ; growth defect under alkaline conditions ; less than optimal growth upon citric acid stress""",Dubious ORF
2891,5,69805,-0.0407850213478331,0.136069850309525,0.764555013859192,YEL044W,IES6,SGDID:S000000770,CDS,CDS,"""Component of the INO80 chromatin remodeling complex; critical for INO80 function; involved in regulation of chromosome segregation and maintenance of normal centromeric chromatin structure; human ortholog INO80C is a member of the human INO80 complex; implicated in DNA repair based on genetic interactions with RAD52 epistasis genes""",Verified ORF
2892,5,69813,-0.0343331851758129,0.135117495481049,0.799567222089378,YEL044W,IES6,SGDID:S000000770,CDS,CDS,"""Component of the INO80 chromatin remodeling complex; critical for INO80 function; involved in regulation of chromosome segregation and maintenance of normal centromeric chromatin structure; human ortholog INO80C is a member of the human INO80 complex; implicated in DNA repair based on genetic interactions with RAD52 epistasis genes""",Verified ORF
2894,5,70531,-0.101405138599867,0.135418757028281,0.454460517236417,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2895,5,70702,-0.0648223914824255,0.134784498483363,0.630861653034209,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2896,5,70852,-0.0660293591549685,0.135076248341747,0.625265422706892,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2897,5,70969,-0.0572940206114358,0.135172205057771,0.671926458091759,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2898,5,72069,-0.107026677128674,0.136864318396493,0.434744012787998,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2900,5,74994,0.0409126352510771,0.138114695871316,0.767234610628039,YEL042W,GDA1,SGDID:S000000768,CDS,CDS,"""Guanosine diphosphatase located in the Golgi; involved in the transport of GDP-mannose into the Golgi lumen ; converting GDP to GMP after mannose is transferred to substrates; null mutants are defective in sporulation and pre-meiotic S phase entry; orthologous to human ENTPD6 ; a meiosis-associated non-obstructive azoospermia (NOA) related gene identified in GWAS studies""",Verified ORF
2901,5,75504,0.0312686461274634,0.139482376594682,0.822749800313445,YEL041W_NFR/NDR,,,Promoter,Promoter,,Promoter
2902,5,75507,0.0204888906857166,0.139340659413258,0.883183030738558,YEL041W_NFR/NDR,,,Promoter,Promoter,,Promoter
2903,5,75860,0.0224732351812453,0.141155307340091,0.873595041652874,YEL042W,GDA1,SGDID:S000000768,Close to 3'-UTR,Close to 3'-UTR,"""Guanosine diphosphatase located in the Golgi; involved in the transport of GDP-mannose into the Golgi lumen ; converting GDP to GMP after mannose is transferred to substrates; null mutants are defective in sporulation and pre-meiotic S phase entry; orthologous to human ENTPD6 ; a meiosis-associated non-obstructive azoospermia (NOA) related gene identified in GWAS studies""",Verified ORF
2904,5,76107,0.018757307548352,0.139414363600839,0.893049430982415,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2905,5,76472,0.0370964963387399,0.139318572786378,0.79018596258184,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2906,5,76912,0.0214508160513853,0.139880033386556,0.878208696621078,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2907,5,77002,0.0309263085990112,0.14070933852974,0.826162840635987,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2908,5,77032,0.0084927297181169,0.139883962345535,0.951622394088012,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2909,5,77423,0.0354289364970644,0.140150545058376,0.800576091190221,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2910,5,77484,0.0269385170108225,0.140711661353279,0.848287186253276,YEL041W,YEF1,SGDID:S000000767,Close to 3'-UTR,Close to 3'-UTR,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2911,5,77918,0.0123327021903177,0.141455443154002,0.930574405558184,YEL040W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2912,5,78310,0.0104431033888543,0.140854326915687,0.940940058226556,YEL040W,UTR2,SGDID:S000000766,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck""",Verified ORF
2913,5,79208,-0.0039545463073849,0.143919265157566,0.978094386604686,YEL040W,UTR2,SGDID:S000000766,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck""",Verified ORF
2914,5,79230,-0.0322307836313587,0.143090599862248,0.82191716861706,YEL040W,UTR2,SGDID:S000000766,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck""",Verified ORF
2917,5,79232,-0.0425307024876957,0.142985302055183,0.766299414616299,YEL040W,UTR2,SGDID:S000000766,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck""",Verified ORF
2919,5,80396,0.133161313325883,0.144427517423471,0.357161384148161,YEL038W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2920,5,81334,0.059051928766884,0.149876694458042,0.693816420149937,YEL038W,UTR4,SGDID:S000000764,Close to 3'-UTR,Close to 3'-UTR,"""Protein with sequence similarity to acireductone synthases; involved in methionine salvage; found in both the cytoplasm and nucleus""",Verified ORF
2921,5,82827,0.140849789713309,0.145766507492164,0.334570658031099,YEL037C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2922,5,83188,0.143198134068642,0.147343580621188,0.331782954429977,YEL036C,ANP1,SGDID:S000000762,CDS,CDS,"""Subunit of the alpha-1,6 mannosyltransferase complex; type II membrane protein; has a role in retention of glycosyltransferases in the Golgi; involved in osmotic sensitivity and resistance to aminonitrophenyl propanediol""",Verified ORF
2923,5,85693,0.0136016524961873,0.16004544188982,0.932320547731168,YEL034C-A,YEL034C-A,SGDID:S000028743,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; completely overlaps HYP2/YEL034W ; a verified gene that encodes eiF-5A""",Dubious ORF
2925,5,87323,0.0140602814163469,0.163205444202225,0.931395375996527,YEL032W,MCM3,SGDID:S000000758,CDS,CDS,"""Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex""",Verified ORF
2926,5,90716,0.0169377435353688,0.177137206579947,0.923877159029809,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2927,5,90719,0.0175019404386685,0.176696694779894,0.921154197616087,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2928,5,90720,0.0175019404386685,0.176696694779894,0.921154197616087,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2929,5,90746,0.0316988860568372,0.178519387178678,0.859166058312861,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
