SNP,Chr,Pos,Effect,SE,ERG11_PIS1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2583,4,1235338,-0.0746501990934048,0.0554297363073808,0.178923592793381,YDR380W,ARO10,SGDID:S000002788,CDS,CDS,"""Phenylpyruvate decarboxylase; catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde ; which is the first specific step in the Ehrlich pathway; involved in protein N-terminal Met and Ala catabolism""",Verified ORF
2584,4,1235719,-0.0833325252175472,0.0553145502911222,0.132827836800393,YDR380W,ARO10,SGDID:S000002788,CDS,CDS,"""Phenylpyruvate decarboxylase; catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde ; which is the first specific step in the Ehrlich pathway; involved in protein N-terminal Met and Ala catabolism""",Verified ORF
2586,4,1242195,-0.0996572937117672,0.0553182378657821,0.0724730430188257,YDR384C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2587,4,1242241,-0.0700992441181409,0.0555327180947549,0.207672264118616,YDR384C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2588,4,1242383,-0.0705536353913366,0.055679138968512,0.205938180162205,YDR384C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2589,4,1246177,-0.0657819105548094,0.0553048988002056,0.235065628696029,YDR386W,MUS81,SGDID:S000002794,CDS,CDS,"""Subunit of structure-specific Mms4p-Mus81p endonuclease; cleaves branched DNA; involved in DNA repair ; replication fork stability ; and joint molecule formation/resolution during meiotic recombination; promotes template switching during break-induced replication (BIR) ; causing non-reciprocal translocations (NRTs); helix-hairpin-helix protein; phosphorylation of non-catalytic subunit Mms4p by Cdc28p and Cdcp during mitotic cell cycle activates function of Mms4p-Mus81p""",Verified ORF
2590,4,1248530,-0.0705655029099361,0.0555204201552157,0.204571648007113,YDR387C,CIN10,SGDID:S000002795,CDS,CDS,"""Putative transporter; member of the sugar porter family; non-essential gene; overexpression results in elevated colony sectoring ; an indicator of chromosomal instability""",Uncharacterized ORF
2591,4,1248695,-0.0593579589330355,0.0555102914182432,0.285658629856579,YDR387C,CIN10,SGDID:S000002795,CDS,CDS,"""Putative transporter; member of the sugar porter family; non-essential gene; overexpression results in elevated colony sectoring ; an indicator of chromosomal instability""",Uncharacterized ORF
2592,4,1257382,-0.0654274862328943,0.0557022242172907,0.240949020919549,YDR391C,YDR391C,SGDID:S000002799,CDS,CDS,"""Putative protein of unknown function; possibly involved in zinc homeostasis; Bdf1p-dependent transcription induced by salt stress; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2593,4,1257441,-0.069726186890421,0.0557774054862434,0.212098621347822,YDR391C,YDR391C,SGDID:S000002799,CDS,CDS,"""Putative protein of unknown function; possibly involved in zinc homeostasis; Bdf1p-dependent transcription induced by salt stress; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2594,4,1259337,-0.0673373947220957,0.0563180149692831,0.232630473164408,YDR392W,SPT3,SGDID:S000002800,CDS,CDS,"""Subunit of the SAGA and SAGA-like transcriptional regulatory complexes; interacts with Spt15p to activate transcription of some RNA polymerase II-dependent genes ; also functions to inhibit transcription at some promoters; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2595,4,1261236,-0.0428559978449767,0.0555356896934743,0.440817937932441,YDR393W,SHE9,SGDID:S000002801,CDS,CDS,"""Protein required for normal mitochondrial morphology; localized to mitochondrial inner membrane; may be involved in fission of the inner membrane; forms a homo-oligomeric complex""",Verified ORF
2596,4,1261386,-0.0572962610559927,0.0556505690361445,0.303915940022553,YDR394W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2597,4,1261899,-0.0586079991934405,0.0554808133014875,0.291523815304544,YDR394W,RPT3,SGDID:S000002802,CDS,CDS,"""ATPase of the 19S regulatory particle of the 26S proteasome; one of ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; substrate of N-acetyltransferase B""",Verified ORF
2599,4,1266919,-0.0511292940778064,0.0558035530925612,0.360167973823911,YDR397C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2600,4,1267444,-0.0497254953087896,0.0558797659881639,0.37414396450841,YDR398W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2601,4,1268273,-0.0530301131778226,0.0557842140212223,0.342442947587476,YDR398W,UTP5,SGDID:S000002806,CDS,CDS,"""Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit""",Verified ORF
2602,4,1268325,-0.0261443858800232,0.0558061033271785,0.63972613662531,YDR398W,UTP5,SGDID:S000002806,CDS,CDS,"""Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit""",Verified ORF
2603,4,1272320,-0.0084619198890146,0.0560878823820991,0.880165269647392,YDR401W,YDR401W,SGDID:S000002809,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
2604,4,1276141,0.0080413419240859,0.0557812855679836,0.885457638759019,YDR403W,DIT1,SGDID:S000002811,CDS,CDS,"""Sporulation-specific enzyme required for spore wall maturation; involved in the production of a soluble LL-dityrosine-containing precursor of the spore wall; transcripts accumulate at the time of prospore enclosure""",Verified ORF
2606,4,1278618,0.0008977436715084,0.0559576460603834,0.987208934568392,YDR406W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2607,4,1278772,0.003194164704859,0.0558321084045581,0.954410142010766,YDR406W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2608,4,1278850,-0.0020547453982943,0.0556843333881714,0.970585690801388,YDR406W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2609,4,1279912,-0.0193947121868113,0.0556152254230846,0.727499725008206,YDR406W,PDR15,SGDID:S000002814,CDS,CDS,"""Plasma membrane ATP binding cassette (ABC) transporter; multidrug transporter and general stress response factor implicated in cellular detoxification; regulated by Pdr1p ; Pdr3p and Pdr8p; promoter contains a PDR responsive element; PDR15 has a paralog ; PDR5 ; that arose from the whole genome duplication""",Verified ORF
2611,4,1285240,-0.0021305436804897,0.0554547879692951,0.969374954056636,YDR407C,TRS120,SGDID:S000002815,CDS,CDS,"""Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p ; regulating intra-Golgi and endosome-Golgi traffic""",Verified ORF
2612,4,1287974,0.0105639794833354,0.0557374386617156,0.849785494219716,YDR407C,TRS120,SGDID:S000002815,Close to 3'-UTR,Close to 3'-UTR,"""Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p ; regulating intra-Golgi and endosome-Golgi traffic""",Verified ORF
2613,4,1291435,0.0231199579383335,0.055481945924646,0.677142809310469,YDR409W,SIZ1,SGDID:S000002817,CDS,CDS,"""SUMO E3 ligase; promotes attachment of small ubiquitin-related modifier sumo (Smt3p) to primarily cytoplasmic proteins; regulates Rsp5p ubiquitin ligase activity and is in turn itself regulated by Rsp5p; required for sumoylation of septins and histone H3 variant Cse4p ; a prerequisite for STUbL-mediated Ub-dependent degradation; localizes to the septin ring; acts as an adapter between E2 ; Ubc9p and substrates; tends to compensate for survival of DNA damage in absence of Nfi1p""",Verified ORF
2614,4,1292515,0.0121921465076463,0.0555787249374779,0.826490845440191,YDR410C,STE14,SGDID:S000002818,CDS,CDS,"""Farnesyl cysteine-carboxyl methyltransferase; mediates the carboxyl methylation step during C-terminal CAAX motif processing of a-factor and RAS proteins in the endoplasmic reticulum ; localizes to the ER membrane""",Verified ORF
2615,4,1296513,0.019345807997534,0.0555597762961266,0.727898977277189,YDR414C,ERD1,SGDID:S000002822,CDS,CDS,"""Predicted membrane protein required for lumenal ER protein retention; recycles inorganic phosphate byproduct of glycosylation from ER and Golgi; mutants secrete the endogenous ER protein ; BiP (Kar2p)""",Verified ORF
2616,4,1311626,0.0323977070766464,0.0555495966154409,0.560116755691249,YDR420W,HKR1,SGDID:S000002828,CDS,CDS,"""Mucin family member that functions as an osmosensor in the HOG pathway; large ; highly glycosylated protein that functions redundantly with Msb2p in Sho1p-mediated osmostresss induction of the HOG signaling pathway; cytoplasmic domain interacts with Ahk1p a scaffold protein that prevents cross talk with the Kss1p MAPK of the filamentous growth pathway; mutant displays defects in beta-1,3 glucan synthesis and bud site selection""",Verified ORF
2617,4,1317259,0.106921855776188,0.0552241759885762,0.0536483016933915,YDR422C,SIP1,SGDID:S000002830,CDS,CDS,"""One of three alternate beta-subunits of the Snf1p kinase complex; may confer substrate specificity; vacuolar protein containing KIS (Kinase-Interacting Sequence) and ASC (Association with Snf1 kinase Complex) domains involved in protein interactions""",Verified ORF
2618,4,1318331,0.0173786529343774,0.0554358288656872,0.754092545108256,YDR423C,CAD1,SGDID:S000002831,CDS,CDS,"""AP-1-like basic leucine zipper (bZIP) transcriptional activator; involved in stress responses ; iron metabolism ; and pleiotropic drug resistance; controls a set of genes involved in stabilizing proteins; binds consensus sequence TTACTAA; CAD1 has a paralog ; YAP1 ; that arose from the whole genome duplication""",Verified ORF
2619,4,1318792,0.0268676752507678,0.0564400951898449,0.634341218130086,YDR423C,CAD1,SGDID:S000002831,CDS,CDS,"""AP-1-like basic leucine zipper (bZIP) transcriptional activator; involved in stress responses ; iron metabolism ; and pleiotropic drug resistance; controls a set of genes involved in stabilizing proteins; binds consensus sequence TTACTAA; CAD1 has a paralog ; YAP1 ; that arose from the whole genome duplication""",Verified ORF
2620,4,1321563,0.0481838740270265,0.0555008651018731,0.385894175727837,YDR425W,SNX41,SGDID:S000002833,CDS,CDS,"""Sorting nexin; involved in the retrieval of late-Golgi SNAREs from the post-Golgi endosome to the trans-Golgi network; interacts with Snx4p""",Verified ORF
2621,4,1323799,0.041709408116625,0.0560688355041539,0.457433982855467,YDR428C,BNA7,SGDID:S000002836,CDS,CDS,"""Formylkynurenine formamidase; involved in the de novo biosynthesis of NAD from tryptophan via kynurenine""",Verified ORF
2622,4,1333470,0.0341419349130893,0.0554636399550501,0.538572859845466,YDR435C,PPM1,SGDID:S000002843,CDS,CDS,"""Carboxyl methyltransferase; methylates the C terminus of the protein phosphatase 2A catalytic subunit (Pph21p or Pph22p) ; which is important for complex formation with regulatory subunits; required for methionine to inhibit autophagy and promote growth""",Verified ORF
2623,4,1333527,0.051425998802684,0.055859691246061,0.357873364163433,YDR435C,PPM1,SGDID:S000002843,CDS,CDS,"""Carboxyl methyltransferase; methylates the C terminus of the protein phosphatase 2A catalytic subunit (Pph21p or Pph22p) ; which is important for complex formation with regulatory subunits; required for methionine to inhibit autophagy and promote growth""",Verified ORF
2624,4,1335357,0.026909532328275,0.0558707400912926,0.63036080143445,YDR436W,PPZ2,SGDID:S000002844,CDS,CDS,"""Serine/threonine protein phosphatase Z ; isoform of Ppz1p; involved in regulation of potassium transport ; which affects osmotic stability ; cell cycle progression ; and halotolerance""",Verified ORF
2625,4,1335426,0.0472966294382218,0.0558668866146414,0.397794431900073,YDR436W,PPZ2,SGDID:S000002844,CDS,CDS,"""Serine/threonine protein phosphatase Z ; isoform of Ppz1p; involved in regulation of potassium transport ; which affects osmotic stability ; cell cycle progression ; and halotolerance""",Verified ORF
2626,4,1335638,0.0793982040397781,0.0559225599622156,0.156551787969396,YDR436W,PPZ2,SGDID:S000002844,CDS,CDS,"""Serine/threonine protein phosphatase Z ; isoform of Ppz1p; involved in regulation of potassium transport ; which affects osmotic stability ; cell cycle progression ; and halotolerance""",Verified ORF
2628,4,1337514,0.0622771505449676,0.0556807951991548,0.264127999189867,YDR437W,GPI19,SGDID:S000002845,CDS,CDS,"""Subunit of GPI-GlcNAc transferase involved in synthesis of GlcNAc-PI; N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI) is the first intermediate in glycosylphosphatidylinositol (GPI) anchor synthesis; shares similarity with mammalian PIG-P""",Verified ORF
2629,4,1338262,0.0798869845488464,0.0570002544193978,0.161937294535577,YDR437W,GPI19,SGDID:S000002845,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of GPI-GlcNAc transferase involved in synthesis of GlcNAc-PI; N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI) is the first intermediate in glycosylphosphatidylinositol (GPI) anchor synthesis; shares similarity with mammalian PIG-P""",Verified ORF
2630,4,1338321,0.095980270246665,0.0555918990658003,0.0851296276769282,YDR438W,THI74,SGDID:S000002846,CDS,CDS,"""Mitochondrial transporter repressible by thiamine; THI74 has a paralog ; YML018C ; that arose from the whole genome duplication; shows sequence homology to human gene SLC35F3 ; a thiamine transporter implicated in hypertension""",Verified ORF
2632,4,1342134,0.0996636986742013,0.0557083797522314,0.0744680238991629,YDR440W,DOT1,SGDID:S000002848,Close to 3'-UTR,Close to 3'-UTR,"""Nucleosomal histone H3-Lys79 methylase; methylation is required for telomeric silencing ; meiotic checkpoint control ; and DNA damage response; single DOT1 gene produces two Dot1p isoforms from alternative translation start sites as a result of leaky scanning by the ribosome""",Verified ORF
2633,4,1342485,0.0954493690202933,0.0555323608316585,0.0865263802552699,YDR440W,DOT1,SGDID:S000002848,Close to 3'-UTR,Close to 3'-UTR,"""Nucleosomal histone H3-Lys79 methylase; methylation is required for telomeric silencing ; meiotic checkpoint control ; and DNA damage response; single DOT1 gene produces two Dot1p isoforms from alternative translation start sites as a result of leaky scanning by the ribosome""",Verified ORF
2634,4,1345539,0.0954165694995362,0.0558538585561977,0.0884550464879515,YDR441C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2635,4,1345654,0.0800544854169133,0.0559534846564764,0.153391422172553,YDR442W,YDR442W,SGDID:S000002850,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
2638,4,1352461,0.0790342812757641,0.0556656251240877,0.156547237909924,YDR445C,YDR445C,SGDID:S000002853,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
2640,4,1353994,0.0867359171293478,0.0555100707785255,0.119060195803141,YDR446W,ECM11,SGDID:S000002854,CDS,CDS,"""Meiosis-specific protein; component of the Synaptonemal Complex (SC) along with Gmc2p; required for efficient crossover formation and for the efficient loading of the SC transverse filament protein ; Zip1p; is SUMOlytaed in a Gmc2p manner ; and SUMOylation is required for its function in meiosis; GFP fusion protein is present in discrete clusters in the nucleus throughout mitosis; may be involved in maintaining chromatin structure""",Verified ORF
2641,4,1354278,0.0867359171293478,0.0555100707785255,0.119060195803141,YDR446W,ECM11,SGDID:S000002854,CDS,CDS,"""Meiosis-specific protein; component of the Synaptonemal Complex (SC) along with Gmc2p; required for efficient crossover formation and for the efficient loading of the SC transverse filament protein ; Zip1p; is SUMOlytaed in a Gmc2p manner ; and SUMOylation is required for its function in meiosis; GFP fusion protein is present in discrete clusters in the nucleus throughout mitosis; may be involved in maintaining chromatin structure""",Verified ORF
2642,4,1354322,0.0866841409677043,0.0557698435677914,0.121004348758515,YDR446W,ECM11,SGDID:S000002854,CDS,CDS,"""Meiosis-specific protein; component of the Synaptonemal Complex (SC) along with Gmc2p; required for efficient crossover formation and for the efficient loading of the SC transverse filament protein ; Zip1p; is SUMOlytaed in a Gmc2p manner ; and SUMOylation is required for its function in meiosis; GFP fusion protein is present in discrete clusters in the nucleus throughout mitosis; may be involved in maintaining chromatin structure""",Verified ORF
2645,4,1357789,0.0752273169770098,0.0559062932701087,0.17929630330699,YDR449C,UTP6,SGDID:S000002857,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA""",Verified ORF
2646,4,1358780,0.0808448301544931,0.0559561703296544,0.149404365090684,YDR449C,UTP6,SGDID:S000002857,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA""",Verified ORF
2647,4,1359163,0.0654823844835091,0.0559758666646675,0.242857641186753,YDR450W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2648,4,1363156,0.0899625873010645,0.0556562352972881,0.106901737121289,YDR452W,PPN1,SGDID:S000002860,CDS,CDS,"""Dual endo- and exopolyphosphatase with a role in phosphate metabolism; acts as both an endopolyphosphatase cleaving long chains of polyphosphate distributively to generate shorter polymer chains and as an exopolyphosphatase catalyzing the hydrolysis of terminal phosphate from polyphosphate; localizes to the vacuole ; nucleus and cytosol; functions as a homodimer; relocalizes from vacuole to cytoplasm upon DNA replication stress""",Verified ORF
2649,4,1365131,0.0932787564937727,0.0555428086898371,0.0939583545760007,YDR453C,TSA2,SGDID:S000002861,CDS,CDS,"""Stress inducible cytoplasmic thioredoxin peroxidase; cooperates with Tsa1p in the removal of reactive oxygen ; nitrogen and sulfur species using thioredoxin as hydrogen donor; deletion enhances the mutator phenotype of tsa1 mutants; protein abundance increases in response to DNA replication stress; TSA2 has a paralog ; TSA1 ; that arose from the whole genome duplication""",Verified ORF
2650,4,1367398,0.0965092223112057,0.055503088698906,0.0829403419793337,CUT097,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
2651,4,1372531,0.106113749941137,0.0558146163012955,0.0580922962864364,YDR457W,TOM1,SGDID:S000002865,CDS,CDS,"""E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase""",Verified ORF
2652,4,1375354,0.096797874331726,0.0556834984950125,0.0830196326897356,YDR457W,TOM1,SGDID:S000002865,CDS,CDS,"""E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase""",Verified ORF
2653,4,1379287,0.0772145950685366,0.0556688366605218,0.166306412067254,YDR457W,TOM1,SGDID:S000002865,CDS,CDS,"""E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase""",Verified ORF
2654,4,1381192,0.0853702774307286,0.0566937370167786,0.133008957089204,YDR458C,HEH2,SGDID:S000002866,CDS,CDS,"""Inner nuclear membrane (INM) protein; contains helix-extension-helix (HEH) motif ; nuclear localization signal sequence; targeting to the INM requires the Srp1p-Kap95p karyopherins and the Ran cycle; HEH2 has a paralog ; SRC1 ; that arose from the whole genome duplication""",Verified ORF
2655,4,1381394,0.0621665519214197,0.0572390217690303,0.278181646838582,YDR458C,HEH2,SGDID:S000002866,CDS,CDS,"""Inner nuclear membrane (INM) protein; contains helix-extension-helix (HEH) motif ; nuclear localization signal sequence; targeting to the INM requires the Srp1p-Kap95p karyopherins and the Ran cycle; HEH2 has a paralog ; SRC1 ; that arose from the whole genome duplication""",Verified ORF
2656,4,1383768,0.0667277885888262,0.0571366030911669,0.243649766180642,YDR459C,PFA5,SGDID:S000002867,Close to 3'-UTR,Close to 3'-UTR,"""Palmitoyltransferase with autoacylation activity; likely functions in pathway(s) outside Ras; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain""",Verified ORF
2657,4,1385147,0.0684403968934042,0.056872005625573,0.22962373716195,YDR461W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2659,4,1389763,0.0694066935712808,0.0565127277762919,0.220205009663215,YDR464W,SPP41,SGDID:S000002872,CDS,CDS,"""Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2660,4,1391816,0.0497578226590034,0.057155290123504,0.384579259356075,YDR464W,SPP41,SGDID:S000002872,CDS,CDS,"""Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2661,4,1392181,0.0426929770940362,0.056886352045372,0.453456009999828,YDR464W,SPP41,SGDID:S000002872,CDS,CDS,"""Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2662,4,1392182,0.0604528886506243,0.0562922263736747,0.283595730855488,YDR464W,SPP41,SGDID:S000002872,CDS,CDS,"""Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2663,4,1392187,0.0923447156551601,0.0567205840536636,0.104403556100868,YDR464W,SPP41,SGDID:S000002872,CDS,CDS,"""Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2664,4,1411483,0.0785306593229165,0.0565537126844814,0.165829027614219,YDR476C,YDR476C,SGDID:S000002884,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDR476C is not an essential gene""",Uncharacterized ORF
2665,4,1411837,0.0788382592206145,0.0562784882660961,0.162134519122665,YDR476C,YDR476C,SGDID:S000002884,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDR476C is not an essential gene""",Uncharacterized ORF
2666,4,1411853,0.0819683915917662,0.0563802702685316,0.146876692135846,YDR476C,YDR476C,SGDID:S000002884,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDR476C is not an essential gene""",Uncharacterized ORF
2668,4,1418662,0.089305429273254,0.0562480469445902,0.113247835145228,YDR481C,PHO8,SGDID:S000002889,CDS,CDS,"""Repressible vacuolar alkaline phosphatase; controls polyphosphate content; regulated by levels of Pi and by Pho4p ; Pho9p ; Pho80p ; Pho81p and Pho85p; dephosphorylates phosphotyrosyl peptides; contributes to NAD+ metabolism by producing nicotinamide riboside from NMN""",Verified ORF
2669,4,1429971,0.111661479560815,0.0566706521704652,0.0495784969734785,YDR488C,PAC11,SGDID:S000002896,CDS,CDS,"""Dynein intermediate chain ; microtubule motor protein; required for intracellular transport and cell division; acts in cytoplasmic dynein pathway; forms complex with dynein light chain Dyn2p that promotes Dyn1p homodimerization and potentiates motor processivity; Dyn2p-Pac11p complex is also important for interaction of dynein motor complex with dynactin complex; forms cortical cytoplasmic microtubule capture site with Num1p; essential in the absence of CIN8""",Verified ORF
2670,4,1432529,0.0902369217849052,0.0570778864891517,0.114786488326127,YDR490C,PKH1,SGDID:S000002898,CDS,CDS,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh2p; PKH1 has a paralog ; PKH2 ; that arose from the whole genome duplication""",Verified ORF
2671,4,1432812,0.0808051795484582,0.056980757694991,0.157039809776714,YDR490C,PKH1,SGDID:S000002898,CDS,CDS,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh2p; PKH1 has a paralog ; PKH2 ; that arose from the whole genome duplication""",Verified ORF
2672,4,1433591,0.0954610401031799,0.0570074483948514,0.0949109196729218,YDR490C,PKH1,SGDID:S000002898,CDS,CDS,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh2p; PKH1 has a paralog ; PKH2 ; that arose from the whole genome duplication""",Verified ORF
2673,4,1434295,0.0893364453542438,0.0569403464461907,0.117555962950851,YDR490C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2674,4,1435743,0.0627715086591922,0.057400398839704,0.274888116606521,YDR492W,IZH1,SGDID:S000002900,CDS,CDS,"""Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family; transcription is regulated directly by Zap1p ; expression induced by zinc deficiency and fatty acids; deletion increases sensitivity to elevated zinc; IZH1 has a paralog ; IZH4 ; that arose from the whole genome duplication""",Verified ORF
2675,4,1436351,0.0623478884321221,0.0577831046356166,0.28132506933356,YDR493W,MZM1,SGDID:S000002901,CDS,CDS,"""Protein required for assembly of the cytochrome bc(1) complex; acts as a chaperone for Rip1p and facilitates its insertion into the complex at a late stage of assembly; localized to the mitochondrial matrix; null mutant exhibits a respiratory growth defect and reduced mitochondrial zinc levels ; which is characteristic of mutations affecting bc(1) complex assembly; member of the LYR protein family; human LYRM7 is a functional ortholog""",Verified ORF
2676,4,1438464,0.068093851393526,0.0575892986676239,0.237841020742867,YDR495C,VPS3,SGDID:S000002903,CDS,CDS,"""Component of CORVET membrane tethering complex; cytoplasmic protein required for the sorting and processing of soluble vacuolar proteins ; acidification of the vacuolar lumen ; and assembly of the vacuolar H+-ATPase""",Verified ORF
2679,4,1443836,0.0538044962158621,0.0577587355102783,0.352211639575539,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2680,4,1443911,0.0570803931606707,0.0577686945840119,0.323787693118029,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2681,4,1444256,0.0529303822518159,0.0588944605833555,0.36940762870013,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2682,4,1444337,0.0513949197316248,0.0578674291590435,0.375065182153111,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2683,4,1444364,0.0302496364247771,0.0583456755837627,0.60446532287564,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2684,4,1444711,0.0298798314686972,0.0579856227241606,0.606667865592549,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2685,4,1444817,0.0253472441110905,0.0580950766051873,0.662881281074554,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
