SNP,Chr,Pos,Effect,SE,MID2_PIN2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1733,4,274922,-0.0965935886122635,0.158447394596594,0.54250203645606,YDL104C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1734,4,274930,-0.0011676896070409,0.158806102174266,0.994137419867125,YDL104C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1738,4,275180,-0.038241039353111,0.158494509997424,0.809480719153765,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1739,4,275191,-0.110404982936583,0.158740173252069,0.48719490836433,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1740,4,275289,-0.0461335432560137,0.159194393081467,0.772144158094124,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1741,4,275562,-0.0427760785078106,0.160352379337321,0.789807424864177,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1742,4,275637,-0.0202474245250104,0.160770863936945,0.899851402420112,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1743,4,275645,-0.0003253862897574,0.162041308349483,0.998398947017393,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1744,4,275715,-0.0468224011368212,0.160277145760881,0.770355799878458,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1745,4,275721,-0.0561483987606737,0.159709041931983,0.725372914535,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1746,4,275859,-0.0725916324551561,0.160394132812803,0.651127171083546,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1747,4,275865,-0.0403622459964514,0.15985991255215,0.800813081651481,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1748,4,275877,-0.0329801003048191,0.159628519812737,0.836437227125118,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1749,4,276015,-0.0074872438104267,0.160109749401456,0.962728405279745,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1750,4,276066,0.0795184949734447,0.162079766645073,0.624004780722643,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1751,4,276194,0.0805039199251076,0.159826178463009,0.61478870882262,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1752,4,276201,0.248512683968658,0.160956246965905,0.12348996850598,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1753,4,276375,0.315463570784508,0.15832550451908,0.0470859463063766,YDL103C,QRI1,SGDID:S000002261,CDS,CDS,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1754,4,276645,0.306760826688771,0.162309720289394,0.0595807564917878,YDL102W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1755,4,276806,0.405194912927513,0.162252479528868,0.0129687061135859,YDL102W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1756,4,276820,0.440645488582062,0.163183231327734,0.0072611955605453,YDL102W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1757,4,276934,0.375710821725781,0.162394764235191,0.0212655544551278,YDL102W,POL3,SGDID:S000002260,CDS,CDS,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1758,4,277129,0.382845584624347,0.16296241425958,0.0193599163374278,YDL102W,POL3,SGDID:S000002260,CDS,CDS,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1759,4,277137,0.382882447883209,0.163923879114802,0.0200645788697195,YDL102W,POL3,SGDID:S000002260,CDS,CDS,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1760,4,277249,0.409004395965133,0.161669817048308,0.011844674264312,YDL102W,POL3,SGDID:S000002260,CDS,CDS,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1761,4,277276,0.381315234938035,0.160636396524775,0.0181416174259507,YDL102W,POL3,SGDID:S000002260,CDS,CDS,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1762,4,277639,0.35671999923261,0.161292398264114,0.0276319452900468,YDL102W,POL3,SGDID:S000002260,CDS,CDS,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1763,4,277649,0.376156509542969,0.161904113223636,0.0207290454942577,YDL102W,POL3,SGDID:S000002260,CDS,CDS,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1764,4,277971,0.349843198645588,0.160561941084626,0.0300023866162625,YDL102W,POL3,SGDID:S000002260,CDS,CDS,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1765,4,278164,0.325932754703016,0.158548640358763,0.0405438799172979,YDL102W,POL3,SGDID:S000002260,CDS,CDS,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1766,4,278914,0.323490218654021,0.157869992654036,0.0411918986737906,YDL102W,POL3,SGDID:S000002260,CDS,CDS,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1767,4,278971,0.311978695111429,0.158485759106123,0.0497930122893364,YDL102W,POL3,SGDID:S000002260,CDS,CDS,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1768,4,279037,0.223778713488302,0.159905561836818,0.162558316145287,YDL102W,POL3,SGDID:S000002260,CDS,CDS,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1769,4,280703,0.272480740574343,0.160533815702603,0.0905134679469585,YDL101C,DUN1,SGDID:S000002259,CDS,CDS,"""Cell-cycle checkpoint S/T protein kinase; required for transient G2/M arrest after DNA damage ; damage-induced transcription ; and nuclear-to-cytoplasmic redistribution of Rnr2p-Rnr4p after genotoxic stress and iron deprivation; phosphorylates repair protein Rad55p ; transcriptional repressor Sml1p ; superoxide dismutase ; and ribonucleotide reductase inhibitors Crt1p and Dif1p; functions in the Mec1p pathway to regulate dNTP pools and telomere length; postreplicative repair role""",Verified ORF
1770,4,280859,0.177186313315218,0.160559649692444,0.270538182626176,YDL101C,DUN1,SGDID:S000002259,CDS,CDS,"""Cell-cycle checkpoint S/T protein kinase; required for transient G2/M arrest after DNA damage ; damage-induced transcription ; and nuclear-to-cytoplasmic redistribution of Rnr2p-Rnr4p after genotoxic stress and iron deprivation; phosphorylates repair protein Rad55p ; transcriptional repressor Sml1p ; superoxide dismutase ; and ribonucleotide reductase inhibitors Crt1p and Dif1p; functions in the Mec1p pathway to regulate dNTP pools and telomere length; postreplicative repair role""",Verified ORF
1771,4,280934,0.147083328246933,0.160838845532491,0.361090785815724,YDL101C,DUN1,SGDID:S000002259,CDS,CDS,"""Cell-cycle checkpoint S/T protein kinase; required for transient G2/M arrest after DNA damage ; damage-induced transcription ; and nuclear-to-cytoplasmic redistribution of Rnr2p-Rnr4p after genotoxic stress and iron deprivation; phosphorylates repair protein Rad55p ; transcriptional repressor Sml1p ; superoxide dismutase ; and ribonucleotide reductase inhibitors Crt1p and Dif1p; functions in the Mec1p pathway to regulate dNTP pools and telomere length; postreplicative repair role""",Verified ORF
1772,4,282594,0.150454505661626,0.162873147963038,0.356246094652954,YDL100C,GET3,SGDID:S000002258,CDS,CDS,"""Guanine nucleotide exchange factor for Gpa1p; amplifies G protein signaling; functions as a chaperone under ATP-depleted oxidative stress conditions; subunit of GET complex ; involved in ATP dependent Golgi to ER trafficking and insertion of tail-anchored (TA) proteins into ER membrane under non-stress conditions; binds as dimer to transmembrane domain (TMD) cargo ; shielding TMDs from aqueous solvent; protein abundance increases under DNA replication stress""",Verified ORF
1773,4,282713,0.148479636576945,0.160735193875008,0.356245862620812,YDL100C,GET3,SGDID:S000002258,CDS,CDS,"""Guanine nucleotide exchange factor for Gpa1p; amplifies G protein signaling; functions as a chaperone under ATP-depleted oxidative stress conditions; subunit of GET complex ; involved in ATP dependent Golgi to ER trafficking and insertion of tail-anchored (TA) proteins into ER membrane under non-stress conditions; binds as dimer to transmembrane domain (TMD) cargo ; shielding TMDs from aqueous solvent; protein abundance increases under DNA replication stress""",Verified ORF
1774,4,283570,0.197857130680498,0.159950225898353,0.216912378305756,YDL099W,BUG1,SGDID:S000002257,CDS,CDS,"""Cis-golgi localized protein involved in ER to Golgi transport; forms a complex with the mammalian GRASP65 homolog ; Grh1p; mutants are compromised for the fusion of ER-derived vesicles with Golgi membranes""",Verified ORF
1775,4,283830,0.219868853609354,0.159644731132991,0.169311212773385,YDL099W,BUG1,SGDID:S000002257,CDS,CDS,"""Cis-golgi localized protein involved in ER to Golgi transport; forms a complex with the mammalian GRASP65 homolog ; Grh1p; mutants are compromised for the fusion of ER-derived vesicles with Golgi membranes""",Verified ORF
1776,4,285234,0.224842458991053,0.159697028482749,0.160031414247659,YDL098C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1778,4,285568,0.199022028034676,0.160619557171716,0.216135532132436,YDL097C,RPN6,SGDID:S000002255,CDS,CDS,"""Essential ; non-ATPase regulatory subunit of the 26S proteasome lid; required for the assembly and activity of the 26S proteasome; the human homolog (S9 protein) partially rescues Rpn6p depletion; protein abundance increases in response to DNA replication stress""",Verified ORF
1779,4,287068,0.19881378617668,0.161425661769042,0.218913879886298,YDL096C,OPI6,SGDID:S000002254,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verified gene PMT1/YDL095W; YDL096C is not essential""",Dubious ORF
1782,4,289631,0.20030083199504,0.159448303033801,0.209869938437099,YDL094C,YDL094C,SGDID:S000002252,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verfied gene PMT5/YDL093W; YDL094C is not essential""",Dubious ORF
1783,4,289647,0.182256380054397,0.159643408434862,0.254374715373148,YDL094C,YDL094C,SGDID:S000002252,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verfied gene PMT5/YDL093W; YDL094C is not essential""",Dubious ORF
1784,4,290003,0.196225595269309,0.159937223123852,0.22068108631241,YDL094C,YDL094C,SGDID:S000002252,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verfied gene PMT5/YDL093W; YDL094C is not essential""",Dubious ORF
1785,4,290096,0.190952126932997,0.161132282742525,0.236789188288603,YDL093W,PMT5,SGDID:S000002251,CDS,CDS,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt3p ; can instead interact with Pmt2p in some conditions; target for new antifungals""",Verified ORF
1786,4,291044,0.134011687760954,0.160428048519509,0.404092293440631,YDL093W,PMT5,SGDID:S000002251,CDS,CDS,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt3p ; can instead interact with Pmt2p in some conditions; target for new antifungals""",Verified ORF
1787,4,291531,0.162879360120151,0.158977133765133,0.306279110035389,YDL093W,PMT5,SGDID:S000002251,CDS,CDS,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt3p ; can instead interact with Pmt2p in some conditions; target for new antifungals""",Verified ORF
1788,4,292625,0.152588528422775,0.158498479254972,0.336350630585012,YDL092W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1789,4,292985,0.204789955882669,0.162428842470211,0.208214321244886,YDL092W,SRP14,SGDID:S000002250,CDS,CDS,"""Signal recognition particle (SRP) subunit; interacts with the RNA component of SRP to form the Alu domain ; which is the region of SRP responsible for arrest of nascent chain elongation during membrane targeting; homolog of mammalian SRP14""",Verified ORF
1790,4,293190,0.204789955882669,0.162428842470211,0.208214321244886,YDL092W,SRP14,SGDID:S000002250,CDS,CDS,"""Signal recognition particle (SRP) subunit; interacts with the RNA component of SRP to form the Alu domain ; which is the region of SRP responsible for arrest of nascent chain elongation during membrane targeting; homolog of mammalian SRP14""",Verified ORF
1791,4,293625,0.202312280091814,0.159130960480233,0.204438686737926,YDL091C,UBX3,SGDID:S000002249,CDS,CDS,"""Clathrin-coated vesicle component ; regulator of endocytosis; copurifies with the DSC ubiquitin ligase complex; UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p; required for efficient clathrin-mediated endocytosis; ortholog of fission yeast Ucp10""",Verified ORF
1792,4,294073,0.212838328862118,0.159564048139268,0.183105117496928,YDL091C,UBX3,SGDID:S000002249,CDS,CDS,"""Clathrin-coated vesicle component ; regulator of endocytosis; copurifies with the DSC ubiquitin ligase complex; UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p; required for efficient clathrin-mediated endocytosis; ortholog of fission yeast Ucp10""",Verified ORF
1793,4,294288,0.170604747996505,0.160430364872052,0.288318752145521,YDL091C,UBX3,SGDID:S000002249,CDS,CDS,"""Clathrin-coated vesicle component ; regulator of endocytosis; copurifies with the DSC ubiquitin ligase complex; UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p; required for efficient clathrin-mediated endocytosis; ortholog of fission yeast Ucp10""",Verified ORF
1794,4,294760,0.188365569137823,0.159037560994372,0.237047927335019,YDL091C,UBX3,SGDID:S000002249,Close to 3'-UTR,Close to 3'-UTR,"""Clathrin-coated vesicle component ; regulator of endocytosis; copurifies with the DSC ubiquitin ligase complex; UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p; required for efficient clathrin-mediated endocytosis; ortholog of fission yeast Ucp10""",Verified ORF
1795,4,297290,0.181872508972688,0.159200841858232,0.254058226245104,YDL089W,NUR1,SGDID:S000002247,CDS,CDS,"""Protein involved in regulation of mitotic exit; dephosphorylation target of Cdc14p in anaphase ; which promotes timely rDNA segregation and allows mitotic progression; interacts with Csm1p ; Lrs4p; required for rDNA repeat stability; null mutant causes increase in unequal sister-chromatid exchange; GFP-fusion protein localizes to the nuclear periphery ; possible Cdc28p substrate""",Verified ORF
1796,4,297499,0.158811743890619,0.161641758390919,0.32653038789222,YDL089W,NUR1,SGDID:S000002247,CDS,CDS,"""Protein involved in regulation of mitotic exit; dephosphorylation target of Cdc14p in anaphase ; which promotes timely rDNA segregation and allows mitotic progression; interacts with Csm1p ; Lrs4p; required for rDNA repeat stability; null mutant causes increase in unequal sister-chromatid exchange; GFP-fusion protein localizes to the nuclear periphery ; possible Cdc28p substrate""",Verified ORF
1797,4,297638,0.169050433037219,0.15895888252077,0.28828888793327,YDL089W,NUR1,SGDID:S000002247,CDS,CDS,"""Protein involved in regulation of mitotic exit; dephosphorylation target of Cdc14p in anaphase ; which promotes timely rDNA segregation and allows mitotic progression; interacts with Csm1p ; Lrs4p; required for rDNA repeat stability; null mutant causes increase in unequal sister-chromatid exchange; GFP-fusion protein localizes to the nuclear periphery ; possible Cdc28p substrate""",Verified ORF
1798,4,297848,0.202048306569503,0.161229241416452,0.210971786908544,YDL089W,NUR1,SGDID:S000002247,CDS,CDS,"""Protein involved in regulation of mitotic exit; dephosphorylation target of Cdc14p in anaphase ; which promotes timely rDNA segregation and allows mitotic progression; interacts with Csm1p ; Lrs4p; required for rDNA repeat stability; null mutant causes increase in unequal sister-chromatid exchange; GFP-fusion protein localizes to the nuclear periphery ; possible Cdc28p substrate""",Verified ORF
1799,4,298091,0.175174211949802,0.161327850868513,0.278296272287625,YDL089W,NUR1,SGDID:S000002247,CDS,CDS,"""Protein involved in regulation of mitotic exit; dephosphorylation target of Cdc14p in anaphase ; which promotes timely rDNA segregation and allows mitotic progression; interacts with Csm1p ; Lrs4p; required for rDNA repeat stability; null mutant causes increase in unequal sister-chromatid exchange; GFP-fusion protein localizes to the nuclear periphery ; possible Cdc28p substrate""",Verified ORF
1800,4,299599,0.264731567787674,0.158367489005006,0.0954838130937776,YDL088C,ASM4,SGDID:S000002246,CDS,CDS,"""FG-nucleoporin component of central core of nuclear pore complex (NPC); contributes directly to nucleocytoplasmic transport; induces membrane tubulation ; which may contribute to nuclear pore assembly; ASM4 has a paralog ; NUP53 ; that arose from the whole genome duplication""",Verified ORF
1802,4,300148,0.237450079757813,0.159282583966137,0.136920864503134,YDL088C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1807,4,302611,0.298045076514534,0.160274499546194,0.0637750962485945,YDL085C-A,YDL085C-A,SGDID:S000007588,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus""",Uncharacterized ORF
1809,4,303011,0.252962992695891,0.158698100033701,0.111833485493072,YDL085W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1810,4,304549,0.295942272625908,0.159913251517022,0.0650562744569411,YDL085W,NDE2,SGDID:S000002243,CDS,CDS,"""Mitochondrial external NADH dehydrogenase; catalyzes the oxidation of cytosolic NADH; Nde1p and Nde2p are involved in providing the cytosolic NADH to the mitochondrial respiratory chain; NDE2 has a paralog ; NDE1 ; that arose from the whole genome duplication""",Verified ORF
1811,4,307387,0.328686016231896,0.159731989405951,0.0403495500558391,YDL084W,SUB2,SGDID:S000002242,Close to 3'-UTR,Close to 3'-UTR,"""Component of the TREX complex required for nuclear mRNA export; member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spliceosome assembly; homolog of the human splicing factor hUAP56; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
1812,4,308154,0.342155053868357,0.160644638200205,0.0338721222860069,YDL082W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1813,4,311231,0.265738581450436,0.158913972289118,0.095367682149857,YDL080C,THI3,SGDID:S000002238,CDS,CDS,"""Regulatory protein that binds Pdc2p and Thi2p transcription factors; activates thiamine biosynthesis transcription factors Pdc2p and Thi2p by binding to them ; but releases and de-activates them upon binding to thiamine pyrophosphate (TPP) ; the end product of the pathway; has similarity to decarboxylases but enzymatic activity is not detected""",Verified ORF
1814,4,311787,0.336943088907828,0.159093360042928,0.0348824551523584,YDL080C,THI3,SGDID:S000002238,CDS,CDS,"""Regulatory protein that binds Pdc2p and Thi2p transcription factors; activates thiamine biosynthesis transcription factors Pdc2p and Thi2p by binding to them ; but releases and de-activates them upon binding to thiamine pyrophosphate (TPP) ; the end product of the pathway; has similarity to decarboxylases but enzymatic activity is not detected""",Verified ORF
1815,4,312488,0.22749809436141,0.160577422781574,0.157437867279032,XUT_4F-160_NFR/NDR,,,Promoter,Promoter,,Promoter
1816,4,312611,0.271274752054237,0.160386063962255,0.0916456703442762,XUT_4F-160_NFR/NDR,,,Promoter,Promoter,,Promoter
1817,4,314015,0.307756449978929,0.160198042485239,0.0555241981099432,SUT043,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1820,4,320017,0.276939712776301,0.162738715050498,0.0896837592996573,YDL077C,VAM6,SGDID:S000002235,CDS,CDS,"""Guanine nucleotide exchange factor for the GTPase Gtr1p; subunit of the HOPS endocytic tethering complex; vacuole membrane protein; functions as a Rab GTPase effector ; interacting with both GTP- and GDP-bound conformations of Ypt7p; facilitates tethering and promotes membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; component of vacuole-mitochondrion contacts (vCLAMPs) important for lipid transfer between organelles""",Verified ORF
1821,4,320510,0.351467957659514,0.163341758352086,0.0320961555213256,SUT045,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1822,4,328073,0.324490662308094,0.159480153581073,0.0426302561094745,YDL073W,AHK1,SGDID:S000002231,CDS,CDS,"""Scaffold protein in the HKR1 sub-branch of the Hog1p-signaling pathway; physically interacts with the cytoplasmic domain of Hkr1p ; and with Sho1p ; Pbs2p ; and Ste11p; prevents cross-talk signaling from Hkr1p of the osmotic stress MAPK cascade to the Kss1p MAPK cascade; non-essential gene""",Verified ORF
1823,4,331098,0.384571735915469,0.161780163675926,0.0179804781040924,YDL070W,BDF2,SGDID:S000002228,CDS,CDS,"""Protein involved in transcription initiation; acts at TATA-containing promoters; associates with the basal transcription factor TFIID; contains two bromodomains; corresponds to the C-terminal region of mammalian TAF1; redundant with Bdf1p; protein abundance increases in response to DNA replication stress; BDF2 has a paralog ; BDF1 ; that arose from the whole genome duplication""",Verified ORF
1824,4,336922,0.382727808494534,0.158333150246046,0.0161452678454952,YDL065C,PEX19,SGDID:S000002223,CDS,CDS,"""Chaperone and import receptor for newly-synthesized class I PMPs; binds peroxisomal membrane proteins (PMPs) in the cytoplasm and delivers them to the peroxisome for subsequent insertion into the peroxisomal membrane; interacts with Myo2p and contributes to peroxisome partitioning""",Verified ORF
1826,4,351322,0.342985627115567,0.159852595229699,0.0325835436600568,YDL057W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1827,4,353020,0.361451412223995,0.160224089386293,0.0246877167109585,YDL056W,MBP1,SGDID:S000002214,CDS,CDS,"""Transcription factor; involved in regulation of cell cycle progression from G1 to S phase ; forms a complex with Swi6p that binds to MluI cell cycle box regulatory element in promoters of DNA synthesis genes""",Verified ORF
1831,4,356055,0.257326403821045,0.161947249397022,0.112966443201782,YDL055C,PSA1,SGDID:S000002213,CDS,CDS,"""GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure""",Verified ORF
1832,4,356492,0.281375988721964,0.160103814876128,0.0797062912211386,YDL055C,PSA1,SGDID:S000002213,CDS,CDS,"""GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure""",Verified ORF
1833,4,356541,0.263561780876774,0.160142422207559,0.100695769237298,YDL055C,PSA1,SGDID:S000002213,CDS,CDS,"""GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure""",Verified ORF
