SNP,Chr,Pos,Effect,SE,SNA4_GTR2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2521,4,1133634,0.0115935644947571,0.058067418592233,0.841863834998494,YDR333C,RQC1,SGDID:S000002741,CDS,CDS,"""Component of the ribosome quality control complex (RQC); RQC (Rqc1p-Rkr1p-Rqc2p-Cdc48p-Npl4p-Ufd1p) is a ribosome-bound complex required for the degradation of polypeptides arising from stalled translation; required along with Rkr1p for recruitment of the Cdc48p-Npl4p-Ufd1p AAA ATPase complex to the RQC""",Verified ORF
2522,4,1137173,0.0357056037053698,0.0582040595896929,0.539970235682433,YDR334W,SWR1,SGDID:S000002742,CDS,CDS,"""Swi2/Snf2-related ATPase; catalytic subunit of SWR1 complex ; which exchanges histone variant H2A.Z (Htz1p) for chromatin-bound histone H2A; N-terminus can deliver H2A.Z-H2B dimer to DNA-(H3-H4)2 tetrasome; relocalizes to cytosol in response to hypoxia; chronological aging factor ; mediates lifespan extension by dietary restriction""",Verified ORF
2523,4,1138274,0.0367868192653036,0.0582893283162522,0.528378798394668,YDR334W,SWR1,SGDID:S000002742,CDS,CDS,"""Swi2/Snf2-related ATPase; catalytic subunit of SWR1 complex ; which exchanges histone variant H2A.Z (Htz1p) for chromatin-bound histone H2A; N-terminus can deliver H2A.Z-H2B dimer to DNA-(H3-H4)2 tetrasome; relocalizes to cytosol in response to hypoxia; chronological aging factor ; mediates lifespan extension by dietary restriction""",Verified ORF
2524,4,1138987,0.0289044846984546,0.0578799870672446,0.617818217541754,YDR334W,SWR1,SGDID:S000002742,CDS,CDS,"""Swi2/Snf2-related ATPase; catalytic subunit of SWR1 complex ; which exchanges histone variant H2A.Z (Htz1p) for chromatin-bound histone H2A; N-terminus can deliver H2A.Z-H2B dimer to DNA-(H3-H4)2 tetrasome; relocalizes to cytosol in response to hypoxia; chronological aging factor ; mediates lifespan extension by dietary restriction""",Verified ORF
2525,4,1141284,0.0148871508614617,0.0584636989546583,0.799150039023507,YDR335W,MSN5,SGDID:S000002743,CDS,CDS,"""Karyopherin; involved in nuclear import and export of proteins ; including import of replication protein A and export of Far1p and transcription factors Swi5p ; Swi6p ; Msn2p ; and Pho4p; required for re-export of mature tRNAs after their retrograde import from the cytoplasm; exportin-5 homolog""",Verified ORF
2526,4,1144564,0.0227926857130331,0.0592216020450102,0.700564663566292,YDR335W,MSN5,SGDID:S000002743,CDS,CDS,"""Karyopherin; involved in nuclear import and export of proteins ; including import of replication protein A and export of Far1p and transcription factors Swi5p ; Swi6p ; Msn2p ; and Pho4p; required for re-export of mature tRNAs after their retrograde import from the cytoplasm; exportin-5 homolog""",Verified ORF
2537,4,1156518,-0.0013953920627054,0.0581349461704694,0.98086406691853,YDR342C,HXT7,SGDID:S000002750,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2538,4,1156658,0.0081105070916797,0.0582168367224156,0.889280298422656,YDR342C,HXT7,SGDID:S000002750,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2539,4,1156839,0.0204528208278085,0.0586314796617363,0.727419767144979,YDR342C,HXT7,SGDID:S000002750,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2540,4,1157271,0.009679816200769,0.0579764686008091,0.867496238702025,D:1155929-1159261,,,Intergenic region,Intergenic region,between YDR342C and ARS432,Intergenic region
2542,4,1161556,0.0175759008557875,0.0581716849776727,0.76272448234368,YDR343C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2543,4,1166231,-0.0166706828477723,0.0581466338543907,0.774509672891511,ACS_4_1166174_-_NFR/NDR,,,Promoter,Promoter,,Promoter
2544,4,1171385,-0.0208468640544391,0.0579170893886521,0.719104840362999,YDR348C,PAL1,SGDID:S000002756,CDS,CDS,"""Protein of unknown function thought to be involved in endocytosis; physically interacts with Ede1p and is found at endocytic sites at cell periphery during early stages of endocytosis; green fluorescent protein (GFP)-fusion protein localizes to bud neck; potential Cdc28p substrate; similar to S. pombe Pal1 protein; relocalizes from bud neck to cytoplasm upon DNA replication stress; PAL1 has a paralog ; YHR097C ; that arose from the whole genome duplication""",Verified ORF
2545,4,1171794,-0.0261555037433114,0.0583576931388044,0.654288944228193,YDR348C,PAL1,SGDID:S000002756,CDS,CDS,"""Protein of unknown function thought to be involved in endocytosis; physically interacts with Ede1p and is found at endocytic sites at cell periphery during early stages of endocytosis; green fluorescent protein (GFP)-fusion protein localizes to bud neck; potential Cdc28p substrate; similar to S. pombe Pal1 protein; relocalizes from bud neck to cytoplasm upon DNA replication stress; PAL1 has a paralog ; YHR097C ; that arose from the whole genome duplication""",Verified ORF
2546,4,1171863,-0.0210101881774562,0.0579606713915669,0.71720250732061,YDR348C,PAL1,SGDID:S000002756,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function thought to be involved in endocytosis; physically interacts with Ede1p and is found at endocytic sites at cell periphery during early stages of endocytosis; green fluorescent protein (GFP)-fusion protein localizes to bud neck; potential Cdc28p substrate; similar to S. pombe Pal1 protein; relocalizes from bud neck to cytoplasm upon DNA replication stress; PAL1 has a paralog ; YHR097C ; that arose from the whole genome duplication""",Verified ORF
2547,4,1172380,0.0084446290959805,0.0588859861067281,0.886051030600889,YDR348C,PAL1,SGDID:S000002756,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function thought to be involved in endocytosis; physically interacts with Ede1p and is found at endocytic sites at cell periphery during early stages of endocytosis; green fluorescent protein (GFP)-fusion protein localizes to bud neck; potential Cdc28p substrate; similar to S. pombe Pal1 protein; relocalizes from bud neck to cytoplasm upon DNA replication stress; PAL1 has a paralog ; YHR097C ; that arose from the whole genome duplication""",Verified ORF
2548,4,1172576,0.0251390991459135,0.0593076967436953,0.671914545481626,YDR349C,YPS7,SGDID:S000002757,CDS,CDS,"""Putative GPI-anchored aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; located in the cytoplasm and endoplasmic reticulum""",Verified ORF
2549,4,1172914,0.014069188316564,0.0579028600554499,0.808162666729213,YDR349C,YPS7,SGDID:S000002757,CDS,CDS,"""Putative GPI-anchored aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; located in the cytoplasm and endoplasmic reticulum""",Verified ORF
2550,4,1173839,0.0062428136600275,0.0579841953086738,0.914323348556739,YDR349C,YPS7,SGDID:S000002757,CDS,CDS,"""Putative GPI-anchored aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; located in the cytoplasm and endoplasmic reticulum""",Verified ORF
2552,4,1175150,0.0119272689590145,0.0582992488287625,0.838012713802818,YDRCsigma6,YDRCsigma6,SGDID:S000006858,Other features,LTR,"""Ty3 LTR""",reverse complement
2553,4,1175327,0.0159611497608879,0.0581610180741289,0.783914435503768,YDRCsigma6,YDRCsigma6,SGDID:S000006858,Other features,LTR,"""Ty3 LTR""",reverse complement
2554,4,1175949,0.0295204417632404,0.0584353166211292,0.613746605413689,tM(CAU)D_NFR/NDR,,,Promoter,Promoter,,Promoter
2556,4,1176852,0.0497090053723409,0.0583012574056281,0.39444640162058,YDR350C,ATP22,SGDID:S000002758,CDS,CDS,"""Specific translational activator for the mitochondrial ATP6 mRNA; Atp6p encodes a subunit of F1F0 ATP synthase; localized to the mitochondrial inner membrane""",Verified ORF
2558,4,1181165,0.0372608610891968,0.0581430885518128,0.522037484192421,YDR351W,SBE2,SGDID:S000002759,CDS,CDS,"""Protein required for bud growth; involved in transport of cell wall components from the Golgi to the cell surface; SBE2 has a paralog ; SBE22 ; that arose from the whole genome duplication""",Verified ORF
2559,4,1184872,0.0381433932698589,0.0580457534844131,0.511527890416336,YDR354W,TRP4,SGDID:S000002762,CDS,CDS,"""Anthranilate phosphoribosyl transferase; transferase of the tryptophan biosynthetic pathway; catalyzes the phosphoribosylation of anthranilate; subject to the general control system of amino acid biosynthesis""",Verified ORF
2561,4,1189750,0.0291983974937998,0.0590502700430803,0.621284132165466,YDR358W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2562,4,1191476,0.0282381364540007,0.0580604195407807,0.627015321748015,YDR358W,GGA1,SGDID:S000002766,CDS,CDS,"""Golgi-localized protein with homology to gamma-adaptin; interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi; GGA1 has a paralog ; GGA2 ; that arose from the whole genome duplication""",Verified ORF
2563,4,1191692,0.0301877000396924,0.0582221609608801,0.604440184272382,YDR358W,GGA1,SGDID:S000002766,CDS,CDS,"""Golgi-localized protein with homology to gamma-adaptin; interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi; GGA1 has a paralog ; GGA2 ; that arose from the whole genome duplication""",Verified ORF
2564,4,1191935,0.0296465980297037,0.0579499790484348,0.609258233485887,YDR358W,GGA1,SGDID:S000002766,Close to 3'-UTR,Close to 3'-UTR,"""Golgi-localized protein with homology to gamma-adaptin; interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi; GGA1 has a paralog ; GGA2 ; that arose from the whole genome duplication""",Verified ORF
2565,4,1197131,-0.0281527595504339,0.058368575649829,0.629872368023105,YDR362C,TFC6,SGDID:S000002770,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110""",Verified ORF
2566,4,1197837,-0.0349413918814686,0.0581080010955748,0.548014092943018,YDR362C,TFC6,SGDID:S000002770,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110""",Verified ORF
2567,4,1198548,-0.0253421580147051,0.0581221050875159,0.663091764218066,YDR362C,TFC6,SGDID:S000002770,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110""",Verified ORF
2568,4,1213560,-0.0055607342519013,0.058301953818365,0.924068566662101,YDR366C,YDR366C,SGDID:S000002774,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
2570,4,1215342,-0.0184050665861156,0.0585429453041683,0.753413819158864,YDR369C,XRS2,SGDID:S000002777,CDS,CDS,"""FHA domain-containing component of the Mre11 complex; MRE11-RAD50-XRS2 complex is involved in double strand breaks ; meiotic recombination ; telomere maintenance ; and checkpoint signaling;  FHA domain is required for activation of Tel1p""",Verified ORF
2571,4,1218917,0.0113778009459406,0.0583809372021618,0.845591984453161,YDR370C,DXO1,SGDID:S000002778,CDS,CDS,"""mRNA 5'-end-capping quality-control protein; has distributive ; 5'-3' exoRNase activity; involved in the decapping of nicotinamide adenine dinucleotide (NAD) capped nuclear NAD-RNAs; similar to Rai1p""",Verified ORF
2572,4,1218963,0.0252127505657428,0.0580478532951854,0.664303852698074,YDR370C,DXO1,SGDID:S000002778,CDS,CDS,"""mRNA 5'-end-capping quality-control protein; has distributive ; 5'-3' exoRNase activity; involved in the decapping of nicotinamide adenine dinucleotide (NAD) capped nuclear NAD-RNAs; similar to Rai1p""",Verified ORF
2573,4,1219676,0.00023834045233,0.0589883636654791,0.99677846604566,YDR371W,CTS2,SGDID:S000002779,CDS,CDS,"""Putative chitinase; functionally complements A. gossypii cts2 mutant sporulation defect""",Uncharacterized ORF
2574,4,1222379,-0.0063504378289389,0.0586321134275769,0.913811413593384,YDR372C,VPS74,SGDID:S000002780,Close to 3'-UTR,Close to 3'-UTR,"""Golgi PI4K effector ; PtdIns4P sensor ; and retention receptor; interacts with glycosyltransferases ; and in the PtdIns4P-bound state mediates retention of these enzymes in the Golgi; PtdIns4P sensor that limits PI4K signaling and regulates lipid homeostasis ; interacting with the catalytic domain of Sac1p ; the major PtdIns4P phosphatase ; directing dephosphosphorylation of the Golgi pool of PtdIns4P; tetramerization required for function; contributes to telomere function; ortholog of human GOLPH3""",Verified ORF
2575,4,1222542,0.00273341352785,0.0586338510926251,0.962843766914209,YDR373W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2576,4,1224469,0.0038925660273407,0.0581346244371581,0.946653212855597,YDR374C,PHO92,SGDID:S000002782,Close to 3'-UTR,Close to 3'-UTR,"""Posttranscriptional regulator of phosphate and glucose metabolism; facilitates PHO4 mRNA degradation by interacting with Pop2p; regulates PHO4 mRNA stability by binding to PHO4's 3'UTR in a phosphate-dependent manner; contains highly conserved YTH (YT521-B Homology) domain that exhibits RNA-binding activity; human homolog YTHDF2 can complement yeast null mutant""",Verified ORF
2577,4,1225163,0.0389707695864024,0.0590342884463811,0.509595859262407,YDR374C,PHO92,SGDID:S000002782,Close to 3'-UTR,Close to 3'-UTR,"""Posttranscriptional regulator of phosphate and glucose metabolism; facilitates PHO4 mRNA degradation by interacting with Pop2p; regulates PHO4 mRNA stability by binding to PHO4's 3'UTR in a phosphate-dependent manner; contains highly conserved YTH (YT521-B Homology) domain that exhibits RNA-binding activity; human homolog YTHDF2 can complement yeast null mutant""",Verified ORF
2578,4,1225198,-0.0040906168098271,0.0588930372834691,0.944664065048732,YDR375C,BCS1,SGDID:S000002783,CDS,CDS,"""Protein translocase and chaperone required for Complex III assembly; member of the AAA ATPase family; forms a homo-oligomeric complex in the mitochondrial inner membrane that translocates the C-terminal domain of Rip1p from the matrix across the inner membrane and delivers it to an assembly intermediate of respiratory Complex III; also required for assembly of the Qcr10p subunit; mutation is functionally complemented by human homolog BCS1L ; linked to neonatal diseases""",Verified ORF
2579,4,1225542,0.0139978855329884,0.0590834003581219,0.812858298272079,YDR375C,BCS1,SGDID:S000002783,CDS,CDS,"""Protein translocase and chaperone required for Complex III assembly; member of the AAA ATPase family; forms a homo-oligomeric complex in the mitochondrial inner membrane that translocates the C-terminal domain of Rip1p from the matrix across the inner membrane and delivers it to an assembly intermediate of respiratory Complex III; also required for assembly of the Qcr10p subunit; mutation is functionally complemented by human homolog BCS1L ; linked to neonatal diseases""",Verified ORF
2580,4,1226443,0.0129073593670225,0.0580483008515491,0.824165737535736,YDR375C,BCS1,SGDID:S000002783,CDS,CDS,"""Protein translocase and chaperone required for Complex III assembly; member of the AAA ATPase family; forms a homo-oligomeric complex in the mitochondrial inner membrane that translocates the C-terminal domain of Rip1p from the matrix across the inner membrane and delivers it to an assembly intermediate of respiratory Complex III; also required for assembly of the Qcr10p subunit; mutation is functionally complemented by human homolog BCS1L ; linked to neonatal diseases""",Verified ORF
2581,4,1227990,-0.001237927316127,0.0584737116240769,0.983121476994441,YDR376W,ARH1,SGDID:S000002784,CDS,CDS,"""Oxidoreductase of the mitochondrial inner membrane; involved in cytoplasmic and mitochondrial iron homeostasis and required for activity of Fe-S cluster-containing enzymes; one of the few mitochondrial proteins essential for viability""",Verified ORF
2582,4,1234689,-0.0149003995529401,0.0580487810064607,0.797569519199813,YDR380W,ARO10,SGDID:S000002788,CDS,CDS,"""Phenylpyruvate decarboxylase; catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde ; which is the first specific step in the Ehrlich pathway; involved in protein N-terminal Met and Ala catabolism""",Verified ORF
2583,4,1235338,-0.0122289432911646,0.0581341103652545,0.833510065304164,YDR380W,ARO10,SGDID:S000002788,CDS,CDS,"""Phenylpyruvate decarboxylase; catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde ; which is the first specific step in the Ehrlich pathway; involved in protein N-terminal Met and Ala catabolism""",Verified ORF
2584,4,1235719,-0.0057881533122939,0.0580533808234063,0.920635935916579,YDR380W,ARO10,SGDID:S000002788,CDS,CDS,"""Phenylpyruvate decarboxylase; catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde ; which is the first specific step in the Ehrlich pathway; involved in protein N-terminal Met and Ala catabolism""",Verified ORF
2586,4,1242195,-0.0188280769919527,0.0581291165826189,0.746204834036128,YDR384C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2587,4,1242241,-0.0091842907993596,0.0582256275547712,0.874754841209082,YDR384C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2588,4,1242383,-0.0274266899734566,0.0583639613673365,0.638698704658873,YDR384C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2589,4,1246177,-0.0173208894287956,0.0579668646057244,0.765263339821623,YDR386W,MUS81,SGDID:S000002794,CDS,CDS,"""Subunit of structure-specific Mms4p-Mus81p endonuclease; cleaves branched DNA; involved in DNA repair ; replication fork stability ; and joint molecule formation/resolution during meiotic recombination; promotes template switching during break-induced replication (BIR) ; causing non-reciprocal translocations (NRTs); helix-hairpin-helix protein; phosphorylation of non-catalytic subunit Mms4p by Cdc28p and Cdcp during mitotic cell cycle activates function of Mms4p-Mus81p""",Verified ORF
2590,4,1248530,-0.0237061940669137,0.0582029143414637,0.684032684855194,YDR387C,CIN10,SGDID:S000002795,CDS,CDS,"""Putative transporter; member of the sugar porter family; non-essential gene; overexpression results in elevated colony sectoring ; an indicator of chromosomal instability""",Uncharacterized ORF
2591,4,1248695,-0.0141086374113617,0.0581623746675303,0.80847686755698,YDR387C,CIN10,SGDID:S000002795,CDS,CDS,"""Putative transporter; member of the sugar porter family; non-essential gene; overexpression results in elevated colony sectoring ; an indicator of chromosomal instability""",Uncharacterized ORF
2592,4,1257382,-0.0384434357439145,0.058351942618005,0.510440761160963,YDR391C,YDR391C,SGDID:S000002799,CDS,CDS,"""Putative protein of unknown function; possibly involved in zinc homeostasis; Bdf1p-dependent transcription induced by salt stress; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2593,4,1257441,-0.0237772226391429,0.0584680137073287,0.684496380327992,YDR391C,YDR391C,SGDID:S000002799,CDS,CDS,"""Putative protein of unknown function; possibly involved in zinc homeostasis; Bdf1p-dependent transcription induced by salt stress; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2594,4,1259337,-0.0297600226702501,0.0590161928035879,0.614387120979938,YDR392W,SPT3,SGDID:S000002800,CDS,CDS,"""Subunit of the SAGA and SAGA-like transcriptional regulatory complexes; interacts with Spt15p to activate transcription of some RNA polymerase II-dependent genes ; also functions to inhibit transcription at some promoters; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2595,4,1261236,-0.060607309119947,0.058059254697033,0.297251944446583,YDR393W,SHE9,SGDID:S000002801,CDS,CDS,"""Protein required for normal mitochondrial morphology; localized to mitochondrial inner membrane; may be involved in fission of the inner membrane; forms a homo-oligomeric complex""",Verified ORF
2596,4,1261386,-0.0678569030558436,0.0581953820586276,0.244394090395656,YDR394W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2597,4,1261899,-0.0500129359976626,0.0580730978478582,0.389708848656159,YDR394W,RPT3,SGDID:S000002802,CDS,CDS,"""ATPase of the 19S regulatory particle of the 26S proteasome; one of ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; substrate of N-acetyltransferase B""",Verified ORF
2599,4,1266919,-0.0555117605688431,0.0583746976483163,0.34227742112784,YDR397C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2600,4,1267444,-0.05549632909685,0.0584507232551249,0.343038831182847,YDR398W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2601,4,1268273,-0.0524247992544509,0.0583678096788206,0.369701801557827,YDR398W,UTP5,SGDID:S000002806,CDS,CDS,"""Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit""",Verified ORF
2602,4,1268325,-0.0537278061930005,0.058330805474918,0.357633523081717,YDR398W,UTP5,SGDID:S000002806,CDS,CDS,"""Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit""",Verified ORF
2603,4,1272320,-0.051405365949904,0.0586155725993285,0.38108762964893,YDR401W,YDR401W,SGDID:S000002809,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
2604,4,1276141,-0.0482047307785041,0.0583020406921378,0.408903086928644,YDR403W,DIT1,SGDID:S000002811,CDS,CDS,"""Sporulation-specific enzyme required for spore wall maturation; involved in the production of a soluble LL-dityrosine-containing precursor of the spore wall; transcripts accumulate at the time of prospore enclosure""",Verified ORF
2606,4,1278618,-0.0532873677412396,0.0584725293598148,0.362747047473781,YDR406W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2607,4,1278772,-0.0533416752485936,0.0583411499323687,0.361180059616652,YDR406W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2608,4,1278850,-0.0528201442734925,0.0581875577552801,0.364626065867162,YDR406W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2609,4,1279912,-0.0629369853845512,0.0580965502740426,0.279407097010912,YDR406W,PDR15,SGDID:S000002814,CDS,CDS,"""Plasma membrane ATP binding cassette (ABC) transporter; multidrug transporter and general stress response factor implicated in cellular detoxification; regulated by Pdr1p ; Pdr3p and Pdr8p; promoter contains a PDR responsive element; PDR15 has a paralog ; PDR5 ; that arose from the whole genome duplication""",Verified ORF
2611,4,1285240,-0.0469609085058978,0.0579614306195032,0.418365560059696,YDR407C,TRS120,SGDID:S000002815,CDS,CDS,"""Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p ; regulating intra-Golgi and endosome-Golgi traffic""",Verified ORF
2612,4,1287974,-0.0270836316156438,0.0582960247917284,0.642512966499483,YDR407C,TRS120,SGDID:S000002815,Close to 3'-UTR,Close to 3'-UTR,"""Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p ; regulating intra-Golgi and endosome-Golgi traffic""",Verified ORF
2613,4,1291435,0.0084336469414541,0.0580561281664543,0.884582877526236,YDR409W,SIZ1,SGDID:S000002817,CDS,CDS,"""SUMO E3 ligase; promotes attachment of small ubiquitin-related modifier sumo (Smt3p) to primarily cytoplasmic proteins; regulates Rsp5p ubiquitin ligase activity and is in turn itself regulated by Rsp5p; required for sumoylation of septins and histone H3 variant Cse4p ; a prerequisite for STUbL-mediated Ub-dependent degradation; localizes to the septin ring; acts as an adapter between E2 ; Ubc9p and substrates; tends to compensate for survival of DNA damage in absence of Nfi1p""",Verified ORF
2614,4,1292515,-0.0373093715288808,0.058114882254944,0.521294138532349,YDR410C,STE14,SGDID:S000002818,CDS,CDS,"""Farnesyl cysteine-carboxyl methyltransferase; mediates the carboxyl methylation step during C-terminal CAAX motif processing of a-factor and RAS proteins in the endoplasmic reticulum ; localizes to the ER membrane""",Verified ORF
2615,4,1296513,-0.0407108428489442,0.0580945985035635,0.48390938039339,YDR414C,ERD1,SGDID:S000002822,CDS,CDS,"""Predicted membrane protein required for lumenal ER protein retention; recycles inorganic phosphate byproduct of glycosylation from ER and Golgi; mutants secrete the endogenous ER protein ; BiP (Kar2p)""",Verified ORF
2616,4,1311626,-0.0337995475010462,0.05811451799832,0.561205680296392,YDR420W,HKR1,SGDID:S000002828,CDS,CDS,"""Mucin family member that functions as an osmosensor in the HOG pathway; large ; highly glycosylated protein that functions redundantly with Msb2p in Sho1p-mediated osmostresss induction of the HOG signaling pathway; cytoplasmic domain interacts with Ahk1p a scaffold protein that prevents cross talk with the Kss1p MAPK of the filamentous growth pathway; mutant displays defects in beta-1,3 glucan synthesis and bud site selection""",Verified ORF
2617,4,1317259,-0.084323653321023,0.0579062019172715,0.146223103807029,YDR422C,SIP1,SGDID:S000002830,CDS,CDS,"""One of three alternate beta-subunits of the Snf1p kinase complex; may confer substrate specificity; vacuolar protein containing KIS (Kinase-Interacting Sequence) and ASC (Association with Snf1 kinase Complex) domains involved in protein interactions""",Verified ORF
2618,4,1318331,-0.0810147464868141,0.0578429163947511,0.162212330043268,YDR423C,CAD1,SGDID:S000002831,CDS,CDS,"""AP-1-like basic leucine zipper (bZIP) transcriptional activator; involved in stress responses ; iron metabolism ; and pleiotropic drug resistance; controls a set of genes involved in stabilizing proteins; binds consensus sequence TTACTAA; CAD1 has a paralog ; YAP1 ; that arose from the whole genome duplication""",Verified ORF
2619,4,1318792,-0.128436390425742,0.0586680056242894,0.0292361723409012,YDR423C,CAD1,SGDID:S000002831,CDS,CDS,"""AP-1-like basic leucine zipper (bZIP) transcriptional activator; involved in stress responses ; iron metabolism ; and pleiotropic drug resistance; controls a set of genes involved in stabilizing proteins; binds consensus sequence TTACTAA; CAD1 has a paralog ; YAP1 ; that arose from the whole genome duplication""",Verified ORF
2620,4,1321563,-0.0867298489475168,0.057941743668208,0.135326977939318,YDR425W,SNX41,SGDID:S000002833,CDS,CDS,"""Sorting nexin; involved in the retrieval of late-Golgi SNAREs from the post-Golgi endosome to the trans-Golgi network; interacts with Snx4p""",Verified ORF
2621,4,1323799,-0.0921634555735991,0.0584982255419221,0.116038796004462,YDR428C,BNA7,SGDID:S000002836,CDS,CDS,"""Formylkynurenine formamidase; involved in the de novo biosynthesis of NAD from tryptophan via kynurenine""",Verified ORF
2622,4,1333470,-0.0890764615551236,0.0578616612787929,0.124584766786439,YDR435C,PPM1,SGDID:S000002843,CDS,CDS,"""Carboxyl methyltransferase; methylates the C terminus of the protein phosphatase 2A catalytic subunit (Pph21p or Pph22p) ; which is important for complex formation with regulatory subunits; required for methionine to inhibit autophagy and promote growth""",Verified ORF
2623,4,1333527,-0.0686021578261649,0.0583948447932521,0.240867321784917,YDR435C,PPM1,SGDID:S000002843,CDS,CDS,"""Carboxyl methyltransferase; methylates the C terminus of the protein phosphatase 2A catalytic subunit (Pph21p or Pph22p) ; which is important for complex formation with regulatory subunits; required for methionine to inhibit autophagy and promote growth""",Verified ORF
2624,4,1335357,-0.101967085313829,0.0582171159811197,0.0807288418739282,YDR436W,PPZ2,SGDID:S000002844,CDS,CDS,"""Serine/threonine protein phosphatase Z ; isoform of Ppz1p; involved in regulation of potassium transport ; which affects osmotic stability ; cell cycle progression ; and halotolerance""",Verified ORF
2625,4,1335426,-0.105623261658831,0.058234884768576,0.0705658938362307,YDR436W,PPZ2,SGDID:S000002844,CDS,CDS,"""Serine/threonine protein phosphatase Z ; isoform of Ppz1p; involved in regulation of potassium transport ; which affects osmotic stability ; cell cycle progression ; and halotolerance""",Verified ORF
2626,4,1335638,-0.0385632521972019,0.0586354401641309,0.511173542343453,YDR436W,PPZ2,SGDID:S000002844,CDS,CDS,"""Serine/threonine protein phosphatase Z ; isoform of Ppz1p; involved in regulation of potassium transport ; which affects osmotic stability ; cell cycle progression ; and halotolerance""",Verified ORF
