SNP,Chr,Pos,Effect,SE,TPO1_TCB2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2861,5,38677,-0.308066198533756,0.151955168405639,0.0433776734176614,YEL061C,CIN8,SGDID:S000000787,CDS,CDS,"""Bipolar kinesin motor protein; switches from minus- to plus-end-directed motility in vitro depending on conditions; involved in mitotic spindle assembly and chromosome segregation""",Verified ORF
2863,5,41075,-0.224936166032084,0.153142394996851,0.14277651030612,YEL060C,PRB1,SGDID:S000000786,CDS,CDS,"""Vacuolar proteinase B (yscB) with H3 N-terminal endopeptidase activity; serine protease of the subtilisin family; involved in protein degradation in the vacuole and required for full protein degradation during sporulation; activity inhibited by Pbi2p; protein abundance increases in response to DNA replication stress; PRB1 has a paralog ; YSP3 ; that arose from the whole genome duplication""",Verified ORF
2864,5,42051,-0.223328281751171,0.153216293541518,0.145839478658304,YEL060C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2865,5,42740,-0.188537573883704,0.152507466100094,0.217187063315605,YEL059W,HHY1,SGDID:S000000785,CDS,CDS,"""Putative protein of unknown function; null mutant is sensitive to heat ; pH disturbances ; ionic stress ; and various chemicals; hypersensitivity to hygromycin B indicative of defects in vacuolar trafficking""",Uncharacterized ORF
2866,5,44304,-0.292090396930596,0.152473192057471,0.0562129643356527,YEL058W,PCM1,SGDID:S000000784,CDS,CDS,"""Essential N-acetylglucosamine-phosphate mutase; converts GlcNAc-6-P to GlcNAc-1-P ; which is a precursor for the biosynthesis of chitin and for the formation of N-glycosylated mannoproteins and glycosylphosphatidylinositol anchors""",Verified ORF
2867,5,44612,-0.280879339450693,0.152639931645744,0.066586547498828,YEL058W,PCM1,SGDID:S000000784,CDS,CDS,"""Essential N-acetylglucosamine-phosphate mutase; converts GlcNAc-6-P to GlcNAc-1-P ; which is a precursor for the biosynthesis of chitin and for the formation of N-glycosylated mannoproteins and glycosylphosphatidylinositol anchors""",Verified ORF
2868,5,45702,-0.254990165549524,0.155740295282376,0.102463490444628,CUT105,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
2869,5,46084,-0.207656463988904,0.152915640779436,0.175337203808223,YEL057C,SDD1,SGDID:S000000783,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P; may have a role in telomere maintenance; target of UME6 regulation""",Verified ORF
2870,5,49920,-0.125388308744021,0.154290444483639,0.416950958662395,YEL055C,POL5,SGDID:S000000781,CDS,CDS,"""Protein involved in 60S assembly and pre-40S AFs recycling; has sequence similarity to human MybBP1A and weak sequence similarity to B-type DNA polymerases; not required for chromosomal DNA replication""",Verified ORF
2872,5,53073,-0.186951294461771,0.155253663135863,0.229331939705532,YEL054C,RPL12A,SGDID:S000000780,CDS,CDS,"""Ribosomal 60S subunit protein L12A; rpl12a rpl12b double mutant exhibits slow growth and slow translation; homologous to mammalian ribosomal protein L12 and bacterial L11; RPL12A has a paralog ; RPL12B ; that arose from the whole genome duplication""",Verified ORF
2873,5,53535,-0.179653284775531,0.15445933622212,0.245570288730929,YEL054C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2874,5,53964,-0.148088318672826,0.154720293773744,0.339153803331977,YEL053C,MAK10,SGDID:S000000779,CDS,CDS,"""Non-catalytic subunit of the NatC N-terminal acetyltransferase; required for replication of dsRNA virus; expression is glucose-repressible; human NatC ortholog ; Naa35 ; requires co-expression of the human catalytic subunit ; Naa30 ; to functionally complement the null allele""",Verified ORF
2875,5,57276,-0.166985369272846,0.154264366801469,0.279785998478873,YEL052W,AFG1,SGDID:S000000778,CDS,CDS,"""Protein that may act as a chaperone for cytochrome c oxidase subunits; conserved protein; may act as a chaperone in the degradation of misfolded or unassembled cytochrome c oxidase subunits; localized to matrix face of the mitochondrial inner membrane; member of the AAA family but lacks a protease domain""",Verified ORF
2876,5,57788,-0.11435525921885,0.154534431683717,0.459792718870654,YEL052W,AFG1,SGDID:S000000778,CDS,CDS,"""Protein that may act as a chaperone for cytochrome c oxidase subunits; conserved protein; may act as a chaperone in the degradation of misfolded or unassembled cytochrome c oxidase subunits; localized to matrix face of the mitochondrial inner membrane; member of the AAA family but lacks a protease domain""",Verified ORF
2877,5,57861,-0.140714097907175,0.154764812774777,0.363858329104824,YEL052W,AFG1,SGDID:S000000778,CDS,CDS,"""Protein that may act as a chaperone for cytochrome c oxidase subunits; conserved protein; may act as a chaperone in the degradation of misfolded or unassembled cytochrome c oxidase subunits; localized to matrix face of the mitochondrial inner membrane; member of the AAA family but lacks a protease domain""",Verified ORF
2878,5,58267,-0.083604619169625,0.155024770618931,0.590020915920653,YEL051W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2883,5,61028,-0.0655440011490189,0.155826252317228,0.67428683244312,YEL050C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2885,5,64504,0.0733321795767973,0.155394301679609,0.637282346855281,YEL049W,PAU2,SGDID:S000000775,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; encoded mainly in subtelomeric region; active during alcoholic fermentation; regulated by anaerobiosis; negatively regulated by oxygen; repressed by heme""",Verified ORF
2886,5,66168,0.0758940275414335,0.155069873018343,0.624849587331626,YEL047C,FRD1,SGDID:S000000773,CDS,CDS,"""Soluble fumarate reductase; required with isoenzyme Osm1p for anaerobic growth; may interact with ribosomes ; based on co-purification experiments; authentic ; non-tagged protein is detected in purified mitochondria in high-throughput studies; similar to Arxula adeninovorans fumarate reductase; protein abundance increases in response to DNA replication stress; FRD1 has a paralog ; OSM1 ; that arose from the whole genome duplication""",Verified ORF
2887,5,67144,-0.0282527889160923,0.156597475238993,0.856929029032328,YEL047C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2889,5,68714,0.0693984843635861,0.155044628941491,0.654714084148828,YEL046C,GLY1,SGDID:S000000772,CDS,CDS,"""Threonine aldolase; catalyzes the cleavage of L-allo-threonine and L-threonine to glycine; involved in glycine biosynthesis""",Verified ORF
2890,5,69083,0.138807947747905,0.154788463929945,0.370458686451453,YEL045C,YEL045C,SGDID:S000000771,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; deletion gives MMS sensitivity ; growth defect under alkaline conditions ; less than optimal growth upon citric acid stress""",Dubious ORF
2891,5,69805,0.0620193679390537,0.158671684792791,0.696132073020142,YEL044W,IES6,SGDID:S000000770,CDS,CDS,"""Component of the INO80 chromatin remodeling complex; critical for INO80 function; involved in regulation of chromosome segregation and maintenance of normal centromeric chromatin structure; human ortholog INO80C is a member of the human INO80 complex; implicated in DNA repair based on genetic interactions with RAD52 epistasis genes""",Verified ORF
2892,5,69813,0.0392429088783326,0.157575748411731,0.803473477747118,YEL044W,IES6,SGDID:S000000770,CDS,CDS,"""Component of the INO80 chromatin remodeling complex; critical for INO80 function; involved in regulation of chromosome segregation and maintenance of normal centromeric chromatin structure; human ortholog INO80C is a member of the human INO80 complex; implicated in DNA repair based on genetic interactions with RAD52 epistasis genes""",Verified ORF
2894,5,70531,0.1502657055638,0.157849412504489,0.341770614704595,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2895,5,70702,0.142715972876333,0.157054740834629,0.364127366507811,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2896,5,70852,0.166511589565675,0.157330969017079,0.290618547209416,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2897,5,70969,0.182365147134947,0.15738006144235,0.247338795853312,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2898,5,72069,0.267796391005268,0.159113398810637,0.0932488544613359,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2900,5,74994,0.291739000432286,0.160340446633466,0.0696825511565032,YEL042W,GDA1,SGDID:S000000768,CDS,CDS,"""Guanosine diphosphatase located in the Golgi; involved in the transport of GDP-mannose into the Golgi lumen ; converting GDP to GMP after mannose is transferred to substrates; null mutants are defective in sporulation and pre-meiotic S phase entry; orthologous to human ENTPD6 ; a meiosis-associated non-obstructive azoospermia (NOA) related gene identified in GWAS studies""",Verified ORF
2901,5,75504,0.328092158937174,0.161737144284961,0.0432542760613656,YEL041W_NFR/NDR,,,Promoter,Promoter,,Promoter
2902,5,75507,0.341298945037753,0.161486747345949,0.0352609277488525,YEL041W_NFR/NDR,,,Promoter,Promoter,,Promoter
2903,5,75860,0.321373710338773,0.163731384879913,0.0504531366135518,YEL042W,GDA1,SGDID:S000000768,Close to 3'-UTR,Close to 3'-UTR,"""Guanosine diphosphatase located in the Golgi; involved in the transport of GDP-mannose into the Golgi lumen ; converting GDP to GMP after mannose is transferred to substrates; null mutants are defective in sporulation and pre-meiotic S phase entry; orthologous to human ENTPD6 ; a meiosis-associated non-obstructive azoospermia (NOA) related gene identified in GWAS studies""",Verified ORF
2904,5,76107,0.353062092424301,0.161500810914377,0.0294622441090794,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2905,5,76472,0.296360196567963,0.161723408937803,0.0677172820382834,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2906,5,76912,0.307091849292906,0.162313847131734,0.0593140516257161,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2907,5,77002,0.260152576860278,0.163522472431686,0.112520755806713,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2908,5,77032,0.294619035389381,0.162379326496096,0.0704668305695208,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2909,5,77423,0.270794834739621,0.162822892723917,0.0971749414886046,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2910,5,77484,0.33817640637008,0.163117595401768,0.0388781067787841,YEL041W,YEF1,SGDID:S000000767,Close to 3'-UTR,Close to 3'-UTR,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2911,5,77918,0.289773737608895,0.164245780551199,0.0785515455868876,YEL040W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2912,5,78310,0.305034578725718,0.163462519904859,0.0628589040276836,YEL040W,UTR2,SGDID:S000000766,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck""",Verified ORF
2913,5,79208,0.268628875247318,0.167229967602287,0.109092441968695,YEL040W,UTR2,SGDID:S000000766,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck""",Verified ORF
2914,5,79230,0.215910007034758,0.166489344800978,0.195533341500531,YEL040W,UTR2,SGDID:S000000766,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck""",Verified ORF
2917,5,79232,0.213860171711731,0.166382678155914,0.199512230672111,YEL040W,UTR2,SGDID:S000000766,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck""",Verified ORF
2919,5,80396,0.257448554451522,0.168077660215159,0.126486268624447,YEL038W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2920,5,81334,0.298773656988952,0.1741011854957,0.0870225473772873,YEL038W,UTR4,SGDID:S000000764,Close to 3'-UTR,Close to 3'-UTR,"""Protein with sequence similarity to acireductone synthases; involved in methionine salvage; found in both the cytoplasm and nucleus""",Verified ORF
2921,5,82827,0.252458478766917,0.169687631612605,0.137700686045237,YEL037C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2922,5,83188,0.267211427255263,0.171474288293339,0.120053997654005,YEL036C,ANP1,SGDID:S000000762,CDS,CDS,"""Subunit of the alpha-1,6 mannosyltransferase complex; type II membrane protein; has a role in retention of glycosyltransferases in the Golgi; involved in osmotic sensitivity and resistance to aminonitrophenyl propanediol""",Verified ORF
2923,5,85693,0.203085809350499,0.186335021802962,0.27650236471212,YEL034C-A,YEL034C-A,SGDID:S000028743,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; completely overlaps HYP2/YEL034W ; a verified gene that encodes eiF-5A""",Dubious ORF
2925,5,87323,0.189456824486905,0.190066283889167,0.319547569145696,YEL032W,MCM3,SGDID:S000000758,CDS,CDS,"""Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex""",Verified ORF
2926,5,90716,-0.126836802087509,0.206471268676342,0.539408013226832,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2927,5,90719,-0.0921420502694099,0.206009696317187,0.654954114480861,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2928,5,90720,-0.0921420502694099,0.206009696317187,0.654954114480861,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2929,5,90746,-0.120543895916589,0.208101256058562,0.562785924798597,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2930,5,91091,-0.12449623545274,0.207906801877101,0.549685056532704,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2931,5,92747,-0.170837165863403,0.208192986734811,0.412444333552492,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2932,5,93878,-0.113185207866926,0.213644049915111,0.596594713943363,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2934,5,97629,-0.0621881833072866,0.223030720522039,0.780536750111745,YEL029C,BUD16,SGDID:S000000755,CDS,CDS,"""Putative pyridoxal kinase; a key enzyme involved in pyridoxal 5'-phosphate synthesis ; the active form of vitamin B6; required for genome integrity; involved in bud-site selection; similarity to yeast BUD17 and human pyridoxal kinase (PDXK)""",Verified ORF
2935,5,97695,-0.106341462092251,0.221663526121174,0.631707453830521,YEL029C,BUD16,SGDID:S000000755,CDS,CDS,"""Putative pyridoxal kinase; a key enzyme involved in pyridoxal 5'-phosphate synthesis ; the active form of vitamin B6; required for genome integrity; involved in bud-site selection; similarity to yeast BUD17 and human pyridoxal kinase (PDXK)""",Verified ORF
2936,5,98040,-0.168154056113432,0.216875067208721,0.438652038943556,YEL028W_NFR/NDR,,,Promoter,Promoter,,Promoter
2937,5,98089,-0.193890756788187,0.218812731655757,0.376164925665941,YEL028W_NFR/NDR,,,Promoter,Promoter,,Promoter
2938,5,98565,-0.0397910429393242,0.229827762580621,0.862645184198607,YEL029C,BUD16,SGDID:S000000755,Close to 3'-UTR,Close to 3'-UTR,"""Putative pyridoxal kinase; a key enzyme involved in pyridoxal 5'-phosphate synthesis ; the active form of vitamin B6; required for genome integrity; involved in bud-site selection; similarity to yeast BUD17 and human pyridoxal kinase (PDXK)""",Verified ORF
2939,5,98574,-0.0397910429393242,0.229827762580621,0.862645184198607,YEL029C,BUD16,SGDID:S000000755,Close to 3'-UTR,Close to 3'-UTR,"""Putative pyridoxal kinase; a key enzyme involved in pyridoxal 5'-phosphate synthesis ; the active form of vitamin B6; required for genome integrity; involved in bud-site selection; similarity to yeast BUD17 and human pyridoxal kinase (PDXK)""",Verified ORF
2940,5,98997,-0.0881969658168025,0.227320354565742,0.698260740871183,YEL028W,YEL028W,SGDID:S000000754,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YEL028W is not an essential gene""",Uncharacterized ORF
2941,5,99314,-0.0538243295351037,0.229465519068273,0.81468321694651,YEL028W,YEL028W,SGDID:S000000754,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YEL028W is not an essential gene""",Uncharacterized ORF
2942,5,99455,-0.0476448641809508,0.235485091435436,0.839778073944699,YELCdelta3_NFR/NDR,,,Promoter,Promoter,,Promoter
2943,5,99489,-0.0548360251206415,0.232788749676743,0.813909691861746,YELCdelta3_NFR/NDR,,,Promoter,Promoter,,Promoter
2947,5,102203,-0.161181114954051,0.287836918595855,0.575852519309397,YEL026W,SNU13,SGDID:S000000752,CDS,CDS,"""RNA binding protein; part of U3 snoRNP involved in rRNA processing ; part of U4/U6-U5 tri-snRNP involved in mRNA splicing ; similar to human 15.5K protein""",Verified ORF
2948,5,102465,-0.263207865352719,0.303553504487243,0.386482333907215,YEL026W,SNU13,SGDID:S000000752,Close to 3'-UTR,Close to 3'-UTR,"""RNA binding protein; part of U3 snoRNP involved in rRNA processing ; part of U4/U6-U5 tri-snRNP involved in mRNA splicing ; similar to human 15.5K protein""",Verified ORF
2949,5,103569,-0.197707971259643,0.311984140902427,0.526679438087897,YEL025C,YEL025C,SGDID:S000000751,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2950,5,103937,-0.289483341226077,0.314507832456847,0.357975178560049,YEL025C,YEL025C,SGDID:S000000751,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2951,5,104225,-0.323628303000856,0.322703876767239,0.31661312402323,YEL025C,YEL025C,SGDID:S000000751,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2952,5,104404,-0.18392770526043,0.31712136600948,0.562290337159278,YEL025C,YEL025C,SGDID:S000000751,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2953,5,104442,-0.0860712736704521,0.327257516697321,0.792698020952733,YEL025C,YEL025C,SGDID:S000000751,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2954,5,104957,-0.280024255794881,0.325369514042008,0.390023493222057,YEL025C,YEL025C,SGDID:S000000751,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2955,5,105087,-0.226781787040053,0.324492301072771,0.485086053608842,YEL025C,YEL025C,SGDID:S000000751,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2956,5,105138,-0.226781787040053,0.324492301072771,0.485086053608842,YEL025C,YEL025C,SGDID:S000000751,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2957,5,105493,-0.328044270699316,0.33279904549841,0.324949212038086,YEL025C,YEL025C,SGDID:S000000751,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2958,5,105602,-0.414584995058398,0.332525402465284,0.213305949122068,YEL025C,YEL025C,SGDID:S000000751,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2959,5,105816,-0.309638911587495,0.332848994856425,0.352867851734979,YEL025C,YEL025C,SGDID:S000000751,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2960,5,105842,-0.498306645761037,0.34225417103488,0.146293871726802,YEL025C,YEL025C,SGDID:S000000751,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2961,5,105854,-0.372718992755217,0.338995866034178,0.272308252388502,YEL025C,YEL025C,SGDID:S000000751,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2962,5,106333,-0.286113206424726,0.366510222230943,0.435536352525874,YEL025C,YEL025C,SGDID:S000000751,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2963,5,106481,-0.418934823606346,0.354812958488527,0.23850884629858,YEL025C,YEL025C,SGDID:S000000751,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2964,5,106489,-0.443801053697985,0.360255325266705,0.218803797877948,YEL025C,YEL025C,SGDID:S000000751,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2965,5,106491,-0.443801053697985,0.360255325266705,0.218803797877948,YEL025C,YEL025C,SGDID:S000000751,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2966,5,106493,-0.475677513030636,0.352509744608989,0.178072540984339,YEL025C,YEL025C,SGDID:S000000751,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2967,5,106501,-0.434258419851112,0.348613859391015,0.213711101311003,YEL025C,YEL025C,SGDID:S000000751,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2968,5,106718,-0.127832168129213,0.343212837768897,0.709775822783342,YEL025C,YEL025C,SGDID:S000000751,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
2969,5,106822,-0.129038210730084,0.347096948264126,0.710291493255919,YEL025C,YEL025C,SGDID:S000000751,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
