SNP,Chr,Pos,Effect,SE,TPO1_TPO2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3095,5,245951,0.03845022182749,0.158216529008701,0.808128897057412,YER047C,SAP1,SGDID:S000000849,CDS,CDS,"""Putative ATPase of the AAA family; interacts with the Sin1p transcriptional repressor in the two-hybrid system""",Verified ORF
3096,5,246143,0.0429929030006346,0.158444671229121,0.786285600507628,YER047C,SAP1,SGDID:S000000849,CDS,CDS,"""Putative ATPase of the AAA family; interacts with the Sin1p transcriptional repressor in the two-hybrid system""",Verified ORF
3097,5,246282,0.0736117159066164,0.158405267399545,0.642429242132763,YER047C,SAP1,SGDID:S000000849,CDS,CDS,"""Putative ATPase of the AAA family; interacts with the Sin1p transcriptional repressor in the two-hybrid system""",Verified ORF
3098,5,246808,0.177142267059235,0.161166950626035,0.272463564289971,YER047C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3101,5,249753,-0.216276746030097,0.263924306666616,0.413074055404351,YER048W-A,ISD11,SGDID:S000007237,Close to 3'-UTR,Close to 3'-UTR,"""Cysteine desulfurase (Nfs1p) activator; essential for the formation of the persulfide intermediate at the desulfurase active site during pyridoxal phosphate-dependent desulfuration of cysteine; required for mitochondrial iron-sulfur cluster biosynthesis; exclusive to eukaryotes ; implicated as eukaryotic supplement to the bacterium-derived Fe-S cluster (ISC) assembly apparatus; involved in regulation of iron metabolism; member of the LYR protein family""",Verified ORF
3104,5,251602,0.202167146749502,0.160897476728268,0.209766798578481,YER049W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3105,5,251756,0.156355062942064,0.159410325743448,0.327346361593632,YER049W,TPA1,SGDID:S000000851,CDS,CDS,"""Prolyl hydroxylase; catalyzes oxygen-dependent dihydroxylation of Rps23a/b ; a 40S ribosomal decoding center subunit; influences translational termination and regulates translational accuracy; interacts with Sup45p (eRF1) ; Sup35p (eRF3) and Pab1p; disputed role as a oxidative dealkylase repairing DNA methyl-base lesions; poly(rA)-binding protein affecting poly(A) tail length and mRNA stability; Fe(II)/2-oxoglutarate-dependent dioxygenase family member similar to human prolyl 4-hydroxylase OGFOD1""",Verified ORF
3106,5,251866,0.150881178397084,0.158337543406621,0.341288503898288,YER049W,TPA1,SGDID:S000000851,CDS,CDS,"""Prolyl hydroxylase; catalyzes oxygen-dependent dihydroxylation of Rps23a/b ; a 40S ribosomal decoding center subunit; influences translational termination and regulates translational accuracy; interacts with Sup45p (eRF1) ; Sup35p (eRF3) and Pab1p; disputed role as a oxidative dealkylase repairing DNA methyl-base lesions; poly(rA)-binding protein affecting poly(A) tail length and mRNA stability; Fe(II)/2-oxoglutarate-dependent dioxygenase family member similar to human prolyl 4-hydroxylase OGFOD1""",Verified ORF
3107,5,253670,0.182135742727619,0.160407288940987,0.256953804025639,YER049W,TPA1,SGDID:S000000851,Close to 3'-UTR,Close to 3'-UTR,"""Prolyl hydroxylase; catalyzes oxygen-dependent dihydroxylation of Rps23a/b ; a 40S ribosomal decoding center subunit; influences translational termination and regulates translational accuracy; interacts with Sup45p (eRF1) ; Sup35p (eRF3) and Pab1p; disputed role as a oxidative dealkylase repairing DNA methyl-base lesions; poly(rA)-binding protein affecting poly(A) tail length and mRNA stability; Fe(II)/2-oxoglutarate-dependent dioxygenase family member similar to human prolyl 4-hydroxylase OGFOD1""",Verified ORF
3109,5,254385,0.185400208744553,0.158443045910631,0.242734885201513,YER050C,RSM18,SGDID:S000000852,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit; has similarity to E. coli S18 ribosomal protein""",Verified ORF
3113,5,260512,0.2045256821034,0.159743527284903,0.201267014575341,XUT_5F-125,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
3114,5,260909,0.205374700887337,0.158645414618809,0.196321067630822,YER053C-A,YER053C-A,SGDID:S000007523,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; protein abundance increases in response to DNA replication stress""",Verified ORF
3115,5,261182,0.214306257557361,0.159488401677659,0.179905050925742,YER053C-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3116,5,261798,0.196306007723892,0.15814635967637,0.215321652462126,YER053C-A,YER053C-A,SGDID:S000007523,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; protein abundance increases in response to DNA replication stress""",Verified ORF
3117,5,262671,0.194581706780246,0.15993750888829,0.224565135837218,CUT110,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
3118,5,264790,0.164376370741198,0.159367042441789,0.303044129106647,YER055C,HIS1,SGDID:S000000857,Close to 3'-UTR,Close to 3'-UTR,"""ATP phosphoribosyltransferase; a hexameric enzyme ; catalyzes the first step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu ; Co ; and Ni salts; transcription is regulated by general amino acid control""",Verified ORF
3119,5,265651,0.145728909887929,0.158114176218063,0.357330810390922,YER055C,HIS1,SGDID:S000000857,CDS,CDS,"""ATP phosphoribosyltransferase; a hexameric enzyme ; catalyzes the first step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu ; Co ; and Ni salts; transcription is regulated by general amino acid control""",Verified ORF
3120,5,266244,0.191713773612798,0.162140090614409,0.237844476484156,YER055C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3123,5,268009,0.292674703485275,0.157736284138434,0.0643627376472787,YER056C,FCY2,SGDID:S000000858,CDS,CDS,"""Purine-cytosine permease; mediates purine (adenine ; guanine ; and hypoxanthine) and cytosine accumulation; relative distribution to the vacuole increases upon DNA replication stress""",Verified ORF
3124,5,268019,0.292674703485275,0.157736284138434,0.0643627376472787,YER056C,FCY2,SGDID:S000000858,CDS,CDS,"""Purine-cytosine permease; mediates purine (adenine ; guanine ; and hypoxanthine) and cytosine accumulation; relative distribution to the vacuole increases upon DNA replication stress""",Verified ORF
3128,5,269900,0.317729950179682,0.159115046829699,0.0466081782187815,XUT_5F-129_NFR/NDR,,,Promoter,Promoter,,Promoter
3129,5,271971,0.303040820979898,0.158319401253619,0.056414350165537,YER058W,PET117,SGDID:S000000860,CDS,CDS,"""Assembly factor that couples heme a synthesis to complex IV assembly; regulates the oligomerization state of the Cox15p heme a synthase ; and couples this to the assembly of the cytochrome C oxidase complex (complex IV)""",Verified ORF
3131,5,272598,0.322259078781899,0.157850992552891,0.0419402857399767,YER058W,PET117,SGDID:S000000860,Close to 3'-UTR,Close to 3'-UTR,"""Assembly factor that couples heme a synthesis to complex IV assembly; regulates the oligomerization state of the Cox15p heme a synthase ; and couples this to the assembly of the cytochrome C oxidase complex (complex IV)""",Verified ORF
3132,5,272758,0.326501916099601,0.157585770880473,0.0390005618646366,YER059W,PCL6,SGDID:S000000861,CDS,CDS,"""Pho85p cyclin of the Pho80p subfamily; forms the major Glc8p kinase together with Pcl7p and Pho85p; involved in the control of glycogen storage by Pho85p; stabilized by Elongin C binding; PCL6 has a paralog ; PCL7 ; that arose from the whole genome duplication""",Verified ORF
3133,5,273551,0.310111120549067,0.158545403075181,0.051256257640392,YER059W,PCL6,SGDID:S000000861,CDS,CDS,"""Pho85p cyclin of the Pho80p subfamily; forms the major Glc8p kinase together with Pcl7p and Pho85p; involved in the control of glycogen storage by Pho85p; stabilized by Elongin C binding; PCL6 has a paralog ; PCL7 ; that arose from the whole genome duplication""",Verified ORF
3136,5,274280,0.317680969242423,0.159282141606679,0.0468711132805155,YER060W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3137,5,274601,0.299466630753931,0.158258752128251,0.05927446920557,YER060W,FCY21,SGDID:S000000862,CDS,CDS,"""Putative purine-cytosine permease; very similar to Fcy2p but cannot substitute for its function""",Verified ORF
3138,5,277836,0.292254123044884,0.158226026886886,0.0655740632450268,YER060W-A,FCY22,SGDID:S000002958,CDS,CDS,"""Putative purine-cytosine permease; very similar to Fcy2p but cannot substitute for its function""",Verified ORF
3139,5,279640,0.254314840773756,0.158552045775912,0.109612018157891,YER061C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3141,5,283807,0.313811610750209,0.157868931955111,0.0476061739527401,YER064C,VHR2,SGDID:S000000866,CDS,CDS,"""Non-essential nuclear protein; null mutation has global effects on transcription; VHR2 has a paralog ; VHR1 ; that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
3142,5,284696,0.291438807968483,0.160218092789767,0.0697565536791807,SUT093,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3146,5,290243,0.20139027212604,0.159905872720525,0.208707116934268,YER066W,RRT13,SGDID:S000000868,CDS,CDS,"""Putative protein of unknown function; non-essential gene identified in a screen for mutants with decreased levels of rDNA transcription""",Uncharacterized ORF
3148,5,293310,0.179012023346525,0.158652601910114,0.259948088522222,YER068W,MOT2,SGDID:S000000870,CDS,CDS,"""Ubiquitin-protein ligase subunit of the CCR4-NOT complex; with Ubc4p ; ubiquitinates nascent polypeptide-associated complex subunits and histone demethyase Jhd2p; CCR4-NOT has roles in transcription regulation ; mRNA degradation ; and post-transcriptional modifications; regulates levels of DNA Polymerase-{alpha} to promote efficient and accurate DNA replication""",Verified ORF
3149,5,293706,0.167005744404334,0.158204197227917,0.291857355171815,YER068W,MOT2,SGDID:S000000870,CDS,CDS,"""Ubiquitin-protein ligase subunit of the CCR4-NOT complex; with Ubc4p ; ubiquitinates nascent polypeptide-associated complex subunits and histone demethyase Jhd2p; CCR4-NOT has roles in transcription regulation ; mRNA degradation ; and post-transcriptional modifications; regulates levels of DNA Polymerase-{alpha} to promote efficient and accurate DNA replication""",Verified ORF
3151,5,302362,0.0766868431607062,0.160906326385775,0.633946780260536,YER071C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3152,5,304779,0.0626644692282162,0.15857597271292,0.692956104922442,YER073W,ALD5,SGDID:S000000875,CDS,CDS,"""Mitochondrial aldehyde dehydrogenase; involved in regulation or biosynthesis of electron transport chain components and acetate formation; activated by K+; utilizes NADP+ as the preferred coenzyme; constitutively expressed""",Verified ORF
3153,5,308710,0.0766518693281434,0.161523011509598,0.635396225589019,YER075C,PTP3,SGDID:S000000877,CDS,CDS,"""Phosphotyrosine-specific protein phosphatase; major role in the pheromone adaptive response through dephosphorylation of the Fus3p MAPK with a minor role by Ptp2p and Msg5p; minor role in the inactivation of Hog1p MAPK during osmolarity sensing with major role by Ptp2p; dephosphorylates and regulates the localization of Hog1p; minor role in the cell wall integrity pathway through tyrosine dephosphorylation of the MAPK Slt2p while Ptp2p plays a major role; localizes to the cytoplasm""",Verified ORF
3154,5,309654,0.134376644115592,0.158329672352196,0.39661549241096,YER075C,PTP3,SGDID:S000000877,CDS,CDS,"""Phosphotyrosine-specific protein phosphatase; major role in the pheromone adaptive response through dephosphorylation of the Fus3p MAPK with a minor role by Ptp2p and Msg5p; minor role in the inactivation of Hog1p MAPK during osmolarity sensing with major role by Ptp2p; dephosphorylates and regulates the localization of Hog1p; minor role in the cell wall integrity pathway through tyrosine dephosphorylation of the MAPK Slt2p while Ptp2p plays a major role; localizes to the cytoplasm""",Verified ORF
3155,5,309985,0.115470995935938,0.158869963063592,0.467813582771285,YER075C,PTP3,SGDID:S000000877,CDS,CDS,"""Phosphotyrosine-specific protein phosphatase; major role in the pheromone adaptive response through dephosphorylation of the Fus3p MAPK with a minor role by Ptp2p and Msg5p; minor role in the inactivation of Hog1p MAPK during osmolarity sensing with major role by Ptp2p; dephosphorylates and regulates the localization of Hog1p; minor role in the cell wall integrity pathway through tyrosine dephosphorylation of the MAPK Slt2p while Ptp2p plays a major role; localizes to the cytoplasm""",Verified ORF
3156,5,310175,0.122232367398164,0.159796705844221,0.444827749729103,YER075C,PTP3,SGDID:S000000877,CDS,CDS,"""Phosphotyrosine-specific protein phosphatase; major role in the pheromone adaptive response through dephosphorylation of the Fus3p MAPK with a minor role by Ptp2p and Msg5p; minor role in the inactivation of Hog1p MAPK during osmolarity sensing with major role by Ptp2p; dephosphorylates and regulates the localization of Hog1p; minor role in the cell wall integrity pathway through tyrosine dephosphorylation of the MAPK Slt2p while Ptp2p plays a major role; localizes to the cytoplasm""",Verified ORF
3157,5,312612,-0.00789335597454,0.159682963770631,0.960603444119114,YER076C,YER076C,SGDID:S000000878,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; analysis of HA-tagged protein suggests a membrane localization""",Uncharacterized ORF
3158,5,313206,0.0150170090819365,0.158332137828566,0.924491770442322,YER076C,YER076C,SGDID:S000000878,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; analysis of HA-tagged protein suggests a membrane localization""",Uncharacterized ORF
3159,5,313702,-0.0470693328766291,0.159179833796172,0.767633751303121,YER076W-A,YER076W-A,SGDID:S000028750,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YER076C""",Dubious ORF
3160,5,314857,-0.000653736355643,0.158674855306918,0.996715072548525,YER077C,MRX1,SGDID:S000000879,CDS,CDS,"""Protein that associates with mitochondrial ribosome; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; null mutation results in a decrease in plasma membrane electron transport""",Uncharacterized ORF
3161,5,315976,0.0152020127622692,0.160507065934219,0.924596990746302,YER077C,MRX1,SGDID:S000000879,CDS,CDS,"""Protein that associates with mitochondrial ribosome; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; null mutation results in a decrease in plasma membrane electron transport""",Uncharacterized ORF
3162,5,317740,0.0146100653761097,0.159228004661552,0.926944246938274,YER078C,ICP55,SGDID:S000000880,CDS,CDS,"""Mitochondrial aminopeptidase; cleaves the N termini of at least 38 imported proteins after cleavage by the mitochondrial processing peptidase (MPP) ; thereby increasing their stability; member of the aminopeptidase P family; yeast ortholog of human gene XPNPEP3 ; which is mutated in rare hereditary kidney disease similar to nephronophthisis""",Verified ORF
3164,5,320971,0.0261667839965853,0.160297394479706,0.87042368503983,YER080W,AIM9,SGDID:S000000882,CDS,CDS,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss""",Verified ORF
3165,5,321654,0.12182263384055,0.160858834040966,0.44935958182606,YER080W,AIM9,SGDID:S000000882,CDS,CDS,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss""",Verified ORF
3166,5,324331,-0.0399394758142257,0.16169423492031,0.805047028567507,YER082C,UTP7,SGDID:S000000884,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA""",Verified ORF
3167,5,328525,0.196174546063407,0.158750433725629,0.217376271772368,YER086W,ILV1,SGDID:S000000888,CDS,CDS,"""Threonine deaminase ; catalyzes first step in isoleucine biosynthesis; expression is under general amino acid control; ILV1 locus exhibits highly positioned nucleosomes whose organization is independent of known ILV1 regulation""",Verified ORF
3168,5,335406,0.247411824189325,0.158361691486741,0.119108368290477,YER088C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3169,5,335771,0.139234902643544,0.158280321771725,0.379635002362426,YER088C-A,YER088C-A,SGDID:S000028754,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORFs PTC2/YER089C and YER088W-B""",Dubious ORF
3170,5,336687,0.0948198111760962,0.158328434384798,0.549636696551897,YER089C,PTC2,SGDID:S000000891,CDS,CDS,"""Type 2C protein phosphatase (PP2C); dephosphorylates Hog1p to limit maximal osmostress induced kinase activity; dephosphorylates Ire1p to downregulate the unfolded protein response; dephosphorylates Cdc28p; inactivates the DNA damage checkpoint; PTC2 has a paralog ; PTC3 ; that arose from the whole genome duplication""",Verified ORF
3171,5,341045,0.117051925924561,0.160055874350739,0.465069406594876,YER091C,MET6,SGDID:S000000893,CDS,CDS,"""Cobalamin-independent methionine synthase; involved in methionine biosynthesis and regeneration; requires a minimum of two glutamates on the methyltetrahydrofolate substrate ; similar to bacterial metE homologs""",Verified ORF
3172,5,341262,0.0936914195571509,0.15894334552195,0.555926958532252,YER091C,MET6,SGDID:S000000893,CDS,CDS,"""Cobalamin-independent methionine synthase; involved in methionine biosynthesis and regeneration; requires a minimum of two glutamates on the methyltetrahydrofolate substrate ; similar to bacterial metE homologs""",Verified ORF
3173,5,342707,0.0945830488426661,0.158328835561603,0.550634299890777,YER092W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3174,5,342848,0.0446461213681331,0.159839681348424,0.780164269996194,YER092W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3175,5,343502,0.0063730983593901,0.159554429690709,0.968161071334425,CUT113,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
3176,5,343588,0.0120646375295013,0.158557248000361,0.939390518073812,CUT113,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
3177,5,346773,0.0305504769879024,0.161859301383652,0.850399484965597,YER093C,TSC11,SGDID:S000000895,CDS,CDS,"""Subunit of TORC2 (Tor2p-Lst8p-Avo1-Avo2-Tsc11p-Bit61p); TORC2 is a membrane-associated complex that regulates actin cytoskeletal dynamics during polarized growth and cell wall integrity; involved in sphingolipid metabolism; contains a RasGEFN domain""",Verified ORF
3178,5,349449,0.0334542423385582,0.159709332555244,0.834202535985678,YER094C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3179,5,350876,-0.0201215569761894,0.159631455765478,0.899764047487258,YER095W,RAD51,SGDID:S000000897,CDS,CDS,"""Strand exchange protein; forms helical filament with DNA that searches for homology; involved in recombinational repair of DNS DSBs during vegetative growth and meiosis; phosphorylation by Cdc28p in G2/M phase promotes DNA binding ; strand invasion ; and primer extension; L1 and L2 motifs of DNA binding site I have critical roles in ensuring DNA fidelity during meiotic recombination; RAD51 and RAD4 pathways confer resistance to benzo[a]pyrene dihydrodiol; homolog of Dmc1p and bacterial RecA""",Verified ORF
3180,5,354177,-0.0504275852850247,0.1621250960324,0.755952889392608,YERWdelta13,YERWdelta13,SGDID:S000006916,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
3181,5,357163,-0.067831262185079,0.160421851617001,0.672676342650653,YER098W,UBP9,SGDID:S000000900,CDS,CDS,"""Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; UBP9 has a paralog ; UBP13 ; that arose from the whole genome duplication""",Verified ORF
3182,5,360584,0.0159252522975278,0.159899924315185,0.920722302941614,YER101C,AST2,SGDID:S000000903,CDS,CDS,"""Lipid raft associated protein; overexpression restores Pma1p localization to lipid rafts which is required for targeting of Pma1p to the plasma membrane; sometimes classified in the medium-chain dehydrogenase/reductases (MDRs) superfamily; AST2 has a paralog ; AST1 ; that arose from the whole genome duplication""",Verified ORF
3183,5,363025,-0.0136401851670092,0.163341186905712,0.933495489832332,YER102W,RPS8B,SGDID:S000000904,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S8 ; no bacterial homolog; RPS8B has a paralog ; RPS8A ; that arose from the whole genome duplication""",Verified ORF
3184,5,365083,-0.0740539706210699,0.159513740024382,0.642756090579083,YER103W,SSA4,SGDID:S000000905,CDS,CDS,"""Heat shock protein that is highly induced upon stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the HSP70 family; cytoplasmic protein that concentrates in nuclei upon starvation; SSA4 has a paralog ; SSA3 ; that arose from the whole genome duplication""",Verified ORF
3185,5,366361,-0.110856377668555,0.159610237726157,0.487797804712168,YER103W,SSA4,SGDID:S000000905,CDS,CDS,"""Heat shock protein that is highly induced upon stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the HSP70 family; cytoplasmic protein that concentrates in nuclei upon starvation; SSA4 has a paralog ; SSA3 ; that arose from the whole genome duplication""",Verified ORF
3186,5,371014,-0.0535068884479036,0.158803549412556,0.736364165015627,YER105C,NUP157,SGDID:S000000907,CDS,CDS,"""Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC assembly and tethering of DNA to the nuclear periphery; both Nup170p and NUP157p are similar to human Nup155p; NUP157 has a paralog ; NUP170 ; that arose from the whole genome duplication""",Verified ORF
3187,5,371457,0.0155708422368109,0.161783002544919,0.923380425730309,YER105C,NUP157,SGDID:S000000907,CDS,CDS,"""Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC assembly and tethering of DNA to the nuclear periphery; both Nup170p and NUP157p are similar to human Nup155p; NUP157 has a paralog ; NUP170 ; that arose from the whole genome duplication""",Verified ORF
3188,5,372989,0.0715866669709438,0.162252424390525,0.65933431918062,YER106W,MAM1,SGDID:S000000908,CDS,CDS,"""Monopolin; meiosis-specific kinetochore-associated protein involved in monopolar attachment of sister kinetochores to the meiotic spindle; subunit of monopolin ; a complex that prevents biorientation of sister kinetochores to ensure homolog biorientation during meiosis I; regulates the conformation ; enzyme kinetics and substrate specificity of the Dsn1p kinase ; Hrr1p; expressed only during the first meiotic division""",Verified ORF
3189,5,374614,-0.0561525802470659,0.159785885351548,0.725480011839678,YER107W-A,YER107W-A,SGDID:S000028755,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verified ORF GLE2/YER107C""",Dubious ORF
3190,5,377631,-0.0425126309259298,0.160113458559978,0.790767238645423,YER109C,FLO8,SGDID:S000000911,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor; required for flocculation ; diploid filamentous growth ; and haploid invasive growth; forms a heterodimer with Mss1p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1; S. cerevisiae genome reference strain S288C contains an internal in-frame stop at codon 142 ; which in other strains encodes tryptophan""",blocked_reading_frame
3191,5,378702,0.0078422420032268,0.163972808613879,0.961881580647371,SUT096,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
3192,5,378741,0.0186224188708061,0.163136662972113,0.909181992324616,XUT_5F-191,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
3193,5,379541,0.0773878872774082,0.160146016817188,0.629229676646912,YER110C,KAP123,SGDID:S000000912,CDS,CDS,"""Karyopherin beta; mediates nuclear import of ribosomal proteins prior to assembly into ribosomes and import of histones H3 and H4; localizes to the nuclear pore ; nucleus ; and cytoplasm; exhibits genetic interactions with RAI1""",Verified ORF
3194,5,380460,0.0391774855141851,0.160694225973527,0.807526224317579,YER110C,KAP123,SGDID:S000000912,CDS,CDS,"""Karyopherin beta; mediates nuclear import of ribosomal proteins prior to assembly into ribosomes and import of histones H3 and H4; localizes to the nuclear pore ; nucleus ; and cytoplasm; exhibits genetic interactions with RAI1""",Verified ORF
3198,5,382808,0.0709878206057739,0.160882370570672,0.659309016288295,YER111C,SWI4,SGDID:S000000913,CDS,CDS,"""DNA binding component of the SBF complex (Swi4p-Swi6p); a transcriptional activator that in concert with MBF (Mbp1-Swi6p) regulates late G1-specific transcription of targets including cyclins and genes required for DNA synthesis and repair; Slt2p-independent regulator of cold growth; acetylation at two sites ; K1016 and K1066 ; regulates interaction with Swi6p""",Verified ORF
3199,5,384156,0.0574172884418683,0.162873400084578,0.724653378314225,YER111C,SWI4,SGDID:S000000913,CDS,CDS,"""DNA binding component of the SBF complex (Swi4p-Swi6p); a transcriptional activator that in concert with MBF (Mbp1-Swi6p) regulates late G1-specific transcription of targets including cyclins and genes required for DNA synthesis and repair; Slt2p-independent regulator of cold growth; acetylation at two sites ; K1016 and K1066 ; regulates interaction with Swi6p""",Verified ORF
3200,5,387695,0.136733270120411,0.160162722404028,0.393842028830054,YER112W,LSM4,SGDID:S000000914,CDS,CDS,"""Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA ; snoRNA ; and rRNA; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
3201,5,388185,0.0875942403711525,0.161634358450063,0.588209773596213,YER113C,TMN3,SGDID:S000000915,CDS,CDS,"""Protein with a role in cellular adhesion and filamentous growth; similar to Emp70p and Tmn2p; member of Transmembrane Nine family with 9 transmembrane segments; localizes to Golgi; induced by 8-methoxypsoralen plus UVA irradiation""",Verified ORF
3203,5,391916,0.175773147123824,0.159759332674778,0.271978545947695,YER114C,BOI2,SGDID:S000000916,CDS,CDS,"""Protein involved in polar growth; functionally redundant with Boi1p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth and for inhibition of membrane abscission until the end of cytokinesis; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI2 has a paralog ; BOI1 ; that arose from the whole genome duplication""",Verified ORF
3204,5,392497,0.109968815072978,0.160336255708005,0.493249270201407,YER114C,BOI2,SGDID:S000000916,CDS,CDS,"""Protein involved in polar growth; functionally redundant with Boi1p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth and for inhibition of membrane abscission until the end of cytokinesis; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI2 has a paralog ; BOI1 ; that arose from the whole genome duplication""",Verified ORF
3205,5,393006,0.124882374502445,0.160324747019469,0.43654052528209,YER114C,BOI2,SGDID:S000000916,CDS,CDS,"""Protein involved in polar growth; functionally redundant with Boi1p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth and for inhibition of membrane abscission until the end of cytokinesis; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI2 has a paralog ; BOI1 ; that arose from the whole genome duplication""",Verified ORF
3206,5,393290,0.0610842184459456,0.160162117189771,0.703143386472881,YER114C,BOI2,SGDID:S000000916,CDS,CDS,"""Protein involved in polar growth; functionally redundant with Boi1p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth and for inhibition of membrane abscission until the end of cytokinesis; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI2 has a paralog ; BOI1 ; that arose from the whole genome duplication""",Verified ORF
3208,5,396266,-0.0099043798874463,0.16122974195356,0.951051344509821,YER117W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3209,5,398009,-0.0021191066967875,0.160462431667427,0.989470705252379,YER118C,SHO1,SGDID:S000000920,CDS,CDS,"""Transmembrane osmosensor for filamentous growth and HOG pathways; involved in activation of the Cdc42p- and MAP kinase-dependent filamentous growth pathway and the high-osmolarity glycerol (HOG) response pathway; phosphorylated by Hog1p; interacts with Pbs2p ; Msb2p ; Hkr1p ; and Ste11p""",Verified ORF
3210,5,398644,-0.0199684616983499,0.160363218117884,0.90097427599909,YER118C,SHO1,SGDID:S000000920,CDS,CDS,"""Transmembrane osmosensor for filamentous growth and HOG pathways; involved in activation of the Cdc42p- and MAP kinase-dependent filamentous growth pathway and the high-osmolarity glycerol (HOG) response pathway; phosphorylated by Hog1p; interacts with Pbs2p ; Msb2p ; Hkr1p ; and Ste11p""",Verified ORF
