SNP,Chr,Pos,Effect,SE,ADE17_GIS2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3786,6,211447,-0.18408545203839,0.0745777507096131,0.0140462144728062,YFR029W,PTR3,SGDID:S000001925,CDS,CDS,"""Component of the SPS plasma membrane amino acid sensor system; senses external amino acid concentration and transmits intracellular signals that result in regulation of expression of amino acid permease genes; other members are Ssy1p ; Ptr3p ; and Ssy5p""",Verified ORF
3787,6,212247,-0.15716722604047,0.0748448613945673,0.0364463627769776,YFR029W,PTR3,SGDID:S000001925,CDS,CDS,"""Component of the SPS plasma membrane amino acid sensor system; senses external amino acid concentration and transmits intracellular signals that result in regulation of expression of amino acid permease genes; other members are Ssy1p ; Ptr3p ; and Ssy5p""",Verified ORF
3788,6,214251,-0.0432371522562286,0.0756087289202398,0.567784864723317,YFR030W,MET10,SGDID:S000001926,CDS,CDS,"""Subunit alpha of assimilatory sulfite reductase; complex converts sulfite into sulfide""",Verified ORF
3789,6,216365,-0.0556072778227596,0.0756580354720336,0.462838581645839,ARS608,ARS608,SGDID:S000007640,Other features,Replication,"""Extremely inefficient autonomously replicating sequence on Chr VI; activated early in S phase in <10% of cell cycles""",ARS
3790,6,221588,-0.0799651490227415,0.0752689922686667,0.288784180968504,YFR031C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3791,6,223266,-0.134005411559313,0.0761679683456866,0.0793859059855527,YFR032C-A,RPL29,SGDID:S000006437,CDS,CDS,"""Ribosomal 60S subunit protein L29; not essential for translation ; but required for proper joining of large and small ribosomal subunits and for normal translation rate; homologous to mammalian ribosomal protein L29 ; no bacterial homolog""",Verified ORF
3792,6,223299,-0.147799779983961,0.0751161263000551,0.0498946447375651,YFR032C-A,RPL29,SGDID:S000006437,CDS,CDS,"""Ribosomal 60S subunit protein L29; not essential for translation ; but required for proper joining of large and small ribosomal subunits and for normal translation rate; homologous to mammalian ribosomal protein L29 ; no bacterial homolog""",Verified ORF
3793,6,225352,-0.194370167590978,0.0746544445507064,0.0096144598995849,YFR034C,PHO4,SGDID:S000001930,CDS,CDS,"""Basic helix-loop-helix (bHLH) transcription factor of the myc-family; activates transcription cooperatively with Pho2p in response to phosphate limitation; binding to 'CACGTG' motif is regulated by chromatin restriction ; competitive binding of Cbf1p to the same DNA binding motif and cooperation with Pho2p; function is regulated by phosphorylation at multiple sites and by phosphate availability""",Verified ORF
3794,6,226182,-0.160010200291634,0.0753544764712352,0.034412734927013,YFR034W-A,YFR034W-A,SGDID:S000028631,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps YFR035C; identified by gene-trapping ; microarray expression analysis ; and genome-wide homology searching""",Dubious ORF
3795,6,226781,-0.140818078581032,0.0761724937952707,0.0653410117882319,YFR036W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3796,6,226929,-0.115984503905596,0.0758792758411806,0.127274082409876,YFR036W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3799,6,227356,-0.155185261020196,0.0764969868706979,0.0432446721472418,YFR035C,YFR035C,SGDID:S000001931,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; deletion mutant exhibits synthetic phenotype with alpha-synuclein""",Uncharacterized ORF
3800,6,229335,-0.0371752030526056,0.0766983741749047,0.62819439732244,YFR038W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3801,6,229567,-0.0276085945990127,0.0753060320645591,0.714123156824082,YFR038W,IRC5,SGDID:S000001934,CDS,CDS,"""Putative ATPase containing the DEAD/H helicase-related sequence motif; null mutant displays increased levels of spontaneous Rad52p foci; SWAT-GFP and mCherry fusion proteins localize to the nucleus""",Verified ORF
3802,6,231725,-0.0740677580526904,0.0755505692119445,0.327573320401996,YFR038W,IRC5,SGDID:S000001934,CDS,CDS,"""Putative ATPase containing the DEAD/H helicase-related sequence motif; null mutant displays increased levels of spontaneous Rad52p foci; SWAT-GFP and mCherry fusion proteins localize to the nucleus""",Verified ORF
3803,6,232479,-0.0569543099040836,0.0767016350668972,0.458251853943671,YFR039C,OSW7,SGDID:S000001935,CDS,CDS,"""Protein involved in outer spore wall assembly; likely involved directly in dityrosine layer assembly; may be involved in response to high salt and changes in carbon source; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; deletion mutant has decreased spore survival in Drosophila feces; OSW7 has a paralog ; SHE10 ; that arose from the whole genome duplication; paralogs are redundant for spore wall dityrosine assembly""",Verified ORF
3804,6,233698,-0.0498983601290056,0.0763551981119521,0.513857419447592,YFR040W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3805,6,234833,-0.0286319987219901,0.0752126217899333,0.703669120821776,YFR040W,SAP155,SGDID:S000001936,CDS,CDS,"""Protein required for function of the Sit4p protein phosphatase; forms a complex with Sit4p; member of a family of similar proteins including Sap4p ; Sap185p ; and Sap190p; protein abundance increases in response to DNA replication stress; SAP155 has a paralog ; SAP4 ; that arose from the whole genome duplication""",Verified ORF
3806,6,236114,-0.0459350758252641,0.0756258597118281,0.543976628963088,YFR040W,SAP155,SGDID:S000001936,CDS,CDS,"""Protein required for function of the Sit4p protein phosphatase; forms a complex with Sit4p; member of a family of similar proteins including Sap4p ; Sap185p ; and Sap190p; protein abundance increases in response to DNA replication stress; SAP155 has a paralog ; SAP4 ; that arose from the whole genome duplication""",Verified ORF
3807,6,240423,-0.0242355735004946,0.0754550029499238,0.748254673445995,YFR044C,DUG1,SGDID:S000001940,CDS,CDS,"""Cys-Gly metallo-di-peptidase; forms a complex with Dug2p and Dug3p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p); human homolog CNDP2 can complement yeast dug1 mutant""",Verified ORF
3808,6,240985,-0.0004005260025946,0.0755233310359789,0.995771561427854,YFR044C,DUG1,SGDID:S000001940,CDS,CDS,"""Cys-Gly metallo-di-peptidase; forms a complex with Dug2p and Dug3p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p); human homolog CNDP2 can complement yeast dug1 mutant""",Verified ORF
3809,6,242390,0.0208720564035185,0.0759698890545604,0.783675819817922,YFR044C,DUG1,SGDID:S000001940,Close to 3'-UTR,Close to 3'-UTR,"""Cys-Gly metallo-di-peptidase; forms a complex with Dug2p and Dug3p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p); human homolog CNDP2 can complement yeast dug1 mutant""",Verified ORF
3811,6,244301,-0.0320095431631375,0.0758762685313945,0.673380343494953,YFR047C,BNA6,SGDID:S000001943,CDS,CDS,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",Verified ORF
3812,6,244932,0.0034657993505223,0.0753343732487226,0.963331840287608,YFR047C,BNA6,SGDID:S000001943,CDS,CDS,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",Verified ORF
3813,6,245484,-0.02637970149233,0.0766960079847553,0.731087601917333,YFR047C,BNA6,SGDID:S000001943,Close to 3'-UTR,Close to 3'-UTR,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",Verified ORF
3814,6,245505,-0.0424935697384071,0.0764143538054019,0.578498849151927,YFR047C,BNA6,SGDID:S000001943,Close to 3'-UTR,Close to 3'-UTR,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",Verified ORF
3815,6,245506,-0.0424935697384071,0.0764143538054019,0.578498849151927,YFR047C,BNA6,SGDID:S000001943,Close to 3'-UTR,Close to 3'-UTR,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",Verified ORF
3816,6,245578,-0.02064080745997,0.0757845364785569,0.785503137760058,YFR047C,BNA6,SGDID:S000001943,Close to 3'-UTR,Close to 3'-UTR,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",Verified ORF
3817,6,245636,-0.0084860312809702,0.0760455210221847,0.911210761450083,YFR047C,BNA6,SGDID:S000001943,Close to 3'-UTR,Close to 3'-UTR,"""Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",Verified ORF
3821,6,246705,0.0327202603231482,0.0752907457635794,0.664128914853772,YFR048W,RMD8,SGDID:S000001944,CDS,CDS,"""Cytosolic protein required for sporulation""",Verified ORF
3823,6,251165,0.0345903002262714,0.0752315365773063,0.645953901503812,YFR051C,RET2,SGDID:S000001947,CDS,CDS,"""Delta subunit of the coatomer complex (COPI); COPI coats Golgi-derived transport vesicles; involved in retrograde transport between Golgi and ER""",Verified ORF
3824,6,252271,0.0439155357978565,0.0756605443040089,0.561996025092752,YFR052W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3827,6,253758,0.0735553171974198,0.0751261203764205,0.328205482614339,YFR053C,HXK1,SGDID:S000001949,CDS,CDS,"""Hexokinase isoenzyme 1; a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves hexokinase Hxk2p; HXK1 has a paralog ; HXK2 ; that arose from the whole genome duplication""",Verified ORF
3828,6,255018,0.0608719539604628,0.0755671157401058,0.421053308052851,YFR053C,HXK1,SGDID:S000001949,CDS,CDS,"""Hexokinase isoenzyme 1; a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves hexokinase Hxk2p; HXK1 has a paralog ; HXK2 ; that arose from the whole genome duplication""",Verified ORF
3829,6,255233,0.0673947791975629,0.0757620504290102,0.374308786828577,YFR053C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3830,6,256493,0.0647382073884778,0.0752308325946172,0.390082358824248,ACS_6_256375_-_NFR/NDR,,,Promoter,Promoter,,Promoter
3832,6,259953,0.0462468603832559,0.0754867988528901,0.540503367807382,YFR054C,YFR054C,SGDID:S000001950,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
3833,6,260068,0.0413900001000804,0.0757345057328704,0.585057637186714,YFR054C,YFR054C,SGDID:S000001950,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
3834,6,260462,0.0432709233815899,0.0758458828031663,0.56869401044043,F:259434-263956,,,Intergenic region,Intergenic region,between YFR054C and YFR056C,Intergenic region
3836,6,261981,0.0716031901907881,0.0759904354020402,0.346700963606707,F:259434-263956,,,Intergenic region,Intergenic region,between YFR054C and YFR056C,Intergenic region
3838,6,264000,0.0096980161036487,0.0760964146687517,0.89866171983625,YFR056C,YFR056C,SGDID:S000001951,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the uncharacterized gene YFR055W""",Dubious ORF
3839,6,264618,0.006097009193147,0.0752108263850834,0.935435740915256,YFR055W,IRC7,SGDID:S000001952,CDS,CDS,"""Cysteine desulphydrase ; enables growth on cysteine as nitrogen source; involved in the production of thiols; null mutant displays increased levels of spontaneous Rad52p foci; expression induced by nitrogen limitation in a GLN3 ; GAT1-dependent manner and by copper levels in a Mac1-dependent manner""",Verified ORF
3840,6,264756,0.0091216108125216,0.0753093194613477,0.903663366808503,YFR055W,IRC7,SGDID:S000001952,CDS,CDS,"""Cysteine desulphydrase ; enables growth on cysteine as nitrogen source; involved in the production of thiols; null mutant displays increased levels of spontaneous Rad52p foci; expression induced by nitrogen limitation in a GLN3 ; GAT1-dependent manner and by copper levels in a Mac1-dependent manner""",Verified ORF
3841,6,265060,0.0181728958142446,0.0752218403621885,0.809237618853549,YFR055W,IRC7,SGDID:S000001952,CDS,CDS,"""Cysteine desulphydrase ; enables growth on cysteine as nitrogen source; involved in the production of thiols; null mutant displays increased levels of spontaneous Rad52p foci; expression induced by nitrogen limitation in a GLN3 ; GAT1-dependent manner and by copper levels in a Mac1-dependent manner""",Verified ORF
3843,6,265477,0.0132507415533187,0.0755379766495883,0.860851559916064,YFR055W,IRC7,SGDID:S000001952,Close to 3'-UTR,Close to 3'-UTR,"""Cysteine desulphydrase ; enables growth on cysteine as nitrogen source; involved in the production of thiols; null mutant displays increased levels of spontaneous Rad52p foci; expression induced by nitrogen limitation in a GLN3 ; GAT1-dependent manner and by copper levels in a Mac1-dependent manner""",Verified ORF
3844,6,266478,0.0171263627594927,0.0754247699383533,0.820504255833357,F:265227-269060,,,Intergenic region,Intergenic region,between YFR055W and YFR057W,Intergenic region
3845,6,266518,0.0215854554650545,0.0757711080331257,0.775905338053829,F:265227-269060,,,Intergenic region,Intergenic region,between YFR055W and YFR057W,Intergenic region
3846,6,266627,0.0240724180026088,0.0754408427110734,0.749847006263559,F:265227-269060,,,Intergenic region,Intergenic region,between YFR055W and YFR057W,Intergenic region
3849,6,268911,0.0393863780137889,0.075410674321566,0.601794767422172,YFR057W_NFR/NDR,,,Promoter,Promoter,,Promoter
3850,6,269163,0.0127370255252767,0.075538226984438,0.866194518322751,YFR057W,YFR057W,SGDID:S000001953,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3864,7,1581,-0.0304477873177804,0.076178937686896,0.689628251611476,G:1080-2789,,,Intergenic region,Intergenic region,between YGLWomega1 and YGL263W,Intergenic region
3866,7,4704,-0.0268414344622451,0.0753388557984676,0.721846640140582,YGL263W,COS12,SGDID:S000003232,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
3867,7,5119,0.0221575767696903,0.0755895474385612,0.76959490142521,YGL262W,YGL262W,SGDID:S000003231,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; null mutant displays elevated sensitivity to expression of a mutant huntingtin fragment or of alpha-synuclein; YGL262W is not an essential gene""",Uncharacterized ORF
3868,7,5218,0.0292921126672878,0.077415225141246,0.705378266047008,YGL262W_NFR/NDR,,,Promoter,Promoter,,Promoter
3869,7,7125,0.0184340641060825,0.0763851737926275,0.809439173697518,YGL261C,PAU11,SGDID:S000003230,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; mRNA expression appears to be regulated by SUT1 and UPC2""",Uncharacterized ORF
3870,7,7291,-0.0277684360922379,0.0754390333381997,0.713025936599439,YGL261C,PAU11,SGDID:S000003230,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; mRNA expression appears to be regulated by SUT1 and UPC2""",Uncharacterized ORF
3872,7,8513,0.0038122821396635,0.149864130343638,0.979719770989548,YGL259W,YPS5,SGDID:S000003228,CDS,CDS,"""Protein with similarity to GPI-anchored aspartic proteases; such proteases are Yap1p and Yap3p; mCherry fusion protein localizes to the vacuole""",Uncharacterized ORF
3878,7,11349,-0.0679208385776423,0.0753418124577604,0.367935824563219,YGL258W,VEL1,SGDID:S000003227,CDS,CDS,"""Protein of unknown function; highly induced in zinc-depleted conditions and has increased expression in NAP1 deletion mutants; VEL1 has a paralog ; YOR387C ; that arose from a single-locus duplication""",Verified ORF
3880,7,12575,-0.0640133582333307,0.0754661920810526,0.39687974870134,YGL257C,MNT2,SGDID:S000003226,CDS,CDS,"""Mannosyltransferase; involved in adding the 4th and 5th mannose residues of O-linked glycans""",Verified ORF
3881,7,12595,-0.0676535324655088,0.0753675402528988,0.369984977939389,YGL257C,MNT2,SGDID:S000003226,CDS,CDS,"""Mannosyltransferase; involved in adding the 4th and 5th mannose residues of O-linked glycans""",Verified ORF
3882,7,14747,-0.0689901279297689,0.0761076435602634,0.365299687379629,YGL257C,MNT2,SGDID:S000003226,Close to 3'-UTR,Close to 3'-UTR,"""Mannosyltransferase; involved in adding the 4th and 5th mannose residues of O-linked glycans""",Verified ORF
3883,7,16567,-0.071584558598607,0.0762834006940564,0.348679054213176,YGL256W,ADH4,SGDID:S000003225,Close to 3'-UTR,Close to 3'-UTR,"""Alcohol dehydrogenase isoenzyme type IV; dimeric enzyme demonstrated to be zinc-dependent despite sequence similarity to iron-activated alcohol dehydrogenases; transcription is induced in response to zinc deficiency""",Verified ORF
3889,7,17880,-0.0644943722051179,0.0763663676410864,0.398940303745701,ACS_7_17922_-_NFR/NDR,,,Promoter,Promoter,,Promoter
3892,7,19896,-0.0759312137177379,0.0759265709944568,0.317965942586578,G:16308-20977,,,Intergenic region,Intergenic region,between YGL256W and YGL255W,Intergenic region
3894,7,20120,-0.0562500177267057,0.0765416007935219,0.462891544606026,YGL255W,ZRT1,SGDID:S000003224,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity zinc transporter of the plasma membrane; responsible for the majority of zinc uptake; transcription is induced under low-zinc conditions by the Zap1p transcription factor""",Verified ORF
3895,7,20451,-0.0703488896558671,0.0758199829200506,0.3541240157941,YGL255W,ZRT1,SGDID:S000003224,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity zinc transporter of the plasma membrane; responsible for the majority of zinc uptake; transcription is induced under low-zinc conditions by the Zap1p transcription factor""",Verified ORF
3896,7,21017,-0.0606803117500958,0.0763479444781141,0.427271764383702,YGL255W,ZRT1,SGDID:S000003224,CDS,CDS,"""High-affinity zinc transporter of the plasma membrane; responsible for the majority of zinc uptake; transcription is induced under low-zinc conditions by the Zap1p transcription factor""",Verified ORF
3899,7,22886,-0.0557044764291197,0.0761010305153027,0.464666101258237,YGL254W,FZF1,SGDID:S000003223,CDS,CDS,"""Transcription factor involved in sulfite metabolism; sole identified regulatory target is SSU1; overexpression suppresses sulfite-sensitivity of many unrelated mutants due to hyperactivation of SSU1 ; contains five zinc fingers; protein abundance increases in response to DNA replication stress""",Verified ORF
3900,7,23383,-0.0561627180359433,0.0763106950637707,0.462235035301048,YGL253W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3901,7,25886,-0.0219135780360011,0.0759873212286566,0.773221564172413,YGL252C,RTG2,SGDID:S000003221,CDS,CDS,"""Sensor of mitochondrial dysfunction; regulates the subcellular location of Rtg1p and Rtg3p ; transcriptional activators of the retrograde (RTG) and TOR pathways; Rtg2p is inhibited by the phosphorylated form of Mks1p""",Verified ORF
3902,7,25887,-0.0551745723987553,0.0763535829816772,0.47039227647352,YGL252C,RTG2,SGDID:S000003221,CDS,CDS,"""Sensor of mitochondrial dysfunction; regulates the subcellular location of Rtg1p and Rtg3p ; transcriptional activators of the retrograde (RTG) and TOR pathways; Rtg2p is inhibited by the phosphorylated form of Mks1p""",Verified ORF
3903,7,26093,-0.0628222555177996,0.0762218717092186,0.410381056840938,YGL252C,RTG2,SGDID:S000003221,CDS,CDS,"""Sensor of mitochondrial dysfunction; regulates the subcellular location of Rtg1p and Rtg3p ; transcriptional activators of the retrograde (RTG) and TOR pathways; Rtg2p is inhibited by the phosphorylated form of Mks1p""",Verified ORF
3904,7,27156,-0.0695759013374703,0.0759841485590063,0.360468566229961,YGL252C,RTG2,SGDID:S000003221,CDS,CDS,"""Sensor of mitochondrial dysfunction; regulates the subcellular location of Rtg1p and Rtg3p ; transcriptional activators of the retrograde (RTG) and TOR pathways; Rtg2p is inhibited by the phosphorylated form of Mks1p""",Verified ORF
3905,7,27279,-0.0441429853373143,0.0759684751582917,0.561564231428794,YGL252C,RTG2,SGDID:S000003221,CDS,CDS,"""Sensor of mitochondrial dysfunction; regulates the subcellular location of Rtg1p and Rtg3p ; transcriptional activators of the retrograde (RTG) and TOR pathways; Rtg2p is inhibited by the phosphorylated form of Mks1p""",Verified ORF
3906,7,27302,-0.0607006389339918,0.0753164001118656,0.420818960481722,YGL252C,RTG2,SGDID:S000003221,CDS,CDS,"""Sensor of mitochondrial dysfunction; regulates the subcellular location of Rtg1p and Rtg3p ; transcriptional activators of the retrograde (RTG) and TOR pathways; Rtg2p is inhibited by the phosphorylated form of Mks1p""",Verified ORF
3907,7,27344,-0.0853793424118131,0.0755432404553316,0.259157230786996,YGL252C,RTG2,SGDID:S000003221,CDS,CDS,"""Sensor of mitochondrial dysfunction; regulates the subcellular location of Rtg1p and Rtg3p ; transcriptional activators of the retrograde (RTG) and TOR pathways; Rtg2p is inhibited by the phosphorylated form of Mks1p""",Verified ORF
3908,7,27579,-0.006216608679231,0.0753101575029208,0.934258731137262,YGL252C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3909,7,27845,-0.0143388240486041,0.0762765761227485,0.850996712264228,YGL252C,RTG2,SGDID:S000003221,Close to 3'-UTR,Close to 3'-UTR,"""Sensor of mitochondrial dysfunction; regulates the subcellular location of Rtg1p and Rtg3p ; transcriptional activators of the retrograde (RTG) and TOR pathways; Rtg2p is inhibited by the phosphorylated form of Mks1p""",Verified ORF
3910,7,28091,-0.0119707287432462,0.0755625159693542,0.874215245744097,YGL251C,HFM1,SGDID:S000003220,CDS,CDS,"""Meiosis specific DNA helicase; involved in the conversion of double-stranded breaks to later recombination intermediates and in crossover control; catalyzes the unwinding of Holliday junctions; has ssDNA and dsDNA stimulated ATPase activity""",Verified ORF
3911,7,28799,0.0138910598257172,0.075752071951505,0.854608826580868,YGL251C,HFM1,SGDID:S000003220,CDS,CDS,"""Meiosis specific DNA helicase; involved in the conversion of double-stranded breaks to later recombination intermediates and in crossover control; catalyzes the unwinding of Holliday junctions; has ssDNA and dsDNA stimulated ATPase activity""",Verified ORF
3912,7,29465,0.0016407104019957,0.0756533016578907,0.982709705371188,YGL251C,HFM1,SGDID:S000003220,CDS,CDS,"""Meiosis specific DNA helicase; involved in the conversion of double-stranded breaks to later recombination intermediates and in crossover control; catalyzes the unwinding of Holliday junctions; has ssDNA and dsDNA stimulated ATPase activity""",Verified ORF
3913,7,29523,0.0846120209560253,0.075417697840238,0.262662411567078,YGL251C,HFM1,SGDID:S000003220,CDS,CDS,"""Meiosis specific DNA helicase; involved in the conversion of double-stranded breaks to later recombination intermediates and in crossover control; catalyzes the unwinding of Holliday junctions; has ssDNA and dsDNA stimulated ATPase activity""",Verified ORF
3915,7,30416,0.0602406038759671,0.0754146013266657,0.424947951272383,YGL251C,HFM1,SGDID:S000003220,CDS,CDS,"""Meiosis specific DNA helicase; involved in the conversion of double-stranded breaks to later recombination intermediates and in crossover control; catalyzes the unwinding of Holliday junctions; has ssDNA and dsDNA stimulated ATPase activity""",Verified ORF
3916,7,31914,-0.003979014482585,0.0762800999943486,0.958428156854178,YGL250W,RMR1,SGDID:S000003219,CDS,CDS,"""Protein required for meiotic recombination and gene conversion; null mutant displays reduced PIS1 expression and growth defects on non-fermentable carbon sources and minimal media; GFP-fusion protein localizes to both cytoplasm and nucleus""",Verified ORF
3917,7,32231,0.022485897618614,0.0753001889499218,0.765408190725147,YGL250W,RMR1,SGDID:S000003219,CDS,CDS,"""Protein required for meiotic recombination and gene conversion; null mutant displays reduced PIS1 expression and growth defects on non-fermentable carbon sources and minimal media; GFP-fusion protein localizes to both cytoplasm and nucleus""",Verified ORF
3918,7,32249,0.0193189315174469,0.0753038645680917,0.797678447543101,YGL250W,RMR1,SGDID:S000003219,CDS,CDS,"""Protein required for meiotic recombination and gene conversion; null mutant displays reduced PIS1 expression and growth defects on non-fermentable carbon sources and minimal media; GFP-fusion protein localizes to both cytoplasm and nucleus""",Verified ORF
3919,7,33274,0.0189368553633538,0.0754092566933116,0.801866598302573,YNCG0001C,RME3,SGDID:S000144910,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Antisense transcript that represses the meiosis-specific ZIP2 gene; expressed in haploid cells under sporulation inducing conditions; regulates ZIP2 in a cis-dependent manner; RME3 is repressed by the MAT a1/alpha2 complex in diploid cells""",ncRNA_gene
3920,7,33393,0.0412305688060514,0.0761400179416331,0.588497816358388,YNCG0001C,RME3,SGDID:S000144910,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Antisense transcript that represses the meiosis-specific ZIP2 gene; expressed in haploid cells under sporulation inducing conditions; regulates ZIP2 in a cis-dependent manner; RME3 is repressed by the MAT a1/alpha2 complex in diploid cells""",ncRNA_gene
3921,7,33441,0.0351270801061483,0.0761474607061316,0.644865079658585,YNCG0001C,RME3,SGDID:S000144910,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Antisense transcript that represses the meiosis-specific ZIP2 gene; expressed in haploid cells under sporulation inducing conditions; regulates ZIP2 in a cis-dependent manner; RME3 is repressed by the MAT a1/alpha2 complex in diploid cells""",ncRNA_gene
3922,7,33830,0.0286341595917047,0.0758655350261608,0.706078634388832,YNCG0001C,RME3,SGDID:S000144910,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Antisense transcript that represses the meiosis-specific ZIP2 gene; expressed in haploid cells under sporulation inducing conditions; regulates ZIP2 in a cis-dependent manner; RME3 is repressed by the MAT a1/alpha2 complex in diploid cells""",ncRNA_gene
3923,7,34423,0.0305163520100353,0.0757382660392471,0.687252056948013,YNCG0001C,RME3,SGDID:S000144910,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Antisense transcript that represses the meiosis-specific ZIP2 gene; expressed in haploid cells under sporulation inducing conditions; regulates ZIP2 in a cis-dependent manner; RME3 is repressed by the MAT a1/alpha2 complex in diploid cells""",ncRNA_gene
3924,7,34625,0.0305163520100353,0.0757382660392471,0.687252056948013,YNCG0001C,RME3,SGDID:S000144910,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Antisense transcript that represses the meiosis-specific ZIP2 gene; expressed in haploid cells under sporulation inducing conditions; regulates ZIP2 in a cis-dependent manner; RME3 is repressed by the MAT a1/alpha2 complex in diploid cells""",ncRNA_gene
3925,7,34691,0.0368654929484988,0.0753137890612663,0.624797486429477,YNCG0001C,RME3,SGDID:S000144910,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Antisense transcript that represses the meiosis-specific ZIP2 gene; expressed in haploid cells under sporulation inducing conditions; regulates ZIP2 in a cis-dependent manner; RME3 is repressed by the MAT a1/alpha2 complex in diploid cells""",ncRNA_gene
3926,7,34805,0.0489159815893539,0.0757381005711968,0.518791592904998,YNCG0001C,RME3,SGDID:S000144910,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Antisense transcript that represses the meiosis-specific ZIP2 gene; expressed in haploid cells under sporulation inducing conditions; regulates ZIP2 in a cis-dependent manner; RME3 is repressed by the MAT a1/alpha2 complex in diploid cells""",ncRNA_gene
3927,7,34808,0.0881794458875762,0.0757015723949777,0.244874465754406,YNCG0001C,RME3,SGDID:S000144910,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Antisense transcript that represses the meiosis-specific ZIP2 gene; expressed in haploid cells under sporulation inducing conditions; regulates ZIP2 in a cis-dependent manner; RME3 is repressed by the MAT a1/alpha2 complex in diploid cells""",ncRNA_gene
3928,7,35435,0.0433594594752886,0.0753170516121209,0.565189874176043,YGL248W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3929,7,35488,0.0535885933864643,0.0760593816619601,0.48154706415851,YGL248W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
