SNP,Chr,Pos,Effect,SE,HUG1_ADE17_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
228,2,59046,-0.0479028429519971,0.054606450137695,0.380954104893642,YBL088C,TEL1,SGDID:S000000184,CDS,CDS,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
229,2,59191,-0.05670024952536,0.0542690961236718,0.29683121231305,YBL088C,TEL1,SGDID:S000000184,CDS,CDS,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
230,2,59383,-0.0439871617623969,0.0543181627009879,0.418597353751082,YBL088C,TEL1,SGDID:S000000184,Close to 3'-UTR,Close to 3'-UTR,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
231,2,59477,-0.0381115497959286,0.0551493484414547,0.489981555374807,YBL088C,TEL1,SGDID:S000000184,Close to 3'-UTR,Close to 3'-UTR,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
233,2,60471,-0.0399288926504893,0.054400324457476,0.463446553912503,YBL087C,RPL23A,SGDID:S000000183,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L23A; homologous to mammalian ribosomal protein L23 and bacterial L14; RPL23A has a paralog ; RPL23B ; that arose from the whole genome duplication""",Verified ORF
234,2,60478,-0.0420177393618624,0.0544580445560349,0.440890266037777,YBL087C,RPL23A,SGDID:S000000183,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L23A; homologous to mammalian ribosomal protein L23 and bacterial L14; RPL23A has a paralog ; RPL23B ; that arose from the whole genome duplication""",Verified ORF
235,2,60786,-0.0323487982299153,0.0543870794111889,0.552366044167187,YBL087C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
236,2,61035,-0.0518430661053041,0.0543403890255986,0.340714732436825,YBL087C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
237,2,61071,-0.0455254332472103,0.0541093473158305,0.400715949313462,YBL087C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
238,2,61675,-0.007719919915232,0.0543179526020416,0.887062629815514,YBL086C,YBL086C,SGDID:S000000182,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery""",Uncharacterized ORF
240,2,62939,-0.0207601944278225,0.0542143542128634,0.702003626680586,YBL086C,YBL086C,SGDID:S000000182,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery""",Uncharacterized ORF
241,2,63527,-0.016474517442534,0.054422095319342,0.762283507167553,YBL086C,YBL086C,SGDID:S000000182,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery""",Uncharacterized ORF
242,2,63857,-0.0374860341881205,0.0544052482207787,0.491266420448998,YBL085W,BOI1,SGDID:S000000181,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in polar growth ; functionally redundant with Boi2p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog ; BOI2 ; that arose from the whole genome duplication""",Verified ORF
243,2,65527,-0.0258983406321167,0.0542448227082354,0.633348342327093,YBL085W,BOI1,SGDID:S000000181,CDS,CDS,"""Protein involved in polar growth ; functionally redundant with Boi2p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog ; BOI2 ; that arose from the whole genome duplication""",Verified ORF
247,2,67976,-0.0460793559366289,0.0549892304404851,0.402614256137648,YBL084C,CDC27,SGDID:S000000180,CDS,CDS,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition""",Verified ORF
250,2,72389,-0.106391402006013,0.0544105793788212,0.0513311530032644,YBL081W,YBL081W,SGDID:S000000177,CDS,CDS,"""Non-essential protein of unknown function; null mutation results in a decrease in plasma membrane electron transport""",Uncharacterized ORF
251,2,72392,-0.132696666239521,0.0546217036864334,0.0156231367207842,YBL081W,YBL081W,SGDID:S000000177,CDS,CDS,"""Non-essential protein of unknown function; null mutation results in a decrease in plasma membrane electron transport""",Uncharacterized ORF
252,2,73646,-0.128909765875147,0.0535091611099119,0.0165026786533629,YBL080C,PET112,SGDID:S000000176,CDS,CDS,"""Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex; involved in the formation of Q-tRNAQ; mutation is functionally complemented by the bacterial GatB ortholog""",Verified ORF
253,2,74564,-0.13169970483199,0.0533830775783389,0.0140964697599333,YBL080C,PET112,SGDID:S000000176,CDS,CDS,"""Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex; involved in the formation of Q-tRNAQ; mutation is functionally complemented by the bacterial GatB ortholog""",Verified ORF
254,2,74739,-0.10981632187419,0.053701210470166,0.0416008947816077,YBL080C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
257,2,80873,-0.0580738753318914,0.0540589433784519,0.283435661093779,YBL078C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
258,2,81501,-0.0614368112479386,0.054039373831289,0.256355523834072,YBL076C,ILS1,SGDID:S000000172,CDS,CDS,"""Cytoplasmic isoleucine-tRNA synthetase; target of the G1-specific inhibitor reveromycin A""",Verified ORF
259,2,83526,-0.0582432446607553,0.0539652696075452,0.281203042832579,YBL076C,ILS1,SGDID:S000000172,CDS,CDS,"""Cytoplasmic isoleucine-tRNA synthetase; target of the G1-specific inhibitor reveromycin A""",Verified ORF
260,2,83845,-0.0597242452109144,0.0540121445464045,0.269585239474048,YBL076C,ILS1,SGDID:S000000172,CDS,CDS,"""Cytoplasmic isoleucine-tRNA synthetase; target of the G1-specific inhibitor reveromycin A""",Verified ORF
263,2,84447,-0.0431510611284392,0.0547482494652117,0.431124801693466,YBL076C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
264,2,87391,-0.0296414595974118,0.0538435833762587,0.582317455287294,YBL074C,AAR2,SGDID:S000000170,CDS,CDS,"""Component of the U5 snRNP complex; required for splicing of U3 precursors; originally described as a splicing factor specifically required for splicing pre-mRNA of the MATa1 cistron""",Verified ORF
265,2,87562,-0.0247163462025178,0.0539869824082039,0.647363093270843,YBL074C,AAR2,SGDID:S000000170,CDS,CDS,"""Component of the U5 snRNP complex; required for splicing of U3 precursors; originally described as a splicing factor specifically required for splicing pre-mRNA of the MATa1 cistron""",Verified ORF
266,2,87849,-0.0285691547790532,0.0539764792179288,0.596937691567867,YBL073W,YBL073W,SGDID:S000000169,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the essential gene AAR2/YBL074C""",Dubious ORF
267,2,87878,-0.0153483467744147,0.0542237761351776,0.777300085569729,YBL073W,YBL073W,SGDID:S000000169,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the essential gene AAR2/YBL074C""",Dubious ORF
269,2,89785,-0.0288394778597392,0.0542142482867131,0.595092583841223,YBL071W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
272,2,93721,-0.107788736085474,0.0537669893938242,0.0457542844084582,YBL067C,UBP13,SGDID:S000000163,CDS,CDS,"""Ubiquitin-specific protease that cleaves Ub-protein fusions; UBP13 has a paralog ; UBP9 ; that arose from the whole genome duplication""",Verified ORF
273,2,93952,-0.0919584566295241,0.0536949193228028,0.0876624436557076,YBL067C,UBP13,SGDID:S000000163,CDS,CDS,"""Ubiquitin-specific protease that cleaves Ub-protein fusions; UBP13 has a paralog ; UBP9 ; that arose from the whole genome duplication""",Verified ORF
274,2,95085,-0.0956515969247486,0.0537522261753378,0.0760195968444927,YBL067C,UBP13,SGDID:S000000163,CDS,CDS,"""Ubiquitin-specific protease that cleaves Ub-protein fusions; UBP13 has a paralog ; UBP9 ; that arose from the whole genome duplication""",Verified ORF
276,2,107124,-0.0033760168680934,0.0540193413961102,0.950202863139361,YBL061C,SKT5,SGDID:S000000157,CDS,CDS,"""Activator of Chs3p (chitin synthase III) during vegetative growth; recruits Chs3p to the bud neck via interaction with Bni4p; SKT5 has a paralog ; SHC1 ; that arose from the whole genome duplication""",Verified ORF
277,2,111645,-0.0176840191177909,0.0540460383748447,0.743708391731185,YBL058W,SHP1,SGDID:S000000154,CDS,CDS,"""UBX domain-containing substrate adaptor for Cdc48p; ubiquitin regulatory X domain-containing protein that acts as a substrate recruiting cofactor for Cdc48p; positively regulates Glc7p PPase activity to promote growth and mitotic progression in complex with Cdc48p; ubiquitinated protein interactor involved in ER-associated degradation (ERAD); regulated by nuclear Ub-dependent degradation (INMAD pathway) independent of the Asi and Doa10 complexes; homolog of human p47 (NSFL1C)""",Verified ORF
278,2,111916,-0.0014325680621496,0.0541815931670402,0.978921231237636,YBL058W,SHP1,SGDID:S000000154,CDS,CDS,"""UBX domain-containing substrate adaptor for Cdc48p; ubiquitin regulatory X domain-containing protein that acts as a substrate recruiting cofactor for Cdc48p; positively regulates Glc7p PPase activity to promote growth and mitotic progression in complex with Cdc48p; ubiquitinated protein interactor involved in ER-associated degradation (ERAD); regulated by nuclear Ub-dependent degradation (INMAD pathway) independent of the Asi and Doa10 complexes; homolog of human p47 (NSFL1C)""",Verified ORF
279,2,111931,0.0002669793051832,0.0542644941984918,0.996077232486435,YBL058W,SHP1,SGDID:S000000154,CDS,CDS,"""UBX domain-containing substrate adaptor for Cdc48p; ubiquitin regulatory X domain-containing protein that acts as a substrate recruiting cofactor for Cdc48p; positively regulates Glc7p PPase activity to promote growth and mitotic progression in complex with Cdc48p; ubiquitinated protein interactor involved in ER-associated degradation (ERAD); regulated by nuclear Ub-dependent degradation (INMAD pathway) independent of the Asi and Doa10 complexes; homolog of human p47 (NSFL1C)""",Verified ORF
280,2,111999,-0.0110467207980543,0.0540664329156065,0.838223107535955,YBL058W,SHP1,SGDID:S000000154,CDS,CDS,"""UBX domain-containing substrate adaptor for Cdc48p; ubiquitin regulatory X domain-containing protein that acts as a substrate recruiting cofactor for Cdc48p; positively regulates Glc7p PPase activity to promote growth and mitotic progression in complex with Cdc48p; ubiquitinated protein interactor involved in ER-associated degradation (ERAD); regulated by nuclear Ub-dependent degradation (INMAD pathway) independent of the Asi and Doa10 complexes; homolog of human p47 (NSFL1C)""",Verified ORF
281,2,114528,-0.030434043066274,0.0543566474137402,0.575905818494421,YBL056W,PTC3,SGDID:S000000152,CDS,CDS,"""Type 2C protein phosphatase (PP2C); dephosphorylates Hog1p (see also Ptc2p) to limit maximal kinase activity induced by osmotic stress; dephosphorylates T169 phosphorylated Cdc28p (see also Ptc2p); role in DNA damage checkpoint inactivation; PTC3 has a paralog ; PTC2 ; that arose from the whole genome duplication""",Verified ORF
282,2,116024,-0.028717303926343,0.0544886479579823,0.598501862433328,YBL055C,YBL055C,SGDID:S000000151,CDS,CDS,"""3'-->5' exonuclease and endonuclease with a possible role in apoptosis; has similarity to mammalian and C. elegans apoptotic nucleases""",Verified ORF
286,2,120090,0.0182199835383181,0.0542861351921473,0.737350283650816,YBL052C,SAS3,SGDID:S000000148,CDS,CDS,"""Histone acetyltransferase catalytic subunit of NuA3 complex; acetylates histone H3 ; involved in transcriptional silencing; homolog of the mammalian MOZ proto-oncogene; mutant has aneuploidy tolerance; sas3gcn5 double mutation is lethal""",Verified ORF
287,2,120291,0.0115584355950599,0.0549122499946361,0.833407325508269,YBL052C,SAS3,SGDID:S000000148,CDS,CDS,"""Histone acetyltransferase catalytic subunit of NuA3 complex; acetylates histone H3 ; involved in transcriptional silencing; homolog of the mammalian MOZ proto-oncogene; mutant has aneuploidy tolerance; sas3gcn5 double mutation is lethal""",Verified ORF
288,2,120726,0.010054824083875,0.0545957902220543,0.853987031054009,YBL052C,SAS3,SGDID:S000000148,CDS,CDS,"""Histone acetyltransferase catalytic subunit of NuA3 complex; acetylates histone H3 ; involved in transcriptional silencing; homolog of the mammalian MOZ proto-oncogene; mutant has aneuploidy tolerance; sas3gcn5 double mutation is lethal""",Verified ORF
289,2,121716,-0.0187457937323023,0.0545272766201347,0.731210814981245,YBL052C,SAS3,SGDID:S000000148,CDS,CDS,"""Histone acetyltransferase catalytic subunit of NuA3 complex; acetylates histone H3 ; involved in transcriptional silencing; homolog of the mammalian MOZ proto-oncogene; mutant has aneuploidy tolerance; sas3gcn5 double mutation is lethal""",Verified ORF
290,2,123100,0.0134354170230743,0.0546069517878728,0.805795362719248,YBL051C,PIN4,SGDID:S000000147,CDS,CDS,"""Protein involved in G2/M phase progression and response to DNA damage; interacts with Rad53p; contains an RNA recognition motif ; a nuclear localization signal ; and several SQ/TQ cluster domains; hyperphosphorylated in response to DNA damage""",Verified ORF
291,2,124677,-0.0106486964744742,0.0545334589498332,0.845294673309875,YBL051C,PIN4,SGDID:S000000147,CDS,CDS,"""Protein involved in G2/M phase progression and response to DNA damage; interacts with Rad53p; contains an RNA recognition motif ; a nuclear localization signal ; and several SQ/TQ cluster domains; hyperphosphorylated in response to DNA damage""",Verified ORF
293,2,127887,-0.0156896027682432,0.0549039674449445,0.7752261412473,YBL049W,MOH1,SGDID:S000000145,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function ; essential for stationary phase survival; not required for growth on nonfermentable carbon sources; possibly linked with vacuolar transport""",Verified ORF
294,2,128935,-0.0020077357823308,0.0548583050243307,0.970825767260099,YBL047C,EDE1,SGDID:S000000143,CDS,CDS,"""Scaffold protein involved in the formation of early endocytic sites; putative regulator of cytokinesis; homo-oligomerization is required for localization to and organization of endocytic sites; has a network of interactions with other endocytic proteins; binds membranes in a ubiquitin-dependent manner; may also bind ubiquitinated membrane-associated proteins; interacts with Cmk2 and functions upstream of CMK2 in regulating non-apoptotic cell death; homolog of mammalian Eps15""",Verified ORF
295,2,129053,0.0002111461999176,0.055025396824289,0.996940492617107,YBL047C,EDE1,SGDID:S000000143,CDS,CDS,"""Scaffold protein involved in the formation of early endocytic sites; putative regulator of cytokinesis; homo-oligomerization is required for localization to and organization of endocytic sites; has a network of interactions with other endocytic proteins; binds membranes in a ubiquitin-dependent manner; may also bind ubiquitinated membrane-associated proteins; interacts with Cmk2 and functions upstream of CMK2 in regulating non-apoptotic cell death; homolog of mammalian Eps15""",Verified ORF
296,2,130040,-0.0293298359067269,0.0553392326670155,0.596444596648804,YBL047C,EDE1,SGDID:S000000143,CDS,CDS,"""Scaffold protein involved in the formation of early endocytic sites; putative regulator of cytokinesis; homo-oligomerization is required for localization to and organization of endocytic sites; has a network of interactions with other endocytic proteins; binds membranes in a ubiquitin-dependent manner; may also bind ubiquitinated membrane-associated proteins; interacts with Cmk2 and functions upstream of CMK2 in regulating non-apoptotic cell death; homolog of mammalian Eps15""",Verified ORF
297,2,130976,-0.0129648176298117,0.0549059816676906,0.813470603825488,YBL047C,EDE1,SGDID:S000000143,CDS,CDS,"""Scaffold protein involved in the formation of early endocytic sites; putative regulator of cytokinesis; homo-oligomerization is required for localization to and organization of endocytic sites; has a network of interactions with other endocytic proteins; binds membranes in a ubiquitin-dependent manner; may also bind ubiquitinated membrane-associated proteins; interacts with Cmk2 and functions upstream of CMK2 in regulating non-apoptotic cell death; homolog of mammalian Eps15""",Verified ORF
298,2,132199,-0.0043133615976424,0.0551643398877082,0.937720326892774,YBL046W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
299,2,133355,-0.0331348856017164,0.0555099753068835,0.550944989824103,YBL046W,PSY4,SGDID:S000000142,CDS,CDS,"""Regulatory subunit of protein phosphatase PP4; presence of Psy4p in the PP4 complex (along with catalytic subunit Pph3p and Psy2p) is required for dephosphorylation of the histone variant H2AX ; but not for dephosphorylation of Rad53p ; during recovery from the DNA damage checkpoint; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; required for cisplatin resistance; homolog of mammalian R2""",Verified ORF
300,2,133435,-0.0287231429366817,0.0556369976868521,0.605996233797381,YBL046W,PSY4,SGDID:S000000142,CDS,CDS,"""Regulatory subunit of protein phosphatase PP4; presence of Psy4p in the PP4 complex (along with catalytic subunit Pph3p and Psy2p) is required for dephosphorylation of the histone variant H2AX ; but not for dephosphorylation of Rad53p ; during recovery from the DNA damage checkpoint; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; required for cisplatin resistance; homolog of mammalian R2""",Verified ORF
302,2,135183,-0.0344647570455918,0.0556586037367214,0.536172794028765,YBL045C,COR1,SGDID:S000000141,CDS,CDS,"""Core subunit of the ubiquinol-cytochrome c reductase complex; the ubiquinol-cytochrome c reductase complex (bc1 complex) is a component of the mitochondrial inner membrane electron transport chain""",Verified ORF
303,2,135402,-0.0427846118805506,0.055633826138018,0.442384076183761,YBL045C,COR1,SGDID:S000000141,CDS,CDS,"""Core subunit of the ubiquinol-cytochrome c reductase complex; the ubiquinol-cytochrome c reductase complex (bc1 complex) is a component of the mitochondrial inner membrane electron transport chain""",Verified ORF
304,2,135898,-0.0650645744637433,0.0558684792194839,0.244966344983812,YBL044W_NFR/NDR,,,Promoter,Promoter,,Promoter
305,2,135912,-0.0683482013575762,0.0558988051694631,0.222253782555254,YBL044W_NFR/NDR,,,Promoter,Promoter,,Promoter
306,2,135925,-0.0740545050499088,0.0556238242476902,0.183934617701303,YBL044W_NFR/NDR,,,Promoter,Promoter,,Promoter
307,2,136002,-0.0681594679304929,0.0556033560691332,0.221085185726598,YBL044W,YBL044W,SGDID:S000000140,CDS,CDS,"""Putative protein of unknown function; YBL044W is not an essential protein""",Uncharacterized ORF
308,2,136173,-0.0466408854504141,0.0560608603145648,0.405989020859897,YBL044W,YBL044W,SGDID:S000000140,CDS,CDS,"""Putative protein of unknown function; YBL044W is not an essential protein""",Uncharacterized ORF
310,2,138318,-0.09975328148798,0.0573520604603631,0.0828511185609992,YBL043W,ECM13,SGDID:S000000139,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; ECM13 has a paralog ; YJR115W ; that arose from the whole genome duplication""",Verified ORF
311,2,138695,-0.107400669610383,0.0563207549739892,0.0573390636375881,YBL042C,FUI1,SGDID:S000000138,CDS,CDS,"""High affinity uridine permease ; localizes to the plasma membrane; also mediates low but significant transport of the cytotoxic nucleoside analog 5-fluorouridine; not involved in uracil transport; relative distribution to the vacuole increases upon DNA replication stress""",Verified ORF
312,2,138818,-0.101723299973541,0.0562463129403576,0.0713744123419307,YBL042C,FUI1,SGDID:S000000138,CDS,CDS,"""High affinity uridine permease ; localizes to the plasma membrane; also mediates low but significant transport of the cytotoxic nucleoside analog 5-fluorouridine; not involved in uracil transport; relative distribution to the vacuole increases upon DNA replication stress""",Verified ORF
313,2,139728,-0.0754525294819617,0.0562618450280014,0.180751570654856,YBL042C,FUI1,SGDID:S000000138,CDS,CDS,"""High affinity uridine permease ; localizes to the plasma membrane; also mediates low but significant transport of the cytotoxic nucleoside analog 5-fluorouridine; not involved in uracil transport; relative distribution to the vacuole increases upon DNA replication stress""",Verified ORF
314,2,140174,-0.0725089320246124,0.0562728089513677,0.198407072249565,YBL042C,FUI1,SGDID:S000000138,CDS,CDS,"""High affinity uridine permease ; localizes to the plasma membrane; also mediates low but significant transport of the cytotoxic nucleoside analog 5-fluorouridine; not involved in uracil transport; relative distribution to the vacuole increases upon DNA replication stress""",Verified ORF
315,2,140863,-0.0938764648487722,0.05616034419667,0.0954934933405396,YBL041W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
316,2,141152,-0.099365359692561,0.0562931094407167,0.0784044096478582,YBL042C,FUI1,SGDID:S000000138,Close to 3'-UTR,Close to 3'-UTR,"""High affinity uridine permease ; localizes to the plasma membrane; also mediates low but significant transport of the cytotoxic nucleoside analog 5-fluorouridine; not involved in uracil transport; relative distribution to the vacuole increases upon DNA replication stress""",Verified ORF
317,2,141292,-0.0965335015168103,0.0558988267892715,0.0850545808631234,YBL041W,PRE7,SGDID:S000000137,CDS,CDS,"""Beta 6 subunit of the 20S proteasome""",Verified ORF
318,2,141545,-0.0981492396980359,0.0561654875988508,0.0814200248049351,YBL041W,PRE7,SGDID:S000000137,CDS,CDS,"""Beta 6 subunit of the 20S proteasome""",Verified ORF
322,2,146723,-0.110687957171806,0.0559971097456748,0.0488565757260529,YBL038W,MRPL16,SGDID:S000000134,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit; homologous to bacterial L16 ribosomal protein; synthetic lethality with hac1 mutation suggests a possible role in synthesis of precursors for protein glycosylation""",Verified ORF
323,2,147946,-0.107701652588433,0.0565320567110901,0.0575738489449095,YBL037W,APL3,SGDID:S000000133,CDS,CDS,"""Alpha-adaptin; large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport""",Verified ORF
326,2,151397,-0.166599908124828,0.0562696175815038,0.0032765463704598,YBL036C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
327,2,153035,-0.119152893382684,0.0559858418749991,0.0340070746566335,XUT_2F-43,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
328,2,153228,-0.120982819353274,0.0563885539341748,0.0325928807944341,YBL035C,POL12,SGDID:S000000131,CDS,CDS,"""B subunit of DNA polymerase alpha-primase complex; required for initiation of DNA replication during mitotic and premeiotic DNA synthesis; also functions in telomere capping and length regulation""",Verified ORF
329,2,153455,-0.124408684492714,0.0567987247187722,0.0291530091025473,YBL035C,POL12,SGDID:S000000131,CDS,CDS,"""B subunit of DNA polymerase alpha-primase complex; required for initiation of DNA replication during mitotic and premeiotic DNA synthesis; also functions in telomere capping and length regulation""",Verified ORF
331,2,153815,-0.135058155748133,0.0565086191479537,0.0173701805417179,YBL035C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
332,2,154160,-0.134127373408402,0.0559132461515122,0.0169648858714214,YBL034C,STU1,SGDID:S000000130,CDS,CDS,"""Microtubule plus-end-tracking non-motor protein; binds to MTs ; stabilizing interpolar MT plus ends ; facilitating polymerization of spindle MTs and producing an outward force on spindle poles; required for structural integrity of the mitotic spindle; binds detached kinetochores (KTs) and promotes capture; relocalizes to MTs and stabilizes the spindle once captured KTs reach a spindle pole; localizes to the spindle ; spindles poles ; and detached KTs; CLASP family member homologous to human CLASP1/2""",Verified ORF
333,2,154235,-0.148401290804582,0.0563794126802347,0.0088561490074325,YBL034C,STU1,SGDID:S000000130,CDS,CDS,"""Microtubule plus-end-tracking non-motor protein; binds to MTs ; stabilizing interpolar MT plus ends ; facilitating polymerization of spindle MTs and producing an outward force on spindle poles; required for structural integrity of the mitotic spindle; binds detached kinetochores (KTs) and promotes capture; relocalizes to MTs and stabilizes the spindle once captured KTs reach a spindle pole; localizes to the spindle ; spindles poles ; and detached KTs; CLASP family member homologous to human CLASP1/2""",Verified ORF
335,2,159870,-0.0856055155710667,0.0553047669004045,0.122545593229873,YBL032W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
336,2,161229,-0.116852544955429,0.0559995753194975,0.0376352645295788,YBL032W,HEK2,SGDID:S000000128,CDS,CDS,"""RNA binding protein involved in asymmetric localization of ASH1 mRNA; represses translation of ASH1 mRNA ; an effect reversed by Yck1p-dependent phosphoryation; regulates telomere position effect and length; similarity to hnRNP-K""",Verified ORF
339,2,162696,-0.118870326798581,0.0557435580802552,0.0336595858292098,YBL031W,SHE1,SGDID:S000000127,CDS,CDS,"""Mitotic spindle protein; interacts with components of the Dam1 (DASH) complex ; its effector Sli15p ; and microtubule-associated protein Bim1p; also localizes to nuclear microtubules and to the bud neck in a ring-shaped structure; inhibits dynein function""",Verified ORF
340,2,163284,-0.0983910653025968,0.0551097753210715,0.0750605708669853,YBL030C,PET9,SGDID:S000000126,CDS,CDS,"""Major ADP/ATP carrier of the mitochondrial inner membrane; exchanges cytosolic ADP for mitochondrially synthesized ATP; also imports heme and ATP; required for viability in many lab strains that carry a sal1 mutation; PET9 has a paralog ; AAC3 ; that arose from the whole genome duplication; human homolog SLC25A4 implicated in progressive external ophthalmoplegia can complement yeast null mutant""",Verified ORF
341,2,164166,-0.0678331422705611,0.0557552592993321,0.224560434319741,YBL030C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
342,2,165270,-0.105397126935148,0.0551174286309666,0.0566560352636447,YBL029C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
343,2,165675,-0.0858896408858389,0.0561319189319967,0.126877923736311,YBL029C-A,YBL029C-A,SGDID:S000007591,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; protein abundance increases in response to DNA replication stress; has potential orthologs in Saccharomyces species and in Yarrowia lipolytica""",Verified ORF
346,2,168062,-0.0981723613409866,0.0555665686191671,0.078133843805527,YBL027W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
347,2,168518,-0.108071465345008,0.0551932158295498,0.0510106503600714,YBL028C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
348,2,168980,-0.115508460487596,0.0551240195365468,0.0368448613122605,YBL027W,RPL19B,SGDID:S000000123,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L19B; rpl19a and rpl19b single null mutations result in slow growth ; while the double null mutation is lethal; homologous to mammalian ribosomal protein L19 ; no bacterial homolog; RPL19B has a paralog ; RPL19A ; that arose from the whole genome duplication""",Verified ORF
349,2,169651,-0.114196418453575,0.0551582674863776,0.0391471012146246,YBL027W,RPL19B,SGDID:S000000123,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L19B; rpl19a and rpl19b single null mutations result in slow growth ; while the double null mutation is lethal; homologous to mammalian ribosomal protein L19 ; no bacterial homolog; RPL19B has a paralog ; RPL19A ; that arose from the whole genome duplication""",Verified ORF
352,2,170725,-0.0964535519834981,0.0553533661341013,0.0822908704382429,YBL026W,LSM2,SGDID:S000000122,Close to 3'-UTR,Close to 3'-UTR,"""Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA ; snoRNA ; and rRNA; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress""",Verified ORF
353,2,171254,-0.0850867431439762,0.0554964056859619,0.126123834031746,YBL025W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
354,2,172242,-0.07110666784407,0.0548923792089227,0.196034536406572,YBL024W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
