SNP,Chr,Pos,Effect,SE,DHH1_LSM3_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1155,3,253394,-0.00208965735708,0.0944178514347342,0.982355152845235,YCR079W,PTC6,SGDID:S000002133,CDS,CDS,"""Mitochondrial type 2C protein phosphatase (PP2C); has similarity to mammalian PP1Ks; involved in mitophagy; null mutant is sensitive to rapamycin and has decreased phosphorylation of the Pda1 subunit of pyruvate dehydrogenase""",Verified ORF
1156,3,254361,-0.0258049675813463,0.0946110964984186,0.785206577109477,YCR081W_NFR/NDR,,,Promoter,Promoter,,Promoter
1157,3,254926,-0.0268762512465837,0.0944416020255276,0.776132318665849,YCR081W,SRB8,SGDID:S000000677,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1158,3,256359,-0.0184017674693209,0.0945308106859322,0.845767800880902,YCR081W,SRB8,SGDID:S000000677,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1159,3,256593,-0.0045681924957692,0.0948442177465158,0.961611808142467,YCR081W,SRB8,SGDID:S000000677,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1160,3,256989,-0.0314112881333126,0.0943431634209911,0.73937182172168,YCR081W,SRB8,SGDID:S000000677,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1161,3,257462,-0.0343262766355699,0.0941678123648926,0.715686218924695,YCR081W,SRB8,SGDID:S000000677,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1162,3,258273,-0.0222433008532132,0.094293705358536,0.813651879394797,YCR081W,SRB8,SGDID:S000000677,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1163,3,258343,-0.0264826413891677,0.0944419170207688,0.779325737534602,YCR081W,SRB8,SGDID:S000000677,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1164,3,258579,0.0007013334857154,0.0943864261763644,0.994075611735456,YCR081W,SRB8,SGDID:S000000677,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1165,3,258768,0.0076943056676164,0.0946435875879089,0.935251279615403,YCR082W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1166,3,258781,-0.0043149492888905,0.0944521557059023,0.963587974421397,YCR082W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1167,3,258828,-0.0062805306491135,0.0941194966330542,0.946834964140776,YCR082W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1168,3,259020,-0.0058016314880782,0.0949254724362125,0.951300019535144,YCR082W,AHC2,SGDID:S000000678,CDS,CDS,"""Component of the ADA histone acetyltransferase complex; Ahc2p and Ahc1p are unique to the ADA complex and not shared with the related SAGA and SLIK complexes; may tether Ahc1p to the complex""",Verified ORF
1169,3,259458,0.0004247510656716,0.0944524322124422,0.996414478332068,YCR083W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1171,3,261281,-0.0166827035103624,0.0944137416839441,0.859847076605457,YCR084C,TUP1,SGDID:S000000680,CDS,CDS,"""General repressor of transcription ; forms complex with Cyc8p; involved in the establishment of repressive chromatin structure through interactions with histones H3 and H4 and stabilization of nucleosomes over promoters; appears to enhance expression of some genes""",Verified ORF
1172,3,262631,-0.0849016804310242,0.0943254897426013,0.368684566659524,YCR085W_NFR/NDR,,,Promoter,Promoter,,Promoter
1173,3,265059,-0.0085385140780696,0.0946297882274362,0.928155046614182,YCR088W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1174,3,267625,0.0186273741081665,0.095030743627289,0.844711848983998,YCR089W,FIG2,SGDID:S000000685,CDS,CDS,"""Cell wall adhesin ; expressed specifically during mating; may be involved in maintenance of cell wall integrity during mating; FIG2 has a paralog ; AGA1 ; that arose from the whole genome duplication""",Verified ORF
1178,3,274530,-0.003170997247084,0.0954127505638984,0.973506351645063,YCR091W,KIN82,SGDID:S000000687,CDS,CDS,"""Putative serine/threonine protein kinase; implicated in the regulation of phospholipid asymmetry through the activation of phospholipid translocases (flippases); involved in the phosphorylation of upstream inhibitory kinase Ypk1p along with Fpk1p; has a redundant role in the cellular response to mating pheromone; KIN82 has a paralog ; FPK1 ; that arose from the whole genome duplication""",Verified ORF
1179,3,274845,0.0324440423288737,0.094512583487855,0.731594063184293,YCR091W,KIN82,SGDID:S000000687,CDS,CDS,"""Putative serine/threonine protein kinase; implicated in the regulation of phospholipid asymmetry through the activation of phospholipid translocases (flippases); involved in the phosphorylation of upstream inhibitory kinase Ypk1p along with Fpk1p; has a redundant role in the cellular response to mating pheromone; KIN82 has a paralog ; FPK1 ; that arose from the whole genome duplication""",Verified ORF
1180,3,275765,-0.0150594522206856,0.09514516496005,0.874327703992349,YCR091W,KIN82,SGDID:S000000687,CDS,CDS,"""Putative serine/threonine protein kinase; implicated in the regulation of phospholipid asymmetry through the activation of phospholipid translocases (flippases); involved in the phosphorylation of upstream inhibitory kinase Ypk1p along with Fpk1p; has a redundant role in the cellular response to mating pheromone; KIN82 has a paralog ; FPK1 ; that arose from the whole genome duplication""",Verified ORF
1181,3,278462,0.0382362367505915,0.0951313809013417,0.687978159971858,YCR092C,MSH3,SGDID:S000000688,CDS,CDS,"""Mismatch repair protein; forms dimers with Msh2p that mediate repair of insertion or deletion mutations and removal of nonhomologous DNA ends ; contains a PCNA (Pol30p) binding motif required for genome stability""",Verified ORF
1182,3,278675,0.0309950116330583,0.095317464857066,0.745240038969552,YCR092C,MSH3,SGDID:S000000688,CDS,CDS,"""Mismatch repair protein; forms dimers with Msh2p that mediate repair of insertion or deletion mutations and removal of nonhomologous DNA ends ; contains a PCNA (Pol30p) binding motif required for genome stability""",Verified ORF
1183,3,278791,0.0396764064254893,0.0958927934350874,0.679302639488313,YCR092C,MSH3,SGDID:S000000688,CDS,CDS,"""Mismatch repair protein; forms dimers with Msh2p that mediate repair of insertion or deletion mutations and removal of nonhomologous DNA ends ; contains a PCNA (Pol30p) binding motif required for genome stability""",Verified ORF
1184,3,282537,-0.0161335118643204,0.09695180996762,0.867931516477434,YCR093W,CDC39,SGDID:S000000689,CDS,CDS,"""Subunit of the CCR4-NOT1 core complex; this complex has multiple roles in the regulation of mRNA levels including regulation of transcription and destabilization of mRNA by deadenylation; basal transcription factor that increases initiation and elongation; activates the ATPase activity of Dhh1p ; resulting in processing body disassembly""",Verified ORF
1185,3,284743,-0.0097849136166381,0.0957116342733341,0.918629566352847,YCR093W,CDC39,SGDID:S000000689,CDS,CDS,"""Subunit of the CCR4-NOT1 core complex; this complex has multiple roles in the regulation of mRNA levels including regulation of transcription and destabilization of mRNA by deadenylation; basal transcription factor that increases initiation and elongation; activates the ATPase activity of Dhh1p ; resulting in processing body disassembly""",Verified ORF
1186,3,285299,0.0048720557811389,0.0960330593593543,0.959566887074071,YCR093W,CDC39,SGDID:S000000689,CDS,CDS,"""Subunit of the CCR4-NOT1 core complex; this complex has multiple roles in the regulation of mRNA levels including regulation of transcription and destabilization of mRNA by deadenylation; basal transcription factor that increases initiation and elongation; activates the ATPase activity of Dhh1p ; resulting in processing body disassembly""",Verified ORF
1187,3,285659,0.0172421586135819,0.096546936503374,0.858363388035427,YCR093W,CDC39,SGDID:S000000689,CDS,CDS,"""Subunit of the CCR4-NOT1 core complex; this complex has multiple roles in the regulation of mRNA levels including regulation of transcription and destabilization of mRNA by deadenylation; basal transcription factor that increases initiation and elongation; activates the ATPase activity of Dhh1p ; resulting in processing body disassembly""",Verified ORF
1191,3,289803,0.0767412949926628,0.0957292467905225,0.423295076316233,YCR095C,OCA4,SGDID:S000000691,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts""",Uncharacterized ORF
1192,3,289856,0.0592747671465473,0.0957009329730978,0.536068873908,YCR095C,OCA4,SGDID:S000000691,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts""",Uncharacterized ORF
1193,3,289942,0.0592747671465473,0.0957009329730978,0.536068873908,YCR095C,OCA4,SGDID:S000000691,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts""",Uncharacterized ORF
1194,3,290417,0.0420758705302283,0.0966458764077627,0.663566295052125,YCR095W-A,YCR095W-A,SGDID:S000029724,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
1195,3,290527,0.0608239852833797,0.0976620001617981,0.533817469968572,YCR095W-A,YCR095W-A,SGDID:S000029724,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
1196,3,290957,0.0453153352005837,0.0968915081695135,0.640293813965633,C:289798-291372,,,Intergenic region,Intergenic region,between YCR095W-A and YCRWdelta12,Intergenic region
1197,3,290963,0.0404551693679587,0.0969365743148041,0.67668600612126,C:289798-291372,,,Intergenic region,Intergenic region,between YCR095W-A and YCRWdelta12,Intergenic region
1198,3,291002,0.061378217865877,0.0969884354264037,0.527247481839667,C:289798-291372,,,Intergenic region,Intergenic region,between YCR095W-A and YCRWdelta12,Intergenic region
1199,3,291045,0.0429131797907971,0.0966062067178804,0.65716492314934,C:289798-291372,,,Intergenic region,Intergenic region,between YCR095W-A and YCRWdelta12,Intergenic region
1200,3,291075,0.0459123221954831,0.0962614903856791,0.633689865299524,C:289798-291372,,,Intergenic region,Intergenic region,between YCR095W-A and YCRWdelta12,Intergenic region
1201,3,291159,0.0155071647733295,0.0966634662382233,0.872638645084479,YCRWdelta12_NFR/NDR,,,Promoter,Promoter,,Promoter
1206,3,291349,0.0259404265025586,0.0973700683356743,0.790078484800799,YCRWdelta12_NFR/NDR,,,Promoter,Promoter,,Promoter
1213,3,293851,0.238248207427229,0.109015061409929,0.0295117530177037,HMR,HMR,SGDID:S000029655,Other features,Mating-related region,"""Mating-type cassette - right; unexpressed complete copy of the mating-type genes ; silenced by the Sir2 histone deacetylase and its associated SIR1 ; SIR3 and SIR4 proteins; mating-type switching involves replacement of the Ya or Yalpha sequences present at the MAT locus with either the a or alpha genes located at one of the HM loci in a process stimulated by the HO endonuclease; sequence replacement occurs by gene conversion ; leaving the donor unaltered""",silent_mating_type_cassette_array
1214,3,293855,0.198750232732932,0.107236886329788,0.064662746587536,HMR,HMR,SGDID:S000029655,Other features,Mating-related region,"""Mating-type cassette - right; unexpressed complete copy of the mating-type genes ; silenced by the Sir2 histone deacetylase and its associated SIR1 ; SIR3 and SIR4 proteins; mating-type switching involves replacement of the Ya or Yalpha sequences present at the MAT locus with either the a or alpha genes located at one of the HM loci in a process stimulated by the HO endonuclease; sequence replacement occurs by gene conversion ; leaving the donor unaltered""",silent_mating_type_cassette_array
1215,3,295047,0.060002938201584,0.0972863377900831,0.537786429355614,YCRWdelta13,YCRWdelta13,SGDID:S000006840,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
1216,3,295867,0.0818457124276071,0.096843072053248,0.398606521110592,C:295557-295957,,,Intergenic region,Intergenic region,between YNCC0014W and YCRCdelta14,Intergenic region
1218,3,297295,0.0569104347203013,0.0955652132723925,0.551881452631408,YCR098C,GIT1,SGDID:S000000695,CDS,CDS,"""Plasma membrane permease; mediates uptake of glycerophosphoinositol and glycerophosphocholine as sources of the nutrients inositol and phosphate; expression and transport rate are regulated by phosphate and inositol availability""",Verified ORF
1219,3,298996,0.101517914892316,0.0949151471580728,0.285545981725566,YCR098C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1220,3,299045,0.102719741476835,0.0949959515274336,0.280298936225863,YCR098C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1223,3,299701,0.109639595096195,0.0954326197086692,0.251387792934228,C:298606-300831,,,Intergenic region,Intergenic region,between YCR098C and YCR099C,Intergenic region
1224,3,302380,0.160713783036214,0.0948628266135395,0.0911149559382192,YCR100C_NFR/NDR,,,Promoter,Promoter,,Promoter
1233,3,306783,0.0145508166468424,0.0997835090300186,0.884143671616303,YCR102W-A,YCR102W-A,SGDID:S000007231,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1247,3,311452,0.036242532361057,0.0945493491693593,0.701714225777105,YCR106W,RDS1,SGDID:S000000703,CDS,CDS,"""Putative zinc cluster transcription factor; involved in conferring resistance to cycloheximide""",Verified ORF
1248,3,312012,0.15644459824785,0.172081534238211,0.363901448506874,YCR106W,RDS1,SGDID:S000000703,CDS,CDS,"""Putative zinc cluster transcription factor; involved in conferring resistance to cycloheximide""",Verified ORF
1253,4,0,-0.114091207546577,0.103370770275732,0.270471374899444,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1254,4,0,0.019452645451667,0.109709889024946,0.859366697972937,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1255,4,0,0.035112804239152,0.109688265550593,0.749070925689262,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1257,4,1,-0.0869014098435827,0.119272184355444,0.466731009190863,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1259,4,2,-0.106067645744282,0.151091411171542,0.483135676633672,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1261,4,2,-0.164980720422914,0.163568044621462,0.313839807030504,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1262,4,2,-0.0766982181898737,0.159788136576201,0.631525067646844,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1263,4,2,-0.193737323856775,0.167308787512339,0.247662140408792,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1264,4,3,-0.0271380427603098,0.214550849654791,0.899417901546772,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1265,4,3,-0.0695625811157505,0.215748821456032,0.747322436722023,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1266,4,4,0.640257567237647,0.332199156518597,0.0547406370814388,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1267,4,4,0.785367563741232,0.348960999215428,0.0250266327223845,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1270,4,5,0.732693042128616,0.362914877031454,0.0442520014504689,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1271,4,6,0.622507590453125,0.310745176444948,0.045911956808465,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1272,4,6,0.154389937567061,0.219487900005416,0.482264085868371,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1273,4,7,0.174683861489818,0.21744082642529,0.422305701918455,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1274,4,7,0.303236000329168,0.206157213210353,0.142209830979649,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1278,4,8,0.317058572654087,0.206098295525663,0.12485031363748,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1279,4,8,0.294853989711392,0.176699680705314,0.0960688506949163,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1280,4,8,0.137575779544116,0.168453658270292,0.414651797606122,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1281,4,8,0.18257068709525,0.163073580093652,0.263662418667169,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1282,4,9,0.0973994897513144,0.157322685463078,0.536245569436543,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1283,4,9,0.0811026294107355,0.14556472339069,0.577772202114366,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1284,4,9,0.130213000047136,0.146457294659773,0.374562799960276,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1285,4,10,0.161036818722295,0.128240826190652,0.210041674631858,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1286,4,13,0.0898370288861354,0.121123654509839,0.45876421820631,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1287,4,20,-0.0861642974641654,0.115658275397657,0.456773269406085,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1288,4,23,-0.114730626516681,0.116935294143169,0.32719257747583,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1289,4,26,-0.0947652529490819,0.114993217370282,0.410442443547698,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1290,4,30,-0.0499282348279322,0.115677211501004,0.666283391478404,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1291,4,30,-0.0173197758949772,0.11101897542972,0.87611640634768,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1292,4,31,-0.0076031478833997,0.111859376149881,0.945847528378441,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1293,4,32,0.0011210672446604,0.110612932342404,0.991919266394707,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1294,4,33,0.0196871321151866,0.109693299096281,0.857668239452555,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1295,4,34,0.0257178834265024,0.108859404814966,0.813376778171243,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1297,4,36,0.0457107295144716,0.110964445150279,0.680633190288884,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1299,4,43,-0.0149106332979394,0.111859787297929,0.894034037281266,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1301,4,44,0.0430676957717142,0.110967440280691,0.698167759962165,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1302,4,55,0.0274754884624566,0.109273332425347,0.801621656445134,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1304,4,57,0.0157913464844732,0.110547100887296,0.886492341015111,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1305,4,58,0.0195162431858051,0.110132401331929,0.859447354587341,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1306,4,60,-0.0401366521092812,0.106151603846974,0.70557846136872,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1307,4,73,-0.0559837417479674,0.104905675161369,0.593914108319417,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1309,4,80,-0.101361500701038,0.102113461087602,0.321567282868778,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1310,4,81,-0.0866326449973975,0.103037728340018,0.401037171017601,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1311,4,81,-0.0647680774868178,0.100626584707349,0.5202217975194,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1312,4,82,-0.0991068885881738,0.100593822280061,0.325191575227825,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1313,4,85,-0.0709393659769928,0.10033745049924,0.480028040832878,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1314,4,86,-0.0709393659769928,0.10033745049924,0.480028040832878,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1316,4,112,-0.0803094921849039,0.100641299065517,0.425420025609187,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1317,4,118,-0.0580384345977238,0.10028251937624,0.56312744859076,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1318,4,135,-0.0969445203496868,0.100354468623607,0.33469503417791,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1319,4,148,-0.136892599596148,0.100988073506117,0.176114642391288,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
