SNP,Chr,Pos,Effect,SE,ERV25_ERG5_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1617,4,173416,-0.0422031429290564,0.17460620367201,0.809149321397741,YDL159W,STE7,SGDID:S000002318,CDS,CDS,"""Signal transducing MAP kinase kinase; involved in pheromone response where it phosphorylates Fus3p; involved in the pseudohyphal/invasive growth pathway where it phosphorylates of Kss1p; phosphorylated by Ste11p; degraded by ubiquitin pathway""",Verified ORF
1618,4,173461,-0.0010590060098795,0.173062142201688,0.995121052786347,YDL159W,STE7,SGDID:S000002318,CDS,CDS,"""Signal transducing MAP kinase kinase; involved in pheromone response where it phosphorylates Fus3p; involved in the pseudohyphal/invasive growth pathway where it phosphorylates of Kss1p; phosphorylated by Ste11p; degraded by ubiquitin pathway""",Verified ORF
1622,4,174546,-0.0215463538573264,0.172826707193004,0.900855551032141,YDL157C,YDL157C,SGDID:S000002316,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
1623,4,174974,-0.217189984991403,0.179608051100057,0.227378335229192,YDL156W,CMR1,SGDID:S000002315,CDS,CDS,"""Nuclear protein with role in transcription ; protein quality control; localizes to the intranuclear quality control compartment (INQ) in response to proteasome inhibition or DNA replication stress; INQ likely sequesters proteins involved in DNA metabolism for degradation or re-folding; also localizes to coding regions of transcribed genes; contains three WD domains (WD-40 repeat); human ortholog WDR76 also exhibits perinuclear localization under similar stress conditions""",Verified ORF
1624,4,175467,-0.189938836469894,0.172099284775758,0.270493087825135,YDL156W,CMR1,SGDID:S000002315,CDS,CDS,"""Nuclear protein with role in transcription ; protein quality control; localizes to the intranuclear quality control compartment (INQ) in response to proteasome inhibition or DNA replication stress; INQ likely sequesters proteins involved in DNA metabolism for degradation or re-folding; also localizes to coding regions of transcribed genes; contains three WD domains (WD-40 repeat); human ortholog WDR76 also exhibits perinuclear localization under similar stress conditions""",Verified ORF
1625,4,177157,-0.106177083183188,0.172215917349014,0.537939095180753,YDL155W,CLB3,SGDID:S000002314,CDS,CDS,"""B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the G2/M transition; may be involved in DNA replication and spindle assembly; accumulates during S phase and G2 ; then targeted for ubiquitin-mediated degradation; relative distribution to the nucleus increases upon DNA replication stress; CLB3 has a paralog ; CLB4 ; that arose from the whole genome duplication""",Verified ORF
1626,4,177207,-0.13227479786803,0.171671445680708,0.441511992430029,YDL155W,CLB3,SGDID:S000002314,CDS,CDS,"""B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the G2/M transition; may be involved in DNA replication and spindle assembly; accumulates during S phase and G2 ; then targeted for ubiquitin-mediated degradation; relative distribution to the nucleus increases upon DNA replication stress; CLB3 has a paralog ; CLB4 ; that arose from the whole genome duplication""",Verified ORF
1627,4,177280,-0.210579460140554,0.172425357212475,0.222795449513642,YDL155W,CLB3,SGDID:S000002314,CDS,CDS,"""B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the G2/M transition; may be involved in DNA replication and spindle assembly; accumulates during S phase and G2 ; then targeted for ubiquitin-mediated degradation; relative distribution to the nucleus increases upon DNA replication stress; CLB3 has a paralog ; CLB4 ; that arose from the whole genome duplication""",Verified ORF
1628,4,177330,-0.0082433056507214,0.172695260407046,0.961955830304054,YDL155W,CLB3,SGDID:S000002314,CDS,CDS,"""B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the G2/M transition; may be involved in DNA replication and spindle assembly; accumulates during S phase and G2 ; then targeted for ubiquitin-mediated degradation; relative distribution to the nucleus increases upon DNA replication stress; CLB3 has a paralog ; CLB4 ; that arose from the whole genome duplication""",Verified ORF
1629,4,177633,-0.0077054420012617,0.172395464209631,0.964374643759834,YDL155W,CLB3,SGDID:S000002314,CDS,CDS,"""B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the G2/M transition; may be involved in DNA replication and spindle assembly; accumulates during S phase and G2 ; then targeted for ubiquitin-mediated degradation; relative distribution to the nucleus increases upon DNA replication stress; CLB3 has a paralog ; CLB4 ; that arose from the whole genome duplication""",Verified ORF
1630,4,177756,-0.0581922082562961,0.175732711257716,0.740734885882804,YDL155W,CLB3,SGDID:S000002314,CDS,CDS,"""B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the G2/M transition; may be involved in DNA replication and spindle assembly; accumulates during S phase and G2 ; then targeted for ubiquitin-mediated degradation; relative distribution to the nucleus increases upon DNA replication stress; CLB3 has a paralog ; CLB4 ; that arose from the whole genome duplication""",Verified ORF
1631,4,178032,-0.0285684879753873,0.172650695834531,0.868668886549174,YDL155W,CLB3,SGDID:S000002314,CDS,CDS,"""B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the G2/M transition; may be involved in DNA replication and spindle assembly; accumulates during S phase and G2 ; then targeted for ubiquitin-mediated degradation; relative distribution to the nucleus increases upon DNA replication stress; CLB3 has a paralog ; CLB4 ; that arose from the whole genome duplication""",Verified ORF
1632,4,178058,-0.0601140003389191,0.172933167481891,0.728337220431487,YDL154W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1633,4,178267,-0.0783652546345563,0.172578192973842,0.65004635398777,YDL154W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1634,4,178339,-0.135955887449569,0.174034787550523,0.43520876555579,YDL154W,MSH5,SGDID:S000002313,CDS,CDS,"""Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans""",Verified ORF
1635,4,178489,-0.0216610520155187,0.172411220173337,0.900091605030463,YDL154W,MSH5,SGDID:S000002313,CDS,CDS,"""Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans""",Verified ORF
1636,4,178698,0.152501032817006,0.171494130155225,0.374474701962715,YDL154W,MSH5,SGDID:S000002313,CDS,CDS,"""Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans""",Verified ORF
1637,4,178705,0.233279434387043,0.173894793921289,0.180621352034577,YDL154W,MSH5,SGDID:S000002313,CDS,CDS,"""Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans""",Verified ORF
1638,4,178974,0.152381418184338,0.173100664478653,0.37929290303382,YDL154W,MSH5,SGDID:S000002313,CDS,CDS,"""Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans""",Verified ORF
1639,4,179020,0.177058922910458,0.17335590508184,0.307782986539342,YDL154W,MSH5,SGDID:S000002313,CDS,CDS,"""Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans""",Verified ORF
1640,4,179134,0.228881748019374,0.175186636464321,0.192232366262877,YDL154W,MSH5,SGDID:S000002313,CDS,CDS,"""Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans""",Verified ORF
1641,4,179240,0.177255552589864,0.172930854456074,0.306061179475334,YDL154W,MSH5,SGDID:S000002313,CDS,CDS,"""Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans""",Verified ORF
1642,4,179480,0.152609448657576,0.172607861198869,0.37722262579637,YDL154W,MSH5,SGDID:S000002313,CDS,CDS,"""Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans""",Verified ORF
1643,4,179651,0.092305989883225,0.172774436627725,0.593499886997417,YDL154W,MSH5,SGDID:S000002313,CDS,CDS,"""Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans""",Verified ORF
1644,4,179674,0.0827653983353435,0.175514010483361,0.637532157524117,YDL154W,MSH5,SGDID:S000002313,CDS,CDS,"""Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans""",Verified ORF
1645,4,179696,0.157285875372345,0.172306171798851,0.361956082159291,YDL154W,MSH5,SGDID:S000002313,CDS,CDS,"""Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans""",Verified ORF
1646,4,179726,0.141707686160394,0.172180327403433,0.411052806214921,YDL154W,MSH5,SGDID:S000002313,CDS,CDS,"""Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans""",Verified ORF
1647,4,179806,0.141707686160394,0.172180327403433,0.411052806214921,YDL154W,MSH5,SGDID:S000002313,CDS,CDS,"""Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans""",Verified ORF
1648,4,179890,0.0642661826025797,0.172331971690989,0.709431186657136,YDL154W,MSH5,SGDID:S000002313,CDS,CDS,"""Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans""",Verified ORF
1649,4,180004,0.0449881517399081,0.173595351640305,0.795666494934001,YDL154W,MSH5,SGDID:S000002313,CDS,CDS,"""Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans""",Verified ORF
1650,4,180086,0.0082320383765754,0.17235443915424,0.96193272080781,YDL154W,MSH5,SGDID:S000002313,CDS,CDS,"""Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans""",Verified ORF
1651,4,180121,0.150189058315674,0.175639004041937,0.393075316626015,YDL154W,MSH5,SGDID:S000002313,CDS,CDS,"""Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans""",Verified ORF
1652,4,182380,0.337905003069902,0.172154286243331,0.0504539964637042,YDL153C,SAS10,SGDID:S000002312,CDS,CDS,"""Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit; disrupts silencing when overproduced; mutant has increased aneuploidy tolerance; essential gene""",Verified ORF
1656,4,192266,0.383839030663947,0.175317908891778,0.0292228443665881,YDL147W,RPN5,SGDID:S000002306,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the CSN and 26S proteasome lid complexes; similar to mammalian p55 subunit and to another S. cerevisiae regulatory subunit ; Rpn7p; Rpn5p is an essential protein; the COP9 signalosome is also known as the CSN""",Verified ORF
1659,4,193794,0.310906215325183,0.173285659018105,0.0736395412515625,YDL146W,LDB17,SGDID:S000002305,CDS,CDS,"""Protein involved in the regulation of endocytosis; transiently recruited to actin cortical patches in a SLA1-dependent manner after late coat component assembly; GFP-fusion protein localizes to the periphery ; cytoplasm ; bud ; and bud neck""",Verified ORF
1660,4,193943,0.0637219660245476,0.174587712005117,0.715340875968655,YDL146W,LDB17,SGDID:S000002305,CDS,CDS,"""Protein involved in the regulation of endocytosis; transiently recruited to actin cortical patches in a SLA1-dependent manner after late coat component assembly; GFP-fusion protein localizes to the periphery ; cytoplasm ; bud ; and bud neck""",Verified ORF
1661,4,195122,0.053115639931569,0.174162216407732,0.760562663999686,YDL145C,COP1,SGDID:S000002304,CDS,CDS,"""Alpha subunit of COPI vesicle coatomer complex; complex surrounds transport vesicles in the early secretory pathway""",Verified ORF
1662,4,195463,0.084283004646439,0.172164338239105,0.6247566292274,YDL145C,COP1,SGDID:S000002304,CDS,CDS,"""Alpha subunit of COPI vesicle coatomer complex; complex surrounds transport vesicles in the early secretory pathway""",Verified ORF
1663,4,195795,0.0833048560879512,0.172634770088409,0.629714597111082,YDL145C,COP1,SGDID:S000002304,CDS,CDS,"""Alpha subunit of COPI vesicle coatomer complex; complex surrounds transport vesicles in the early secretory pathway""",Verified ORF
1664,4,196790,0.0680450647049826,0.17265371855145,0.693735629977405,YDL145C,COP1,SGDID:S000002304,CDS,CDS,"""Alpha subunit of COPI vesicle coatomer complex; complex surrounds transport vesicles in the early secretory pathway""",Verified ORF
1665,4,198420,0.0802938156904252,0.172546884321894,0.64197141982822,YDL145C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1666,4,199642,0.058173267293692,0.173175567708368,0.737130200038739,YDL144C,YDL144C,SGDID:S000002303,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YDL144C is not an essential gene; protein abundance increases in response to DNA replication stress""",Verified ORF
1667,4,203027,0.10454394737292,0.172709260024003,0.545356967377064,YDL142C,CRD1,SGDID:S000002301,Close to 3'-UTR,Close to 3'-UTR,"""Cardiolipin synthase; produces cardiolipin ; which is a phospholipid of the mitochondrial inner membrane that is required for normal mitochondrial membrane potential and function and for correct integration of membrane-multispanning proteins into the mitochondrial outer membrane; required to maintain tubular mitochondrial morphology and functions in mitochondrial fusion; also required for normal vacuolar ion homeostasis""",Verified ORF
1668,4,204037,0.0175923540291141,0.173015424077848,0.919067740318376,YDL141W,BPL1,SGDID:S000002300,CDS,CDS,"""Biotin:apoprotein ligase; covalently modifies proteins with the addition of biotin ; required for acetyl-CoA carboxylase (Acc1p) holoenzyme formation; comparative analysis suggests that a mitochondrially targeted form may result from translation starting at a non-canonical codon upstream of the annotated start codon; human homolog HLCS can complement yeast BPL1 mutant""",Verified ORF
1669,4,205977,0.0307358344432069,0.174066295937081,0.859943140359492,YDL140C,RPO21,SGDID:S000002299,CDS,CDS,"""RNA polymerase II largest subunit B220; part of central core; phosphorylation of C-terminal heptapeptide repeat domain regulates association with transcription and splicing factors; similar to bacterial beta-prime""",Verified ORF
1675,4,211091,0.0721008306500981,0.177900444077069,0.685511687631785,YDL140C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1676,4,211612,0.0589219342288854,0.173916506142573,0.734966074457401,YDL139C,SCM3,SGDID:S000002298,CDS,CDS,"""Nonhistone component of centromeric chromatin; binds to histone H3 variant ; Cse4p ; and recruits it to centromeres; involved in the assembly and maintenance of Cse4-H4 at centromeres; required for kinetochore assembly and G2/M progression; may protect Cse4p from ubiquitination; homolog of mammalian HJURP""",Verified ORF
1679,4,213169,-0.105480828504514,0.173882232976232,0.544491572095439,YDL138W,RGT2,SGDID:S000002297,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane high glucose sensor that regulates glucose transport; low affinity sesnor that contains 12 predicted transmembrane segments and a long C-terminal tail required for hexose transporter induction; phosphorylation of the tail by Yck1p/Yck2p facilitates binding to the HXT co-repressors ; Mth1p and Std1p; RGT2 has a paralog ; SNF3 ; that arose from the whole genome duplication""",Verified ORF
1680,4,213950,-0.123296640544582,0.173584182166969,0.47798782769795,YDL138W,RGT2,SGDID:S000002297,CDS,CDS,"""Plasma membrane high glucose sensor that regulates glucose transport; low affinity sesnor that contains 12 predicted transmembrane segments and a long C-terminal tail required for hexose transporter induction; phosphorylation of the tail by Yck1p/Yck2p facilitates binding to the HXT co-repressors ; Mth1p and Std1p; RGT2 has a paralog ; SNF3 ; that arose from the whole genome duplication""",Verified ORF
1681,4,217566,-0.0990271036679062,0.173994170831678,0.569622842358339,YDL136W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1684,4,219124,-0.0704708719026459,0.173807598508224,0.685389931802921,YDL135C,RDI1,SGDID:S000002294,CDS,CDS,"""Rho GDP dissociation inhibitor; involved in the localization and regulation of Cdc42p and Rho1p; protein abundance increases in response to DNA replication stress""",Verified ORF
1686,4,220692,0.0152282379714208,0.174465692376105,0.930494468341091,YDL134C,PPH21,SGDID:S000002292,CDS,CDS,"""Catalytic subunit of protein phosphatase 2A ; PP2A; functionally redundant with Pph22p; C-terminally methylated; forms alternate complexes with several regulatory subunits; involved in signal transduction and regulation of mitosis; forms nuclear foci upon DNA replication stress; PPH21 has a paralog ; PPH22 ; that arose from the whole genome duplication""",Verified ORF
1687,4,221261,-0.0260352696797226,0.174864059585818,0.881726535335213,YDL134C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1689,4,222510,0.0017370949995145,0.175346098125843,0.992101350765957,YDL133W,SRF1,SGDID:S000002291,CDS,CDS,"""Regulator of phospholipase D (Spo14p); interacts with Spo14p and regulates its catalytic activity; capable of buffering the toxicity of C16:0 platelet activating factor ; a lipid that accumulates intraneuronally in Alzheimer's patients""",Verified ORF
1690,4,223039,-0.0251459659581246,0.175694154786932,0.886274291156233,YDL133W,SRF1,SGDID:S000002291,CDS,CDS,"""Regulator of phospholipase D (Spo14p); interacts with Spo14p and regulates its catalytic activity; capable of buffering the toxicity of C16:0 platelet activating factor ; a lipid that accumulates intraneuronally in Alzheimer's patients""",Verified ORF
1691,4,223328,-0.0009870675682934,0.175944079297632,0.995526963633544,YDL133W,SRF1,SGDID:S000002291,CDS,CDS,"""Regulator of phospholipase D (Spo14p); interacts with Spo14p and regulates its catalytic activity; capable of buffering the toxicity of C16:0 platelet activating factor ; a lipid that accumulates intraneuronally in Alzheimer's patients""",Verified ORF
1692,4,223356,0.053632668003837,0.176860550813703,0.761879253050413,YDL133W,SRF1,SGDID:S000002291,CDS,CDS,"""Regulator of phospholipase D (Spo14p); interacts with Spo14p and regulates its catalytic activity; capable of buffering the toxicity of C16:0 platelet activating factor ; a lipid that accumulates intraneuronally in Alzheimer's patients""",Verified ORF
1693,4,224819,0.0041100335520272,0.175943951149772,0.981376388386424,YDL132W,CDC53,SGDID:S000002290,CDS,CDS,"""Cullin; structural protein of SCF complexes (which also contain Skp1p ; Cdc34p ; Hrt1p and an F-box protein) involved in ubiquitination; SCF promotes the G1-S transition by targeting G1 cyclins and the Cln-CDK inhibitor Sic1p for degradation; human homolog CUL1 can complement yeast cdc53 null mutant""",Verified ORF
1694,4,224966,-0.0026063268722091,0.176740616899161,0.988242656183804,YDL132W,CDC53,SGDID:S000002290,CDS,CDS,"""Cullin; structural protein of SCF complexes (which also contain Skp1p ; Cdc34p ; Hrt1p and an F-box protein) involved in ubiquitination; SCF promotes the G1-S transition by targeting G1 cyclins and the Cln-CDK inhibitor Sic1p for degradation; human homolog CUL1 can complement yeast cdc53 null mutant""",Verified ORF
1697,4,228580,0.0397823680921907,0.176451961450299,0.821754072886257,YDL131W,LYS21,SGDID:S000002289,CDS,CDS,"""Homocitrate synthase isozyme; catalyzes the condensation of acetyl-CoA and alpha-ketoglutarate to form homocitrate ; which is the first step in the lysine biosynthesis pathway; LYS21 has a paralog ; LYS20 ; that arose from the whole genome duplication""",Verified ORF
1701,4,234153,0.0256588718932418,0.176050682027705,0.884204246693544,YDL127W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1702,4,234536,0.0036665537827052,0.174996432874966,0.983295653611324,YDL127W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1703,4,238194,0.0909586156565658,0.178528535384121,0.610726717910826,YDL126C,CDC48,SGDID:S000002284,CDS,CDS,"""AAA ATPase with protein-unfoldase activity; subunit of polyUb-selective segregase complex involved in ERAD ; INM-associated degradation (INMAD) ; mitotic spindle disassembly ; macroautophagy ; PMN ; ribosome-associated degradation ; ribophagy ; homotypic ER membrane fusion ; SCF complex disassembly ; cell wall integrity ; and telomerase regulation; mobilizes membrane-anchored transcription factors by regulated Ub/proteasome-dependent processing (RUP); human ortholog VCP complements a cdc48 mutant""",Verified ORF
1704,4,242179,0.0371149377484721,0.176729631320595,0.833781256408725,YDL122W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1705,4,243657,-0.0405782763740807,0.175332820935147,0.817110415954265,YDL122W,UBP1,SGDID:S000002280,CDS,CDS,"""Ubiquitin-specific protease; removes ubiquitin from ubiquitinated proteins; cleaves at the C terminus of ubiquitin fusions irrespective of their size; capable of cleaving polyubiquitin chains""",Verified ORF
1706,4,248600,0.0086775964328409,0.174471210452504,0.960360457716647,YDL117W,CYK3,SGDID:S000002275,CDS,CDS,"""SH3-domain protein located in the bud neck and cytokinetic actin ring; relocalizes from bud neck to nucleus upon DNA replication stress; activates the chitin synthase activity of Chs2p during cytokinesis; suppressor of growth and cytokinesis defects of chs2 phospho-mutants""",Verified ORF
1707,4,248779,0.0328046693757442,0.174970691635779,0.851386805382683,YDL117W,CYK3,SGDID:S000002275,CDS,CDS,"""SH3-domain protein located in the bud neck and cytokinetic actin ring; relocalizes from bud neck to nucleus upon DNA replication stress; activates the chitin synthase activity of Chs2p during cytokinesis; suppressor of growth and cytokinesis defects of chs2 phospho-mutants""",Verified ORF
1708,4,249022,0.0455012928402476,0.17462089214865,0.794574617506881,YDL117W,CYK3,SGDID:S000002275,CDS,CDS,"""SH3-domain protein located in the bud neck and cytokinetic actin ring; relocalizes from bud neck to nucleus upon DNA replication stress; activates the chitin synthase activity of Chs2p during cytokinesis; suppressor of growth and cytokinesis defects of chs2 phospho-mutants""",Verified ORF
1709,4,249864,0.036342830155293,0.175305281722661,0.835886003070681,YDL117W,CYK3,SGDID:S000002275,CDS,CDS,"""SH3-domain protein located in the bud neck and cytokinetic actin ring; relocalizes from bud neck to nucleus upon DNA replication stress; activates the chitin synthase activity of Chs2p during cytokinesis; suppressor of growth and cytokinesis defects of chs2 phospho-mutants""",Verified ORF
1710,4,250515,0.0461693768383624,0.174979287472612,0.792044661483884,YDL117W,CYK3,SGDID:S000002275,CDS,CDS,"""SH3-domain protein located in the bud neck and cytokinetic actin ring; relocalizes from bud neck to nucleus upon DNA replication stress; activates the chitin synthase activity of Chs2p during cytokinesis; suppressor of growth and cytokinesis defects of chs2 phospho-mutants""",Verified ORF
1712,4,251719,0.033697480044415,0.174666820347767,0.847129175766261,YDL116W,NUP84,SGDID:S000002274,CDS,CDS,"""Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery ; including double-strand break repair ; transcription and chromatin silencing; homologous to human NUP107""",Verified ORF
1716,4,256985,0.0448580504684419,0.175010261188608,0.797855622386338,YDL113C,ATG20,SGDID:S000002271,CDS,CDS,"""Sorting nexin family member; required for the cytoplasm-to-vacuole targeting (Cvt) pathway ; endosomal sorting and selective autophagy; has a Phox homology domain that binds phosphatidylinositol-3-phosphate; interacts with Snx4p; potential Cdc28p substrate""",Verified ORF
1717,4,257828,0.0510727334953593,0.175678222886514,0.771438111911353,YDL113C,ATG20,SGDID:S000002271,CDS,CDS,"""Sorting nexin family member; required for the cytoplasm-to-vacuole targeting (Cvt) pathway ; endosomal sorting and selective autophagy; has a Phox homology domain that binds phosphatidylinositol-3-phosphate; interacts with Snx4p; potential Cdc28p substrate""",Verified ORF
1718,4,259994,0.0409028550638439,0.175776921566564,0.816131148229766,YDL112W,TRM3,SGDID:S000002270,CDS,CDS,"""2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs""",Verified ORF
1719,4,263044,-0.0643430515108843,0.176606019785157,0.715828978028251,YDL112W,TRM3,SGDID:S000002270,CDS,CDS,"""2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs""",Verified ORF
1720,4,264432,-0.0659463152006017,0.174615189707369,0.705905297794802,XUT_4F-137,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
1721,4,265022,-0.0560466130685455,0.175121314325509,0.749123945238196,YDL110C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1722,4,267372,-0.043497325059705,0.174473452326778,0.803268884049693,YDL109C,YDL109C,SGDID:S000002267,Close to 3'-UTR,Close to 3'-UTR,"""Putative lipase; involved in lipid metabolism; not an essential gene; YDL109C has a paralog ; ROG1 ; that arose from the whole genome duplication""",Uncharacterized ORF
1723,4,267844,-0.0437575877388354,0.175644791409986,0.803408632526533,YDL109C,YDL109C,SGDID:S000002267,Close to 3'-UTR,Close to 3'-UTR,"""Putative lipase; involved in lipid metabolism; not an essential gene; YDL109C has a paralog ; ROG1 ; that arose from the whole genome duplication""",Uncharacterized ORF
1724,4,268855,-0.0437575877388354,0.175644791409986,0.803408632526533,YDL107W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1728,4,271787,-0.0255198198218569,0.17499127027039,0.884135029836875,YDL106C,PHO2,SGDID:S000002264,CDS,CDS,"""Homeobox transcription factor; regulatory targets include genes involved in phosphate metabolism; binds cooperatively with Pho4p to the PHO5 promoter; phosphorylation of Pho2p facilitates interaction with Pho4p; relocalizes to the cytosol in response to hypoxia""",Verified ORF
1729,4,274059,-0.0145810621569378,0.175489724360122,0.933828789796441,YDL104C,QRI7,SGDID:S000002262,CDS,CDS,"""Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; highly conserved mitochondrial protein; essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD ; both of which are also required for tRNA t6A modification; when directed to the cytoplasm ; complements the essential function of Kae1p in the KEOPS complex""",Verified ORF
1730,4,274409,-0.0387576594369319,0.177925366460053,0.827686656760369,YDL104C,QRI7,SGDID:S000002262,CDS,CDS,"""Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; highly conserved mitochondrial protein; essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD ; both of which are also required for tRNA t6A modification; when directed to the cytoplasm ; complements the essential function of Kae1p in the KEOPS complex""",Verified ORF
1731,4,274840,-0.0873079923218179,0.175611764049024,0.619382328623022,YDL104C,QRI7,SGDID:S000002262,CDS,CDS,"""Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; highly conserved mitochondrial protein; essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD ; both of which are also required for tRNA t6A modification; when directed to the cytoplasm ; complements the essential function of Kae1p in the KEOPS complex""",Verified ORF
1732,4,274870,-0.124352174609178,0.174346238124057,0.476163313629037,YDL104C,QRI7,SGDID:S000002262,CDS,CDS,"""Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; highly conserved mitochondrial protein; essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD ; both of which are also required for tRNA t6A modification; when directed to the cytoplasm ; complements the essential function of Kae1p in the KEOPS complex""",Verified ORF
1733,4,274922,-0.102769412584689,0.17459036482523,0.556484852689896,YDL104C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1734,4,274930,-0.0556835620020881,0.174954301941509,0.750464639009723,YDL104C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
