SNP,Chr,Pos,Effect,SE,PMC1_GTR2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
532,2,395853,-0.223782822317919,0.13578115289993,0.100218998543995,YBR079C,RPG1,SGDID:S000000283,CDS,CDS,"""eIF3a subunit of the eukaryotic translation initiation factor 3 (eIF3); subunit of the core complex of eIF3; part of a Prt1p-Rpg1p-Nip1p subcomplex that stimulates binding of mRNA and tRNA(i)Met to ribosomes; essential for loading mRNA onto ribosome at entry and exit channels of preinitiation complex; involved in translation reinitiation; eIF3 is also involved in programmed stop codon readthrough""",Verified ORF
533,2,396484,-0.185585571782877,0.135340105111419,0.171167057784287,YBR079C,RPG1,SGDID:S000000283,CDS,CDS,"""eIF3a subunit of the eukaryotic translation initiation factor 3 (eIF3); subunit of the core complex of eIF3; part of a Prt1p-Rpg1p-Nip1p subcomplex that stimulates binding of mRNA and tRNA(i)Met to ribosomes; essential for loading mRNA onto ribosome at entry and exit channels of preinitiation complex; involved in translation reinitiation; eIF3 is also involved in programmed stop codon readthrough""",Verified ORF
534,2,396705,-0.180143093206691,0.13529527532541,0.183889953777422,YBR079C,RPG1,SGDID:S000000283,CDS,CDS,"""eIF3a subunit of the eukaryotic translation initiation factor 3 (eIF3); subunit of the core complex of eIF3; part of a Prt1p-Rpg1p-Nip1p subcomplex that stimulates binding of mRNA and tRNA(i)Met to ribosomes; essential for loading mRNA onto ribosome at entry and exit channels of preinitiation complex; involved in translation reinitiation; eIF3 is also involved in programmed stop codon readthrough""",Verified ORF
535,2,398759,-0.139070212088791,0.136543015213069,0.309133932197463,YBR080C,SEC18,SGDID:S000000284,CDS,CDS,"""AAA ATPase and SNARE disassembly chaperone; required for vesicular transport between ER and Golgi ; the 'priming' step in homotypic vacuole fusion ; autophagy ; and protein secretion; releases Sec17p from SNAP complexes; has similarity to mammalian N-ethylmaleimide-sensitive factor (NSF)""",Verified ORF
536,2,400386,-0.167439408666902,0.135687967261516,0.218022574718578,YBR080C,SEC18,SGDID:S000000284,CDS,CDS,"""AAA ATPase and SNARE disassembly chaperone; required for vesicular transport between ER and Golgi ; the 'priming' step in homotypic vacuole fusion ; autophagy ; and protein secretion; releases Sec17p from SNAP complexes; has similarity to mammalian N-ethylmaleimide-sensitive factor (NSF)""",Verified ORF
537,2,400847,-0.151116829700944,0.135616775231605,0.265911587099664,YBR080C,SEC18,SGDID:S000000284,CDS,CDS,"""AAA ATPase and SNARE disassembly chaperone; required for vesicular transport between ER and Golgi ; the 'priming' step in homotypic vacuole fusion ; autophagy ; and protein secretion; releases Sec17p from SNAP complexes; has similarity to mammalian N-ethylmaleimide-sensitive factor (NSF)""",Verified ORF
538,2,401130,-0.136299708508349,0.136907943588543,0.320147205056781,YBR080C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
539,2,401143,-0.13785628425847,0.13663136125298,0.313682433825682,YBR080C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
540,2,401979,-0.0661282864194789,0.13669819333812,0.628860472447444,YBR081C,SPT7,SGDID:S000000285,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; involved in proper assembly of the complex; also present as a C-terminally truncated form in the SLIK/SALSA transcriptional regulatory complex""",Verified ORF
541,2,403598,-0.0897605090618053,0.135935327801259,0.509480585167562,YBR081C,SPT7,SGDID:S000000285,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; involved in proper assembly of the complex; also present as a C-terminally truncated form in the SLIK/SALSA transcriptional regulatory complex""",Verified ORF
542,2,404844,-0.0672092014171833,0.137492162041724,0.625271233282164,YBR081C,SPT7,SGDID:S000000285,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; involved in proper assembly of the complex; also present as a C-terminally truncated form in the SLIK/SALSA transcriptional regulatory complex""",Verified ORF
543,2,405100,-0.0773957585471325,0.136217426313359,0.570275273708479,YBR081C,SPT7,SGDID:S000000285,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; involved in proper assembly of the complex; also present as a C-terminally truncated form in the SLIK/SALSA transcriptional regulatory complex""",Verified ORF
548,2,406181,-0.100035238579385,0.136263956162598,0.46335782828583,YBR081C,SPT7,SGDID:S000000285,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SAGA transcriptional regulatory complex; involved in proper assembly of the complex; also present as a C-terminally truncated form in the SLIK/SALSA transcriptional regulatory complex""",Verified ORF
549,2,406688,-0.0148513044362441,0.135578672206653,0.912836343632492,YBR082C,UBC4,SGDID:S000000286,CDS,CDS,"""Ubiquitin-conjugating enzyme (E2); key E2 partner with Ubc1p for the anaphase-promoting complex (APC); mediates degradation of abnormal or excess proteins ; including calmodulin and histone H3; regulates levels of DNA Polymerase-{alpha} to promote efficient and accurate DNA replication; interacts with many SCF ubiquitin protein ligases; component of the cellular stress response; UBC4 has a paralog ; UBC5 ; that arose from the whole genome duplication""",Verified ORF
550,2,407621,-0.055267193588297,0.13666129592697,0.686156171951622,YBR082C,UBC4,SGDID:S000000286,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin-conjugating enzyme (E2); key E2 partner with Ubc1p for the anaphase-promoting complex (APC); mediates degradation of abnormal or excess proteins ; including calmodulin and histone H3; regulates levels of DNA Polymerase-{alpha} to promote efficient and accurate DNA replication; interacts with many SCF ubiquitin protein ligases; component of the cellular stress response; UBC4 has a paralog ; UBC5 ; that arose from the whole genome duplication""",Verified ORF
551,2,409016,-0.11065093418706,0.137936206567176,0.422983234183744,YBR083W,TEC1,SGDID:S000000287,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor targeting filamentation genes and Ty1 expression; Ste12p activation of most filamentation gene promoters depends on Tec1p and Tec1p transcriptional activity is dependent on its association with Ste12p; binds to TCS elements upstream of filamentation genes ; which are regulated by Tec1p/Ste12p/Dig1p complex; competes with Dig2p for binding to Ste12p/Dig1p; positive regulator of chronological life span; TEA/ATTS DNA-binding domain family member""",Verified ORF
552,2,410647,-0.0767487869978049,0.135988223326607,0.572855201821217,YBR083W,TEC1,SGDID:S000000287,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor targeting filamentation genes and Ty1 expression; Ste12p activation of most filamentation gene promoters depends on Tec1p and Tec1p transcriptional activity is dependent on its association with Ste12p; binds to TCS elements upstream of filamentation genes ; which are regulated by Tec1p/Ste12p/Dig1p complex; competes with Dig2p for binding to Ste12p/Dig1p; positive regulator of chronological life span; TEA/ATTS DNA-binding domain family member""",Verified ORF
554,2,419803,-0.101152878475223,0.136898991072364,0.46046664805534,YBR085C-A,YBR085C-A,SGDID:S000007522,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus; protein abundance increases in response to DNA replication stress""",Verified ORF
555,2,419943,-0.0638929098058154,0.137771639806168,0.643105880636039,YBR085C-A,YBR085C-A,SGDID:S000007522,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus; protein abundance increases in response to DNA replication stress""",Verified ORF
556,2,422349,-0.137803524975142,0.13592551081228,0.311364699693114,YBR086C,IST2,SGDID:S000000290,CDS,CDS,"""Cortical ER protein involved in ER-plasma membrane (PM) tethering; one of 6 proteins (Ist2 ; Scs2 ; Scs22 ; Tcb1 ; Tcb2 ; Tcb3) that connect ER to PM ; regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1 phosphatase to PI4P; required to locate Osh6 ; Osh7 in ER/PM contact site to allow phosphatidylserine transport from ER to PM; localizes to mother in small-budded cells ; to bud in medium- ; large-budded cells; mRNA transported to bud tip by actomyosin-driven process""",Verified ORF
557,2,425467,-0.0857718128977081,0.135557741986752,0.527317874478985,YBR088C,POL30,SGDID:S000000292,CDS,CDS,"""Proliferating cell nuclear antigen (PCNA); functions as the sliding replication clamp for DNA polymerase delta; may function as a docking site for other proteins required for mitotic and meiotic chromosomal DNA replication and for DNA repair; PCNA ubiquitination at K164 plays a crucial role during Okazaki fragment processing""",Verified ORF
560,2,429095,-0.147929790808614,0.136210407403274,0.2782028868719,XUT_2F-177,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
561,2,431266,-0.0829466944929982,0.136440694862875,0.543623344582039,XUT_2F-177,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
562,2,431446,-0.0851097851438696,0.136988580881268,0.534809099963159,XUT_2F-177,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
563,2,432524,-0.053208387837116,0.135717844078654,0.695256730482477,YBR094W,PBY1,SGDID:S000000298,CDS,CDS,"""Putative tubulin tyrosine ligase associated with P-bodies; may have a role in mRNA metabolism; yeast knockout collection strain identified as a pby1 null mutant is actually wild-type for PBY1 and deleted for mms4""",Verified ORF
564,2,434090,-0.149078808744641,0.136768207750888,0.276451944520801,YBR094W,PBY1,SGDID:S000000298,CDS,CDS,"""Putative tubulin tyrosine ligase associated with P-bodies; may have a role in mRNA metabolism; yeast knockout collection strain identified as a pby1 null mutant is actually wild-type for PBY1 and deleted for mms4""",Verified ORF
565,2,441927,-0.137787824541899,0.135333146215936,0.309309645527109,YBR098W,MMS4,SGDID:S000000302,CDS,CDS,"""Subunit of structure-specific Mms4p-Mus81p endonuclease; cleaves branched DNA; involved in recombination ; DNA repair ; and joint molecule formation/resolution during meiotic recombination; phosphorylation of the non-catalytic subunit Mms4p by Cdc28p and Cdc5p during mitotic cell cycle activates the function of Mms4p-Mus81p""",Verified ORF
566,2,446471,-0.145234779587734,0.136975237402109,0.289733278791403,YBR102C,EXO84,SGDID:S000000306,CDS,CDS,"""Exocyst subunit with dual roles in exocytosis and spliceosome assembly; subunit of the the exocyst complex which mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane (PM) prior to SNARE-mediated fusion; required for exocyst assembly and targeting the complex to specific sites on the bud tip PM; associates the U1 snRNP; role in pre-mRNA splicing and prespliceosome formation; possible Cdc28 substrate""",Verified ORF
567,2,449325,-0.224024097601109,0.135868648078399,0.10007240362677,YBR103C-A,YBR103C-A,SGDID:S000007593,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; identified by homology to related yeast""",Dubious ORF
569,2,450017,-0.295750754832305,0.134718061418391,0.0287903242740781,YBR104W,YMC2,SGDID:S000000308,CDS,CDS,"""Putative mitochondrial inner membrane transporter; proposed role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; YMC2 has a paralog ; YMC1 ; that arose from the whole genome duplication""",Verified ORF
570,2,451779,-0.315413071476055,0.135101580808194,0.0201225690543502,YBR105C,VID24,SGDID:S000000309,CDS,CDS,"""GID Complex regulatory subunit; binds GID Complex in response to glucose through interactions with complex member Vid28p; regulates fructose-1,6-bisphosphatase (FBPase) targeting to the vacuole; promotes proteasome-dependent catabolite degradation of FBPase; peripheral membrane protein located at Vid (vacuole import and degradation) vesicles""",Verified ORF
571,2,451784,-0.313036756825317,0.135611822751459,0.0215582021454151,YBR105C,VID24,SGDID:S000000309,CDS,CDS,"""GID Complex regulatory subunit; binds GID Complex in response to glucose through interactions with complex member Vid28p; regulates fructose-1,6-bisphosphatase (FBPase) targeting to the vacuole; promotes proteasome-dependent catabolite degradation of FBPase; peripheral membrane protein located at Vid (vacuole import and degradation) vesicles""",Verified ORF
572,2,453525,-0.337300660978417,0.135490074977001,0.0132525415476017,YBR106W,SND3,SGDID:S000000310,Close to 3'-UTR,Close to 3'-UTR,"""Involved in SRP-independent protein targeting to the ER; component of an alternative ER-targeting pathway partially redundant with the GET pathway that can compensate for SRP loss; preference for substrates with downstream transmembrane domains; interacts with Snd1p ; Env10p/Snd2p ; and Sec61p-translocon subunits; role in establishing nucleus-vacuole junctions (NVJs) in high glucose; targeted to the NVJ during glucose starvation to facilitate expansion; role in phosphate transport with Pho86p""",Verified ORF
573,2,453768,-0.325815098134341,0.135751534125471,0.0169086414356392,YBR106W,SND3,SGDID:S000000310,Close to 3'-UTR,Close to 3'-UTR,"""Involved in SRP-independent protein targeting to the ER; component of an alternative ER-targeting pathway partially redundant with the GET pathway that can compensate for SRP loss; preference for substrates with downstream transmembrane domains; interacts with Snd1p ; Env10p/Snd2p ; and Sec61p-translocon subunits; role in establishing nucleus-vacuole junctions (NVJs) in high glucose; targeted to the NVJ during glucose starvation to facilitate expansion; role in phosphate transport with Pho86p""",Verified ORF
574,2,454027,-0.31864458465756,0.13522466553662,0.0189984816991256,YBR107C,IML3,SGDID:S000000311,CDS,CDS,"""Outer kinetochore protein and component of the Ctf19 complex; involved in the establishment of pericentromeric cohesion during mitosis; prevents non-disjunction of sister chromatids during meiosis II; forms a stable complex with Chl4p; required for localization of Sgo1p to pericentric sites during meiosis I; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-L and fission yeast fta1""",Verified ORF
575,2,455029,-0.321926041388054,0.135275112544661,0.0178531998630789,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
576,2,455247,-0.344048655315845,0.134676268010024,0.0110489609842163,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
579,2,455756,-0.285187165474456,0.145228418576459,0.0503477055283972,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
580,2,457024,-0.348232912436315,0.135653885554416,0.0106676274375152,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
581,2,457298,-0.372276320476268,0.135872764839079,0.0064582157637992,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
582,2,460202,-0.355772929333994,0.13631259508019,0.009440370452308,YBR110W,ALG1,SGDID:S000000314,CDS,CDS,"""Mannosyltransferase; involved in asparagine-linked glycosylation in the endoplasmic reticulum (ER); essential for viability; human homolog ALG1 complements yeast null mutant""",Verified ORF
586,2,464424,-0.353805148947618,0.13560746255615,0.009465825739175,YBR112C,CYC8,SGDID:S000000316,CDS,CDS,"""General transcriptional co-repressor; acts together with Tup1p; also acts as part of a transcriptional co-activator complex that recruits the SWI/SNF and SAGA complexes to promoters; can form the prion [OCT+]""",Verified ORF
587,2,465824,-0.223878948923102,0.137740185323385,0.104975887073907,YBR113W,YBR113W,SGDID:S000000317,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene CYC8""",Dubious ORF
588,2,470145,-0.228473876777326,0.135740438744369,0.0932268291699967,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
589,2,470686,-0.199838732871708,0.135785462839402,0.141986332653124,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
590,2,471144,-0.20320021572033,0.136007350719341,0.136058875543422,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
591,2,471830,-0.217889830309132,0.135553295871426,0.108858324400215,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
592,2,472403,-0.216860118306858,0.13567984574036,0.110865952803651,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
593,2,473668,-0.26812772747865,0.136322941312777,0.0499826283021095,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
594,2,473888,-0.210229649578176,0.135672381923334,0.122148240988356,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
595,2,474138,-0.240694967702003,0.137356116596589,0.0805831401995747,YBR115C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
596,2,474141,-0.240694967702003,0.137356116596589,0.0805831401995747,YBR115C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
597,2,475703,-0.241349080990548,0.13537546364251,0.0754760618806071,SUT018,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
598,2,476732,-0.310949860050247,0.134679484613788,0.0215309752298463,SUT018,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
600,2,477272,-0.344955986857838,0.134896887303833,0.0109698418014974,YBR117C,TKL2,SGDID:S000000321,Close to 3'-UTR,Close to 3'-UTR,"""Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL2 has a paralog ; TKL1 ; that arose from the whole genome duplication""",Verified ORF
601,2,477273,-0.344955986857838,0.134896887303833,0.0109698418014974,YBR117C,TKL2,SGDID:S000000321,Close to 3'-UTR,Close to 3'-UTR,"""Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL2 has a paralog ; TKL1 ; that arose from the whole genome duplication""",Verified ORF
604,2,480275,-0.181183586199739,0.135859589183316,0.183191859885949,YBR119W,MUD1,SGDID:S000000323,Close to 3'-UTR,Close to 3'-UTR,"""U1 snRNP A protein; homolog of human U1-A; involved in nuclear mRNA splicing""",Verified ORF
605,2,480340,-0.177804182389857,0.137978234580743,0.198367408287099,YBR119W,MUD1,SGDID:S000000323,Close to 3'-UTR,Close to 3'-UTR,"""U1 snRNP A protein; homolog of human U1-A; involved in nuclear mRNA splicing""",Verified ORF
607,2,481312,-0.169106991624568,0.138174785744408,0.221820201647626,YBR119W,MUD1,SGDID:S000000323,Close to 3'-UTR,Close to 3'-UTR,"""U1 snRNP A protein; homolog of human U1-A; involved in nuclear mRNA splicing""",Verified ORF
608,2,483628,-0.144769849815741,0.136544956362292,0.289762226407529,YBR121C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
609,2,484021,-0.15888667466697,0.135629440569442,0.242197485249,CUT026,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
610,2,484651,-0.195667454751673,0.137967944858699,0.157011786919523,YBR122C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
611,2,485249,-0.168962846491729,0.136215564304524,0.215648419684253,YBR123C,TFC1,SGDID:S000000327,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; human homolog is TFIIIC-63""",Verified ORF
612,2,485603,-0.17286151224355,0.135380291719942,0.202491395994699,YBR123C,TFC1,SGDID:S000000327,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; human homolog is TFIIIC-63""",Verified ORF
613,2,486033,-0.185801656924395,0.135943337005147,0.172570972081038,YBR123C,TFC1,SGDID:S000000327,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; human homolog is TFIIIC-63""",Verified ORF
615,2,488757,-0.155480772203254,0.136571134598013,0.255700499796645,YBR125C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
616,2,490612,-0.0787191771344898,0.136105440012056,0.563383767709605,YBR126W-A_NFR/NDR,,,Promoter,Promoter,,Promoter
617,2,491316,-0.0273738745655977,0.13835277115676,0.843271906979489,YBR127C,VMA2,SGDID:S000000331,CDS,CDS,"""Subunit B of V1 peripheral membrane domain of vacuolar H+-ATPase; electrogenic proton pump found throughout the endomembrane system; contains nucleotide binding sites; also detected in the cytoplasm; protein abundance increases in response to DNA replication stress; human homolog ATP6V1B1 ; implicated in autosomal-recessive distal renal tubular acidosis (RTA) with sensorineural deafness ; complements yeast null mutant""",Verified ORF
618,2,495558,0.0262960983453853,0.13963522313809,0.850734059243182,YBR129C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
619,2,495559,0.0334104683160692,0.139508125403523,0.810866491620258,YBR129C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
620,2,498324,0.0202320587035465,0.139494286699512,0.884763156809353,YBR131W,CCZ1,SGDID:S000000335,CDS,CDS,"""Subunit of a heterodimeric guanine nucleotide exchange factor (GEF); subunit of the Mon1-Ccz1 GEF complex ; which stimulates nucleotide exchange and activation of Ypt7p ; a Rab family GTPase involved in membrane tethering and fusion events at the late endosome and vacuole; GEF activity is stimulated by membrane association and anionic phospholipids; involved in localizing Ypt7p to the vacuolar membrane; required for macroautophagy ; the CVT pathway and mitophagy""",Verified ORF
621,2,498889,0.0247750007632148,0.142388507747451,0.861968510652949,YBR131W,CCZ1,SGDID:S000000335,CDS,CDS,"""Subunit of a heterodimeric guanine nucleotide exchange factor (GEF); subunit of the Mon1-Ccz1 GEF complex ; which stimulates nucleotide exchange and activation of Ypt7p ; a Rab family GTPase involved in membrane tethering and fusion events at the late endosome and vacuole; GEF activity is stimulated by membrane association and anionic phospholipids; involved in localizing Ypt7p to the vacuolar membrane; required for macroautophagy ; the CVT pathway and mitophagy""",Verified ORF
625,2,500276,0.0778817199161329,0.139279459052998,0.576396243100816,YBR132C,AGP2,SGDID:S000000336,CDS,CDS,"""Plasma membrane regulator of polyamine and carnitine transport; has similarity to transporters but lacks transport activity; may act as a sensor that transduces environmental signals; has a positive or negative regulatory effect on transcription of many transporter genes""",Verified ORF
626,2,500320,0.0674103342552214,0.139066246513936,0.628164689432166,YBR132C,AGP2,SGDID:S000000336,CDS,CDS,"""Plasma membrane regulator of polyamine and carnitine transport; has similarity to transporters but lacks transport activity; may act as a sensor that transduces environmental signals; has a positive or negative regulatory effect on transcription of many transporter genes""",Verified ORF
627,2,500677,0.0751059705791572,0.139135051054398,0.589671006214878,YBR132C,AGP2,SGDID:S000000336,CDS,CDS,"""Plasma membrane regulator of polyamine and carnitine transport; has similarity to transporters but lacks transport activity; may act as a sensor that transduces environmental signals; has a positive or negative regulatory effect on transcription of many transporter genes""",Verified ORF
628,2,501170,0.0820042401361011,0.138563579917182,0.554352169335716,YBR132C,AGP2,SGDID:S000000336,CDS,CDS,"""Plasma membrane regulator of polyamine and carnitine transport; has similarity to transporters but lacks transport activity; may act as a sensor that transduces environmental signals; has a positive or negative regulatory effect on transcription of many transporter genes""",Verified ORF
629,2,501746,0.0400751285733809,0.137820739926688,0.771392487558111,YBR132C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
630,2,505207,-0.0059596683280325,0.143103440841048,0.966804545212701,YBR135W,CKS1,SGDID:S000000339,CDS,CDS,"""Cyclin-dependent protein kinase regulatory subunit and adaptor; interacts with Cdc28p (aka Cdk1p); required for G1/S and G2/M phase transitions and budding; mediates phosphorylation and degradation of Sic1p; modulates proteolysis of M-phase targets through interactions with the proteasome; role in transcriptional regulation ; recruiting proteasomal subunits to target gene promoters; human homologs CKS1B and CKS2 can each complement yeast cks1 null mutant""",Verified ORF
632,2,507274,0.0424584490842801,0.142279931789783,0.765562110538658,YBR136W,MEC1,SGDID:S000000340,CDS,CDS,"""Genome integrity checkpoint protein and PI kinase superfamily member; Mec1p and Dun1p function in same pathway to regulate dNTP pools and telomere length; signal transducer required for cell cycle arrest and transcriptional responses to damaged or unreplicated DNA; facilitates replication fork progression and regulates P-body formation under replication stress; promotes interhomolog recombination by phosphorylating Hop1p; associates with shortened ; dysfunctional telomeres""",Verified ORF
633,2,507491,0.0367420454726366,0.142288156206822,0.796385450724202,YBR136W,MEC1,SGDID:S000000340,CDS,CDS,"""Genome integrity checkpoint protein and PI kinase superfamily member; Mec1p and Dun1p function in same pathway to regulate dNTP pools and telomere length; signal transducer required for cell cycle arrest and transcriptional responses to damaged or unreplicated DNA; facilitates replication fork progression and regulates P-body formation under replication stress; promotes interhomolog recombination by phosphorylating Hop1p; associates with shortened ; dysfunctional telomeres""",Verified ORF
634,2,510017,0.0223448944394506,0.141650530731302,0.874746646234874,YBR136W,MEC1,SGDID:S000000340,CDS,CDS,"""Genome integrity checkpoint protein and PI kinase superfamily member; Mec1p and Dun1p function in same pathway to regulate dNTP pools and telomere length; signal transducer required for cell cycle arrest and transcriptional responses to damaged or unreplicated DNA; facilitates replication fork progression and regulates P-body formation under replication stress; promotes interhomolog recombination by phosphorylating Hop1p; associates with shortened ; dysfunctional telomeres""",Verified ORF
635,2,510140,0.0399545575951881,0.141443165961016,0.777742703131221,YBR136W,MEC1,SGDID:S000000340,CDS,CDS,"""Genome integrity checkpoint protein and PI kinase superfamily member; Mec1p and Dun1p function in same pathway to regulate dNTP pools and telomere length; signal transducer required for cell cycle arrest and transcriptional responses to damaged or unreplicated DNA; facilitates replication fork progression and regulates P-body formation under replication stress; promotes interhomolog recombination by phosphorylating Hop1p; associates with shortened ; dysfunctional telomeres""",Verified ORF
636,2,517548,0.0718147972578593,0.143380343449888,0.616775341901478,YBR140C,IRA1,SGDID:S000000344,CDS,CDS,"""GTPase-activating protein; negatively regulates RAS by converting it from GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions ; mediates membrane association of adenylate cyclase; mutations cause catalase T deficiency ; defective glycogen synthesis and defective trehalose accumulation; IRA1 has a paralog ; IRA2 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",Verified ORF
