SNP,Chr,Pos,Effect,SE,ALO1_UIP4_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1957,4,481074,0.0084118245133823,0.171411494436073,0.960888184942423,YDR017C,KCS1,SGDID:S000002424,CDS,CDS,"""Inositol hexakisphosphate and inositol heptakisphosphate kinase; generation of high energy inositol pyrophosphates by Kcs1p is required for many processes such as vacuolar biogenesis ; stress response ; RNA polymerase I-mediated rRNA transcription and telomere maintenance; inositol hexakisphosphate is also known as IP6; inositol heptakisphosphate is also known as IP7""",Verified ORF
1961,4,485199,0.0102262977844877,0.171844272785731,0.952580293067063,YDR019C,GCV1,SGDID:S000002426,CDS,CDS,"""T subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of levels of 5,10-methylene-THF in the cytoplasm""",Verified ORF
1962,4,485454,0.0119085199737968,0.17146160485408,0.94466838251316,SUT051_NFR/NDR,,,Promoter,Promoter,,Promoter
1963,4,487562,0.0199741319006287,0.17126515360628,0.907222005960147,YDR021W,FAL1,SGDID:S000002428,CDS,CDS,"""Nucleolar protein required for maturation of 18S rRNA; member of the eIF4A subfamily of DEAD-box ATP-dependent RNA helicases; 18S rRNA biogenesis defect of the null mutant is functionally complemented by human EIF4A3""",Verified ORF
1965,4,491790,0.0287612832014363,0.171674325574795,0.867045847510852,YDR023W,SES1,SGDID:S000002430,Close to 3'-UTR,Close to 3'-UTR,"""Cytosolic seryl-tRNA synthetase; class II aminoacyl-tRNA synthetase that aminoacylates tRNA(Ser) ; displays tRNA-dependent amino acid recognition which enhances discrimination of the serine substrate ; interacts with peroxin Pex21p""",Verified ORF
1967,4,493748,0.0458421195283113,0.170773510490502,0.788518907213706,YDR026C,NSI1,SGDID:S000002433,CDS,CDS,"""RNA polymerase I termination factor; binds to rDNA terminator element ; required for efficient Pol I termination; required for rDNA silencing at NTS1; facilities association of Sir2p with NTS1 ; contributes to rDNA stability and cell longevity; interacts physically with Fob1p and RENT subunits ; Sir2p and Net1p; may interact with ribosomes ; based on co-purification experiments; Myb-like DNA-binding protein; NSI1 has a paralog ; REB1 ; that arose from the whole genome duplication""",Verified ORF
1968,4,495614,0.0665625093324164,0.170556698158792,0.696575125836961,YDR027C,VPS54,SGDID:S000002434,CDS,CDS,"""Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi ; and for mitosis after DNA damage induced checkpoint arrest; potentially phosphorylated by Cdc28p; members of the GARP complex are Vps51p-Vps52p-Vps53p-Vps54p""",Verified ORF
1969,4,497124,0.0091095316632111,0.170828197525084,0.957502575890657,YDR027C,VPS54,SGDID:S000002434,CDS,CDS,"""Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi ; and for mitosis after DNA damage induced checkpoint arrest; potentially phosphorylated by Cdc28p; members of the GARP complex are Vps51p-Vps52p-Vps53p-Vps54p""",Verified ORF
1970,4,497529,0.0143669552787528,0.173142810675304,0.933916473054468,YDR027C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1971,4,498734,0.0318610965449734,0.17204830666971,0.85318877973436,YDR028C,REG1,SGDID:S000002435,CDS,CDS,"""Regulatory subunit of type 1 protein phosphatase Glc7p; involved in negative regulation of glucose-repressible genes; involved in regulation of the nucleocytoplasmic shuttling of Hxk2p; REG1 has a paralog ; REG2 ; that arose from the whole genome duplication""",Verified ORF
1972,4,499794,0.0201892091720244,0.169892363885684,0.905473441098375,YDR028C,REG1,SGDID:S000002435,CDS,CDS,"""Regulatory subunit of type 1 protein phosphatase Glc7p; involved in negative regulation of glucose-repressible genes; involved in regulation of the nucleocytoplasmic shuttling of Hxk2p; REG1 has a paralog ; REG2 ; that arose from the whole genome duplication""",Verified ORF
1973,4,501469,0.0175316617172185,0.170837183533547,0.918321214271528,SUT052,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1974,4,504047,-0.0995700677427149,0.170498996797001,0.559598610469529,YDR030C,RAD28,SGDID:S000002437,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in DNA repair; related to the human CSA protein that is involved in transcription-coupled repair nucleotide excision repair""",Verified ORF
1975,4,504419,0.03077764264901,0.171125524114487,0.857370236813185,YDR032C,PST2,SGDID:S000002439,CDS,CDS,"""FMN-dependent NAD(P)H:quinone oxidoreductase; induced by oxidative stress in a Yap1p dependent manner; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress; PST2 has a paralog ; RFS1 ; that arose from the whole genome duplication""",Verified ORF
1976,4,512749,0.016669142821835,0.170579032465623,0.922209351594392,YDR034C,LYS14,SGDID:S000002441,Close to 3'-UTR,Close to 3'-UTR,"""Transcriptional activator involved in regulating lysine biosynthesis; involved in the regulation of genes of the lysine biosynthesis pathway; requires 2-aminoadipate semialdehyde as co-inducer""",Verified ORF
1991,4,523964,0.0472876668770379,0.1700828826072,0.781154254482243,YDR036C,EHD3,SGDID:S000002443,CDS,CDS,"""3-hydroxyisobutyryl-CoA hydrolase; member of a family of enoyl-CoA hydratase/isomerases; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; phosphorylated; mutation affects fluid-phase endocytosis""",Verified ORF
2027,4,538866,0.0171792167951296,0.170344509533272,0.919726915392229,YDR040C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2028,4,539688,-0.0114578047173939,0.171075063790696,0.946639279225988,YDR041W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2030,4,542062,0.0037845815040769,0.170581220775907,0.982311809644454,snR47_NFR/NDR,,,Promoter,Promoter,,Promoter
2033,4,544372,0.0241356698255174,0.170818632937641,0.887718185788853,SUT055,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
2034,4,546036,0.0938409950917762,0.170995052332865,0.583494021150652,YDR044W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2035,4,546402,0.0215984224007915,0.172290170361794,0.900309334263753,YDR044W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2037,4,547460,0.0874735065177718,0.1702550966067,0.60772790095533,YDR044W,HEM13,SGDID:S000002451,CDS,CDS,"""Coproporphyrinogen III oxidase; oxygen-requiring enzyme that catalyzes sixth step in heme biosynthetic pathway; transcription is repressed by oxygen and heme (via Rox1p and Hap1p); human homolog CPOX can complement yeast mutant and allow growth of haploid null after sporulation of a heterozygous diploid""",Verified ORF
2041,4,548101,-0.0093110203128331,0.17183200152742,0.956817018539903,YDR045C,RPC11,SGDID:S000002452,CDS,CDS,"""RNA polymerase III subunit C11; mediates pol III RNA cleavage activity and is important for termination of transcription; homologous to TFIIS""",Verified ORF
2042,4,548356,-0.167074331610125,0.170624436954361,0.328154997102443,YDR044W,HEM13,SGDID:S000002451,Close to 3'-UTR,Close to 3'-UTR,"""Coproporphyrinogen III oxidase; oxygen-requiring enzyme that catalyzes sixth step in heme biosynthetic pathway; transcription is repressed by oxygen and heme (via Rox1p and Hap1p); human homolog CPOX can complement yeast mutant and allow growth of haploid null after sporulation of a heterozygous diploid""",Verified ORF
2043,4,548896,-0.19100100590699,0.173082417420918,0.270550360514516,YDR046C,BAP3,SGDID:S000002453,CDS,CDS,"""Amino acid permease; involved in uptake of cysteine ; leucine ; isoleucine and valine; BAP3 has a paralog ; BAP2 ; that arose from the whole genome duplication""",Verified ORF
2044,4,549461,-0.162291998049077,0.173378655137125,0.349884672032686,YDR046C,BAP3,SGDID:S000002453,CDS,CDS,"""Amino acid permease; involved in uptake of cysteine ; leucine ; isoleucine and valine; BAP3 has a paralog ; BAP2 ; that arose from the whole genome duplication""",Verified ORF
2045,4,551365,-0.181986240638156,0.173693447028723,0.295473482034717,YDR047W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2048,4,554056,-0.167761441123969,0.172567452545641,0.3316416137273,YDR049W,VMS1,SGDID:S000002456,CDS,CDS,"""Peptidyl-tRNA hydrolase that releases stalled peptides from ribosomes ; component of a Cdc48p-complex; involved in protein quality control; exhibits cytosolic and ER-membrane localization; contributes to ER-associated degradation (ERAD) of specific substrates at a step after their ubiquitination; translocates to mitochondria under oxidative stress and forms a complex with Cdc48p and Npl4p that is required for ubiquitin-mediated mitochondria-associated protein degradation (MAD)""",Verified ORF
2049,4,554792,-0.156935474013782,0.170700612041208,0.358534603818802,YDR049W,VMS1,SGDID:S000002456,CDS,CDS,"""Peptidyl-tRNA hydrolase that releases stalled peptides from ribosomes ; component of a Cdc48p-complex; involved in protein quality control; exhibits cytosolic and ER-membrane localization; contributes to ER-associated degradation (ERAD) of specific substrates at a step after their ubiquitination; translocates to mitochondria under oxidative stress and forms a complex with Cdc48p and Npl4p that is required for ubiquitin-mediated mitochondria-associated protein degradation (MAD)""",Verified ORF
2050,4,558812,-0.125642733336071,0.170450208673054,0.461537324511675,YDR052C,DBF4,SGDID:S000002459,CDS,CDS,"""Regulatory subunit of Cdc7p-Dbf4p kinase complex; required for Cdc7p kinase activity and initiation of DNA replication; phosphorylates the Mcm2-7 family of proteins; cell cycle regulated; relative distribution to the nucleus increases upon DNA replication stress; co-expression of human CDC7 and DBF4 complements single cdc7 or dbf4 null mutations or the cdc7 dbf4 double null mutation""",Verified ORF
2051,4,559258,-0.0033634837147516,0.171163263016707,0.984333094242909,YDR052C,DBF4,SGDID:S000002459,CDS,CDS,"""Regulatory subunit of Cdc7p-Dbf4p kinase complex; required for Cdc7p kinase activity and initiation of DNA replication; phosphorylates the Mcm2-7 family of proteins; cell cycle regulated; relative distribution to the nucleus increases upon DNA replication stress; co-expression of human CDC7 and DBF4 complements single cdc7 or dbf4 null mutations or the cdc7 dbf4 double null mutation""",Verified ORF
2055,4,562709,0.0805977153501746,0.170551700142573,0.636811611846268,YDR054C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2056,4,563928,-0.0110105744616912,0.170394368110911,0.948514584034601,YDR055W,PST1,SGDID:S000002462,CDS,CDS,"""Cell wall protein that contains a putative GPI-attachment site; secreted by regenerating protoplasts; up-regulated by activation of the cell integrity pathway ; as mediated by Rlm1p; upregulated by cell wall damage via disruption of FKS1; PST1 has a paralog ; ECM33 ; that arose from the whole genome duplication""",Verified ORF
2057,4,564066,-0.0550675538099877,0.171774609815007,0.748718167847924,YDR055W,PST1,SGDID:S000002462,CDS,CDS,"""Cell wall protein that contains a putative GPI-attachment site; secreted by regenerating protoplasts; up-regulated by activation of the cell integrity pathway ; as mediated by Rlm1p; upregulated by cell wall damage via disruption of FKS1; PST1 has a paralog ; ECM33 ; that arose from the whole genome duplication""",Verified ORF
2058,4,565447,-0.0312061293581931,0.170349621258387,0.85475511390509,YDR056C,EMC10,SGDID:S000002463,CDS,CDS,"""Putative protein of unknown function; subunit of evolutionarily conserved EMC (Endoplasmic Reticulum Membrane Complex) implicated in ERAD (ER-associated degradation) and proper assembly of multi-pass transmembrane (TM) proteins; EMC acts in yeast as an ER-mitochondria tether that interacts with outer membrane protein Tom5p of TOM (Translocase of the Mitochondrial Outer Membrane) complex; YDR056C is not an essential protein""",Uncharacterized ORF
2059,4,567144,-0.0998020902980131,0.169796692631173,0.55705976918245,YDR057W,YOS9,SGDID:S000002464,CDS,CDS,"""ER quality-control lectin; integral subunit of the HRD ligase; participates in efficient ER retention of misfolded proteins by recognizing them and delivering them to Hrd1p; binds to glycans with terminal alpha-1,6 linked mannose on misfolded N-glycosylated proteins and participates in targeting proteins to ERAD; member of the OS-9 protein family""",Verified ORF
2060,4,567417,-0.187229901967545,0.17201114918543,0.277127866220963,YDR057W,YOS9,SGDID:S000002464,CDS,CDS,"""ER quality-control lectin; integral subunit of the HRD ligase; participates in efficient ER retention of misfolded proteins by recognizing them and delivering them to Hrd1p; binds to glycans with terminal alpha-1,6 linked mannose on misfolded N-glycosylated proteins and participates in targeting proteins to ERAD; member of the OS-9 protein family""",Verified ORF
2064,4,571075,-0.229074171643194,0.1699855947607,0.178648334823944,YDR060W,MAK21,SGDID:S000002467,CDS,CDS,"""Constituent of 66S pre-ribosomal particles; required for large (60S) ribosomal subunit biogenesis; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit; involved in nuclear export of pre-ribosomes; required for maintenance of dsRNA virus; homolog of human CAATT-binding protein""",Verified ORF
2065,4,572183,-0.215309834399273,0.170036555041259,0.206256348800875,YDR060W,MAK21,SGDID:S000002467,CDS,CDS,"""Constituent of 66S pre-ribosomal particles; required for large (60S) ribosomal subunit biogenesis; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit; involved in nuclear export of pre-ribosomes; required for maintenance of dsRNA virus; homolog of human CAATT-binding protein""",Verified ORF
2066,4,573409,-0.213360869769013,0.170499946828935,0.211623140721803,YDR060W,MAK21,SGDID:S000002467,CDS,CDS,"""Constituent of 66S pre-ribosomal particles; required for large (60S) ribosomal subunit biogenesis; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit; involved in nuclear export of pre-ribosomes; required for maintenance of dsRNA virus; homolog of human CAATT-binding protein""",Verified ORF
2067,4,574801,-0.247233652689571,0.170819768231005,0.148690223420675,YDR061W,YDR061W,SGDID:S000002468,CDS,CDS,"""Protein with similarity to ABC transporter family members; lacks predicted membrane-spanning regions; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance""",Uncharacterized ORF
2068,4,575378,-0.214208678831829,0.169593032738629,0.207395949041048,YDR061W,YDR061W,SGDID:S000002468,CDS,CDS,"""Protein with similarity to ABC transporter family members; lacks predicted membrane-spanning regions; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance""",Uncharacterized ORF
2069,4,575468,-0.239743723830453,0.169943909088679,0.15920703486362,YDR061W,YDR061W,SGDID:S000002468,CDS,CDS,"""Protein with similarity to ABC transporter family members; lacks predicted membrane-spanning regions; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance""",Uncharacterized ORF
2073,4,576758,-0.204995201213665,0.172297651832975,0.234934977413226,YDR062W,LCB2,SGDID:S000002469,CDS,CDS,"""Component of serine palmitoyltransferase; responsible along with Lcb1p for the first committed step in sphingolipid synthesis ; which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine""",Verified ORF
2074,4,577415,-0.109375973698564,0.16991353991179,0.520177945485487,YDR062W,LCB2,SGDID:S000002469,CDS,CDS,"""Component of serine palmitoyltransferase; responsible along with Lcb1p for the first committed step in sphingolipid synthesis ; which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine""",Verified ORF
2075,4,577658,-0.23436142992582,0.172135460494958,0.174225920225703,YDR062W,LCB2,SGDID:S000002469,CDS,CDS,"""Component of serine palmitoyltransferase; responsible along with Lcb1p for the first committed step in sphingolipid synthesis ; which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine""",Verified ORF
2076,4,577740,-0.161035186343392,0.170016911919168,0.344199283228417,YDR062W,LCB2,SGDID:S000002469,CDS,CDS,"""Component of serine palmitoyltransferase; responsible along with Lcb1p for the first committed step in sphingolipid synthesis ; which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine""",Verified ORF
2077,4,578506,-0.177643100992912,0.171081201953378,0.299815310341577,YDR063W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2078,4,578512,-0.183129493452285,0.170143330022652,0.282517046919126,YDR063W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2079,4,579070,-0.129928321190079,0.170465427844915,0.446451111151925,YDR063W,AIM7,SGDID:S000002470,CDS,CDS,"""Protein that interacts with Arp2/3 complex; interacts with Arp2/3 complex to stimulate actin filament debranching and inhibit actin nucleation; has similarity to Cof1p and also to human glia maturation factor (GMF); null mutant displays elevated mitochondrial genome loss""",Verified ORF
2080,4,579494,-0.161752670398369,0.173081748718151,0.35066170289105,YDR063W,AIM7,SGDID:S000002470,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with Arp2/3 complex; interacts with Arp2/3 complex to stimulate actin filament debranching and inhibit actin nucleation; has similarity to Cof1p and also to human glia maturation factor (GMF); null mutant displays elevated mitochondrial genome loss""",Verified ORF
2081,4,579699,-0.235458051250782,0.171097717442914,0.169644086855893,YDR063W,AIM7,SGDID:S000002470,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with Arp2/3 complex; interacts with Arp2/3 complex to stimulate actin filament debranching and inhibit actin nucleation; has similarity to Cof1p and also to human glia maturation factor (GMF); null mutant displays elevated mitochondrial genome loss""",Verified ORF
2082,4,579809,-0.173035620346187,0.171374721163724,0.31333464386193,YDR063W,AIM7,SGDID:S000002470,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with Arp2/3 complex; interacts with Arp2/3 complex to stimulate actin filament debranching and inhibit actin nucleation; has similarity to Cof1p and also to human glia maturation factor (GMF); null mutant displays elevated mitochondrial genome loss""",Verified ORF
2083,4,579869,-0.189712526632485,0.169579410187731,0.264018675913002,YDR063W,AIM7,SGDID:S000002470,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with Arp2/3 complex; interacts with Arp2/3 complex to stimulate actin filament debranching and inhibit actin nucleation; has similarity to Cof1p and also to human glia maturation factor (GMF); null mutant displays elevated mitochondrial genome loss""",Verified ORF
2084,4,580657,-0.124982152979545,0.170584116781456,0.464244907779249,YDR064W,RPS13,SGDID:S000002471,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S13 and bacterial S15""",Verified ORF
2085,4,582525,-0.178999253993434,0.172618432127182,0.300462020456711,YDR065W,RRG1,SGDID:S000002472,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; required for vacuolar acidification; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
2086,4,584486,-0.183975667444049,0.169934838132572,0.279713965409725,YDR068W,DOS2,SGDID:S000002475,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""",Verified ORF
2087,4,584912,-0.184390712691203,0.170273103140758,0.279586818803787,YDR068W,DOS2,SGDID:S000002475,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""",Verified ORF
2088,4,588662,-0.22138827720154,0.172779875588801,0.200918354959121,YDR069C,DOA4,SGDID:S000002476,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin hydrolase; deubiquitinates intralumenal vesicle (ILVs) cargo proteins; required for recycling ubiquitin from proteasome-bound ubiquitinated intermediates ; acts at the late endosome/prevacuolar compartment to recover ubiquitin from ubiquitinated membrane proteins destined for the vacuole; DOA4 has a paralog ; UBP5 ; that arose from the whole genome duplication""",Verified ORF
2090,4,590025,-0.180844709829154,0.171295458415302,0.291805711747474,YDR072C,IPT1,SGDID:S000002479,CDS,CDS,"""Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C) ; the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin""",Verified ORF
2091,4,590826,-0.186673453749956,0.170988228854949,0.275695137412004,YDR072C,IPT1,SGDID:S000002479,CDS,CDS,"""Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C) ; the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin""",Verified ORF
2092,4,590885,-0.131068962403859,0.173723174825421,0.451069932630705,YDR072C,IPT1,SGDID:S000002479,CDS,CDS,"""Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C) ; the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin""",Verified ORF
2093,4,590984,-0.190423227366316,0.171178074257634,0.26671130810615,YDR072C,IPT1,SGDID:S000002479,CDS,CDS,"""Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C) ; the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin""",Verified ORF
2094,4,591356,-0.237001130985885,0.173354847411542,0.172449947596249,YDR072C,IPT1,SGDID:S000002479,Close to 3'-UTR,Close to 3'-UTR,"""Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C) ; the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin""",Verified ORF
2095,4,591435,-0.192896025886484,0.17175146172171,0.262153436492392,YDR072C,IPT1,SGDID:S000002479,Close to 3'-UTR,Close to 3'-UTR,"""Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C) ; the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin""",Verified ORF
2097,4,591983,-0.1806242382572,0.17198380994381,0.294326345265024,YDR072C,IPT1,SGDID:S000002479,Close to 3'-UTR,Close to 3'-UTR,"""Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C) ; the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin""",Verified ORF
2100,4,592839,-0.137851507792614,0.174963382032301,0.431291092194408,YDR073W,SNF11,SGDID:S000002480,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; interacts with a highly conserved 40-residue sequence of Snf2p; relocates to the cytosol under hypoxic conditions""",Verified ORF
2108,4,593676,-0.131628665780155,0.172151508438377,0.445014980296053,YDR074W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2109,4,594369,-0.0908092592187689,0.170907155352928,0.595519587831416,YDR074W,TPS2,SGDID:S000002481,CDS,CDS,"""Phosphatase subunit of the trehalose-6-P synthase/phosphatase complex; involved in the synthesis of storage carbohydrate trehalose; positive regulator of autophagy involved in the dephosphorylation of Rim15p leading to ATG8 induction; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; protein abundance increases in response to DNA replication stress""",Verified ORF
2110,4,597710,-0.147963332314931,0.171664586019696,0.389309652039571,YDR075W,PPH3,SGDID:S000002482,CDS,CDS,"""Catalytic subunit of protein phosphatase PP4 complex; Pph3p and Psy2p form active complex ; Psy4p may provide substrate specificity; regulates recovery from the DNA damage checkpoint ; the gene conversion- and single-strand annealing-mediated pathways of meiotic double-strand break repair and efficient Non-Homologous End-Joining (NHEJ) pathway; involved in activation of Gln3p to alleviate nitrogen catabolite repression; Pph3p and Psy2p localize to foci on meiotic chromosomes""",Verified ORF
2111,4,598800,-0.106114904152322,0.171571704138784,0.536653097248466,YDR076W,RAD55,SGDID:S000002483,CDS,CDS,"""Protein that stimulates strand exchange; stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad57p""",Verified ORF
2112,4,600513,-0.156350600130416,0.171116793198156,0.361494508393761,YDR077W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2113,4,604043,-0.0589496553499342,0.170804137419914,0.730202092701364,YDR080W,VPS41,SGDID:S000002487,CDS,CDS,"""Subunit of the HOPS endocytic tethering complex; vacuole membrane protein that functions as a Rab GTPase effector ; interacting specifically with the GTP-bound conformation of Ypt7p ; facilitating tethering ; docking and promoting membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; Yck3p-mediated phosphorylation regulates the organization of vacuolar fusion sites""",Verified ORF
2114,4,605641,-0.0350018275917362,0.173154242651332,0.839921786882303,YDR080W,VPS41,SGDID:S000002487,CDS,CDS,"""Subunit of the HOPS endocytic tethering complex; vacuole membrane protein that functions as a Rab GTPase effector ; interacting specifically with the GTP-bound conformation of Ypt7p ; facilitating tethering ; docking and promoting membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; Yck3p-mediated phosphorylation regulates the organization of vacuolar fusion sites""",Verified ORF
2115,4,605918,0.0083266158896837,0.172649198726485,0.961561393004837,YDR080W,VPS41,SGDID:S000002487,CDS,CDS,"""Subunit of the HOPS endocytic tethering complex; vacuole membrane protein that functions as a Rab GTPase effector ; interacting specifically with the GTP-bound conformation of Ypt7p ; facilitating tethering ; docking and promoting membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; Yck3p-mediated phosphorylation regulates the organization of vacuolar fusion sites""",Verified ORF
2117,4,608349,-0.0421054469187609,0.1716500114871,0.806368052813565,YDR081C,PDC2,SGDID:S000002488,CDS,CDS,"""Transcription factor for thiamine-regulated genes; required for expression of the two isoforms of pyruvate decarboxylase (PDC1 and PDC5) along with thiamine biosynthetic genes; binds a DNA sequence in the PDC5 promoter; mutant fails to grow on 2% glucose and thus is scored as inviable under standard conditions""",Verified ORF
2118,4,608355,-0.0212837131443189,0.171290670025676,0.90118414138883,YDR081C,PDC2,SGDID:S000002488,CDS,CDS,"""Transcription factor for thiamine-regulated genes; required for expression of the two isoforms of pyruvate decarboxylase (PDC1 and PDC5) along with thiamine biosynthetic genes; binds a DNA sequence in the PDC5 promoter; mutant fails to grow on 2% glucose and thus is scored as inviable under standard conditions""",Verified ORF
2119,4,609905,-0.0200862299016243,0.171593942810313,0.9068816499848,YDR081C,PDC2,SGDID:S000002488,CDS,CDS,"""Transcription factor for thiamine-regulated genes; required for expression of the two isoforms of pyruvate decarboxylase (PDC1 and PDC5) along with thiamine biosynthetic genes; binds a DNA sequence in the PDC5 promoter; mutant fails to grow on 2% glucose and thus is scored as inviable under standard conditions""",Verified ORF
2120,4,610797,-0.0918110733224099,0.17146585742991,0.592677182498198,YDR082W,STN1,SGDID:S000002489,CDS,CDS,"""Telomere end-binding and capping protein; plays a key role with Pol12p in linking telomerase action with completion of lagging strand synthesis ; and in a regulatory step required for telomere capping; similar to human Stn1""",Verified ORF
2121,4,611309,-0.0954457324649344,0.171898569786254,0.579079127773802,YDR082W,STN1,SGDID:S000002489,CDS,CDS,"""Telomere end-binding and capping protein; plays a key role with Pol12p in linking telomerase action with completion of lagging strand synthesis ; and in a regulatory step required for telomere capping; similar to human Stn1""",Verified ORF
2122,4,613791,-0.105475724255914,0.171771363916144,0.539579660539334,YDR084C,TVP23,SGDID:S000002491,CDS,CDS,"""Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
2123,4,614738,-0.0792660136154055,0.171975842916869,0.645144395354891,SUT057,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
2124,4,618428,-0.0882928278449827,0.172585799853925,0.609259234053247,YDR087C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2125,4,619541,-0.0460140447413027,0.172194589232592,0.789454903759728,YDR088C,SLU7,SGDID:S000002495,CDS,CDS,"""RNA splicing factor; required for ATP-independent portion of 2nd catalytic step of spliceosomal RNA splicing; interacts with Prp18p; contains zinc knuckle domain""",Verified ORF
2126,4,620206,-0.0555195669468809,0.17327053539583,0.748838583100924,YDR088C,SLU7,SGDID:S000002495,Close to 3'-UTR,Close to 3'-UTR,"""RNA splicing factor; required for ATP-independent portion of 2nd catalytic step of spliceosomal RNA splicing; interacts with Prp18p; contains zinc knuckle domain""",Verified ORF
2127,4,620786,-0.207190197509204,0.175005645862573,0.237246952367369,D:620042-622111,,,Intergenic region,Intergenic region,between YNCD0013C and YDR089W,Intergenic region
