SNP,Chr,Pos,Effect,SE,ERG11_ACF2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
573,2,453768,0.0264556462174785,0.0633546470729442,0.676507943924037,YBR106W,SND3,SGDID:S000000310,Close to 3'-UTR,Close to 3'-UTR,"""Involved in SRP-independent protein targeting to the ER; component of an alternative ER-targeting pathway partially redundant with the GET pathway that can compensate for SRP loss; preference for substrates with downstream transmembrane domains; interacts with Snd1p ; Env10p/Snd2p ; and Sec61p-translocon subunits; role in establishing nucleus-vacuole junctions (NVJs) in high glucose; targeted to the NVJ during glucose starvation to facilitate expansion; role in phosphate transport with Pho86p""",Verified ORF
574,2,454027,0.0180612568131138,0.0630987438627896,0.774863768536567,YBR107C,IML3,SGDID:S000000311,CDS,CDS,"""Outer kinetochore protein and component of the Ctf19 complex; involved in the establishment of pericentromeric cohesion during mitosis; prevents non-disjunction of sister chromatids during meiosis II; forms a stable complex with Chl4p; required for localization of Sgo1p to pericentric sites during meiosis I; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-L and fission yeast fta1""",Verified ORF
575,2,455029,0.0119179339345395,0.0631361690523292,0.850385047363032,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
576,2,455247,0.0602194552987774,0.0628537370549014,0.338673753540232,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
579,2,455756,0.0254554518562977,0.0676004715345099,0.706728852162548,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
580,2,457024,0.0301716257764769,0.0633775277314076,0.63432478416322,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
581,2,457298,0.0272420043267658,0.063564556118602,0.668495944932168,YBR108W,AIM3,SGDID:S000000312,CDS,CDS,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
582,2,460202,0.0159098410619785,0.0637197656686773,0.802976538659435,YBR110W,ALG1,SGDID:S000000314,CDS,CDS,"""Mannosyltransferase; involved in asparagine-linked glycosylation in the endoplasmic reticulum (ER); essential for viability; human homolog ALG1 complements yeast null mutant""",Verified ORF
586,2,464424,-0.0100389071863637,0.0633930628188146,0.874263911400891,YBR112C,CYC8,SGDID:S000000316,CDS,CDS,"""General transcriptional co-repressor; acts together with Tup1p; also acts as part of a transcriptional co-activator complex that recruits the SWI/SNF and SAGA complexes to promoters; can form the prion [OCT+]""",Verified ORF
587,2,465824,-0.0128164128559353,0.0640149105137895,0.841431789057133,YBR113W,YBR113W,SGDID:S000000317,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene CYC8""",Dubious ORF
588,2,470145,0.0182388319535453,0.063098599167822,0.772710587423755,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
589,2,470686,0.0480182857212533,0.0630159921371702,0.44656787591179,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
590,2,471144,0.0384941125315625,0.0631435118749223,0.542499825165409,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
591,2,471830,0.0436019370610325,0.0629542250267732,0.489017565130899,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
592,2,472403,0.0436788115613534,0.0630103417436553,0.488639454121922,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
593,2,473668,0.03027140030609,0.0634485658171889,0.633585143945786,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
594,2,473888,0.0123816802436283,0.0630326836474918,0.844384541712936,YBR115C,LYS2,SGDID:S000000319,CDS,CDS,"""Alpha aminoadipate reductase; catalyzes the reduction of alpha-aminoadipate to alpha-aminoadipate 6-semialdehyde ; which is the fifth step in biosynthesis of lysine; activation requires posttranslational phosphopantetheinylation by Lys5p""",Verified ORF
595,2,474138,0.0271295408820039,0.0638621972398678,0.671231253254631,YBR115C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
596,2,474141,0.0271295408820039,0.0638621972398678,0.671231253254631,YBR115C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
597,2,475703,0.0091608874561311,0.062965035801518,0.884405741621633,SUT018,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
598,2,476732,0.0144864727113677,0.0628274483503024,0.817778143637641,SUT018,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
600,2,477272,0.0062312519309877,0.0630387725936065,0.92131512252895,YBR117C,TKL2,SGDID:S000000321,Close to 3'-UTR,Close to 3'-UTR,"""Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL2 has a paralog ; TKL1 ; that arose from the whole genome duplication""",Verified ORF
601,2,477273,0.0062312519309877,0.0630387725936065,0.92131512252895,YBR117C,TKL2,SGDID:S000000321,Close to 3'-UTR,Close to 3'-UTR,"""Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL2 has a paralog ; TKL1 ; that arose from the whole genome duplication""",Verified ORF
604,2,480275,0.0337672425555063,0.063042184664333,0.592552061267144,YBR119W,MUD1,SGDID:S000000323,Close to 3'-UTR,Close to 3'-UTR,"""U1 snRNP A protein; homolog of human U1-A; involved in nuclear mRNA splicing""",Verified ORF
605,2,480340,0.061308541580654,0.0639574667549925,0.338424922823716,YBR119W,MUD1,SGDID:S000000323,Close to 3'-UTR,Close to 3'-UTR,"""U1 snRNP A protein; homolog of human U1-A; involved in nuclear mRNA splicing""",Verified ORF
607,2,481312,0.0357223515666915,0.064088968694931,0.577616373767252,YBR119W,MUD1,SGDID:S000000323,Close to 3'-UTR,Close to 3'-UTR,"""U1 snRNP A protein; homolog of human U1-A; involved in nuclear mRNA splicing""",Verified ORF
608,2,483628,0.0356780464025532,0.0632989900318781,0.573354846568787,YBR121C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
609,2,484021,0.055587540536935,0.0628553169784034,0.377096884964162,CUT026,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
610,2,484651,0.0623146314696296,0.0639816274789302,0.330750418208429,YBR122C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
611,2,485249,0.0394952239576373,0.063176700709412,0.532273307361207,YBR123C,TFC1,SGDID:S000000327,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; human homolog is TFIIIC-63""",Verified ORF
612,2,485603,0.0316941289086737,0.0628095303674308,0.61414973014395,YBR123C,TFC1,SGDID:S000000327,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; human homolog is TFIIIC-63""",Verified ORF
613,2,486033,0.0271156543585697,0.0630981326607301,0.667648560748246,YBR123C,TFC1,SGDID:S000000327,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; human homolog is TFIIIC-63""",Verified ORF
615,2,488757,0.0399349786449524,0.0633193230956364,0.528650153694912,YBR125C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
616,2,490612,0.0396398933173452,0.0630179059763202,0.529738955983768,YBR126W-A_NFR/NDR,,,Promoter,Promoter,,Promoter
617,2,491316,0.0279203267278996,0.0640502976866067,0.663166650498288,YBR127C,VMA2,SGDID:S000000331,CDS,CDS,"""Subunit B of V1 peripheral membrane domain of vacuolar H+-ATPase; electrogenic proton pump found throughout the endomembrane system; contains nucleotide binding sites; also detected in the cytoplasm; protein abundance increases in response to DNA replication stress; human homolog ATP6V1B1 ; implicated in autosomal-recessive distal renal tubular acidosis (RTA) with sensorineural deafness ; complements yeast null mutant""",Verified ORF
618,2,495558,0.0564426414927985,0.0645912435835464,0.382797544075017,YBR129C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
619,2,495559,0.0558078008113374,0.0645358936048528,0.387759991467443,YBR129C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
620,2,498324,0.0607933688861702,0.0645133901640134,0.346664470749831,YBR131W,CCZ1,SGDID:S000000335,CDS,CDS,"""Subunit of a heterodimeric guanine nucleotide exchange factor (GEF); subunit of the Mon1-Ccz1 GEF complex ; which stimulates nucleotide exchange and activation of Ypt7p ; a Rab family GTPase involved in membrane tethering and fusion events at the late endosome and vacuole; GEF activity is stimulated by membrane association and anionic phospholipids; involved in localizing Ypt7p to the vacuolar membrane; required for macroautophagy ; the CVT pathway and mitophagy""",Verified ORF
621,2,498889,0.0475465993777808,0.0658869676533061,0.470994222824739,YBR131W,CCZ1,SGDID:S000000335,CDS,CDS,"""Subunit of a heterodimeric guanine nucleotide exchange factor (GEF); subunit of the Mon1-Ccz1 GEF complex ; which stimulates nucleotide exchange and activation of Ypt7p ; a Rab family GTPase involved in membrane tethering and fusion events at the late endosome and vacuole; GEF activity is stimulated by membrane association and anionic phospholipids; involved in localizing Ypt7p to the vacuolar membrane; required for macroautophagy ; the CVT pathway and mitophagy""",Verified ORF
625,2,500276,0.0523270472165049,0.0644615027087379,0.417478369244027,YBR132C,AGP2,SGDID:S000000336,CDS,CDS,"""Plasma membrane regulator of polyamine and carnitine transport; has similarity to transporters but lacks transport activity; may act as a sensor that transduces environmental signals; has a positive or negative regulatory effect on transcription of many transporter genes""",Verified ORF
626,2,500320,0.0635177797776241,0.0643270081606667,0.324113060252954,YBR132C,AGP2,SGDID:S000000336,CDS,CDS,"""Plasma membrane regulator of polyamine and carnitine transport; has similarity to transporters but lacks transport activity; may act as a sensor that transduces environmental signals; has a positive or negative regulatory effect on transcription of many transporter genes""",Verified ORF
627,2,500677,0.0649766125242373,0.0643599512492229,0.313387375480939,YBR132C,AGP2,SGDID:S000000336,CDS,CDS,"""Plasma membrane regulator of polyamine and carnitine transport; has similarity to transporters but lacks transport activity; may act as a sensor that transduces environmental signals; has a positive or negative regulatory effect on transcription of many transporter genes""",Verified ORF
628,2,501170,0.0620508290447799,0.0641084061726066,0.333754627783306,YBR132C,AGP2,SGDID:S000000336,CDS,CDS,"""Plasma membrane regulator of polyamine and carnitine transport; has similarity to transporters but lacks transport activity; may act as a sensor that transduces environmental signals; has a positive or negative regulatory effect on transcription of many transporter genes""",Verified ORF
629,2,501746,0.0225667220348487,0.0638139661108783,0.723825075108183,YBR132C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
630,2,505207,0.0490721193053325,0.0662124395000999,0.459106493415686,YBR135W,CKS1,SGDID:S000000339,CDS,CDS,"""Cyclin-dependent protein kinase regulatory subunit and adaptor; interacts with Cdc28p (aka Cdk1p); required for G1/S and G2/M phase transitions and budding; mediates phosphorylation and degradation of Sic1p; modulates proteolysis of M-phase targets through interactions with the proteasome; role in transcriptional regulation ; recruiting proteasomal subunits to target gene promoters; human homologs CKS1B and CKS2 can each complement yeast cks1 null mutant""",Verified ORF
632,2,507274,0.0319409723655977,0.0658688209152457,0.628035337725462,YBR136W,MEC1,SGDID:S000000340,CDS,CDS,"""Genome integrity checkpoint protein and PI kinase superfamily member; Mec1p and Dun1p function in same pathway to regulate dNTP pools and telomere length; signal transducer required for cell cycle arrest and transcriptional responses to damaged or unreplicated DNA; facilitates replication fork progression and regulates P-body formation under replication stress; promotes interhomolog recombination by phosphorylating Hop1p; associates with shortened ; dysfunctional telomeres""",Verified ORF
633,2,507491,0.0400877663194503,0.0658579232464033,0.543114313003785,YBR136W,MEC1,SGDID:S000000340,CDS,CDS,"""Genome integrity checkpoint protein and PI kinase superfamily member; Mec1p and Dun1p function in same pathway to regulate dNTP pools and telomere length; signal transducer required for cell cycle arrest and transcriptional responses to damaged or unreplicated DNA; facilitates replication fork progression and regulates P-body formation under replication stress; promotes interhomolog recombination by phosphorylating Hop1p; associates with shortened ; dysfunctional telomeres""",Verified ORF
634,2,510017,0.030110835127064,0.0655737337946903,0.64638000829477,YBR136W,MEC1,SGDID:S000000340,CDS,CDS,"""Genome integrity checkpoint protein and PI kinase superfamily member; Mec1p and Dun1p function in same pathway to regulate dNTP pools and telomere length; signal transducer required for cell cycle arrest and transcriptional responses to damaged or unreplicated DNA; facilitates replication fork progression and regulates P-body formation under replication stress; promotes interhomolog recombination by phosphorylating Hop1p; associates with shortened ; dysfunctional telomeres""",Verified ORF
635,2,510140,0.0352262979054947,0.065475546928126,0.59091130207638,YBR136W,MEC1,SGDID:S000000340,CDS,CDS,"""Genome integrity checkpoint protein and PI kinase superfamily member; Mec1p and Dun1p function in same pathway to regulate dNTP pools and telomere length; signal transducer required for cell cycle arrest and transcriptional responses to damaged or unreplicated DNA; facilitates replication fork progression and regulates P-body formation under replication stress; promotes interhomolog recombination by phosphorylating Hop1p; associates with shortened ; dysfunctional telomeres""",Verified ORF
636,2,517548,0.0345613662719058,0.0663900979721991,0.602985650088981,YBR140C,IRA1,SGDID:S000000344,CDS,CDS,"""GTPase-activating protein; negatively regulates RAS by converting it from GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions ; mediates membrane association of adenylate cyclase; mutations cause catalase T deficiency ; defective glycogen synthesis and defective trehalose accumulation; IRA1 has a paralog ; IRA2 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",Verified ORF
637,2,517869,0.0290827158751648,0.0665366623236505,0.662311097765716,YBR140C,IRA1,SGDID:S000000344,CDS,CDS,"""GTPase-activating protein; negatively regulates RAS by converting it from GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions ; mediates membrane association of adenylate cyclase; mutations cause catalase T deficiency ; defective glycogen synthesis and defective trehalose accumulation; IRA1 has a paralog ; IRA2 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",Verified ORF
638,2,518106,0.032983956047334,0.0667436517325263,0.621480324171175,YBR140C,IRA1,SGDID:S000000344,CDS,CDS,"""GTPase-activating protein; negatively regulates RAS by converting it from GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions ; mediates membrane association of adenylate cyclase; mutations cause catalase T deficiency ; defective glycogen synthesis and defective trehalose accumulation; IRA1 has a paralog ; IRA2 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",Verified ORF
639,2,518133,0.0313529576863849,0.0666797029246348,0.63850076943921,YBR140C,IRA1,SGDID:S000000344,CDS,CDS,"""GTPase-activating protein; negatively regulates RAS by converting it from GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions ; mediates membrane association of adenylate cyclase; mutations cause catalase T deficiency ; defective glycogen synthesis and defective trehalose accumulation; IRA1 has a paralog ; IRA2 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",Verified ORF
640,2,518385,0.0270435213195039,0.0663999782309703,0.684047685662031,YBR140C,IRA1,SGDID:S000000344,CDS,CDS,"""GTPase-activating protein; negatively regulates RAS by converting it from GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions ; mediates membrane association of adenylate cyclase; mutations cause catalase T deficiency ; defective glycogen synthesis and defective trehalose accumulation; IRA1 has a paralog ; IRA2 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",Verified ORF
641,2,518844,0.0385998500264506,0.0663837940376942,0.56129823110738,YBR140C,IRA1,SGDID:S000000344,CDS,CDS,"""GTPase-activating protein; negatively regulates RAS by converting it from GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions ; mediates membrane association of adenylate cyclase; mutations cause catalase T deficiency ; defective glycogen synthesis and defective trehalose accumulation; IRA1 has a paralog ; IRA2 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",Verified ORF
642,2,523217,0.0398104565412916,0.0669117783070028,0.552245153011055,YBR140C,IRA1,SGDID:S000000344,CDS,CDS,"""GTPase-activating protein; negatively regulates RAS by converting it from GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions ; mediates membrane association of adenylate cyclase; mutations cause catalase T deficiency ; defective glycogen synthesis and defective trehalose accumulation; IRA1 has a paralog ; IRA2 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",Verified ORF
643,2,524731,0.0400161773100312,0.0662700146781354,0.546340952429291,YBR140C,IRA1,SGDID:S000000344,CDS,CDS,"""GTPase-activating protein; negatively regulates RAS by converting it from GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions ; mediates membrane association of adenylate cyclase; mutations cause catalase T deficiency ; defective glycogen synthesis and defective trehalose accumulation; IRA1 has a paralog ; IRA2 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",Verified ORF
644,2,528468,0.0514842099374015,0.0654902178149757,0.432315273599759,YBR142W,MAK5,SGDID:S000000346,CDS,CDS,"""Essential nucleolar protein; putative DEAD-box RNA helicase required for maintenance of M1 dsRNA virus; involved in biogenesis of large (60S) ribosomal subunits""",Verified ORF
645,2,528729,-0.0926740625839972,0.100791041522753,0.358479089224288,YBR142W,MAK5,SGDID:S000000346,CDS,CDS,"""Essential nucleolar protein; putative DEAD-box RNA helicase required for maintenance of M1 dsRNA virus; involved in biogenesis of large (60S) ribosomal subunits""",Verified ORF
646,2,530047,0.0293422445457132,0.0652834229240926,0.653376168069419,YBR142W,MAK5,SGDID:S000000346,CDS,CDS,"""Essential nucleolar protein; putative DEAD-box RNA helicase required for maintenance of M1 dsRNA virus; involved in biogenesis of large (60S) ribosomal subunits""",Verified ORF
647,2,533672,0.0433644554875952,0.0659954563168905,0.511556079332765,YBR144C,YBR144C,SGDID:S000000348,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains; YBR144C is not an essential gene""",Uncharacterized ORF
648,2,538868,0.0441053211865319,0.0656654224107753,0.50223479960243,YBR148W,YSW1,SGDID:S000000352,CDS,CDS,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication""",Verified ORF
653,2,542505,0.106654586933057,0.0649475328163755,0.101446246360097,YBR150C,TBS1,SGDID:S000000354,CDS,CDS,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; associates with rDNA chromatin in vivo; TBS1 has a paralog ; HAL9 ; that arose from the whole genome duplication""",Verified ORF
654,2,544518,0.103458929396719,0.0638898202669294,0.106268536979193,YBR151W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
655,2,544904,0.106002575657699,0.0644951529251,0.101154488577247,YBR151W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
656,2,544912,0.106604917947009,0.0643806379450299,0.0986400851304854,YBR151W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
657,2,544962,0.103463005138969,0.064065145948433,0.107211568396671,YBR150C,TBS1,SGDID:S000000354,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; associates with rDNA chromatin in vivo; TBS1 has a paralog ; HAL9 ; that arose from the whole genome duplication""",Verified ORF
658,2,552681,0.0097179887944709,0.0638513487768153,0.879118447590793,YBR156C,SLI15,SGDID:S000000360,CDS,CDS,"""Subunit of the conserved chromosomal passenger complex (CPC); complex regulates kinetochore-microtubule attachments ; activation of the spindle tension checkpoint ; and mitotic spindle disassembly; other complex members are Ipl1p ; Bir1p ; and Nbl1p""",Verified ORF
660,2,553949,0.0209059937893972,0.0633192194365296,0.741468716631022,SUT020,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
661,2,555320,0.0113448067003175,0.0635000159258985,0.858308482621348,SUT020,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
662,2,555633,0.0048789683971256,0.0633947827049687,0.938697638467617,SUT020,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
663,2,556553,-0.0027372432287258,0.0635762855407804,0.965682456736165,YBR158W,AMN1,SGDID:S000000362,CDS,CDS,"""Modulator of cell separation and mitotic exit; inhibits separation through Ub-dependent Ace2p proteolysis; part of a daughter-specific switch induced by the mitotic exit network that inhibits exit and resets the cell cycle after the execution of  MEN function ; blocking Tem1p and Cdc15 association; required for chromosome stability and multiple mitotic checkpoints; regulated by SCF; haploid transcription regulated by Ste12p; contains 12 degenerate leucine-rich repeat motifs and an atypical F-box""",Verified ORF
664,2,557658,-0.0330527996907775,0.0632908028820756,0.60183288102695,YBR158W,AMN1,SGDID:S000000362,CDS,CDS,"""Modulator of cell separation and mitotic exit; inhibits separation through Ub-dependent Ace2p proteolysis; part of a daughter-specific switch induced by the mitotic exit network that inhibits exit and resets the cell cycle after the execution of  MEN function ; blocking Tem1p and Cdc15 association; required for chromosome stability and multiple mitotic checkpoints; regulated by SCF; haploid transcription regulated by Ste12p; contains 12 degenerate leucine-rich repeat motifs and an atypical F-box""",Verified ORF
665,2,558703,-0.0296294533200053,0.0630863582762407,0.638884375871111,YBR159W,IFA38,SGDID:S000000363,CDS,CDS,"""Microsomal beta-keto-reductase; contains oleate response element (ORE) sequence in the promoter region; mutants exhibit reduced VLCFA synthesis ; accumulate high levels of dihydrosphingosine ; phytosphingosine and medium-chain ceramides""",Verified ORF
669,2,567265,-0.0044197421716084,0.0632218655653788,0.944306118708384,YBR163W,EXO5,SGDID:S000000367,CDS,CDS,"""Mitochondrial 5'-3' exonuclease and sliding exonuclease; required for mitochondrial genome maintenance; distantly related to the RecB nuclease domain of bacterial RecBCD recombinases; may be regulated by the transcription factor Ace2""",Verified ORF
670,2,567339,0.0043234727447834,0.0633790633743018,0.945652230872012,YBR163W,EXO5,SGDID:S000000367,CDS,CDS,"""Mitochondrial 5'-3' exonuclease and sliding exonuclease; required for mitochondrial genome maintenance; distantly related to the RecB nuclease domain of bacterial RecBCD recombinases; may be regulated by the transcription factor Ace2""",Verified ORF
673,2,572291,-0.0388747031851726,0.0632066979100874,0.538923991801723,YBR167C,POP7,SGDID:S000000371,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of RNase MRP ; nuclear RNase P and telomerase; forms a soluble heterodimer with Pop6p that binds P3 domain of RNase MRP and RNase P RNAs; RNase MRP cleaves pre-rRNA ; nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs ; while telomerase replenishes telomeric DNA""",Verified ORF
674,2,572565,-0.0303225451750873,0.0629392268471635,0.63026434461998,YBR168W,PEX32,SGDID:S000000372,CDS,CDS,"""Peroxisomal integral membrane protein; involved in negative regulation of peroxisome size; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p""",Verified ORF
675,2,573554,-0.0313752094023293,0.0629432732897613,0.618464636323317,YBR168W,PEX32,SGDID:S000000372,CDS,CDS,"""Peroxisomal integral membrane protein; involved in negative regulation of peroxisome size; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p""",Verified ORF
676,2,573624,-0.0274257728072814,0.0633417406754391,0.665292972044843,YBR168W,PEX32,SGDID:S000000372,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal integral membrane protein; involved in negative regulation of peroxisome size; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p""",Verified ORF
678,2,573868,-0.0405144406705324,0.063230187661723,0.522103956547275,YBR168W,PEX32,SGDID:S000000372,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal integral membrane protein; involved in negative regulation of peroxisome size; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p""",Verified ORF
679,2,573983,-0.0442330276074411,0.0631759177859218,0.484290769420567,YBR169C,SSE2,SGDID:S000000373,CDS,CDS,"""Member of Hsp110 subclass of the heat shock protein 70 (HSP70) family; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; may be involved in protein folding; localized to the cytoplasm; SSE2 has a paralog ; SSE1 ; that arose from the whole genome duplication""",Verified ORF
680,2,574281,-0.0406524064950329,0.0628442481896073,0.518132894029206,YBR169C,SSE2,SGDID:S000000373,CDS,CDS,"""Member of Hsp110 subclass of the heat shock protein 70 (HSP70) family; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; may be involved in protein folding; localized to the cytoplasm; SSE2 has a paralog ; SSE1 ; that arose from the whole genome duplication""",Verified ORF
681,2,574592,-0.0502461317857307,0.0630579509681233,0.426088451708374,YBR169C,SSE2,SGDID:S000000373,CDS,CDS,"""Member of Hsp110 subclass of the heat shock protein 70 (HSP70) family; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; may be involved in protein folding; localized to the cytoplasm; SSE2 has a paralog ; SSE1 ; that arose from the whole genome duplication""",Verified ORF
682,2,574678,-0.0445587772508512,0.0628367453526736,0.478718238514503,YBR169C,SSE2,SGDID:S000000373,CDS,CDS,"""Member of Hsp110 subclass of the heat shock protein 70 (HSP70) family; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; may be involved in protein folding; localized to the cytoplasm; SSE2 has a paralog ; SSE1 ; that arose from the whole genome duplication""",Verified ORF
