SNP,Chr,Pos,Effect,SE,noPPI_reference_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3298,5,523232,0.0114940749311034,0.169134992402558,0.945857548197788,YER168C,CCA1,SGDID:S000000970,Close to 3'-UTR,Close to 3'-UTR,"""ATP (CTP):tRNA-specific tRNA nucleotidyltransferase; different forms targeted to the nucleus ; cytosol ; and mitochondrion are generated via the use of multiple transcriptional and translational start sites; human homolog TRNT1 complements yeast null mutant""",Verified ORF
3299,5,524247,0.142713711793716,0.167881777456769,0.395854255570088,YER169W,RPH1,SGDID:S000000971,CDS,CDS,"""JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog ; GIS1 ; that arose from the whole genome duplication""",Verified ORF
3300,5,524532,0.214002837600144,0.166482880863367,0.19948316428355,YER169W,RPH1,SGDID:S000000971,CDS,CDS,"""JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog ; GIS1 ; that arose from the whole genome duplication""",Verified ORF
3301,5,524625,0.199843434210268,0.166506172150305,0.230860160539832,YER169W,RPH1,SGDID:S000000971,CDS,CDS,"""JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog ; GIS1 ; that arose from the whole genome duplication""",Verified ORF
3302,5,525863,0.113740047290462,0.166893681145756,0.495994432563912,YER170W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3303,5,526004,0.142504307891171,0.166647884230775,0.393063495610768,YER170W,ADK2,SGDID:S000000972,CDS,CDS,"""Mitochondrial adenylate kinase; catalyzes the reversible synthesis of GTP and AMP from GDP and ADP; may serve as a back-up for synthesizing GTP or ADP depending on metabolic conditions; 3' sequence of ADK2 varies with strain background""",Verified ORF
3304,5,526007,0.1385957583194,0.16660687615523,0.406043025527694,YER170W,ADK2,SGDID:S000000972,CDS,CDS,"""Mitochondrial adenylate kinase; catalyzes the reversible synthesis of GTP and AMP from GDP and ADP; may serve as a back-up for synthesizing GTP or ADP depending on metabolic conditions; 3' sequence of ADK2 varies with strain background""",Verified ORF
3305,5,529382,0.0389290769900168,0.16714625765468,0.815970727937298,YER171W,RAD3,SGDID:S000000973,CDS,CDS,"""5' to 3' DNA helicase; involved in nucleotide excision repair and transcription; subunit of RNA polII initiation factor TFIIH and of Nucleotide Excision Repair Factor 3 (NEF3); homolog of human XPD protein; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress""",Verified ORF
3307,5,532205,0.0622346417908545,0.16728774873273,0.710100055177402,YER172C,BRR2,SGDID:S000000974,CDS,CDS,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3308,5,532256,0.106856214861538,0.166055686911877,0.520319955824259,YER172C,BRR2,SGDID:S000000974,CDS,CDS,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3309,5,533988,0.0898823840447886,0.166305818502856,0.589217598975323,YER172C,BRR2,SGDID:S000000974,CDS,CDS,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3310,5,535074,0.0972902746075865,0.166517882273831,0.559416418975847,YER172C,BRR2,SGDID:S000000974,CDS,CDS,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3311,5,537503,-0.0243715371004513,0.166646110673728,0.883809678485824,YER173W,RAD24,SGDID:S000000975,CDS,CDS,"""Checkpoint protein; involved in the activation of the DNA damage and meiotic pachytene checkpoints; subunit of a clamp loader that loads Rad17p-Mec3p-Ddc1p onto DNA; homolog of human and S. pombe Rad17 protein""",Verified ORF
3312,5,538956,-0.0417171482199428,0.167229691285268,0.803149936608262,YER174C,GRX4,SGDID:S000000976,CDS,CDS,"""Glutathione-dependent oxidoreductase and glutathione S-transferase; hydroperoxide/superoxide-radical responsive monothiol glutaredoxin subfamily member with Grx3p and Grx5p; protects cells from oxidative damage with GRX3 and GRX5; with Grx3p ; promotes dissociation of Aft1p from iron regulon gene promoters and subsequent nuclear export in iron-replete conditions ; regulating iron homeostasis; involved with Grx3p in Sir2p deglutathionylation ; restoring deacetylase activity after disulfide stress""",Verified ORF
3313,5,540169,-0.0816434259710317,0.166125022522145,0.623408173975597,YER175C,TMT1,SGDID:S000000977,CDS,CDS,"""Trans-aconitate methyltransferase; cytosolic enzyme that catalyzes the methyl esterification of 3-isopropylmalate ; an intermediate of the leucine biosynthetic pathway ; and trans-aconitate ; which inhibits the citric acid cycle""",Verified ORF
3315,5,540682,-0.0437809121660104,0.167842747694802,0.794364278352481,YER175W-A,YER175W-A,SGDID:S000028625,CDS,CDS,"""Putative protein of unknown function; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
3317,5,542346,0.0581423907183027,0.166502397186119,0.727148485509518,YER176W,ECM32,SGDID:S000000978,CDS,CDS,"""DNA dependent ATPase/DNA helicase; helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors ; localized to polysomes""",Verified ORF
3318,5,542361,0.029585133751221,0.167067808192234,0.859543510078148,YER176W,ECM32,SGDID:S000000978,CDS,CDS,"""DNA dependent ATPase/DNA helicase; helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors ; localized to polysomes""",Verified ORF
3319,5,543103,0.0837424375635788,0.167015765136408,0.616399094163465,YER176W,ECM32,SGDID:S000000978,CDS,CDS,"""DNA dependent ATPase/DNA helicase; helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors ; localized to polysomes""",Verified ORF
3321,5,545826,0.0027709086788452,0.166404767997898,0.986723952168444,YER177W,BMH1,SGDID:S000000979,CDS,CDS,"""14-3-3 protein ; major isoform; controls proteome at post-transcriptional level ; binds proteins and DNA ; involved in regulation of exocytosis ; vesicle transport ; Ras/MAPK and rapamycin-sensitive signaling ; aggresome formation ; spindle position checkpoint; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; antiapoptotic gene similar to human 14-3-3; BMH1 has a paralog ; BMH2 ; that arose from whole genome duplication""",Verified ORF
3322,5,546667,-0.0874137883345577,0.166466148172659,0.599833244271701,YER178W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3323,5,547620,-0.151946771724196,0.166208194652703,0.361238171941657,YER178W,PDA1,SGDID:S000000980,CDS,CDS,"""E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex; catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose; PDH complex is concentrated in spots within the mitochondrial matrix ; often near the ERMES complex and near peroxisomes""",Verified ORF
3325,5,548310,-0.196470406809167,0.167447791995348,0.241457236169471,YER178W,PDA1,SGDID:S000000980,Close to 3'-UTR,Close to 3'-UTR,"""E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex; catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose; PDH complex is concentrated in spots within the mitochondrial matrix ; often near the ERMES complex and near peroxisomes""",Verified ORF
3326,5,548459,-0.202542455421631,0.16858927223521,0.230403104685551,YER179W,DMC1,SGDID:S000000981,CDS,CDS,"""Meiosis-specific recombinase required for double-strand break repair; also required for pairing between homologous chromosomes and for the normal morphogenesis of synaptonemal complex; binds ssDNA and dsDNA ; forms helical filaments; potent inhibitor of the ATPase activity of  Srs2p helicase ; blocking its ssDNA translocating motor activity and inhibiting its antirecombinase activity; stimulated by Rdh54p; homolog of Rad51p and the bacterial RecA protein""",Verified ORF
3327,5,548843,-0.187614774254614,0.165852713978591,0.25873330339539,YER179W_NFR/NDR,,,Promoter,Promoter,,Promoter
3328,5,549055,-0.211932800911202,0.165798572235403,0.201999482011111,YER178W,PDA1,SGDID:S000000980,Close to 3'-UTR,Close to 3'-UTR,"""E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex; catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose; PDH complex is concentrated in spots within the mitochondrial matrix ; often near the ERMES complex and near peroxisomes""",Verified ORF
3329,5,549248,-0.202960913704658,0.166470271093535,0.223581523255219,YER179W,DMC1,SGDID:S000000981,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific recombinase required for double-strand break repair; also required for pairing between homologous chromosomes and for the normal morphogenesis of synaptonemal complex; binds ssDNA and dsDNA ; forms helical filaments; potent inhibitor of the ATPase activity of  Srs2p helicase ; blocking its ssDNA translocating motor activity and inhibiting its antirecombinase activity; stimulated by Rdh54p; homolog of Rad51p and the bacterial RecA protein""",Verified ORF
3333,5,550708,-0.329582175546662,0.167829867075624,0.0503392239678454,YER180C,ISC10,SGDID:S000000982,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific MAPK inhibitor; binds Smk1p during meiosis I; links APC/C-Ama1 to Smk1p activation; required for sporulation; transcript is induced 7.5 hr after induction of meiosis; Isc10p is ubiquitylated and degraded in an Ama1p-dependent manner upon completion of meiosis II""",Verified ORF
3336,5,551776,-0.300701814420839,0.165740439719761,0.0704813297169812,YER181C,YER181C,SGDID:S000000983,CDS,CDS,"""Mitochondrial protein of unknown function; conserved among S. cerevisiae strains; extensively overlaps a Ty1 LTR; YER181C is not an essential gene""",Verified ORF
3337,5,552218,-0.376612433068077,0.166543748570356,0.0243461006972172,YERCdelta26,YERCdelta26,SGDID:S000006902,Other features,LTR,"""Ty1 LTR""",reverse complement
3338,5,553130,-0.286440193062547,0.168534956354897,0.0900891531265009,YER182W,FMP10,SGDID:S000000984,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
3343,5,555454,-0.245730076420172,0.166755005206797,0.14148063636282,SUT099,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3344,5,555973,-0.224511260327253,0.166603360097367,0.17865794573869,SUT099,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3345,5,557406,-0.249631836114829,0.166028036737779,0.133590788452593,YER184C,TOG1,SGDID:S000000986,CDS,CDS,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3346,5,557772,-0.193827499532551,0.167189932227418,0.247107252852166,YER184C,TOG1,SGDID:S000000986,CDS,CDS,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3347,5,558324,-0.20458244990935,0.165981057599081,0.218558353948396,YER184C,TOG1,SGDID:S000000986,CDS,CDS,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3348,5,558514,-0.202117133988407,0.167001144521925,0.22698356594618,YER184C,TOG1,SGDID:S000000986,CDS,CDS,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3349,5,558549,-0.207075535937013,0.166507696212374,0.214457554909519,YER184C,TOG1,SGDID:S000000986,CDS,CDS,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3350,5,559378,-0.138455508592776,0.165837839877788,0.404347187272939,YER184C,TOG1,SGDID:S000000986,Close to 3'-UTR,Close to 3'-UTR,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3351,5,560042,-0.25258516253396,0.166398839605096,0.129921987919869,YER185W,PUG1,SGDID:S000000987,CDS,CDS,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3352,5,561145,-0.296145533005405,0.165721364815933,0.0747939915162394,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3353,5,561154,-0.302321796608372,0.165946836520233,0.0693315986692164,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3354,5,561160,-0.302321796608372,0.165946836520233,0.0693315986692164,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3355,5,561163,-0.302321796608372,0.165946836520233,0.0693315986692164,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3356,5,561166,-0.302321796608372,0.165946836520233,0.0693315986692164,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3357,5,561193,-0.342662981753871,0.168719130354356,0.0430073140015159,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3370,5,561430,-0.253677640977098,0.168229224330642,0.132467255316433,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3396,5,561906,-0.313742179600752,0.165414454581799,0.0586831906627365,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3397,5,561915,-0.301617935420013,0.165265390175484,0.0688381266417479,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3398,5,562065,-0.27960029043751,0.166155297581811,0.0933048334289932,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3399,5,562072,-0.25826830256614,0.166117714446511,0.120906294176704,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3400,5,562097,-0.260485669472474,0.165602501333577,0.116624520339171,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3402,5,562116,-0.272887825732265,0.165328200475424,0.0997132514915648,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3403,5,562155,-0.269667830455174,0.166227057697988,0.1056348595851,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3404,5,562173,-0.280287686759151,0.166235839750765,0.0926630997688397,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3405,5,562264,-0.266985557850368,0.165824688996186,0.108281408650735,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3406,5,562359,-0.283419851976296,0.166442284525076,0.0894835926762859,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3407,5,562436,-0.274764207906187,0.166453998082276,0.0996909452781359,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3408,5,562451,-0.277552556864014,0.166216894795348,0.0958411333103284,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3409,5,562473,-0.269112838472366,0.166509543594758,0.106944239152586,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3410,5,562513,-0.266941600426213,0.166554198582684,0.109888408780938,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3411,5,562518,-0.253998716236973,0.166323551390222,0.127622638613601,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3412,5,562560,-0.288660540627957,0.165690097656975,0.0823494166697699,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3413,5,562570,-0.281779879101006,0.165503707119853,0.0895308818016683,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3414,5,562582,-0.277446882001012,0.165776032539223,0.0950901819251216,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3415,5,562610,-0.274905379377224,0.165788026553063,0.0981706645487207,YER186C,YER186C,SGDID:S000000988,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
3416,5,562667,-0.270830579579999,0.165416371724262,0.102466034071082,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3417,5,562683,-0.264797422200066,0.165701494630031,0.110929032149316,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3418,5,562774,-0.267924167580886,0.166114175892715,0.107661645952114,YER186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3419,5,562846,-0.277490582835627,0.167956386152474,0.0993913956446429,YER186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3420,5,562873,-0.301236631986328,0.1687039728155,0.0750235526281692,YER186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3421,5,562888,-0.3033590689184,0.167218993954387,0.070504645609345,YER186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3422,5,563005,-0.293062826419418,0.166950005798367,0.0800595258816143,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3423,5,563017,-0.284030447006418,0.16770074220616,0.0912093063018944,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3424,5,563018,-0.26530888481138,0.16859270474236,0.116460109233782,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3425,5,563074,-0.240813519459399,0.169104168307208,0.15531409911639,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3426,5,563104,-0.243867441831318,0.168145306148642,0.147852370054845,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3427,5,563148,-0.280085338313168,0.16697261218913,0.0943430417056563,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3428,5,563174,-0.290410600089575,0.168092544348142,0.0849197207501756,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3429,5,563257,-0.289457530657319,0.169253766094529,0.088107849230997,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3430,5,563299,-0.282969252779993,0.167084452110001,0.0912291278216076,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3431,5,563318,-0.287388858947975,0.167421246251809,0.0869365698318864,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3432,5,563324,-0.282622582882857,0.167640528273605,0.0927016595838588,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3433,5,563344,-0.261238670106344,0.168228094492929,0.121346975514689,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3434,5,563347,-0.289907583965837,0.168256426511261,0.0857623698532885,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3435,5,563348,-0.286576808777179,0.1681745874291,0.0892529651712807,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3453,5,563747,-0.262924476070023,0.16653754871746,0.115284479307496,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3454,5,563755,-0.284740312717822,0.165820279611634,0.0868266466173535,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3455,5,563781,-0.299621658305348,0.165960708865212,0.0718675672663943,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3456,5,563837,-0.264787197903337,0.167575784581649,0.114978605589294,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3458,5,563866,-0.331927919835466,0.168337319696656,0.0494125973297077,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3459,5,563882,-0.269496292214176,0.168081142993838,0.109747289139001,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3460,5,563899,-0.23224630689238,0.168411829520033,0.168756176571994,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3461,5,563908,-0.23224630689238,0.168411829520033,0.168756176571994,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3462,5,563929,-0.218907361455505,0.168289228563689,0.194182057927372,YERComega1,YERComega1,SGDID:S000006903,Other features,LTR,"""Ty5 LTR""",reverse complement
3463,5,563964,-0.273457532356442,0.165831783021093,0.100036098134815,YERComega1,YERComega1,SGDID:S000006903,Other features,LTR,"""Ty5 LTR""",reverse complement
3464,5,563970,-0.274719763172655,0.165398202602553,0.0976093969826703,YERComega1,YERComega1,SGDID:S000006903,Other features,LTR,"""Ty5 LTR""",reverse complement
3465,5,564006,-0.29993178821125,0.165665071441616,0.0710729172124969,YERComega1,YERComega1,SGDID:S000006903,Other features,LTR,"""Ty5 LTR""",reverse complement
3466,5,564048,-0.30740708136663,0.166041379173753,0.064948690830255,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3467,5,564065,-0.295615018633241,0.165655357919377,0.0751981931528493,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3468,5,564074,-0.288461819737749,0.16572276388104,0.0826200152187123,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3469,5,564097,-0.321455617120847,0.165965997728931,0.0535581187312272,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3470,5,564135,-0.309880091567895,0.166028356230178,0.0628103739156959,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3471,5,564147,-0.311936273786561,0.166704649318836,0.0621455895419525,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3472,5,564195,-0.301809664367673,0.166743976978843,0.0711432138405477,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3473,5,564197,-0.301809664367673,0.166743976978843,0.0711432138405477,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3474,5,564206,-0.334076581272464,0.16753245880381,0.0469099403786155,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3475,5,564212,-0.344130654711773,0.166995229628489,0.0400618300302582,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3476,5,564236,-0.328894935268446,0.165951350870824,0.0482684217864557,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3477,5,564252,-0.37068665818397,0.167563306307232,0.0275912806453847,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3478,5,564265,-0.335006608106837,0.16729722572,0.0459993449720396,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3479,5,564272,-0.34435685775129,0.167481714722761,0.0405090573895327,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3480,5,564298,-0.319363198588704,0.167167189182286,0.0568863192973486,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3481,5,564300,-0.315908325360044,0.167166747726621,0.0596065652503498,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3482,5,564304,-0.315908325360044,0.167166747726621,0.0596065652503498,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3501,5,564535,-0.339135555591177,0.167802138035466,0.0440296045298433,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3505,5,564590,-0.358299471153395,0.168888625852432,0.0345749624593623,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3506,5,564680,-0.292747655006354,0.168487595360074,0.083170635459427,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3532,5,565093,-0.300912133644797,0.16587977155039,0.0705208244373721,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3533,5,565120,-0.314298662009444,0.166285141916739,0.059561070018816,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3534,5,565122,-0.319808186861072,0.166511600830121,0.0555829082876177,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3535,5,565125,-0.319808186861072,0.166511600830121,0.0555829082876177,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3536,5,565208,-0.297042188677137,0.166598780265864,0.0754488552462312,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3537,5,565243,-0.300037250526845,0.166106188764208,0.0717233851059416,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3538,5,565254,-0.326353449242691,0.166626441980188,0.0509474882496377,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
