locus_id,name,sgd_id,chrom,start,end
YDR382W,RPP2B,SGDID:S000002790,CHR_4,1239492,1239824
YDR383C,NKP1,SGDID:S000002791,CHR_4,1239960,1240676
YDR384C,ATO3,SGDID:S000002792,CHR_4,1241204,1242031
YDR385W,EFT2,SGDID:S000002793,CHR_4,1243230,1245758
YDR386W,MUS81,SGDID:S000002794,CHR_4,1246084,1247982
YDR387C,CIN10,SGDID:S000002795,CHR_4,1248154,1249821
YDR388W,RVS167,SGDID:S000002796,CHR_4,1250186,1251634
YDR389W,SAC7,SGDID:S000002797,CHR_4,1252537,1254501
YDR390C,UBA2,SGDID:S000002798,CHR_4,1254937,1256847
YDR391C,YDR391C,SGDID:S000002799,CHR_4,1257358,1258056
YDR392W,SPT3,SGDID:S000002800,CHR_4,1258696,1259709
YDR393W,SHE9,SGDID:S000002801,CHR_4,1259901,1261271
YDR394W,RPT3,SGDID:S000002802,CHR_4,1261681,1262967
YDR395W,SXM1,SGDID:S000002803,CHR_4,1263324,1266158
YDR396W,YDR396W,SGDID:S000002804,CHR_4,1266295,1266795
YDR397C,NCB2,SGDID:S000002805,CHR_4,1266366,1266769
YDR398W,UTP5,SGDID:S000002806,CHR_4,1267471,1269402
YDR399W,HPT1,SGDID:S000002807,CHR_4,1270068,1270733
YDR400W,URH1,SGDID:S000002808,CHR_4,1271063,1272085
YDR401W,YDR401W,SGDID:S000002809,CHR_4,1272223,1272786
YDR402C,DIT2,SGDID:S000002810,CHR_4,1272234,1273703
YDR403W,DIT1,SGDID:S000002811,CHR_4,1274602,1276212
YDR404C,RPB7,SGDID:S000002812,CHR_4,1276654,1277169
YDR405W,MRP20,SGDID:S000002813,CHR_4,1277646,1278437
YDR406W,PDR15,SGDID:S000002814,CHR_4,1279210,1283799
YDR406W-A,YDR406W-A,SGDID:S000028543,CHR_4,1283799,1284044
YDR407C,TRS120,SGDID:S000002815,CHR_4,1284069,1287938
YDR408C,ADE8,SGDID:S000002816,CHR_4,1288215,1288859
YDR409W,SIZ1,SGDID:S000002817,CHR_4,1289406,1292120
YDR410C,STE14,SGDID:S000002818,CHR_4,1292372,1293091
YDR411C,DFM1,SGDID:S000002819,CHR_4,1293369,1294394
YDR412W,RRP17,SGDID:S000002820,CHR_4,1294693,1295400
YDR413C,YDR413C,SGDID:S000002821,CHR_4,1294836,1295411
YDR414C,ERD1,SGDID:S000002822,CHR_4,1295598,1296686
YDR415C,YDR415C,SGDID:S000002823,CHR_4,1297037,1298161
YDR416W,SYF1,SGDID:S000002824,CHR_4,1298432,1301011
YDR417C,YDR417C,SGDID:S000002825,CHR_4,1301555,1301926
YDR418W,RPL12B,SGDID:S000002826,CHR_4,1301616,1302113
YDR419W,RAD30,SGDID:S000002827,CHR_4,1303174,1305072
YDR420W,HKR1,SGDID:S000002828,CHR_4,1306267,1311675
YDR421W,ARO80,SGDID:S000002829,CHR_4,1312040,1314892
YDR422C,SIP1,SGDID:S000002830,CHR_4,1315326,1317773
YDR423C,CAD1,SGDID:S000002831,CHR_4,1318046,1319275
YDR424C,DYN2,SGDID:S000002832,CHR_4,1319387,1319617
YDR425W,SNX41,SGDID:S000002833,CHR_4,1320064,1321941
YDR426C,YDR426C,SGDID:S000002834,CHR_4,1321629,1322006
YDR427W,RPN9,SGDID:S000002835,CHR_4,1322205,1323386
YDR428C,BNA7,SGDID:S000002836,CHR_4,1323454,1324239
YDR429C,TIF35,SGDID:S000002837,CHR_4,1324477,1325301
YDR430C,CYM1,SGDID:S000002838,CHR_4,1325501,1328470
YDR431W,YDR431W,SGDID:S000002839,CHR_4,1328390,1328701
YDR432W,NPL3,SGDID:S000002840,CHR_4,1328783,1330027
YDR433W,YDR433W,SGDID:S000002841,CHR_4,1329600,1330040
YDR434W,GPI17,SGDID:S000002842,CHR_4,1331237,1332841
YDR435C,PPM1,SGDID:S000002843,CHR_4,1332983,1333969
YDR436W,PPZ2,SGDID:S000002844,CHR_4,1334821,1336953
YDR437W,GPI19,SGDID:S000002845,CHR_4,1337352,1337774
YDR438W,THI74,SGDID:S000002846,CHR_4,1338274,1339386
YDR439W,LRS4,SGDID:S000002847,CHR_4,1339676,1340719
YDR440W,DOT1,SGDID:S000002848,CHR_4,1342493,1344241
YDR441C,APT2,SGDID:S000002849,CHR_4,1344517,1345062
YDR442W,YDR442W,SGDID:S000002850,CHR_4,1345647,1346039
YDR443C,SSN2,SGDID:S000002851,CHR_4,1345676,1349938
YDR444W,YDR444W,SGDID:S000002852,CHR_4,1350290,1352353
YDR445C,YDR445C,SGDID:S000002853,CHR_4,1352182,1352589
YDR446W,ECM11,SGDID:S000002854,CHR_4,1353725,1354633
YDR447C,RPS17B,SGDID:S000002855,CHR_4,1354829,1355236
YDR448W,ADA2,SGDID:S000002856,CHR_4,1356065,1357369
YDR449C,UTP6,SGDID:S000002857,CHR_4,1357580,1358902
YDR450W,RPS18A,SGDID:S000002858,CHR_4,1359923,1359969
YDR451C,YHP1,SGDID:S000002859,CHR_4,1361120,1362181
YDR452W,PPN1,SGDID:S000002860,CHR_4,1362878,1364902
YDR453C,TSA2,SGDID:S000002861,CHR_4,1365072,1365662
YDR454C,GUK1,SGDID:S000002862,CHR_4,1366264,1366827
YDR455C,YDR455C,SGDID:S000002863,CHR_4,1367373,1367681
YDR456W,NHX1,SGDID:S000002864,CHR_4,1367485,1369386
YDR457W,TOM1,SGDID:S000002865,CHR_4,1369790,1379596
YDR458C,HEH2,SGDID:S000002866,CHR_4,1380055,1382046
YDR459C,PFA5,SGDID:S000002867,CHR_4,1382319,1383443
YDR460W,TFB3,SGDID:S000002868,CHR_4,1383811,1384776
YDR461W,MFA1,SGDID:S000002869,CHR_4,1385176,1385286
YDR461C-A,CMI8,SGDID:S000087209,CHR_4,1385524,1385766
YDR462W,MRPL28,SGDID:S000002870,CHR_4,1386073,1386516
YDR463W,STP1,SGDID:S000002871,CHR_4,1386816,1388375
YDR464W,SPP41,SGDID:S000002872,CHR_4,1388872,1393179
YDR464C-A,YDR464C-A,SGDID:S000028614,CHR_4,1392492,1392680
YDR465C,RMT2,SGDID:S000002873,CHR_4,1393336,1394574
YDR466W,PKH3,SGDID:S000002874,CHR_4,1395121,1397817
YDR467C,YDR467C,SGDID:S000002875,CHR_4,1397583,1397909
YDR468C,TLG1,SGDID:S000002876,CHR_4,1398026,1398700
YDR469W,SDC1,SGDID:S000002877,CHR_4,1399015,1399542
YDR470C,UGO1,SGDID:S000002878,CHR_4,1399706,1401214
YDR471W,RPL27B,SGDID:S000002879,CHR_4,1401770,1401800
YDR472W,TRS31,SGDID:S000002880,CHR_4,1403322,1404173
YDR473C,PRP3,SGDID:S000002881,CHR_4,1404445,1405854
YDR475C,JIP4,SGDID:S000002883,CHR_4,1407464,1410094
YDR476C,YDR476C,SGDID:S000002884,CHR_4,1410453,1411127
YDR477W,SNF1,SGDID:S000002885,CHR_4,1412373,1414274
YDR478W,SNM1,SGDID:S000002886,CHR_4,1414575,1415171
YDR479C,PEX29,SGDID:S000002887,CHR_4,1415210,1416874
YDR480W,DIG2,SGDID:S000002888,CHR_4,1417399,1418370
YDR481C,PHO8,SGDID:S000002889,CHR_4,1418550,1420250
YDR482C,CWC21,SGDID:S000002890,CHR_4,1420431,1420838
YDR483W,KRE2,SGDID:S000002891,CHR_4,1421157,1422485
YDR484W,VPS52,SGDID:S000002892,CHR_4,1422763,1424688
YDR485C,VPS72,SGDID:S000002893,CHR_4,1424820,1427207
YDR486C,VPS60,SGDID:S000002894,CHR_4,1427431,1428120
YDR487C,RIB3,SGDID:S000002895,CHR_4,1428354,1428980
YDR488C,PAC11,SGDID:S000002896,CHR_4,1429188,1430789
YDR489W,SLD5,SGDID:S000002897,CHR_4,1431012,1431896
YDR490C,PKH1,SGDID:S000002898,CHR_4,1431968,1434268
YDR491C,YDR491C,SGDID:S000002899,CHR_4,1434500,1434991
YDR492W,IZH1,SGDID:S000002900,CHR_4,1434924,1435874
YDR493W,MZM1,SGDID:S000002901,CHR_4,1436217,1436588
YDR494W,RSM28,SGDID:S000002902,CHR_4,1436930,1438015
YDR495C,VPS3,SGDID:S000002903,CHR_4,1438115,1441150
YDR496C,PUF6,SGDID:S000002904,CHR_4,1441433,1443403
YDR497C,ITR1,SGDID:S000002905,CHR_4,1443713,1445467
YDR498C,SEC20,SGDID:S000002906,CHR_4,1445843,1446994
YDR499W,LCD1,SGDID:S000002907,CHR_4,1447830,1450073
YDR500C,RPL37B,SGDID:S000002908,CHR_4,1450198,1450457
YDR501W,PLM2,SGDID:S000002909,CHR_4,1451353,1452918
YDR502C,SAM2,SGDID:S000002910,CHR_4,1453310,1454464
YDR503C,LPP1,SGDID:S000002911,CHR_4,1455042,1455866
YDR504C,SPG3,SGDID:S000002912,CHR_4,1456311,1456694
YDR505C,PSP1,SGDID:S000002913,CHR_4,1456695,1459220
YDR506C,GMC1,SGDID:S000002914,CHR_4,1459728,1461554
YDR507C,GIN4,SGDID:S000002915,CHR_4,1462358,1465786
YDR508C,GNP1,SGDID:S000002916,CHR_4,1466453,1468444
YDR509W,YDR509W,SGDID:S000002917,CHR_4,1468226,1468573
YDR510W,SMT3,SGDID:S000002918,CHR_4,1469400,1469705
YDR510C-A,YDR510C-A,SGDID:S000028615,CHR_4,1469695,1469811
YDR511W,SDH7,SGDID:S000002919,CHR_4,1470017,1470418
YDR512C,EMI1,SGDID:S000002920,CHR_4,1470500,1471063
YDR513W,GRX2,SGDID:S000002921,CHR_4,1471017,1471448
YDR514C,YDR514C,SGDID:S000002922,CHR_4,1471548,1472999
YDR515W,SLF1,SGDID:S000002923,CHR_4,1473429,1474772
YDR516C,EMI2,SGDID:S000002924,CHR_4,1474974,1476476
YDR517W,GRH1,SGDID:S000002925,CHR_4,1477239,1478357
YDR518W,EUG1,SGDID:S000002926,CHR_4,1478608,1480161
YDR519W,FPR2,SGDID:S000002927,CHR_4,1480425,1480832
YDR520C,URC2,SGDID:S000002928,CHR_4,1481085,1483403
YDR521W,YDR521W,SGDID:S000002929,CHR_4,1483141,1483476
YDR522C,SPS2,SGDID:S000002930,CHR_4,1483795,1485303
YDR523C,SPS1,SGDID:S000002931,CHR_4,1485566,1487038
YDR524C,AGE1,SGDID:S000002932,CHR_4,1487542,1488990
YDR524W-C,YDR524W-C,SGDID:S000028740,CHR_4,1489403,1489492
YDR524C-B,YDR524C-B,SGDID:S000028739,CHR_4,1489598,1489798
YDR524C-A,YDR524C-A,SGDID:S000028616,CHR_4,1489871,1489990
YDR525W,API2,SGDID:S000002933,CHR_4,1489905,1490234
YDR525W-A,SNA2,SGDID:S000007236,CHR_4,1490596,1490835
YDR526C,YDR526C,SGDID:S000002934,CHR_4,1491075,1491545
YDR527W,RBA50,SGDID:S000002935,CHR_4,1491094,1492413
YDR528W,HLR1,SGDID:S000002936,CHR_4,1494586,1495857
YDR529C,QCR7,SGDID:S000002937,CHR_4,1496165,1496548
YDR530C,APA2,SGDID:S000002938,CHR_4,1496791,1497768
YDR531W,CAB1,SGDID:S000002939,CHR_4,1498232,1499335
YDR532C,KRE28,SGDID:S000002940,CHR_4,1499396,1500553
YDR533C,HSP31,SGDID:S000002941,CHR_4,1501447,1502160
YDR534C,FIT1,SGDID:S000002942,CHR_4,1503314,1504900
YDR535C,YDR535C,SGDID:S000002943,CHR_4,1506606,1507058
YDR536W,STL1,SGDID:S000002944,CHR_4,1508005,1509714
YDR537C,YDR537C,SGDID:S000002945,CHR_4,1510856,1511461
YDR538W,PAD1,SGDID:S000002946,CHR_4,1510902,1511630
YDR539W,FDC1,SGDID:S000002947,CHR_4,1512094,1513605
YDR540C,IRC4,SGDID:S000002948,CHR_4,1517136,1517675
YDR541C,YDR541C,SGDID:S000002949,CHR_4,1519664,1520698
YDR542W,PAU10,SGDID:S000002950,CHR_4,1523249,1523611
YDR543C,YDR543C,SGDID:S000002951,CHR_4,1524634,1524933
YDR544C,YDR544C,SGDID:S000002952,CHR_4,1525095,1525523
YDR545W,YRF1-1,SGDID:S000002953,CHR_4,1526321,1531711
YDR545C-A,YDR545C-A,SGDID:S000028617,CHR_4,1530863,1531342
YEL077C,YEL077C,SGDID:S000006409,CHR_5,264,4097
YEL077W-A,YEL077W-A,SGDID:S000028621,CHR_5,630,1112
YEL076C-A,YEL076C-A,SGDID:S000002955,CHR_5,4185,4322
YEL076C,YEL076C,SGDID:S000000802,CHR_5,4464,5114
YEL075W-A,YEL075W-A,SGDID:S000002956,CHR_5,4870,5481
YEL075C,YEL075C,SGDID:S000000801,CHR_5,5345,5713
YEL074W,YEL074W,SGDID:S000000800,CHR_5,6126,6464
YEL073C,YEL073C,SGDID:S000000799,CHR_5,7230,7553
YEL072W,RMD6,SGDID:S000000798,CHR_5,13720,14415
YEL071W,DLD3,SGDID:S000000797,CHR_5,16355,17845
YEL070W,DSF1,SGDID:S000000796,CHR_5,19589,21097
YEL069C,HXT13,SGDID:S000000795,CHR_5,21537,23231
YEL068C,YEL068C,SGDID:S000000794,CHR_5,25646,25978
YEL067C,YEL067C,SGDID:S000000793,CHR_5,26189,26776
YEL066W,HPA3,SGDID:S000000792,CHR_5,26721,27206
YEL065W,SIT1,SGDID:S000000791,CHR_5,27657,29543
YEL064C,AVT2,SGDID:S000000790,CHR_5,29797,31239
YEL063C,CAN1,SGDID:S000000789,CHR_5,31694,33466
YEL062W,NPR2,SGDID:S000000788,CHR_5,34407,36254
YEL061C,CIN8,SGDID:S000000787,CHR_5,36535,39537
YEL060C,PRB1,SGDID:S000000786,CHR_5,40046,41953
YEL059C-A,SOM1,SGDID:S000002954,CHR_5,42400,42624
YEL059W,HHY1,SGDID:S000000785,CHR_5,42652,42960
YEL058W,PCM1,SGDID:S000000784,CHR_5,43252,44925
YEL057C,SDD1,SGDID:S000000783,CHR_5,45020,45721
YEL056W,HAT2,SGDID:S000000782,CHR_5,47168,48373
YEL055C,POL5,SGDID:S000000781,CHR_5,48471,51539
YEL054C,RPL12A,SGDID:S000000780,CHR_5,52721,53218
YEL053W-A,YEL053W-A,SGDID:S000028744,CHR_5,52908,53255
YEL053C,MAK10,SGDID:S000000779,CHR_5,53901,56102
YEL052W,AFG1,SGDID:S000000778,CHR_5,56571,58100
YEL051W,VMA8,SGDID:S000000777,CHR_5,58378,59148
YEL050W-A,YEL050W-A,SGDID:S000028545,CHR_5,59549,59740
YEL050C,RML2,SGDID:S000000776,CHR_5,59670,60851
YEL049W,PAU2,SGDID:S000000775,CHR_5,63728,64090
YEL048C,TCA17,SGDID:S000000774,CHR_5,64709,65167
YEL047C,FRD1,SGDID:S000000773,CHR_5,65385,66797
YEL046C,GLY1,SGDID:S000000772,CHR_5,67629,68792
YEL045C,YEL045C,SGDID:S000000771,CHR_5,68840,69265
YEL044W,IES6,SGDID:S000000770,CHR_5,69757,70257
YEL043W,GTA1,SGDID:S000000769,CHR_5,70478,73348
YEL042W,GDA1,SGDID:S000000768,CHR_5,73771,75327
YEL041W,YEF1,SGDID:S000000767,CHR_5,75944,77431
YEL040W,UTR2,SGDID:S000000766,CHR_5,78053,79456
YEL039C,CYC7,SGDID:S000000765,CHR_5,79636,79977
YEL038W,UTR4,SGDID:S000000764,CHR_5,80462,81145
YEL037C,RAD23,SGDID:S000000763,CHR_5,81407,82603
YEL036C,ANP1,SGDID:S000000762,CHR_5,83050,84552
YEL035C,UTR5,SGDID:S000000761,CHR_5,85045,85545
YEL034C-A,YEL034C-A,SGDID:S000028743,CHR_5,85613,86215
YEL034W,HYP2,SGDID:S000000760,CHR_5,85676,86149
YEL033W,MTC7,SGDID:S000000759,CHR_5,86179,86598
YEL032W,MCM3,SGDID:S000000758,CHR_5,86937,89852
YEL032C-A,YEL032C-A,SGDID:S000028620,CHR_5,87040,87201
YEL031W,SPF1,SGDID:S000000757,CHR_5,90258,93905
YEL030C-A,YEL030C-A,SGDID:S000028619,CHR_5,94583,94897
YEL030W,ECM10,SGDID:S000000756,CHR_5,94644,96578
YEL029C,BUD16,SGDID:S000000755,CHR_5,96858,97796
YEL028W,YEL028W,SGDID:S000000754,CHR_5,98668,99129
YEL027W,VMA3,SGDID:S000000753,CHR_5,100769,101251
YEL026W,SNU13,SGDID:S000000752,CHR_5,101943,102323
YEL025C,YEL025C,SGDID:S000000751,CHR_5,102581,106147
YEL024W,RIP1,SGDID:S000000750,CHR_5,107260,107907
YEL023C,YEL023C,SGDID:S000000749,CHR_5,108504,110552
YEL022W,GEA2,SGDID:S000000748,CHR_5,111421,115800
YEL021W,URA3,SGDID:S000000747,CHR_5,116167,116970
YEL020C-B,YEL020C-B,SGDID:S000028544,CHR_5,117183,117380
YEL020W-A,TIM9,SGDID:S000007256,CHR_5,117211,117474
YEL020C,PXP1,SGDID:S000000746,CHR_5,118617,120299
YEL019C,MMS21,SGDID:S000000745,CHR_5,120498,121301
YEL018C-A,YEL018C-A,SGDID:S000028742,CHR_5,121455,121988
YEL018W,EAF5,SGDID:S000000744,CHR_5,121471,122310
YEL017C-A,PMP2,SGDID:S000002103,CHR_5,122798,122929
YEL017W,GTT3,SGDID:S000000743,CHR_5,123657,124670
YEL016C,NPP2,SGDID:S000000742,CHR_5,124737,126218
YEL015W,EDC3,SGDID:S000000741,CHR_5,126629,128284
YEL014C,YEL014C,SGDID:S000000740,CHR_5,128303,128608
YEL013W,VAC8,SGDID:S000000739,CHR_5,128825,130561
YEL012W,UBC8,SGDID:S000000738,CHR_5,131772,131776
YEL011W,GLC3,SGDID:S000000737,CHR_5,133120,135234
YEL010W,YEL010W,SGDID:S000000736,CHR_5,136279,136629
YEL009C-A,YEL009C-A,SGDID:S000028741,CHR_5,136371,136778
YEL009C,GCN4,SGDID:S000000735,CHR_5,138918,139763
YEL008W,YEL008W,SGDID:S000000734,CHR_5,140512,140892
YEL008C-A,YEL008C-A,SGDID:S000028618,CHR_5,140726,140818
YEL007W,MIT1,SGDID:S000000733,CHR_5,141892,143892
YEL006W,YEA6,SGDID:S000000732,CHR_5,144327,145334
YEL005C,VAB2,SGDID:S000000731,CHR_5,145907,146755
YEL004W,YEA4,SGDID:S000000730,CHR_5,146951,147979
YEL003W,GIM4,SGDID:S000000729,CHR_5,148176,148194
YEL002C,WBP1,SGDID:S000000728,CHR_5,148722,150014
YEL001C,IRC22,SGDID:S000000727,CHR_5,150301,150978
YER001W,MNN1,SGDID:S000000803,CHR_5,153520,155808
YER002W,NOP16,SGDID:S000000804,CHR_5,156803,157498
YER003C,PMI40,SGDID:S000000805,CHR_5,157736,158994
YER004W,FMP52,SGDID:S000000806,CHR_5,159580,160275
YER005W,YND1,SGDID:S000000807,CHR_5,160550,162442
YER006W,NUG1,SGDID:S000000808,CHR_5,162723,164285
YER006C-A,YER006C-A,SGDID:S000028745,CHR_5,164344,164661
YER007W,PAC2,SGDID:S000000809,CHR_5,164527,166083
YER007C-A,TMA20,SGDID:S000002957,CHR_5,166237,166771
YER008C,SEC3,SGDID:S000000810,CHR_5,167808,171818
YER009W,NTF2,SGDID:S000000811,CHR_5,172115,172492
YER010C,YER010C,SGDID:S000000812,CHR_5,172634,173338
YER011W,TIR1,SGDID:S000000813,CHR_5,175248,176012
YER012W,PRE1,SGDID:S000000814,CHR_5,177835,178431
YER013W,PRP22,SGDID:S000000815,CHR_5,178841,182278
YER014W,HEM14,SGDID:S000000816,CHR_5,182600,184219
YER014C-A,BUD25,SGDID:S000007590,CHR_5,183731,184169
YER015W,FAA2,SGDID:S000000817,CHR_5,184541,186775
YER016W,BIM1,SGDID:S000000818,CHR_5,188277,189311
YER017C,AFG3,SGDID:S000000819,CHR_5,189503,191788
YER018C,SPC25,SGDID:S000000820,CHR_5,191959,192624
YER019W,ISC1,SGDID:S000000821,CHR_5,192797,194230
YER019C-A,SBH2,SGDID:S000002127,CHR_5,194273,194539
YER020W,GPA2,SGDID:S000000822,CHR_5,195168,196517
YER021W,RPN3,SGDID:S000000823,CHR_5,196948,198519
YER022W,SRB4,SGDID:S000000824,CHR_5,198812,200875
YER023W,PRO3,SGDID:S000000825,CHR_5,201076,201936
YER023C-A,YER023C-A,SGDID:S000028622,CHR_5,201522,201734
YER024W,YAT2,SGDID:S000000826,CHR_5,202192,204963
YER025W,GCD11,SGDID:S000000827,CHR_5,205251,206834
YER026C,CHO1,SGDID:S000000828,CHR_5,207644,208474
YER027C,GAL83,SGDID:S000000829,CHR_5,208979,210232
YER028C,MIG3,SGDID:S000000830,CHR_5,210692,211876
YER029C,SMB1,SGDID:S000000831,CHR_5,212587,213177
YER030W,CHZ1,SGDID:S000000832,CHR_5,213437,213898
YER031C,YPT31,SGDID:S000000833,CHR_5,214076,214747
YER032W,FIR1,SGDID:S000000834,CHR_5,215063,217693
YER033C,ZRG8,SGDID:S000000835,CHR_5,218057,221287
YER034W,YER034W,SGDID:S000000836,CHR_5,221846,222403
YER035W,EDC2,SGDID:S000000837,CHR_5,222639,223076
YER036C,ARB1,SGDID:S000000838,CHR_5,223367,225199
YER037W,PHM8,SGDID:S000000839,CHR_5,225889,226854
YER038C,KRE29,SGDID:S000000840,CHR_5,226858,228252
YER038W-A,FMP49,SGDID:S000028746,CHR_5,228451,228831
YER039C,HVG1,SGDID:S000000841,CHR_5,228456,229205
YER039C-A,YER039C-A,SGDID:S000007226,CHR_5,229263,229481
YER040W,GLN3,SGDID:S000000842,CHR_5,229795,231987
YER041W,YEN1,SGDID:S000000843,CHR_5,232461,234740
YER042W,MXR1,SGDID:S000000844,CHR_5,234937,235491
YER043C,SAH1,SGDID:S000000845,CHR_5,235770,237119
YER044C,ERG28,SGDID:S000000846,CHR_5,237570,238016
YER044C-A,MEI4,SGDID:S000001954,CHR_5,238460,239623
YER045C,ACA1,SGDID:S000000847,CHR_5,240032,241501
YER046W,SPO73,SGDID:S000000848,CHR_5,243180,243611
YER046W-A,YER046W-A,SGDID:S000028747,CHR_5,243700,244029
YER047C,SAP1,SGDID:S000000849,CHR_5,243810,246503
YER048C,CAJ1,SGDID:S000000850,CHR_5,246982,248157
YER048W-A,ISD11,SGDID:S000007237,CHR_5,250718,251002
YER049W,TPA1,SGDID:S000000851,CHR_5,251728,253662
YER050C,RSM18,SGDID:S000000852,CHR_5,253971,254387
YER051W,JHD1,SGDID:S000000853,CHR_5,254656,256134
YER052C,HOM3,SGDID:S000000854,CHR_5,256375,257958
YER053C,PIC2,SGDID:S000000855,CHR_5,258737,259639
YER053C-A,YER053C-A,SGDID:S000007523,CHR_5,260933,261046
YER054C,GIP2,SGDID:S000000856,CHR_5,262052,263698
YER055C,HIS1,SGDID:S000000857,CHR_5,264892,265785
YER056C,FCY2,SGDID:S000000858,CHR_5,266512,268113
YER056C-A,RPL34A,SGDID:S000002135,CHR_5,269423,269751
YER057C,HMF1,SGDID:S000000859,CHR_5,270737,271126
YER058W,PET117,SGDID:S000000860,CHR_5,271768,272091
YER059W,PCL6,SGDID:S000000861,CHR_5,272624,273886
YER060W,FCY21,SGDID:S000000862,CHR_5,274567,276153
YER060W-A,FCY22,SGDID:S000002958,CHR_5,276572,278164
YER061C,CEM1,SGDID:S000000863,CHR_5,278298,279626
YER062C,GPP2,SGDID:S000000864,CHR_5,279930,280682
YER063W,THO1,SGDID:S000000865,CHR_5,281710,282366
YER064C,VHR2,SGDID:S000000866,CHR_5,282705,284222
YER065C,ICL1,SGDID:S000000867,CHR_5,285241,286914
YER066W,RRT13,SGDID:S000000868,CHR_5,290242,290799
YER066C-A,YER066C-A,SGDID:S000002959,CHR_5,291703,292203
YER067W,RGI1,SGDID:S000000869,CHR_5,292066,292551
YER067C-A,YER067C-A,SGDID:S000028748,CHR_5,292240,292563
YER068W,MOT2,SGDID:S000000870,CHR_5,293050,294813
YER068C-A,YER068C-A,SGDID:S000028749,CHR_5,295301,295732
YER069W,"ARG5,6",SGDID:S000000871,CHR_5,295410,298001
YER070W,RNR1,SGDID:S000000872,CHR_5,298950,301616
YER071C,TDA2,SGDID:S000000873,CHR_5,301947,302327
YER072W,VTC1,SGDID:S000000874,CHR_5,302806,303195
YER073W,ALD5,SGDID:S000000875,CHR_5,304030,305592
YER074W,RPS24A,SGDID:S000000876,CHR_5,306323,306325
YER074W-A,YOS1,SGDID:S000007651,CHR_5,307653,307746
YER075C,PTP3,SGDID:S000000877,CHR_5,308413,311199
YER076C,YER076C,SGDID:S000000878,CHR_5,312590,313498
YER076W-A,YER076W-A,SGDID:S000028750,CHR_5,313390,313737
YER077C,MRX1,SGDID:S000000879,CHR_5,314534,316600
YER078C,ICP55,SGDID:S000000880,CHR_5,316807,318342
YER078W-A,YER078W-A,SGDID:S000028546,CHR_5,318646,318810
YER079W,YER079W,SGDID:S000000881,CHR_5,318920,319552
YER079C-A,YER079C-A,SGDID:S000028751,CHR_5,319902,320240
YER080W,AIM9,SGDID:S000000882,CHR_5,319963,321846
YER081W,SER3,SGDID:S000000883,CHR_5,322686,324095
YER082C,UTP7,SGDID:S000000884,CHR_5,324272,325936
YER083C,GET2,SGDID:S000000885,CHR_5,326174,327031
YER084W,YER084W,SGDID:S000000886,CHR_5,327065,327451
YER084W-A,YER084W-A,SGDID:S000028752,CHR_5,327598,328110
YER085C,YER085C,SGDID:S000000887,CHR_5,327619,328140
YER086W,ILV1,SGDID:S000000888,CHR_5,328477,330207
YER087W,AIM10,SGDID:S000000889,CHR_5,330576,332306
YER087C-A,YER087C-A,SGDID:S000028753,CHR_5,331817,332368
YER087C-B,SBH1,SGDID:S000002128,CHR_5,332582,332830
YER088C,DOT6,SGDID:S000000890,CHR_5,333176,335188
YER088C-A,YER088C-A,SGDID:S000028754,CHR_5,335696,336019
YER088W-B,YER088W-B,SGDID:S000028623,CHR_5,335927,336073
YER089C,PTC2,SGDID:S000000891,CHR_5,335946,337340
YER090W,TRP2,SGDID:S000000892,CHR_5,337949,339472
YER090C-A,YER090C-A,SGDID:S000029725,CHR_5,338322,338411
YER091C,MET6,SGDID:S000000893,CHR_5,339864,342167
YER091C-A,YER091C-A,SGDID:S000007238,CHR_5,342390,342611
YER092W,IES5,SGDID:S000000894,CHR_5,342855,343232
YER093C,TSC11,SGDID:S000000895,CHR_5,343320,347612
YER093C-A,AIM11,SGDID:S000002960,CHR_5,347912,348201
YER094C,PUP3,SGDID:S000000896,CHR_5,348729,349346
YER095W,RAD51,SGDID:S000000897,CHR_5,349980,351182
YER096W,SHC1,SGDID:S000000898,CHR_5,351698,353236
YER097W,YER097W,SGDID:S000000899,CHR_5,355140,355469
YER098W,UBP9,SGDID:S000000900,CHR_5,355466,357730
YER099C,PRS2,SGDID:S000000901,CHR_5,358105,359061
YER100W,UBC6,SGDID:S000000902,CHR_5,359562,360314
YER101C,AST2,SGDID:S000000903,CHR_5,360502,361794
YER102W,RPS8B,SGDID:S000000904,CHR_5,363100,363702
YER103W,SSA4,SGDID:S000000905,CHR_5,364589,366517
YER104W,RTT105,SGDID:S000000906,CHR_5,366802,367428
YER105C,NUP157,SGDID:S000000907,CHR_5,367838,372013
YER106W,MAM1,SGDID:S000000908,CHR_5,372326,373234
YER107C,GLE2,SGDID:S000000909,CHR_5,373448,374545
YER107W-A,YER107W-A,SGDID:S000028755,CHR_5,374394,374714
YER110C,KAP123,SGDID:S000000912,CHR_5,378762,382103
YER111C,SWI4,SGDID:S000000913,CHR_5,382595,385876
YER112W,LSM4,SGDID:S000000914,CHR_5,387232,387795
YER113C,TMN3,SGDID:S000000915,CHR_5,387932,390052
YER114C,BOI2,SGDID:S000000916,CHR_5,390590,393712
YER115C,SPR6,SGDID:S000000917,CHR_5,394292,394867
YER116C,SLX8,SGDID:S000000918,CHR_5,395348,396172
YER117W,RPL23B,SGDID:S000000919,CHR_5,396769,396810
YER118C,SHO1,SGDID:S000000920,CHR_5,397952,399055
YER119C,AVT6,SGDID:S000000921,CHR_5,399496,400842
