CHR	BP	SNP	N	P	P(R)	OR	OR(R)	I	snps_class_up	locus_id	name	description
3	75503	977	62	5.523e-17	5.523e-17	-0.1219	-0.1219	0.0	Promoter	YCL026C-A_NFR/NDR		
3	75863	978	62	1.615e-10	1.615e-10	-0.0945	-0.0945	0.0	Close to 3'-UTR	YCL026C-A	FRM2	"""Type II nitroreductase ; using NADH as reductant; mutants are defective in fatty acid mediated repression of genes involved in fatty acid biosynthesis indicative of a role in lipid signaling; involved in the oxidative stress response; transcription induction by cadmium and selenite indicates a possible role in the metal stress response; expression induced in cells treated with the mycotoxin patulin"""
3	76131	979	62	1.033e-12	1.033e-12	-0.1033	-0.1033	0.0	ORF	YCL025C	AGP1	"""Broad-specificity ; low-affinity amino acid permease; minor serine permease with major contributions from paralog Gnp1p; involved in uptake of asparagine ; glutamine ; and other amino acids; expression induced by amino acids and regulated by SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p)"""
3	76147	980	62	7.732e-13	7.732e-13	-0.1036	-0.1036	0.0	ORF	YCL025C	AGP1	"""Broad-specificity ; low-affinity amino acid permease; minor serine permease with major contributions from paralog Gnp1p; involved in uptake of asparagine ; glutamine ; and other amino acids; expression induced by amino acids and regulated by SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p)"""
3	78480	981	62	0.002529	0.002529	-0.046	-0.046	0.0	Close to 3'-UTR	YCL025C	AGP1	"""Broad-specificity ; low-affinity amino acid permease; minor serine permease with major contributions from paralog Gnp1p; involved in uptake of asparagine ; glutamine ; and other amino acids; expression induced by amino acids and regulated by SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p)"""
3	79867	982	62	9.322e-64	9.322e-64	-0.2555	-0.2555	0.0	ORF	YCL024W	KCC4	"""Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins ; negatively regulates Swe1p by phosphorylation ; shows structural homology to bud neck kinases Gin4p and Hsl1p; KCC4 has a paralog ; GIN4 ; that arose from the whole genome duplication"""
3	80341	983	62	3.547e-55	3.547e-55	-0.239	-0.239	0.0	ORF	YCL024W	KCC4	"""Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins ; negatively regulates Swe1p by phosphorylation ; shows structural homology to bud neck kinases Gin4p and Hsl1p; KCC4 has a paralog ; GIN4 ; that arose from the whole genome duplication"""
3	80444	984	62	1.968e-53	1.968e-53	-0.2359	-0.2359	0.0	ORF	YCL024W	KCC4	"""Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins ; negatively regulates Swe1p by phosphorylation ; shows structural homology to bud neck kinases Gin4p and Hsl1p; KCC4 has a paralog ; GIN4 ; that arose from the whole genome duplication"""
3	82672	985	62	5.136e-33	5.136e-33	-0.3245	-0.3245	0.0	Promoter	tE(UUC)C_NFR/NDR		
3	82706	986	62	0.697	0.697	-0.0447	-0.0447	0.0	Other features	YCLWdelta15	YCLWdelta15	"""Ty1 LTR"""
3	84195	987	62	2.5400000000000002e-64	2.5400000000000002e-64	0.5183	0.5183	0.0	Other features	YCLWdelta2a	YCLWdelta2a	"""Ty1 LTR"""
3	84421	988	62	2.343e-07	2.343e-07	-0.1569	-0.1569	0.0	Other features	YCLWdelta3	YCLWdelta3	"""Ty1 LTR"""
3	84495	989	62	1.018e-64	1.018e-64	0.5793	0.5793	0.0	Other features	YCLWdelta3	YCLWdelta3	"""Ty1 LTR"""
3	84735	990	62	2.4640000000000004e-72	2.4640000000000004e-72	-0.283	-0.283	0.0	Promoter	YCLWdelta2b_NFR/NDR		
3	84766	991	62	1.394e-07	1.394e-07	0.0977	0.0977	0.0	Promoter	YCLWdelta2b_NFR/NDR		
3	84780	992	62	5.441e-38	5.441e-38	-0.2218	-0.2218	0.0	Promoter	YCLWdelta2b_NFR/NDR		
3	84800	993	62	6.729e-13	6.729e-13	-0.3143	-0.3143	0.0	Promoter	YCLWdelta2b_NFR/NDR		
3	84802	994	62	0.0009214	0.0009214	-0.1433	-0.1433	0.0	Promoter	YCLWdelta2b_NFR/NDR		
3	84803	995	62	6.884e-05	6.884e-05	-0.1703	-0.1703	0.0	Promoter	YCLWdelta2b_NFR/NDR		
3	84937	996	62	5.983999999999999e-41	5.983999999999999e-41	-0.3619	-0.3619	0.0	Other features	YCLWdelta4	YCLWdelta4	"""Ty2 LTR"""
3	90611	997	62	0.1359	0.1359	-0.1117	-0.1117	0.0	Other features	YCLWTy2-1	YCLWTy2-1	"""Ty2 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats"""
3	90716	998	62	1.408e-20	1.408e-20	-0.3499	-0.3499	0.0	Other features	YCLWTy2-1	YCLWTy2-1	"""Ty2 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats"""
3	90723	999	62	1.6219999999999999e-47	1.6219999999999999e-47	0.3759	0.3759	0.0	Other features	YCLWTy2-1	YCLWTy2-1	"""Ty2 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats"""
3	90725	1000	62	1.526e-50	1.526e-50	0.3902	0.3902	0.0	Other features	YCLWTy2-1	YCLWTy2-1	"""Ty2 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats"""
3	90727	1001	62	6.969e-53	6.969e-53	0.3951	0.3951	0.0	Other features	YCLWTy2-1	YCLWTy2-1	"""Ty2 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats"""
3	92556	1002	62	6.166e-75	6.166e-75	-0.2823	-0.2823	0.0	Promoter	YCLWdelta2b_NFR/NDR		
3	92671	1003	62	3.499e-78	3.499e-78	-0.2887	-0.2887	0.0	Close to 3'-UTR	YCL018W	LEU2	"""Beta-isopropylmalate dehydrogenase (IMDH); catalyzes the third step in the leucine biosynthesis pathway; can additionally catalyze the conversion of beta-ethylmalate into alpha-ketovalerate"""
3	92716	1004	62	5.911e-95	5.911e-95	-0.3269	-0.3269	0.0	Close to 3'-UTR	YCL018W	LEU2	"""Beta-isopropylmalate dehydrogenase (IMDH); catalyzes the third step in the leucine biosynthesis pathway; can additionally catalyze the conversion of beta-ethylmalate into alpha-ketovalerate"""
3	92744	1005	62	6.761999999999999e-22	6.761999999999999e-22	-0.2325	-0.2325	0.0	Close to 3'-UTR	YCL018W	LEU2	"""Beta-isopropylmalate dehydrogenase (IMDH); catalyzes the third step in the leucine biosynthesis pathway; can additionally catalyze the conversion of beta-ethylmalate into alpha-ketovalerate"""
3	95493	1006	62	1.0410000000000001e-46	1.0410000000000001e-46	-0.22	-0.22	0.0	ORF	YCL016C	DCC1	"""Subunit of a complex with Ctf8p and Ctf18p; shares some components with Replication Factor C; required for sister chromatid cohesion and telomere length maintenance"""
3	96560	1007	62	3.15e-43	8.617e-39	-0.2072	-0.2054	7.84	ORF	YCL014W	BUD3	"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis"""
3	98535	1008	62	7.477e-43	4.4439999999999996e-33	-0.2026	-0.1975	17.5	ORF	YCL014W	BUD3	"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis"""
3	100583	1009	62	2.976e-52	2.855e-48	-0.2237	-0.2223	5.74	ORF	YCL014W	BUD3	"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis"""
3	101685	1010	62	7.443e-46	1.26e-36	-0.207	-0.2027	15.39	Close to 3'-UTR	YCL014W	BUD3	"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis"""
3	101814	1011	62	4.035e-49	3.661e-43	-0.2158	-0.2135	9.2	Promoter	YCL012C_NFR/NDR		stable
3	105429	1012	62	7.795e-31	7.795e-31	-0.165	-0.165	0.0	ORF	YCL009C	ILV6	"""Regulatory subunit of acetolactate synthase; acetolactate synthase catalyzes the first step of branched-chain amino acid biosynthesis; enhances activity of the Ilv2p catalytic subunit ; localizes to mitochondria"""
3	111179	1013	62	7.476e-07	7.476e-07	-0.0695	-0.0695	0.0	ORF	YCL002C	YCL002C	"""Putative protein of unknown function; YCL002C is not an essential gene"""
3	114371	1014	62	1.644e-09	1.644e-09	-0.0893	-0.0893	0.0	Other features	ARS308	ARS308	"""Autonomously Replicating Sequence on Chromosome III"""
3	114395	1015	62	4.24e-17	4.24e-17	-0.1549	-0.1549	0.0	Other features	ARS308	ARS308	"""Autonomously Replicating Sequence on Chromosome III"""
3	114885	1016	62	1.493e-08	1.493e-08	-0.08	-0.08	0.0	Other features	ARS308	ARS308	"""Autonomously Replicating Sequence on Chromosome III"""
3	118719	1017	62	1.32e-09	1.32e-09	-0.0851	-0.0851	0.0	ORF	YCR003W	MRPL32	"""Mitochondrial ribosomal protein of the large subunit; protein abundance increases in response to DNA replication stress"""
3	119698	1018	62	6.958e-10	6.958e-10	-0.0871	-0.0871	0.0	ORF	YCR004C	YCP4	"""Protein of unknown function; has sequence and structural similarity to flavodoxins; predicted to be palmitoylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
3	120341	1019	62	5.606e-09	5.606e-09	-0.0822	-0.0822	0.0	Promoter	CUT043_NFR/NDR		
3	122628	1020	62	4.431e-10	4.431e-10	-0.0876	-0.0876	0.0	ORF	YCR006C	YCR006C	"""Putative protein of unknown function; conserved among S. cerevisiae strains; YCR006C is not an essential gene"""
3	123478	1021	62	8.557e-09	8.557e-09	-0.0814	-0.0814	0.0	Promoter	tP(AGG)C_NFR/NDR		
3	125079	1022	62	2.084e-16	2.084e-16	-0.1166	-0.1166	0.0	Promoter	SUT031_NFR/NDR		
3	126125	1023	62	1.197e-11	1.197e-11	-0.0954	-0.0954	0.0	ORF	YCR007C	YCR007C	"""Putative integral membrane protein; member of DUP240 gene family; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; YCR007C is not an essential gene"""
3	126954	1024	62	3.246e-16	3.246e-16	-0.1136	-0.1136	0.0	Close to 3'-UTR	YCR007C	YCR007C	"""Putative integral membrane protein; member of DUP240 gene family; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; YCR007C is not an essential gene"""
3	130489	1025	62	0.0001412	0.0001321	-0.0917	-0.0969	8.35	Close to 3'-UTR	YCR008W	SAT4	"""Ser/Thr protein kinase involved in salt tolerance ; nutrient response; functions in regulation of Trk1p-Trk2p potassium transporter; overexpression affects the Fe-S and lipoamide containing proteins in the mitochondrion; required for lipoylation of Lat1p ; Kgd2p and Gcv3p; partially redundant with Hal5p; has similarity to Npr1p; localizes to the cytoplasm and mitochondrion"""
3	131971	1026	62	2.823e-07	2.823e-07	-0.0713	-0.0713	0.0	Unstable transcript	CUT044		ncRNA_TFO
3	134374	1027	62	8.179e-05	8.179e-05	-0.0541	-0.0541	0.0	ORF	YCR011C	ADP1	"""Putative ATP-dependent permease of the ABC transporter family"""
3	135728	1028	62	1.982e-05	1.982e-05	-0.0592	-0.0592	0.0	ORF	YCR011C	ADP1	"""Putative ATP-dependent permease of the ABC transporter family"""
3	135857	1029	62	2.539e-06	2.539e-06	-0.0647	-0.0647	0.0	ORF	YCR011C	ADP1	"""Putative ATP-dependent permease of the ABC transporter family"""
3	136159	1030	62	8.575e-05	8.575e-05	-0.0538	-0.0538	0.0	ORF	YCR011C	ADP1	"""Putative ATP-dependent permease of the ABC transporter family"""
3	136656	1031	62	0.0007901	0.0007901	-0.046	-0.046	0.0	ORF	YCR011C	ADP1	"""Putative ATP-dependent permease of the ABC transporter family"""
3	136789	1032	62	0.0001729	0.0001729	-0.0514	-0.0514	0.0	ORF	YCR011C	ADP1	"""Putative ATP-dependent permease of the ABC transporter family"""
3	137654	1033	62	5.213e-11	5.213e-11	-0.095	-0.095	0.0	Promoter	YCR012W_NFR/NDR		fragile
3	139688	1034	62	1.317e-05	1.317e-05	-0.0598	-0.0598	0.0	ORF	YCR014C	POL4	"""DNA polymerase IV; undergoes pair-wise interactions with Dnl4p-Lif1p and Rad27p to mediate repair of DNA double-strand breaks by non-homologous end joining (NHEJ); homologous to mammalian DNA polymerase beta"""
3	142872	1035	62	0.0001855	0.0001855	-0.0555	-0.0555	0.0	Other features	YCRCdelta7	YCRCdelta7	"""Ty1 LTR"""
3	143226	1036	62	5.487e-05	5.487e-05	-0.0561	-0.0561	0.0	Close to 3'-UTR	YCR016W	YCR016W	"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus and nucleus; predicted to be involved in ribosome biogenesis"""
3	143428	1037	62	1.227e-09	1.227e-09	-0.0843	-0.0843	0.0	Promoter	YCR016W_NFR/NDR		stable
3	143912	1038	62	6.261e-08	6.261e-08	-0.0757	-0.0757	0.0	ORF	YCR016W	YCR016W	"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus and nucleus; predicted to be involved in ribosome biogenesis"""
3	145017	1039	62	3.817e-05	3.817e-05	-0.0562	-0.0562	0.0	ORF	YCR017C	CWH43	"""GPI lipid remodelase; responsible for introducing ceramides into GPI anchors having a C26:0 fatty acid in sn-2 of the glycerol moiety; can also use lyso-GPI protein anchors and various base resistant lipids as substrates; contains 14-16 transmembrane segments and several putative glycosylation and phosphorylation sites; null mutation is synthetically lethal with pkc1 deletion"""
3	145505	1040	62	6.825e-05	6.825e-05	-0.0544	-0.0544	0.0	ORF	YCR017C	CWH43	"""GPI lipid remodelase; responsible for introducing ceramides into GPI anchors having a C26:0 fatty acid in sn-2 of the glycerol moiety; can also use lyso-GPI protein anchors and various base resistant lipids as substrates; contains 14-16 transmembrane segments and several putative glycosylation and phosphorylation sites; null mutation is synthetically lethal with pkc1 deletion"""
3	146875	1041	62	2.915e-08	2.915e-08	-0.0769	-0.0769	0.0	ORF	YCR017C	CWH43	"""GPI lipid remodelase; responsible for introducing ceramides into GPI anchors having a C26:0 fatty acid in sn-2 of the glycerol moiety; can also use lyso-GPI protein anchors and various base resistant lipids as substrates; contains 14-16 transmembrane segments and several putative glycosylation and phosphorylation sites; null mutation is synthetically lethal with pkc1 deletion"""
3	147639	1042	62	4.422e-06	4.422e-06	-0.0628	-0.0628	0.0	Promoter	YCR017C_NFR/NDR		fragile
3	147975	1043	62	3.335e-05	3.335e-05	-0.0576	-0.0576	0.0	Unstable transcript	XUT_3F-65		ncRNA_UNB
3	147986	1044	62	3.453e-06	3.453e-06	-0.0642	-0.0642	0.0	Unstable transcript	XUT_3F-65		ncRNA_UNB
3	148171	1045	62	2.656e-08	2.656e-08	-0.0811	-0.0811	0.0	Unstable transcript	XUT_3F-65		ncRNA_UNB
3	148833	1046	62	9.355999999999999e-23	9.355999999999999e-23	-0.1381	-0.1381	0.0	ORF	YCR018C	SRD1	"""Protein involved in the processing of pre-rRNA to mature rRNA; contains a C2/C2 zinc finger motif; srd1 mutation suppresses defects caused by the rrp1-1 mutation"""
3	149289	1047	62	6.023e-06	6.023e-06	-0.0621	-0.0621	0.0	Close to 3'-UTR	YCR018C	SRD1	"""Protein involved in the processing of pre-rRNA to mature rRNA; contains a C2/C2 zinc finger motif; srd1 mutation suppresses defects caused by the rrp1-1 mutation"""
3	150845	1048	62	6.272e-08	6.272e-08	-0.0778	-0.0778	0.0	Other features	YCRCtau1	YCRCtau1	"""Ty4 LTR"""
3	151509	1049	62	1.782e-08	1.782e-08	-0.0895	-0.0895	0.0	Close to 3'-UTR	YCR018C-A	YCR018C-A	"""Putative protein of unknown function; encoded opposite a Ty1 LTR"""
3	151520	1050	62	8.023e-19	8.023e-19	0.2518	0.2518	0.0	Close to 3'-UTR	YCR018C-A	YCR018C-A	"""Putative protein of unknown function; encoded opposite a Ty1 LTR"""
3	151537	1051	62	4.282e-31	4.282e-31	0.339	0.339	0.0	Other features	YCRWdelta10	YCRWdelta10	"""Ty1 LTR"""
3	151544	1052	62	8.363e-31	8.363e-31	0.3364	0.3364	0.0	Other features	YCRWdelta10	YCRWdelta10	"""Ty1 LTR"""
3	151549	1053	62	5.23e-26	5.23e-26	0.3154	0.3154	0.0	Other features	YCRWdelta10	YCRWdelta10	"""Ty1 LTR"""
3	151550	1054	62	1.029e-11	1.029e-11	0.205	0.205	0.0	Other features	YCRWdelta10	YCRWdelta10	"""Ty1 LTR"""
3	151550	1055	62	7.62e-12	7.62e-12	0.3841	0.3841	0.0	Other features	YCRWdelta10	YCRWdelta10	"""Ty1 LTR"""
3	152080	1056	62	5.184e-11	5.184e-11	-0.0934	-0.0934	0.0	Close to 3'-UTR	YCR018C-A	YCR018C-A	"""Putative protein of unknown function; encoded opposite a Ty1 LTR"""
3	152269	1057	62	9.304e-05	9.304e-05	-0.0535	-0.0535	0.0	Close to 3'-UTR	YCR018C-A	YCR018C-A	"""Putative protein of unknown function; encoded opposite a Ty1 LTR"""
3	153973	1058	62	7.567e-34	7.567e-34	0.3307	0.3307	0.0	Close to 3'-UTR	YCR019W	MAK32	"""Protein necessary for stability of L-A dsRNA-containing particles"""
3	156729	1059	62	0.004225	0.004225	-0.039	-0.039	0.0	ORF	YCR021C	HSP30	"""Negative regulator of the H(+)-ATPase Pma1p; stress-responsive protein; hydrophobic plasma membrane localized; induced by heat shock ; ethanol treatment ; weak organic acid ; glucose limitation ; and entry into stationary phase"""
3	158006	1060	62	0.8093	0.8093	0.0033	0.0033	0.0	Unstable transcript	SUT032		ncRNA_STM
3	163856	1061	62	0.8064	0.8064	0.0033	0.0033	0.0	ORF	YCR025C	YCR025C	"""Putative protein of unknown function; conserved across S. cerevisiae strains; YCR025C is not an essential gene"""
3	165283	1062	62	0.006933	0.006933	-0.0366	-0.0366	0.0	ORF	YCR026C	NPP1	"""Nucleotide pyrophosphatase/phosphodiesterase; mediates extracellular nucleotide phosphate hydrolysis along with Npp2p and Pho5p; activity and expression enhanced during conditions of phosphate starvation; involved in spore wall assembly; NPP1 has a paralog ; NPP2 ; that arose from the whole genome duplication ; and an npp1 npp2 double mutant exhibits reduced dityrosine fluorescence relative to the single mutants"""
3	165304	1063	62	0.02061	0.02061	-0.0315	-0.0315	0.0	ORF	YCR026C	NPP1	"""Nucleotide pyrophosphatase/phosphodiesterase; mediates extracellular nucleotide phosphate hydrolysis along with Npp2p and Pho5p; activity and expression enhanced during conditions of phosphate starvation; involved in spore wall assembly; NPP1 has a paralog ; NPP2 ; that arose from the whole genome duplication ; and an npp1 npp2 double mutant exhibits reduced dityrosine fluorescence relative to the single mutants"""
3	166390	1064	62	0.007161	0.007161	-0.0368	-0.0368	0.0	Promoter	YCR026C_NFR/NDR		fragile
3	166515	1065	62	0.1858	0.1858	-0.0185	-0.0185	0.0	Other features	ARS310	ARS310	"""Compound autonomously replicating sequence on Chromosome III"""
3	168031	1066	62	0.000164	0.000164	-0.0513	-0.0513	0.0	Close to 3'-UTR	YCR027C	RHB1	"""Putative Rheb-related GTPase; involved in regulating canavanine resistance and arginine uptake; member of the Ras superfamily of G-proteins"""
3	170404	1067	62	0.0001111	0.0001111	-0.0526	-0.0526	0.0	Close to 3'-UTR	YCR028C	FEN2	"""Plasma membrane H+-pantothenate symporter; confers sensitivity to the antifungal agent fenpropimorph; relocalizes from vacuole to cytoplasm upon DNA replication stress"""
3	177081	1068	62	5.062e-11	3.013e-10	-0.09	-0.0939	13.73	Promoter	snR65_NFR/NDR		
3	177336	1069	62	1.588e-09	2.921e-09	-0.0834	-0.0848	5.54	Close to 3'-UTR	YCR030C	SYP1	"""Negative regulator of WASP-Arp23 complex; involved in endocytic site formation; directly inhibits Las17p stimulation of Arp23 complex-mediated actin assembly in vitro; may regulate assembly and disassembly of the septin ring; colocalizes and interacts with septin subunits; potential role in actin cytoskeletal organization"""
3	178885	1070	62	5.646e-05	5.646e-05	-0.0573	-0.0573	0.0	Promoter	CUT048_NFR/NDR		
3	181268	1071	62	5.892e-10	5.892e-10	-0.0849	-0.0849	0.0	ORF	YCR032W	BPH1	"""Protein homologous to Chediak-Higashi syndrome and Beige proteins; both of which are implicated in disease syndromes in human and mouse ; respectively ; due to defective lysosomal trafficking; mutant phenotype and genetic interactions suggest a role in protein sorting"""
3	181487	1072	62	6.177e-11	9.797e-11	-0.0915	-0.0926	3.71	ORF	YCR032W	BPH1	"""Protein homologous to Chediak-Higashi syndrome and Beige proteins; both of which are implicated in disease syndromes in human and mouse ; respectively ; due to defective lysosomal trafficking; mutant phenotype and genetic interactions suggest a role in protein sorting"""
3	186935	1073	62	4.382e-13	4.382e-13	-0.0983	-0.0983	0.0	ORF	YCR033W	SNT1	"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia"""
3	187346	1074	62	8.593e-10	8.593e-10	-0.0835	-0.0835	0.0	ORF	YCR033W	SNT1	"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia"""
3	187956	1075	62	4.51e-24	4.51e-24	-0.1412	-0.1412	0.0	ORF	YCR033W	SNT1	"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia"""
3	188758	1076	62	8.038e-16	8.038e-16	-0.1093	-0.1093	0.0	ORF	YCR033W	SNT1	"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia"""
3	188786	1077	62	1.409e-17	1.409e-17	-0.1157	-0.1157	0.0	ORF	YCR033W	SNT1	"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia"""
3	188904	1078	62	1.368e-14	1.412e-14	-0.1045	-0.1045	0.12	ORF	YCR033W	SNT1	"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia"""
3	188979	1079	62	5.116e-17	5.116e-17	-0.1139	-0.1139	0.0	ORF	YCR033W	SNT1	"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia"""
3	189025	1080	62	6.467e-13	6.467e-13	-0.0977	-0.0977	0.0	ORF	YCR033W	SNT1	"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia"""
3	189052	1081	62	1.371e-13	1.371e-13	-0.1007	-0.1007	0.0	ORF	YCR033W	SNT1	"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia"""
3	189158	1082	62	1.885e-11	1.885e-11	-0.0911	-0.0911	0.0	ORF	YCR033W	SNT1	"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia"""
3	190765	1083	62	1.725e-16	1.85e-15	-0.112	-0.1134	7.82	ORF	YCR034W	ELO2	"""Fatty acid elongase ; involved in sphingolipid biosynthesis; acts on fatty acids of up to 24 carbons in length; mutations have regulatory effects on 1,3-beta-glucan synthase ; vacuolar ATPase ; and the secretory pathway; ELO2 has a paralog ; ELO1 ; that arose from the whole genome duplication; lethality of the elo2 elo3 double null mutation is functionally complemented by human ELOVL1 and weakly complemented by human ELOVL3 or ELOV7"""
3	195779	1084	62	0.0001704	0.0008513	-0.0511	-0.0536	25.91	ORF	YCR037C	PHO87	"""Low-affinity inorganic phosphate (Pi) transporter; acts upstream of Pho81p in regulation of the PHO pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments; PHO87 has a paralog ; PHO90 ; that arose from the whole genome duplication"""
3	196679	1085	62	4.638e-08	2.741e-06	-0.0745	-0.0787	31.32	ORF	YCR037C	PHO87	"""Low-affinity inorganic phosphate (Pi) transporter; acts upstream of Pho81p in regulation of the PHO pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments; PHO87 has a paralog ; PHO90 ; that arose from the whole genome duplication"""
