SNP,PPI,Chr,Pos,Effect_Fluconazole,-log_pval,snps_class_up,snps_class_down,locus_id,name,sgd_id,description,Effect_noDrug
9438,ERV25:PIS1,14,241965.0,-0.432930030158231,3.2698106614110625,ORF,Verified ORF,YNL216W,RAP1,SGDID:S000005160,"""Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation ; repression ; chromatin silencing ; telomere length maintenance; relocalizes to cytosol under hypoxia; conserved protein with N-terminal BRCT domain ; central region with homology to Myb DNA binding domain ; and C-terminal Rap1-specific protein-interaction domain (RCT domain); recruits Sir complex to telomeric DNA; present in quiescent cell telomere hyperclusters""",0.0
9438,PMC1:CTR2,14,241965.0,-0.551349439961393,3.2575389242298347,ORF,Verified ORF,YNL216W,RAP1,SGDID:S000005160,"""Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation ; repression ; chromatin silencing ; telomere length maintenance; relocalizes to cytosol under hypoxia; conserved protein with N-terminal BRCT domain ; central region with homology to Myb DNA binding domain ; and C-terminal Rap1-specific protein-interaction domain (RCT domain); recruits Sir complex to telomeric DNA; present in quiescent cell telomere hyperclusters""",0.0
9438,SNA4:GTR2,14,241965.0,-0.530973899173137,3.22818511728148,ORF,Verified ORF,YNL216W,RAP1,SGDID:S000005160,"""Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation ; repression ; chromatin silencing ; telomere length maintenance; relocalizes to cytosol under hypoxia; conserved protein with N-terminal BRCT domain ; central region with homology to Myb DNA binding domain ; and C-terminal Rap1-specific protein-interaction domain (RCT domain); recruits Sir complex to telomeric DNA; present in quiescent cell telomere hyperclusters""",0.0
9438,HUG1:PGM2,14,241965.0,-0.564657502037872,3.193694594478216,ORF,Verified ORF,YNL216W,RAP1,SGDID:S000005160,"""Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation ; repression ; chromatin silencing ; telomere length maintenance; relocalizes to cytosol under hypoxia; conserved protein with N-terminal BRCT domain ; central region with homology to Myb DNA binding domain ; and C-terminal Rap1-specific protein-interaction domain (RCT domain); recruits Sir complex to telomeric DNA; present in quiescent cell telomere hyperclusters""",0.0
9438,SSH1:ERG11,14,241965.0,-0.467831515542395,3.152708061530568,ORF,Verified ORF,YNL216W,RAP1,SGDID:S000005160,"""Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation ; repression ; chromatin silencing ; telomere length maintenance; relocalizes to cytosol under hypoxia; conserved protein with N-terminal BRCT domain ; central region with homology to Myb DNA binding domain ; and C-terminal Rap1-specific protein-interaction domain (RCT domain); recruits Sir complex to telomeric DNA; present in quiescent cell telomere hyperclusters""",0.0
9438,ERG11:TPO4,14,241965.0,-0.467893025484182,3.1483093797390143,ORF,Verified ORF,YNL216W,RAP1,SGDID:S000005160,"""Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation ; repression ; chromatin silencing ; telomere length maintenance; relocalizes to cytosol under hypoxia; conserved protein with N-terminal BRCT domain ; central region with homology to Myb DNA binding domain ; and C-terminal Rap1-specific protein-interaction domain (RCT domain); recruits Sir complex to telomeric DNA; present in quiescent cell telomere hyperclusters""",0.0
9439,MID2:TPO4,14,244751.0,-0.586446995251484,3.64775826791036,ORF,Verified ORF,YNL215W,IES2,SGDID:S000005159,"""Protein that associates with the INO80 chromatin remodeling complex; associates with the INO80 complex under low-salt conditions; essential for growth under anaerobic conditions; protein abundance increases in response to DNA replication stress""",0.0
9441,MID2:TPO4,14,250138.0,-0.544267381164739,3.1624937415239813,ORF,Uncharacterized ORF,YNL211C,MRX7,SGDID:S000005155,"""Protein that associates with mitochondrial ribosome; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL211C is not an essential gene""",0.0
9441,FMP45:MID2,14,250138.0,-0.500950391521591,3.0332507130408675,ORF,Uncharacterized ORF,YNL211C,MRX7,SGDID:S000005155,"""Protein that associates with mitochondrial ribosome; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL211C is not an essential gene""",0.0
9447,ERG11:PIS1,14,263555.0,-0.51577636174556,3.107313230540978,Promoter,Promoter,YNL201C_NFR/NDR,0,0,stable,0.0
9552,RET2:EMP47,14,408085.0,-0.361872322150911,3.3568507361731434,Promoter,Promoter,YNL116W_NFR/NDR,0,0,fragile,0.0
9552,SSH1:PIS1,14,408085.0,-0.504194933316934,3.143306097267277,Promoter,Promoter,YNL116W_NFR/NDR,0,0,fragile,0.0
9554,ERV25:ERG5,14,409447.0,-0.521145248080795,3.6234468774626216,ORF,Verified ORF,YNL116W,DMA2,SGDID:S000005060,"""Ubiquitin-protein ligase (E3); controls septin dynamics and spindle position checkpoint (SPOC) with ligase Dma1p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA and RING finger domains; DMA2 has a paralog ; DMA1 ; that arose from the whole genome duplication""",0.0
9554,SSH1:PIS1,14,409447.0,-0.499411799115618,3.226262699045674,ORF,Verified ORF,YNL116W,DMA2,SGDID:S000005060,"""Ubiquitin-protein ligase (E3); controls septin dynamics and spindle position checkpoint (SPOC) with ligase Dma1p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA and RING finger domains; DMA2 has a paralog ; DMA1 ; that arose from the whole genome duplication""",0.0
9554,SSH1:ERG11,14,409447.0,-0.470353456687143,3.16511238528592,ORF,Verified ORF,YNL116W,DMA2,SGDID:S000005060,"""Ubiquitin-protein ligase (E3); controls septin dynamics and spindle position checkpoint (SPOC) with ligase Dma1p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA and RING finger domains; DMA2 has a paralog ; DMA1 ; that arose from the whole genome duplication""",0.0
9718,RET2:EMP47,14,599392.0,-1.09595957861043,3.2236638950982552,Promoter,Promoter,YNL019C_NFR/NDR,0,0,0,0.0
10254,HNM1:TPO4,15,234411.0,-0.568560623747773,3.4398645497533664,Non-coding RNA,snoRNA gene,YNCO0006W,SNR81,SGDID:S000081375,"""H/ACA box small nucleolar RNA (snoRNA); guides pseudouridylation of large subunit (LSU) rRNA at position U1052 ; constitutive pseudouridylation of U2 snRNA (LSR1) at position 42 ; and stress-induced U2 pseudouridylation at position 93""",0.0
8893,SRO9:SGN1,13,573340.0,-0.468042262326369,3.2820875449683102,Promoter,Promoter,YMRCdelta18_NFR/NDR,0,0,0,0.0
8893,ERG11:HYR1,13,573340.0,-0.439548042222677,3.097610012044359,Promoter,Promoter,YMRCdelta18_NFR/NDR,0,0,0,0.0
9127,SSH1:PIS1,13,793818.0,-0.501148045933464,3.275097885778455,ORF,Uncharacterized ORF,YMR262W,YMR262W,SGDID:S000004875,"""Protein of unknown function; interacts weakly with Knr4p; YMR262W is not an essential gene""",0.0
9126,ERV25:RBD2,13,790923.0,-0.569542367504806,3.763236573324881,ORF,Verified ORF,YMR261C,TPS3,SGDID:S000004874,"""Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog ; TSL1 ; that arose from the whole genome duplication""",0.0
9126,RET2:EMP70,13,790923.0,-0.370219150996711,3.2659440265439703,ORF,Verified ORF,YMR261C,TPS3,SGDID:S000004874,"""Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog ; TSL1 ; that arose from the whole genome duplication""",0.0
9126,SSH1:ORM2,13,790923.0,-0.49306155119226,3.235102314846976,ORF,Verified ORF,YMR261C,TPS3,SGDID:S000004874,"""Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog ; TSL1 ; that arose from the whole genome duplication""",0.0
9126,ALO1:ADE17,13,790923.0,-0.538981852326609,3.2218470673152293,ORF,Verified ORF,YMR261C,TPS3,SGDID:S000004874,"""Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog ; TSL1 ; that arose from the whole genome duplication""",0.0
9126,FMP45:HNM1,13,790923.0,-0.489875088198154,3.18648712049126,ORF,Verified ORF,YMR261C,TPS3,SGDID:S000004874,"""Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog ; TSL1 ; that arose from the whole genome duplication""",0.0
9126,SSH1:PIS1,13,790923.0,-0.48412291934306,3.003321541369263,ORF,Verified ORF,YMR261C,TPS3,SGDID:S000004874,"""Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog ; TSL1 ; that arose from the whole genome duplication""",0.0
9125,ERV25:RBD2,13,790664.0,-0.547758251514576,3.5917310770442734,ORF,Verified ORF,YMR261C,TPS3,SGDID:S000004874,"""Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog ; TSL1 ; that arose from the whole genome duplication""",0.0
9125,ALO1:ADE17,13,790664.0,-0.529828830470883,3.196213801641711,ORF,Verified ORF,YMR261C,TPS3,SGDID:S000004874,"""Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog ; TSL1 ; that arose from the whole genome duplication""",0.0
9125,FMP45:HNM1,13,790664.0,-0.46914378792651,3.021882236443015,ORF,Verified ORF,YMR261C,TPS3,SGDID:S000004874,"""Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog ; TSL1 ; that arose from the whole genome duplication""",0.0
9125,RET2:EMP70,13,790664.0,-0.348279133828975,3.002965939443973,ORF,Verified ORF,YMR261C,TPS3,SGDID:S000004874,"""Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog ; TSL1 ; that arose from the whole genome duplication""",0.0
9124,ALO1:ADE17,13,783460.0,-0.626142257316272,4.233091994429595,ORF,Verified ORF,YMR258C,ROY1,SGDID:S000004871,"""GTPase inhibitor with similarity to F-box proteins; inhibits Ypt52p GTPase activity by preventing Ypt52p from binding GTP; involved in regulating intracellular trafficking; physically interacts with Skp1p""",0.0
9124,ERV25:RBD2,13,783460.0,-0.558560596353488,3.668423468255705,ORF,Verified ORF,YMR258C,ROY1,SGDID:S000004871,"""GTPase inhibitor with similarity to F-box proteins; inhibits Ypt52p GTPase activity by preventing Ypt52p from binding GTP; involved in regulating intracellular trafficking; physically interacts with Skp1p""",0.0
9124,FMP45:HNM1,13,783460.0,-0.513401849213421,3.4879500876698435,ORF,Verified ORF,YMR258C,ROY1,SGDID:S000004871,"""GTPase inhibitor with similarity to F-box proteins; inhibits Ypt52p GTPase activity by preventing Ypt52p from binding GTP; involved in regulating intracellular trafficking; physically interacts with Skp1p""",0.0
9124,RET2:EMP70,13,783460.0,-0.37482269535949,3.3661175554928864,ORF,Verified ORF,YMR258C,ROY1,SGDID:S000004871,"""GTPase inhibitor with similarity to F-box proteins; inhibits Ypt52p GTPase activity by preventing Ypt52p from binding GTP; involved in regulating intracellular trafficking; physically interacts with Skp1p""",0.0
9124,SSH1:ORM2,13,783460.0,-0.500546517575775,3.349983749380873,ORF,Verified ORF,YMR258C,ROY1,SGDID:S000004871,"""GTPase inhibitor with similarity to F-box proteins; inhibits Ypt52p GTPase activity by preventing Ypt52p from binding GTP; involved in regulating intracellular trafficking; physically interacts with Skp1p""",0.0
9124,ERG11:ACF2,13,783460.0,-0.451291241486895,3.081153632874289,ORF,Verified ORF,YMR258C,ROY1,SGDID:S000004871,"""GTPase inhibitor with similarity to F-box proteins; inhibits Ypt52p GTPase activity by preventing Ypt52p from binding GTP; involved in regulating intracellular trafficking; physically interacts with Skp1p""",0.0
9123,ERG11:ERG5,13,779631.0,-0.412150750926641,3.027258451075774,ORF,Verified ORF,YMR257C,PET111,SGDID:S000004870,"""Mitochondrial translational activator specific for the COX2 mRNA; located in the mitochondrial inner membrane""",0.0
9095,MID2:TPO4,13,743797.0,0.554810145523178,3.2742240444545856,ORF,Verified ORF,YMR237W,BCH1,SGDID:S000004850,"""Member of the ChAPs family (Chs5p-Arf1p-binding proteins); members include Bch1p ; Bch2p ; Bud7p ; and Chs6p; ChAPs family proteins form the exomer complex with Chs5p to mediate export of specific cargo proteins from the Golgi to the plasma membrane; interacts selectively with the activated ; GTP-bound form of Arf1p; may interact with ribosomes; protein abundance increases and forms cytoplasmic foci in response to DNA replication stress""",0.0
9094,MID2:TPO4,13,740946.0,0.604668456682937,3.7499321322332273,ORF,Verified ORF,YMR234W,RNH1,SGDID:S000004847,"""Ribonuclease H1; able to bind double-stranded RNAs and RNA-DNA hybrids; associates with RNAse polymerase I.""",0.0
9093,MID2:TPO4,13,740880.0,0.595984574472347,3.729626382567369,ORF,Verified ORF,YMR234W,RNH1,SGDID:S000004847,"""Ribonuclease H1; able to bind double-stranded RNAs and RNA-DNA hybrids; associates with RNAse polymerase I.""",0.0
9092,MID2:TPO4,13,739183.0,0.607808787154945,3.834018778359767,Promoter,Promoter,YMR233W_NFR/NDR,0,0,stable,0.0
9092,ALO1:HYR1,13,739183.0,0.570579916666983,3.4934387671699527,Promoter,Promoter,YMR233W_NFR/NDR,0,0,stable,0.0
9092,FMP45:MID2,13,739183.0,0.507812957443699,3.1030670073904245,Promoter,Promoter,YMR233W_NFR/NDR,0,0,stable,0.0
9092,PMC1:GTR2,13,739183.0,0.604049316820107,3.03472654867683,Promoter,Promoter,YMR233W_NFR/NDR,0,0,stable,0.0
9091,MID2:TPO4,13,738224.0,0.60866977156911,3.69304535235036,ORF,Verified ORF,YMR232W,FUS2,SGDID:S000004845,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",0.0
9091,FMP45:MID2,13,738224.0,0.526469510122151,3.176102178241119,ORF,Verified ORF,YMR232W,FUS2,SGDID:S000004845,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",0.0
9091,PMC1:GTR2,13,738224.0,0.632863271268046,3.162946457915125,ORF,Verified ORF,YMR232W,FUS2,SGDID:S000004845,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",0.0
9091,ALO1:HYR1,13,738224.0,0.549650568644113,3.1471024873975986,ORF,Verified ORF,YMR232W,FUS2,SGDID:S000004845,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",0.0
9091,ERV25:UIP4,13,738224.0,0.556276860058897,3.105989472828933,ORF,Verified ORF,YMR232W,FUS2,SGDID:S000004845,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",0.0
9090,MID2:TPO4,13,738123.0,0.650639856554511,4.323817135558386,ORF,Verified ORF,YMR232W,FUS2,SGDID:S000004845,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",0.0
9090,ALO1:HYR1,13,738123.0,0.580523933099525,3.596845038837189,ORF,Verified ORF,YMR232W,FUS2,SGDID:S000004845,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",0.0
9090,FMP45:MID2,13,738123.0,0.544653668801802,3.5010311841916266,ORF,Verified ORF,YMR232W,FUS2,SGDID:S000004845,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",0.0
9090,PMC1:GTR2,13,738123.0,0.642701650641432,3.375287246459929,ORF,Verified ORF,YMR232W,FUS2,SGDID:S000004845,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",0.0
9090,ERV25:UIP4,13,738123.0,0.542216236223525,3.0866200446840555,ORF,Verified ORF,YMR232W,FUS2,SGDID:S000004845,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",0.0
9090,HUG1:ALO1,13,738123.0,0.572564092907074,3.0362378211077616,ORF,Verified ORF,YMR232W,FUS2,SGDID:S000004845,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",0.0
9089,MID2:TPO4,13,737783.0,0.590673767112571,3.629163578142864,ORF,Verified ORF,YMR232W,FUS2,SGDID:S000004845,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",0.0
9088,MID2:TPO4,13,737273.0,0.615537341854022,3.8587545244236656,ORF,Verified ORF,YMR232W,FUS2,SGDID:S000004845,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",0.0
9088,ALO1:HYR1,13,737273.0,0.587210536169974,3.616471950901073,ORF,Verified ORF,YMR232W,FUS2,SGDID:S000004845,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",0.0
9088,FMP45:MID2,13,737273.0,0.539739950751639,3.3960165924994974,ORF,Verified ORF,YMR232W,FUS2,SGDID:S000004845,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",0.0
9088,PMC1:GTR2,13,737273.0,0.616545272495801,3.0953409033351176,ORF,Verified ORF,YMR232W,FUS2,SGDID:S000004845,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",0.0
9088,ERV25:UIP4,13,737273.0,0.540528911367197,3.026192587751034,ORF,Verified ORF,YMR232W,FUS2,SGDID:S000004845,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",0.0
9082,MID2:TPO4,13,733539.0,0.616289606918,3.955608266542383,Promoter,Promoter,YMR231W_NFR/NDR,0,0,stable,0.0
9082,FMP45:MID2,13,733539.0,0.561993046320496,3.728026532071101,Promoter,Promoter,YMR231W_NFR/NDR,0,0,stable,0.0
9082,ALO1:HYR1,13,733539.0,0.579163747311112,3.609828215517771,Promoter,Promoter,YMR231W_NFR/NDR,0,0,stable,0.0
9082,SNA4:GTR2,13,733539.0,0.558979311873795,3.512042624396646,Promoter,Promoter,YMR231W_NFR/NDR,0,0,stable,0.0
9082,PMC1:GTR2,13,733539.0,0.615077861117284,3.151297787507977,Promoter,Promoter,YMR231W_NFR/NDR,0,0,stable,0.0
9087,MID2:TPO4,13,736304.0,0.579890933295308,3.5470215729192733,ORF,Verified ORF,YMR231W,PEP5,SGDID:S000004844,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",0.0
9087,FMP45:MID2,13,736304.0,0.520797369105262,3.2578708087430064,ORF,Verified ORF,YMR231W,PEP5,SGDID:S000004844,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",0.0
9087,PMC1:GTR2,13,736304.0,0.618943055259724,3.180795735168516,ORF,Verified ORF,YMR231W,PEP5,SGDID:S000004844,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",0.0
9086,MID2:TPO4,13,736201.0,0.574631807700778,3.4536452480571853,ORF,Verified ORF,YMR231W,PEP5,SGDID:S000004844,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",0.0
9086,FMP45:MID2,13,736201.0,0.521487766842083,3.2308588362318256,ORF,Verified ORF,YMR231W,PEP5,SGDID:S000004844,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",0.0
9086,SNA4:GTR2,13,736201.0,0.514893372791724,3.008432728583648,ORF,Verified ORF,YMR231W,PEP5,SGDID:S000004844,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",0.0
9085,MID2:TPO4,13,735637.0,0.592247912442797,3.709093126094526,ORF,Verified ORF,YMR231W,PEP5,SGDID:S000004844,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",0.0
9085,PMC1:GTR2,13,735637.0,0.628287901410169,3.289134911646218,ORF,Verified ORF,YMR231W,PEP5,SGDID:S000004844,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",0.0
9085,FMP45:MID2,13,735637.0,0.514525918975337,3.214090727851314,ORF,Verified ORF,YMR231W,PEP5,SGDID:S000004844,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",0.0
9085,ALO1:HYR1,13,735637.0,0.518996808822792,3.000955550026361,ORF,Verified ORF,YMR231W,PEP5,SGDID:S000004844,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",0.0
9084,MID2:TPO4,13,735275.0,0.578544460124621,3.5169448256967213,ORF,Verified ORF,YMR231W,PEP5,SGDID:S000004844,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",0.0
9084,FMP45:MID2,13,735275.0,0.534204945703552,3.3902804557112862,ORF,Verified ORF,YMR231W,PEP5,SGDID:S000004844,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",0.0
9084,ALO1:HYR1,13,735275.0,0.538837389068686,3.1639753932607366,ORF,Verified ORF,YMR231W,PEP5,SGDID:S000004844,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",0.0
9084,PMC1:GTR2,13,735275.0,0.606027417735261,3.053628217275309,ORF,Verified ORF,YMR231W,PEP5,SGDID:S000004844,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",0.0
9083,MID2:TPO4,13,734392.0,0.587864476776085,3.5926281146709758,ORF,Verified ORF,YMR231W,PEP5,SGDID:S000004844,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",0.0
9083,PMC1:GTR2,13,734392.0,0.612865428654594,3.09270354920791,ORF,Verified ORF,YMR231W,PEP5,SGDID:S000004844,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",0.0
9083,FMP45:MID2,13,734392.0,0.505068732596064,3.055637005376276,ORF,Verified ORF,YMR231W,PEP5,SGDID:S000004844,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",0.0
9081,ALO1:HYR1,13,732688.0,0.531247719006268,3.056866180503941,Close to 3'-UTR,Close to 3'-UTR,YMR230W,RPS10B,SGDID:S000004843,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S10 ; no bacterial homolog; RPS10B has a paralog ; RPS10A ; that arose from the whole genome duplication; mutations in the human homolog associated with Diamond-Blackfan anemia""",0.0
9072,SNA4:GTR2,13,729862.0,0.521366615190754,3.1297686551310058,ORF,Verified ORF,YMR229C,RRP5,SGDID:S000004842,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",0.0
8927,ERG27:ACF2,13,601209.0,-0.521151082693631,3.3145669435835665,Promoter,Promoter,YMR169C_NFR/NDR,0,0,stable,0.0
8922,SRO9:SGN1,13,589215.0,-0.46434857857362,3.272186291169473,ORF,Verified ORF,YMR164C,MSS11,SGDID:S000004774,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",0.0
8921,SRO9:SGN1,13,588807.0,-0.468440212795005,3.289396992374916,ORF,Verified ORF,YMR164C,MSS11,SGDID:S000004774,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",0.0
