SNP,LD
2998,1
2999,1
3000,1
3001,1
3002,1
3003,1
3004,1
3005,1
3006,1
3007,1
3008,1
3009,1
3010,1
3011,1
3012,1
3013,1
3014,0
3015,1
3016,1
3017,1
3018,1
3019,0
3020,0
3021,1
3022,1
3023,1
3024,1
3025,1
3026,1
3027,1
3028,1
3029,0
3030,1
3031,0
3032,0
3033,0
3034,1
3035,1
3036,1
3037,1
3038,1
3039,1
3040,1
3041,0
3042,0
3043,1
3044,1
3045,1
3046,1
3047,1
3048,0
3049,0
3050,1
3051,1
3052,1
3053,1
3054,1
3055,0
3056,0
3057,1
3058,1
3059,1
3060,1
3061,1
3062,1
3063,1
3064,1
3065,0
3066,0
3067,1
3068,0
3069,0
3070,1
3071,0
3072,0
3073,0
3074,1
3075,1
3076,1
3077,1
3078,1
3079,1
3080,1
3081,1
3082,1
3083,1
3084,1
3085,1
3086,1
3087,1
3088,1
3089,0
3090,0
3091,1
3092,1
3093,1
3094,0
3095,0
3096,1
3097,1
3098,1
3099,0
3100,0
3101,0
3102,0
3103,0
3104,0
3105,1
3106,1
3107,1
3108,0
3109,0
3110,0
3111,0
3112,0
3113,0
3114,1
3115,1
3116,1
3117,1
3118,0
3119,1
3120,0
3121,0
3122,0
3123,0
3124,1
3125,1
3126,1
3127,0
3128,0
3129,1
3130,0
3131,1
3132,1
3133,1
3134,0
3135,0
3136,0
3137,1
3138,1
3139,1
3140,1
3141,0
3142,1
3143,0
3144,0
3145,0
3146,0
3147,1
3148,0
3149,1
3150,0
3151,1
3152,1
3153,1
3154,1
3155,1
3156,1
3157,0
3158,1
3159,1
3160,1
3161,1
3162,1
3163,0
3164,0
3165,1
3166,0
3167,0
3168,0
3169,1
3170,0
3171,0
3172,1
3173,1
3174,1
3175,1
3176,1
3177,1
3178,0
3179,0
3180,1
3181,1
3182,0
3183,1
3184,1
3185,1
3186,1
3187,1
3188,1
3189,1
3190,0
3191,0
3192,1
3193,1
3194,1
3195,0
3196,1
3197,0
3198,0
3199,1
3200,1
3201,1
3202,0
3203,0
3204,1
3205,1
3206,1
3207,0
3208,1
3209,1
3210,1
3211,0
3212,1
3213,1
3214,1
3215,1
3216,1
3217,1
3218,0
3219,0
3220,0
3221,0
3222,0
3223,1
3224,1
3225,1
3226,1
3227,1
3228,1
3229,1
3230,1
3231,0
3232,0
3233,0
3234,0
3235,1
3236,1
3237,1
3238,1
3239,1
3240,0
3241,0
3242,0
3243,1
3244,0
3245,0
3246,0
3247,1
3248,0
3249,0
3250,0
3251,0
3252,0
3253,1
3254,0
3255,1
3256,0
3257,1
3258,1
3259,1
3260,1
3261,1
3262,1
3263,1
3264,0
3265,1
3266,1
3267,1
3268,1
3269,1
3270,1
3271,1
3272,0
3273,0
3274,0
3275,0
3276,1
3277,0
3278,0
3279,0
3280,1
3281,1
3282,1
3283,1
3284,0
3285,0
3286,1
3287,1
3288,1
3289,1
3290,1
3291,1
3292,1
3293,1
3294,1
3295,1
3296,0
3297,0
3298,0
3299,0
3300,1
3301,1
3302,0
3303,1
3304,1
3305,1
3306,0
3307,0
3308,1
3309,1
3310,1
3311,1
3312,1
3313,1
3314,1
3315,1
3316,0
3317,0
3318,1
3319,1
3320,0
3321,1
3322,1
3323,1
3324,1
3325,1
3326,1
3327,1
3328,1
3329,1
3330,0
3331,0
3332,0
3333,0
3334,1
3335,0
3336,0
3337,1
3338,1
3339,1
3340,0
3341,0
3342,0
3343,0
3344,1
3345,1
3346,1
3347,1
3348,1
3349,1
3350,1
3351,1
3352,1
3353,1
3354,1
3355,1
3356,1
3357,1
3358,1
3359,1
3360,1
3361,0
3362,1
3363,0
3364,1
3365,1
3366,0
3367,1
3368,1
3369,1
3370,1
3371,1
3372,1
3373,1
3374,1
3375,0
3376,1
3377,1
3378,1
3379,1
3380,1
3381,1
3382,1
3383,1
3384,1
3385,1
3386,1
3387,1
3388,1
3389,1
3390,1
3391,1
3392,1
3393,1
3394,0
3395,1
3396,1
3397,1
3398,1
3399,1
3400,1
3401,0
3402,0
3403,1
3404,1
3405,1
3406,1
3407,1
3408,1
3409,1
3410,1
3411,1
3412,1
3413,1
3414,1
3415,1
3416,1
3417,1
3418,1
3419,1
3420,1
3421,1
3422,1
3423,1
3424,1
3425,1
3426,1
3427,1
3428,1
3429,1
3430,1
3431,1
3432,1
3433,1
3434,1
3435,1
3436,1
3437,0
3438,0
3439,0
3440,0
3441,0
3442,1
3443,1
3444,0
3445,1
3446,1
3447,0
3448,0
3449,0
3450,1
3451,0
3452,1
3453,1
3454,1
3455,1
3456,1
3457,0
3458,0
3459,1
3460,1
3461,1
3462,1
3463,1
3464,1
3465,1
3466,1
3467,1
3468,1
3469,1
3470,1
3471,1
3472,1
3473,1
3474,1
3475,1
3476,1
3477,1
3478,1
3479,1
3480,1
3481,1
3482,1
3483,1
3484,1
3485,1
3486,0
3487,0
3488,0
3489,0
3490,0
3491,1
3492,0
3493,0
3494,1
3495,1
3496,1
3497,1
3498,1
3499,1
3500,1
3501,1
3502,1
3503,1
3504,1
3505,1
3506,1
3507,0
3508,1
3509,1
3510,1
3511,1
3512,1
3513,1
3514,1
3515,1
3516,1
3517,1
3518,1
3519,1
3520,1
3521,1
3522,1
3523,1
3524,1
3525,1
3526,1
3527,0
3528,0
3529,1
3530,1
3531,1
3532,1
3533,1
3534,1
3535,1
3536,1
3537,1
3538,1
3539,0
3540,0
3541,1
3542,1
3543,1
3544,1
3545,1
3546,1
3547,1
3548,1
3549,1
3550,1
3551,1
3552,1
3553,1
3554,1
3555,1
3556,1
3557,1
3558,1
3559,0
3560,1
3561,1
3562,1
3563,0
3564,0
3565,0
3566,0
3567,1
3568,0
3569,0
3570,0
3571,1
3572,1
3573,1
3574,1
3575,1
3576,0
3577,1
3578,1
3579,0
3580,1
3581,1
3582,0
3583,1
3584,1
3585,0
3586,1
3587,1
3588,1
3589,0
3590,0
3591,0
3592,1
3593,1
3594,0
3595,0
3596,1
3597,1
3598,0
3599,1
3600,1
3601,0
3602,0
3603,0
3604,1
3605,1
3606,1
3607,0
3608,0
3609,0
3610,0
3611,0
3612,1
3613,1
3614,1
3615,0
3616,0
3617,0
3618,0
3619,0
3620,0
3621,0
3622,1
3623,1
3624,1
3625,1
3626,1
3627,1
3628,1
3629,1
3630,1
3631,1
3632,1
3633,1
3634,1
3635,1
3636,1
3637,0
3638,1
3639,1
3640,1
3641,1
3642,1
3643,0
3644,1
3645,1
3646,1
3647,1
3648,1
3649,1
3650,1
3651,1
3652,1
3653,0
3654,0
3655,0
3656,1
3657,0
3658,0
3659,0
3660,0
3661,0
3662,0
3663,0
3664,1
3665,1
3666,1
3667,1
3668,1
3669,1
3670,1
3671,1
3672,0
3673,0
3674,0
3675,0
3676,0
3677,1
3678,0
3679,0
3680,0
3681,0
3682,0
3683,1
3684,1
3685,1
3686,1
3687,1
3688,1
3689,1
3690,0
3691,0
3692,0
3693,1
3694,0
3695,0
3696,0
3697,1
3698,1
3699,1
3700,1
3701,1
3702,0
3703,1
3704,0
3705,0
3706,0
3707,0
3708,0
3709,0
3710,0
3711,1
3712,1
3713,1
3714,0
3715,0
3716,0
3717,0
3718,1
3719,1
3720,0
3721,0
3722,0
3723,1
3724,1
3725,1
3726,0
3727,0
3728,0
3729,1
3730,0
3731,1
3732,0
3733,0
3734,1
3735,1
3736,1
3737,1
3738,1
3739,1
3740,0
3741,0
3742,1
3743,1
3744,1
3745,0
3746,0
3747,1
3748,0
3749,0
3750,1
3751,0
3752,0
3753,0
3754,0
3755,0
3756,1
3757,0
3758,0
3759,0
3760,0
3761,1
3762,1
3763,1
3764,1
3765,1
3766,1
3767,1
3768,1
3769,0
3770,0
3771,0
3772,1
3773,1
3774,0
3775,1
3776,1
3777,1
3778,0
3779,0
3780,1
3781,1
3782,0
3783,0
3784,1
3785,0
3786,0
3787,1
3788,0
3789,1
3790,0
3791,0
3792,1
3793,0
3794,0
3795,0
3796,1
3797,0
3798,0
3799,1
3800,0
3801,1
3802,0
3803,1
3804,0
3805,0
3806,1
3807,0
3808,1
3809,1
3810,0
3811,1
3812,1
3813,1
3814,1
3815,1
3816,1
3817,1
3818,0
3819,0
3820,0
3821,0
3822,0
3823,0
3824,1
3825,0
3826,0
3827,0
3828,1
3829,1
3830,1
3831,1
3832,1
3833,1
3834,1
3835,1
3836,1
3837,0
3838,0
3839,1
3840,1
3841,1
3842,1
3843,1
3844,1
3845,1
3846,1
3847,1
3848,1
3849,1
3850,1
3851,0
3852,0
3853,1
3854,0
3855,1
3856,0
3857,0
3858,0
3859,0
3860,1
3861,0
3862,1
3863,0
3864,1
3865,0
3866,0
3867,1
3868,0
3869,1
3870,0
3871,0
3872,0
3873,0
3874,1
3875,0
3876,0
3877,0
3878,1
3879,1
3880,0
3881,0
3882,0
3883,0
3884,0
3885,1
3886,1
3887,1
3888,1
3889,1
3890,1
3891,1
3892,1
3893,1
3894,1
3895,1
3896,1
3897,1
3898,1
3899,1
3900,1
3901,1
3902,1
3903,1
3904,0
3905,0
3906,0
3907,0
3908,0
3909,0
3910,0
3911,0
3912,0
3913,0
3914,1
3915,0
3916,0
3917,1
3918,1
3919,1
3920,1
3921,1
3922,1
3923,1
3924,0
3925,0
3926,0
3927,0
3928,1
3929,1
3930,1
3931,1
3932,0
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,0
3941,1
3942,0
3943,0
3944,0
3945,0
3946,0
3947,1
3948,1
3949,0
3950,0
3951,0
3952,0
3953,0
3954,1
3955,0
3956,0
3957,1
3958,1
3959,0
3960,1
3961,0
3962,0
3963,0
3964,1
3965,1
3966,0
3967,0
3968,1
3969,1
3970,0
3971,1
3972,1
3973,1
3974,1
3975,1
3976,1
3977,1
3978,1
3979,1
3980,1
3981,1
3982,0
3983,0
3984,0
3985,1
3986,0
3987,1
3988,1
3989,1
3990,1
3991,1
3992,1
3993,1
3994,0
3995,0
3996,1
3997,1
3998,1
3999,1
4000,0
4001,0
4002,1
4003,1
4004,0
4005,0
4006,0
4007,1
4008,0
4009,0
4010,0
4011,1
4012,0
4013,0
4014,0
4015,0
4016,0
4017,0
4018,1
4019,1
4020,1
4021,1
4022,0
4023,1
4024,1
4025,0
4026,1
4027,1
4028,1
4029,0
4030,0
4031,0
4032,1
4033,1
4034,1
4035,1
4036,1
4037,0
4038,0
4039,0
4040,0
4041,0
4042,0
4043,1
4044,1
4045,0
4046,0
4047,1
4048,0
4049,0
4050,0
4051,1
4052,1
4053,1
4054,0
4055,1
4056,1
4057,1
4058,1
4059,1
4060,1
4061,1
4062,1
4063,0
4064,0
4065,1
4066,0
4067,0
4068,0
4069,1
4070,0
4071,1
4072,1
4073,0
4074,0
4075,0
4076,1
4077,0
4078,1
4079,1
4080,0
4081,1
4082,1
4083,1
4084,0
4085,0
4086,1
4087,0
4088,0
4089,1
4090,1
4091,0
4092,1
4093,1
4094,1
4095,0
4096,0
4097,0
4098,0
4099,0
4100,1
4101,0
4102,1
4103,0
4104,0
4105,1
4106,0
4107,0
4108,0
4109,1
4110,1
4111,1
4112,1
4113,1
4114,1
4115,1
4116,0
4117,0
4118,1
4119,1
4120,1
4121,1
4122,1
4123,1
4124,1
4125,1
4126,1
4127,1
4128,1
4129,1
4130,1
4131,1
4132,1
4133,1
4134,1
4135,1
4136,1
4137,1
4138,1
4139,1
4140,0
4141,1
4142,0
4143,0
4144,0
4145,1
4146,1
4147,0
4148,0
4149,0
4150,0
4151,1
4152,1
4153,0
4154,1
4155,1
4156,1
4157,1
4158,0
4159,1
4160,0
4161,0
4162,1
4163,1
4164,1
4165,1
4166,1
4167,1
4168,1
4169,1
4170,1
4171,1
4172,1
4173,1
4174,0
4175,0
4176,0
4177,1
4178,1
4179,1
4180,0
4181,0
4182,1
4183,1
4184,1
4185,0
4186,0
4187,0
4188,0
4189,1
4190,0
4191,0
4192,1
4193,1
4194,0
4195,0
4196,0
4197,0
4198,1
4199,1
4200,0
4201,0
4202,0
4203,1
4204,1
4205,1
4206,1
4207,0
4208,0
4209,0
4210,1
4211,1
4212,1
4213,1
4214,1
4215,0
4216,0
4217,1
4218,1
4219,1
4220,1
4221,1
4222,1
4223,1
4224,1
4225,1
4226,1
4227,1
4228,1
4229,1
4230,1
4231,1
4232,1
4233,1
4234,1
4235,1
4236,1
4237,0
4238,0
4239,0
4240,1
4241,1
4242,0
4243,0
4244,1
4245,1
4246,1
4247,1
4248,0
4249,0
4250,0
4251,1
4252,1
4253,1
4254,1
4255,1
4256,1
4257,1
4258,1
4259,1
4260,1
4261,1
4262,0
4263,0
4264,1
4265,0
4266,0
4267,0
4268,0
4269,0
4270,0
4271,1
4272,0
4273,0
4274,1
4275,0
4276,1
4277,0
4278,0
4279,1
4280,1
4281,1
4282,1
4283,1
4284,1
4285,1
4286,1
4287,0
4288,0
4289,0
4290,0
4291,1
4292,1
4293,1
4294,0
4295,1
4296,1
4297,1
4298,0
4299,0
4300,0
4301,0
4302,1
4303,0
4304,1
4305,1
4306,1
4307,1
4308,1
4309,1
4310,1
4311,1
4312,1
4313,1
4314,1
4315,0
4316,0
4317,0
4318,1
4319,1
4320,1
4321,0
4322,1
4323,1
4324,0
4325,0
4326,1
4327,1
4328,1
4329,1
4330,1
4331,0
4332,0
4333,1
4334,1
4335,1
4336,1
4337,0
4338,0
4339,1
4340,1
4341,1
4342,1
4343,0
4344,1
4345,1
4346,1
4347,1
4348,1
4349,1
4350,1
4351,1
4352,1
4353,0
4354,1
4355,0
4356,1
4357,1
4358,0
4359,1
4360,1
4361,1
4362,1
4363,1
4364,0
4365,1
4366,0
4367,1
4368,1
4369,1
4370,1
4371,1
4372,1
4373,1
4374,0
4375,1
4376,1
4377,1
4378,1
4379,1
4380,1
4381,1
4382,1
4383,0
4384,0
4385,0
4386,0
4387,0
4388,0
4389,1
4390,1
4391,0
4392,1
4393,1
4394,0
4395,0
4396,0
4397,1
4398,1
4399,1
4400,1
4401,1
4402,1
4403,1
4404,1
4405,1
4406,0
4407,0
4408,0
4409,0
4410,1
4411,1
4412,1
4413,1
4414,0
4415,1
4416,1
4417,1
4418,0
4419,0
4420,1
4421,1
4422,1
4423,0
4424,1
4425,0
4426,1
4427,1
4428,0
4429,0
4430,0
4431,0
4432,1
4433,1
4434,1
4435,1
4436,0
4437,1
4438,1
4439,0
4440,0
4441,0
4442,1
4443,1
4444,1
4445,1
4446,0
4447,0
4448,1
4449,1
4450,1
4451,1
4452,1
4453,1
4454,1
4455,1
4456,1
4457,1
4458,0
4459,1
4460,0
4461,0
4462,0
4463,1
4464,1
4465,1
4466,1
4467,1
4468,1
4469,1
4470,1
4471,1
4472,0
4473,1
4474,0
4475,0
4476,0
4477,0
4478,0
4479,0
4480,0
4481,1
4482,1
4483,0
4484,1
4485,1
4486,1
4487,1
4488,0
4489,1
4490,0
4491,0
4492,1
4493,1
4494,1
4495,1
4496,1
4497,1
4498,0
4499,0
4500,0
4501,1
4502,1
4503,1
4504,0
4505,1
4506,1
4507,0
4508,1
4509,1
4510,1
4511,1
4512,1
4513,1
4514,1
4515,1
4516,0
4517,0
4518,1
4519,1
4520,1
4521,1
4522,1
4523,1
4524,0
4525,0
4526,0
4527,0
4528,1
4529,1
4530,1
4531,0
4532,1
4533,1
4534,0
4535,0
4536,1
4537,1
4538,1
4539,0
4540,0
4541,1
4542,1
4543,1
4544,0
4545,1
4546,1
4547,1
4548,0
4549,0
4550,0
4551,1
4552,0
4553,1
4554,0
4555,0
4556,1
4557,1
4558,1
4559,1
4560,1
4561,1
4562,1
4563,1
4564,0
4565,0
4566,0
4567,0
4568,0
4569,0
4570,1
4571,0
4572,1
4573,1
4574,1
4575,0
4576,1
4577,1
4578,1
4579,0
4580,0
4581,1
4582,1
4583,1
4584,1
4585,1
4586,1
4587,1
4588,1
4589,0
4590,0
4591,1
4592,0
4593,1
4594,1
4595,1
4596,1
4597,1
4598,1
4599,1
4600,1
4601,1
4602,0
4603,1
4604,1
4605,0
4606,0
4607,0
4608,1
4609,1
4610,1
4611,0
4612,0
4613,0
4614,0
4615,1
4616,1
4617,1
4618,1
4619,1
4620,1
4621,1
4622,1
4623,1
4624,1
4625,1
4626,1
4627,1
4628,1
4629,0
4630,0
4631,0
4632,0
4633,0
4634,1
4635,1
4636,1
4637,1
4638,1
4639,1
4640,1
4641,1
4642,0
4643,0
4644,0
4645,1
4646,0
4647,0
4648,0
4649,0
4650,1
4651,1
4652,1
4653,1
4654,1
4655,0
4656,0
4657,0
4658,0
4659,0
4660,1
4661,1
4662,1
4663,1
4664,1
4665,0
4666,0
4667,1
4668,1
4669,1
4670,1
4671,1
4672,1
4673,1
4674,1
4675,1
4676,1
4677,1
4678,1
4679,1
4680,1
4681,1
4682,1
4683,1
4684,1
4685,1
4686,0
4687,0
4688,1
4689,0
4690,1
4691,0
4692,0
4693,0
4694,0
4695,0
4696,0
4697,1
4698,0
4699,0
4700,1
4701,1
4702,1
4703,1
4704,1
4705,1
4706,1
4707,1
4708,1
4709,1
4710,0
4711,0
4712,1
4713,1
4714,1
4715,0
4716,0
4717,0
4718,1
4719,1
4720,1
4721,1
4722,1
4723,1
4724,0
4725,0
4726,0
4727,0
4728,1
4729,0
4730,0
4731,1
4732,0
4733,0
4734,1
4735,1
4736,1
4737,0
4738,0
4739,1
4740,1
4741,1
4742,1
4743,0
4744,0
4745,0
4746,1
4747,1
4748,0
4749,0
4750,1
4751,0
4752,1
4753,0
4754,0
4755,0
4756,1
4757,1
4758,0
4759,0
4760,0
4761,0
4762,1
4763,1
4764,1
4765,1
4766,0
4767,0
4768,1
4769,0
4770,1
4771,0
4772,1
4773,1
4774,1
4775,0
4776,0
4777,0
4778,0
4779,1
4780,1
4781,1
4782,1
4783,1
4784,0
4785,0
4786,0
4787,0
4788,0
4789,1
4790,0
4791,0
4792,1
4793,1
4794,1
4795,1
4796,1
4797,1
4798,1
4799,1
4800,1
4801,1
4802,1
4803,1
4804,1
4805,1
4806,1
4807,1
4808,0
4809,0
4810,1
4811,1
4812,1
4813,1
4814,1
4815,1
4816,0
4817,1
4818,1
4819,1
4820,1
4821,1
4822,1
4823,0
4824,0
4825,0
4826,0
4827,0
4828,0
4829,0
4830,1
4831,0
4832,0
4833,1
4834,0
4835,1
4836,1
4837,0
4838,0
4839,0
4840,0
4841,0
4842,0
4843,1
4844,1
4845,0
4846,0
4847,1
4848,1
4849,1
4850,1
4851,0
4852,1
4853,1
4854,1
4855,1
4856,1
4857,0
4858,1
4859,1
4860,1
4861,0
4862,0
4863,0
4864,0
4865,0
4866,1
4867,1
4868,1
4869,1
4870,1
4871,1
4872,1
4873,1
4874,1
4875,1
4876,1
4877,1
4878,1
4879,1
4880,0
4881,0
4882,1
4883,1
4884,0
4885,0
4886,1
4887,1
4888,1
4889,1
4890,0
4891,1
4892,0
4893,0
4894,0
4895,1
4896,0
4897,0
4898,1
4899,1
4900,1
4901,1
4902,0
4903,0
4904,0
4905,0
4906,0
4907,0
4908,0
4909,1
4910,1
4911,0
4912,0
4913,1
4914,0
4915,1
4916,1
4917,0
4918,0
4919,0
4920,0
4921,1
4922,1
4923,1
4924,1
4925,1
4926,1
4927,1
4928,1
4929,1
4930,0
4931,1
4932,0
4933,0
4934,0
4935,0
4936,1
4937,1
4938,1
4939,1
4940,0
4941,1
4942,1
4943,1
4944,1
4945,1
4946,1
4947,0
4948,0
4949,0
4950,0
4951,0
4952,1
4953,1
4954,1
4955,1
4956,1
4957,1
4958,1
4959,1
4960,1
4961,1
4962,0
4963,0
4964,1
4965,1
4966,1
4967,1
4968,1
4969,1
4970,1
4971,1
4972,1
4973,0
4974,0
4975,1
4976,1
4977,1
4978,1
4979,0
4980,0
4981,0
4982,0
4983,1
4984,0
4985,0
4986,0
4987,1
4988,1
4989,0
4990,1
4991,1
4992,1
4993,0
4994,0
4995,0
4996,1
4997,0
4998,0
4999,1
5000,1
5001,1
5002,1
5003,0
5004,1
5005,1
5006,1
5007,1
5008,0
5009,1
5010,1
5011,1
5012,1
5013,1
5014,1
5015,1
5016,1
5017,1
5018,1
5019,1
5020,1
5021,1
5022,1
5023,1
5024,1
5025,1
5026,1
5027,1
5028,1
5029,1
5030,1
5031,1
5032,1
5033,1
5034,1
5035,0
5036,0
5037,1
5038,0
5039,0
5040,0
5041,0
5042,0
5043,0
5044,0
5045,0
5046,1
5047,0
5048,0
5049,0
5050,0
5051,0
5052,0
5053,1
5054,0
5055,1
5056,1
5057,0
5058,0
5059,0
5060,1
5061,1
5062,1
5063,1
5064,1
5065,1
5066,1
5067,1
5068,1
5069,1
5070,1
5071,1
5072,0
5073,0
5074,0
5075,1
5076,1
5077,1
5078,1
5079,1
5080,1
5081,1
5082,1
5083,1
5084,1
5085,1
5086,1
5087,1
5088,1
5089,1
5090,1
5091,1
5092,1
5093,1
5094,1
5095,1
5096,0
5097,0
5098,0
5099,0
5100,0
5101,0
5102,1
5103,1
5104,0
5105,0
5106,1
5107,0
5108,1
5109,1
5110,0
5111,0
5112,1
5113,0
5114,0
5115,0
5116,0
5117,0
5118,0
5119,1
5120,1
5121,1
5122,1
5123,1
5124,1
5125,1
5126,1
5127,1
5128,1
5129,1
5130,1
5131,1
5132,1
5133,1
5134,0
5135,1
5136,0
5137,1
5138,1
5139,1
5140,1
5141,0
5142,1
5143,1
5144,1
5145,1
5146,0
5147,0
5148,0
5149,1
5150,1
5151,0
5152,1
5153,0
5154,0
5155,1
5156,1
5157,1
5158,1
5159,1
5160,1
5161,1
5162,1
5163,1
5164,1
5165,1
5166,1
5167,1
5168,0
5169,1
5170,1
5171,0
5172,0
5173,1
5174,1
5175,0
5176,1
5177,1
5178,1
5179,1
5180,1
5181,0
5182,0
5183,1
5184,1
5185,1
5186,1
5187,0
5188,1
5189,1
5190,1
5191,1
5192,1
5193,1
5194,1
5195,1
5196,0
5197,1
5198,1
5199,1
5200,1
5201,1
5202,1
5203,0
5204,1
5205,0
5206,0
5207,0
5208,0
5209,0
5210,0
5211,0
5212,0
5213,0
5214,0
5215,1
5216,1
5217,1
5218,1
5219,1
5220,1
5221,1
5222,1
5223,1
5224,0
5225,0
5226,1
5227,0
5228,0
5229,0
5230,0
5231,0
5232,1
5233,1
5234,1
5235,1
5236,1
5237,0
5238,1
5239,1
5240,1
5241,1
5242,1
5243,0
5244,0
5245,0
5246,0
5247,1
5248,1
5249,0
5250,0
5251,0
5252,0
5253,0
5254,0
5255,0
5256,0
5257,0
5258,1
5259,1
5260,1
5261,0
5262,0
5263,1
5264,1
5265,1
5266,1
5267,0
5268,0
5269,0
5270,1
5271,1
5272,1
5273,1
5274,0
5275,0
5276,1
5277,1
5278,1
5279,0
5280,0
5281,1
5282,1
5283,1
5284,0
5285,0
5286,0
5287,1
5288,0
5289,1
5290,1
5291,1
5292,1
5293,1
5294,1
5295,1
5296,1
5297,1
5298,1
5299,0
5300,0
5301,1
5302,1
5303,1
5304,0
5305,1
5306,0
5307,0
5308,1
5309,0
5310,1
5311,1
5312,0
5313,1
5314,0
5315,0
5316,0
5317,1
5318,1
5319,1
5320,1
5321,0
5322,1
5323,1
5324,1
5325,1
5326,0
5327,0
5328,0
5329,0
5330,1
5331,1
5332,1
5333,0
5334,0
5335,1
5336,1
5337,1
5338,0
5339,1
5340,0
5341,0
5342,0
5343,0
5344,0
5345,0
5346,1
5347,1
5348,1
5349,1
5350,0
5351,0
5352,1
5353,0
5354,0
5355,1
5356,1
5357,1
5358,1
5359,1
5360,1
5361,1
5362,0
5363,0
5364,1
5365,1
5366,1
5367,1
5368,1
5369,1
5370,1
5371,0
5372,1
5373,1
5374,1
5375,1
5376,0
5377,1
5378,0
5379,0
5380,1
5381,1
5382,1
5383,1
5384,0
5385,0
5386,1
5387,1
5388,1
5389,1
5390,1
5391,1
5392,1
5393,1
5394,1
5395,1
5396,1
5397,1
5398,1
5399,1
5400,1
5401,1
5402,0
5403,1
5404,0
5405,0
5406,0
5407,0
5408,0
5409,0
5410,1
5411,1
5412,0
5413,0
5414,0
5415,0
5416,0
5417,0
5418,0
5419,1
5420,0
5421,0
5422,0
5423,1
5424,1
5425,0
5426,0
5427,0
5428,0
5429,0
5430,0
5431,0
5432,0
5433,0
5434,0
5435,0
5436,0
5437,1
5438,0
5439,0
5440,1
5441,0
5442,1
5443,1
5444,0
5445,0
5446,1
5447,1
5448,1
5449,0
5450,0
5451,1
5452,1
5453,1
5454,1
5455,1
5456,1
5457,1
5458,1
5459,1
5460,0
5461,0
5462,1
5463,1
5464,1
5465,1
5466,1
5467,1
5468,0
5469,0
5470,0
5471,1
5472,0
5473,1
5474,0
5475,1
5476,1
5477,1
5478,1
5479,1
5480,1
5481,1
5482,1
5483,1
5484,1
5485,0
5486,0
5487,0
5488,0
5489,0
5490,1
5491,1
5492,1
5493,1
5494,1
5495,1
5496,1
5497,1
5498,1
5499,1
5500,1
5501,1
5502,1
5503,1
5504,1
5505,1
5506,1
5507,1
5508,1
5509,1
5510,1
5511,1
5512,1
5513,1
5514,1
5515,1
5516,1
5517,1
5518,1
5519,1
5520,1
5521,1
5522,1
5523,1
5524,1
5525,1
5526,1
5527,1
5528,1
5529,1
5530,1
5531,1
5532,1
5533,1
5534,1
5535,1
5536,1
5537,1
5538,0
5539,1
5540,1
5541,0
5542,1
5543,1
5544,1
5545,1
5546,1
5547,1
5548,1
5549,1
5550,1
5551,0
5552,0
5553,0
5554,1
5555,1
5556,0
5557,1
5558,1
5559,0
5560,0
5561,0
5562,0
5563,1
5564,1
5565,0
5566,0
5567,0
5568,0
5569,1
5570,1
5571,1
5572,1
5573,1
5574,1
5575,1
5576,1
5577,1
5578,1
5579,1
5580,1
5581,1
5582,1
5583,1
5584,1
5585,1
5586,1
5587,1
5588,0
5589,0
5590,1
5591,1
5592,1
5593,1
5594,1
5595,1
5596,1
5597,1
5598,1
5599,1
5600,1
5601,1
5602,0
5603,0
5604,0
5605,1
5606,1
5607,1
5608,1
5609,1
5610,1
5611,1
5612,1
5613,1
5614,1
5615,0
5616,1
5617,1
5618,1
5619,0
5620,0
5621,0
5622,1
5623,1
5624,1
5625,1
5626,1
5627,1
5628,1
5629,0
5630,1
5631,0
5632,0
5633,0
5634,1
5635,0
5636,0
5637,0
5638,0
5639,0
5640,0
5641,0
5642,1
5643,1
5644,0
5645,1
5646,1
5647,0
5648,0
5649,1
5650,1
5651,0
5652,0
5653,1
5654,1
5655,0
5656,0
5657,0
5658,1
5659,1
5660,1
5661,0
5662,0
5663,0
5664,0
5665,0
5666,0
5667,1
5668,1
5669,0
5670,0
5671,1
5672,1
5673,1
5674,1
5675,1
5676,1
5677,1
5678,0
5679,0
5680,0
5681,1
5682,1
5683,1
5684,1
5685,1
5686,1
5687,1
5688,1
5689,1
5690,1
5691,1
5692,1
5693,1
5694,1
5695,1
5696,1
5697,1
5698,1
5699,1
5700,1
5701,0
5702,0
5703,0
5704,0
5705,1
5706,1
5707,1
5708,1
5709,1
5710,1
5711,1
5712,1
5713,1
5714,1
5715,1
5716,0
5717,0
5718,1
5719,1
5720,1
5721,1
5722,1
5723,1
5724,1
5725,0
5726,1
5727,0
5728,1
5729,1
5730,0
5731,0
5732,0
5733,0
5734,1
5735,1
5736,1
5737,1
5738,1
5739,1
5740,1
5741,0
5742,0
5743,0
5744,1
5745,1
5746,1
5747,1
5748,1
5749,1
5750,1
5751,1
5752,1
5753,1
5754,1
5755,1
5756,1
5757,1
5758,1
5759,0
5760,1
5761,1
5762,0
5763,0
5764,0
5765,0
5766,1
5767,1
5768,1
5769,1
5770,1
5771,1
5772,1
5773,1
5774,1
5775,0
5776,0
5777,0
5778,0
5779,1
5780,1
5781,1
5782,1
5783,1
5784,1
5785,1
5786,1
5787,0
5788,0
5789,1
5790,0
5791,0
5792,0
5793,0
5794,0
5795,0
